 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.05936911e+09  1.03763479e-10  1.98894577e+00  5.45147675e-09  4.07492248e+00  4.60742767e-09  5.16510574e+00 
 1.10954846e+09  1.03762961e-10  2.08236036e+00  5.45499408e-09  4.25313346e+00  4.61053106e-09  5.38676759e+00 
 1.16210465e+09  1.03762391e-10  2.18008196e+00  5.45879241e-09  4.43741050e+00  4.61387772e-09  5.61524175e+00 
 1.21715029e+09  1.03761763e-10  2.28229727e+00  5.46289680e-09  4.62769427e+00  4.61748933e-09  5.85032462e+00 
 1.27480328e+09  1.03761071e-10  2.38919934e+00  5.46733521e-09  4.82387969e+00  4.62139016e-09  6.09174188e+00 
 1.33518714e+09  1.03760310e-10  2.50098745e+00  5.47213884e-09  5.02580987e+00  4.62560732e-09  6.33914062e+00 
 1.39843121e+09  1.03759473e-10  2.61786708e+00  5.47734250e-09  5.23326965e+00  4.63017112e-09  6.59208122e+00 
 1.46467097e+09  1.03758551e-10  2.74004970e+00  5.48298506e-09  5.44597871e+00  4.63511545e-09  6.85002908e+00 
 1.53404832e+09  1.03757536e-10  2.86775252e+00  5.48910989e-09  5.66358441e+00  4.64047814e-09  7.11234644e+00 
 1.60671189e+09  1.03756420e-10  3.00119821e+00  5.49576538e-09  5.88565443e+00  4.64630146e-09  7.37828430e+00 
 1.68281732e+09  1.03755193e-10  3.14061445e+00  5.50300552e-09  6.11166920e+00  4.65263257e-09  7.64697486e+00 
 1.76252766e+09  1.03753844e-10  3.28623345e+00  5.51089048e-09  6.34101443e+00  4.65952410e-09  7.91742464e+00 
 1.84601365e+09  1.03752361e-10  3.43829128e+00  5.51948734e-09  6.57297381e+00  4.66703473e-09  8.18850867e+00 
 1.93345414e+09  1.03750732e-10  3.59702710e+00  5.52887087e-09  6.80672214e+00  4.67522987e-09  8.45896609e+00 
 2.02503643e+09  1.03748942e-10  3.76268227e+00  5.53912442e-09  7.04131917e+00  4.68418250e-09  8.72739758e+00 
 2.12095673e+09  1.03746976e-10  3.93549921e+00  5.55034091e-09  7.27570443e+00  4.69397396e-09  8.99226504e+00 
 2.22142050e+09  1.03744819e-10  4.11572011e+00  5.56262396e-09  7.50869349e+00  4.70469503e-09  9.25189408e+00 
 2.32664295e+09  1.03742451e-10  4.30358546e+00  5.57608924e-09  7.73897584e+00  4.71644706e-09  9.50447958e+00 
 2.43684950e+09  1.03739854e-10  4.49933228e+00  5.59086597e-09  7.96511509e+00  4.72934331e-09  9.74809490e+00 
 2.55227623e+09  1.03737007e-10  4.70319211e+00  5.60709864e-09  8.18555160e+00  4.74351049e-09  9.98070504e+00 
 2.67317039e+09  1.03733886e-10  4.91538878e+00  5.62494907e-09  8.39860814e+00  4.75909056e-09  1.02001839e+01 
 2.79979097e+09  1.03730467e-10  5.13613581e+00  5.64459874e-09  8.60249891e+00  4.77624284e-09  1.04043359e+01 
 2.93240922e+09  1.03726723e-10  5.36563351e+00  5.66625159e-09  8.79534211e+00  4.79514645e-09  1.05909218e+01 
 3.07130921e+09  1.03722624e-10  5.60406577e+00  5.69013723e-09  8.97517638e+00  4.81600322e-09  1.07576884e+01 
 3.21678851e+09  1.03718139e-10  5.85159648e+00  5.71651482e-09  9.13998111e+00  4.83904113e-09  1.09024018e+01 
 3.36915876e+09  1.03713235e-10  6.10836562e+00  5.74567759e-09  9.28770047e+00  4.86451836e-09  1.10228832e+01 
 3.52874636e+09  1.03707874e-10  6.37448496e+00  5.77795829e-09  9.41627097e+00  4.89272816e-09  1.11170468e+01 
 3.69589317e+09  1.03702016e-10  6.65003349e+00  5.81373570e-09  9.52365194e+00  4.92400474e-09  1.11829374e+01 
 3.87095726e+09  1.03695621e-10  6.93505249e+00  5.85344250e-09  9.60785829e+00  4.95873028e-09  1.12187688e+01 
 4.05431365e+09  1.03688642e-10  7.22954035e+00  5.89757476e-09  9.66699452e+00  4.99734358e-09  1.12229580e+01 
 4.24635511e+09  1.03681030e-10  7.53344723e+00  5.94670363e-09  9.69928901e+00  5.04035056e-09  1.11941576e+01 
 4.44749304e+09  1.03672734e-10  7.84666951e+00  6.00148962e-09  9.70312726e+00  5.08833724e-09  1.11312817e+01 
 4.65815830e+09  1.03663699e-10  8.16904438e+00  6.06270036e-09  9.67708280e+00  5.14198588e-09  1.10335266e+01 
 4.87880219e+09  1.03653867e-10  8.50034439e+00  6.13123272e-09  9.61994440e+00  5.20209515e-09  1.09003835e+01 
 5.10989736e+09  1.03643177e-10  8.84027249e+00  6.20814077e-09  9.53073856e+00  5.26960570e-09  1.07316438e+01 
 5.35193887e+09  1.03631563e-10  9.18845743e+00  6.29467117e-09  9.40874592e+00  5.34563265e-09  1.05273960e+01 
 5.60544519e+09  1.03618959e-10  9.54445004e+00  6.39230872e-09  9.25351104e+00  5.43150761e-09  1.02880144e+01 
 5.87095941e+09  1.03605294e-10  9.90772038e+00  6.50283543e-09  9.06484490e+00  5.52883324e-09  1.00141404e+01 
 6.14905028e+09  1.03590498e-10  1.02776564e+01  6.62840794e-09  8.84282000e+00  5.63955531e-09  9.70665710e+00 
 6.44031354e+09  1.03574496e-10  1.06535638e+01  6.77166044e-09  8.58775819e+00  5.76605884e-09  9.36665765e+00 
 6.74537312e+09  1.03557215e-10  1.10346685e+01  6.93584324e-09  8.30021179e+00  5.91129819e-09  8.99541017e+00 
 7.06488252e+09  1.03538580e-10  1.14201206e+01  7.12501193e-09  7.98093886e+00  6.07897599e-09  8.59431899e+00 
 7.39952619e+09  1.03518519e-10  1.18090012e+01  7.34429003e-09  7.63087352e+00  6.27379303e-09  8.16488477e+00 
 7.75002098e+09  1.03496962e-10  1.22003319e+01  7.60023959e-09  7.25109283e+00  6.50180382e-09  7.70866455e+00 
 8.11711773e+09  1.03473843e-10  1.25930872e+01  7.90139435e-09  6.84278116e+00  6.77093247e-09  7.22723287e+00 
 8.50160282e+09  1.03449103e-10  1.29862097e+01  8.25904170e-09  6.40719378e+00  7.09173710e-09  6.72214529e+00 
 8.90429990e+09  1.03422691e-10  1.33786278e+01  8.68839440e-09  5.94562051e+00  7.47856828e-09  6.19490498e+00 
 9.32607160e+09  1.03394568e-10  1.37692768e+01  9.21038339e-09  5.45935090e+00  7.95136531e-09  5.64693309e+00 
 9.76782145e+09  1.03364708e-10  1.41571215e+01  9.85445481e-09  4.94964157e+00  8.53850098e-09  5.07954327e+00 
 1.02304957e+10  1.03333104e-10  1.45411803e+01  1.06629852e-08  4.41768667e+00  9.28134862e-09  4.49392049e+00 
 1.07150856e+10  1.03299771e-10  1.49205513e+01  1.16981733e-08  3.86459182e+00  1.02415343e-08  3.89110420e+00 
 1.12226292e+10  1.03264748e-10  1.52944368e+01  1.30518756e-08  3.29135197e+00  1.15113669e-08  3.27197564e+00 
 1.17542136e+10  1.03228105e-10  1.56621686e+01  1.48537431e-08  2.69883318e+00  1.32214057e-08  2.63724901e+00 
 1.23109777e+10  1.03189946e-10  1.60232299e+01  1.72382048e-08  2.08775840e+00  1.54915445e-08  1.98746617e+00 
 1.28941142e+10  1.03150417e-10  1.63772754e+01  2.00042219e-08  1.45869704e+00  1.79397697e-08  1.32299439e+00 
 1.35048722e+10  1.03109708e-10  1.67241467e+01  2.03284647e-08  8.12057987e-01  1.63958746e-08  6.44026745e-01 
 1.41445601e+10  1.03068060e-10  1.70638828e+01  5.82434663e-09  1.48085839e-01 -1.71339216e-09 -4.94152004e-02 
 1.48145483e+10  1.03025768e-10  1.73967259e+01 -1.61304857e-08 -5.33140090e-01 -1.61328293e-08 -7.57477050e-01 
 1.55162719e+10  1.02983192e-10  1.77231204e+01 -1.83655564e-08 -1.23170441e+00 -1.49826280e-08 -1.48046577e+00 
 1.62512341e+10  1.02940755e-10  1.80437061e+01 -1.47184953e-08 -1.94785231e+00 -1.16536563e-08 -2.21884290e+00 
 1.70210095e+10  1.02898950e-10  1.83593051e+01 -1.14378971e-08 -2.68198471e+00 -9.04809068e-09 -2.97321709e+00 
 1.78272469e+10  1.02858348e-10  1.86709034e+01 -9.03969946e-09 -3.43465219e+00 -7.18180472e-09 -3.74433627e+00 
 1.86716736e+10  1.02819594e-10  1.89796264e+01 -7.30051450e-09 -4.20654815e+00 -5.82768640e-09 -4.53307967e+00 
 1.95560984e+10  1.02783417e-10  1.92867114e+01 -6.00913794e-09 -4.99850151e+00 -4.81709925e-09 -5.34044996e+00 
 2.04824159e+10  1.02750628e-10  1.95934749e+01 -5.02408078e-09 -5.81146919e+00 -4.04178548e-09 -6.16756578e+00 
 2.14526105e+10  1.02722123e-10  1.99012789e+01 -4.25415228e-09 -6.64652881e+00 -3.43254201e-09 -7.01565467e+00 
 2.24687605e+10  1.02698886e-10  2.02114948e+01 -3.63970573e-09 -7.50487162e+00 -2.94403283e-09 -7.88604670e+00 
 2.35330426e+10  1.02681987e-10  2.05254670e+01 -3.14066225e-09 -8.38779615e+00 -2.54565173e-09 -8.78016892e+00 
 2.46477368e+10  1.02672586e-10  2.08444774e+01 -2.72931610e-09 -9.29670249e+00 -2.21612331e-09 -9.69954064e+00 
 2.58152310e+10  1.02671930e-10  2.11697106e+01 -2.38599699e-09 -1.02330876e+01 -1.94025799e-09 -1.06457697e+01 
 2.70380260e+10  1.02681361e-10  2.15022211e+01 -2.09639809e-09 -1.11985415e+01 -1.70694924e-09 -1.16205497e+01 
 2.83187415e+10  1.02702316e-10  2.18429036e+01 -1.84988661e-09 -1.21947446e+01 -1.50790215e-09 -1.26256587e+01 
 2.96601208e+10  1.02736331e-10  2.21924650e+01 -1.63840703e-09 -1.32234666e+01 -1.33680420e-09 -1.36629582e+01 
 3.10650375e+10  1.02785047e-10  2.25514010e+01 -1.45575112e-09 -1.42865656e+01 -1.18877058e-09 -1.47343938e+01 
 3.25365012e+10  1.02850222e-10  2.29199750e+01 -1.29706076e-09 -1.53859890e+01 -1.05996455e-09 -1.58419968e+01 
 3.40776639e+10  1.02933740e-10  2.32982009e+01 -1.15848196e-09 -1.65237756e+01 -9.47332141e-10 -1.69878866e+01 
 3.56918273e+10  1.03037630e-10  2.36858298e+01 -1.03691960e-09 -1.77020583e+01 -8.48413158e-10 -1.81742739e+01 
 3.73824490e+10  1.03164080e-10  2.40823392e+01 -9.29860338e-10 -1.89230675e+01 -7.61204249e-10 -1.94034645e+01 
 3.91531507e+10  1.03315463e-10  2.44869267e+01 -8.35242742e-10 -2.01891358e+01 -6.84058071e-10 -2.06778646e+01 
 4.10077256e+10  1.03494368e-10  2.48985058e+01 -7.51360652e-10 -2.15027031e+01 -6.15607997e-10 -2.19999854e+01 
 4.29501465e+10  1.03703631e-10  2.53157054e+01 -6.76790280e-10 -2.28663218e+01 -5.54711138e-10 -2.33724494e+01 
 4.49845744e+10  1.03946377e-10  2.57368716e+01 -6.10334544e-10 -2.42826635e+01 -5.00404697e-10 -2.47979963e+01 
 4.71153675e+10  1.04226068e-10  2.61600714e+01 -5.50980074e-10 -2.57545248e+01 -4.51872161e-10 -2.62794891e+01 
 4.93470903e+10  1.04546561e-10  2.65830983e+01 -4.97863647e-10 -2.72848345e+01 -4.08416851e-10 -2.78199216e+01 
 5.16845235e+10  1.04912172e-10  2.70034781e+01 -4.50245740e-10 -2.88766596e+01 -3.69441009e-10 -2.94224244e+01 
 5.41326744e+10  1.05327758e-10  2.74184757e+01 -4.07489488e-10 -3.05332134e+01 -3.34429135e-10 -3.10902726e+01 
 5.66967873e+10  1.05798806e-10  2.78250996e+01 -3.69043807e-10 -3.22578616e+01 -3.02934590e-10 -3.28268927e+01 
 5.93823550e+10  1.06331549e-10  2.82201055e+01 -3.34429749e-10 -3.40541303e+01 -2.74568736e-10 -3.46358701e+01 
 6.21951306e+10  1.06933092e-10  2.85999960e+01 -3.03229384e-10 -3.59257128e+01 -2.48992076e-10 -3.65209566e+01 
 6.51411394e+10  1.07611577e-10  2.89610159e+01 -2.75076682e-10 -3.78764778e+01 -2.25906978e-10 -3.84860781e+01 
 6.82266924e+10  1.08376371e-10  2.92991431e+01 -2.49649984e-10 -3.99104766e+01 -2.05051641e-10 -4.05353427e+01 
 7.14583994e+10  1.09238303e-10  2.96100719e+01 -2.26665749e-10 -4.20319511e+01 -1.86195095e-10 -4.26730486e+01 
 7.48431833e+10  1.10209954e-10  2.98891902e+01 -2.05873323e-10 -4.42453423e+01 -1.69132998e-10 -4.49036929e+01 
 7.83882949e+10  1.11306015e-10  3.01315487e+01 -1.87050548e-10 -4.65552987e+01 -1.53684108e-10 -4.72319802e+01 
 8.21013285e+10  1.12543743e-10  3.03318230e+01 -1.70000053e-10 -4.89666851e+01 -1.39687294e-10 -4.96628320e+01 
 8.59902381e+10  1.13943526e-10  3.04842675e+01 -1.54546100e-10 -5.14845922e+01 -1.26999003e-10 -5.22013961e+01 
 9.00633544e+10  1.15529623e-10  3.05826637e+01 -1.40531903e-10 -5.41143460e+01 -1.15491088e-10 -5.48530573e+01 
 9.43294028e+10  1.17331110e-10  3.06202611e+01 -1.27817323e-10 -5.68615188e+01 -1.05048948e-10 -5.76234473e+01 
 9.87975220e+10  1.19383124e-10  3.05897145e+01 -1.16276890e-10 -5.97319397e+01 -9.55699320e-11 -6.05184566e+01 
 1.03477283e+11  1.21728523e-10  3.04830172e+01 -1.05798094e-10 -6.27317062e+01 -8.69619485e-11 -6.35442461e+01 
 1.08378712e+11  1.24420111e-10  3.02914328e+01 -9.62799051e-11 -6.58671969e+01 -7.91422699e-11 -6.67072600e+01 
 1.13512307e+11  1.27523695e-10  3.00054259e+01 -8.76314801e-11 -6.91450839e+01 -7.20364841e-11 -7.00142386e+01 
 1.18889067e+11  1.31122352e-10  2.96145940e+01 -7.97710427e-11 -7.25723472e+01 -6.55775817e-11 -7.34722325e+01 
 1.24520509e+11  1.35322481e-10  2.91076020e+01 -7.26248962e-11 -7.61562887e+01 -5.97051558e-11 -7.70886175e+01 
 1.30418696e+11  1.40262616e-10  2.84721190e+01 -6.61265601e-11 -7.99045477e+01 -5.43646986e-11 -8.08711102e+01 
 1.36596263e+11  1.46126565e-10  2.76947594e+01 -6.02160087e-11 -8.38251170e+01 -4.95069818e-11 -8.48277838e+01 
 1.43066445e+11  1.53163561e-10  2.67610290e+01 -5.48389991e-11 -8.79263601e+01 -4.50875092e-11 -8.89670860e+01 
 1.49843101e+11  1.61720253e-10  2.56552752e+01 -4.99464773e-11 -9.22170287e+01 -4.10660320e-11 -9.32978565e+01 
 1.56940749e+11  1.72293487e-10  2.43606425e+01 -4.54940505e-11 -9.67062815e+01 -3.74061190e-11 -9.78293463e+01 
 1.64374591e+11  1.85621559e-10  2.28590330e+01 -4.14415189e-11 -1.01403704e+02 -3.40747735e-11 -1.02571237e+02 
 1.72160555e+11  2.02851139e-10  2.11310726e+01 -3.77524586e-11 -1.06319328e+02 -3.10420935e-11 -1.07533663e+02 
 1.80315317e+11  2.25864672e-10  1.91560824e+01 -3.43938493e-11 -1.11463656e+02 -2.82809666e-11 -1.12727229e+02 
 1.88856348e+11  2.57982146e-10  1.69120562e+01 -3.13357416e-11 -1.16847680e+02 -2.57667988e-11 -1.18163041e+02 
 1.97801943e+11  3.05652177e-10  1.43756442e+01 -2.85509598e-11 -1.22482906e+02 -2.34772706e-11 -1.23852719e+02 
 2.07171266e+11  3.83246879e-10  1.15221449e+01 -2.60148347e-11 -1.28381381e+02 -2.13921189e-11 -1.29808432e+02 
 2.16984388e+11  5.30414677e-10  8.32550405e+00 -2.37049643e-11 -1.34555716e+02 -1.94929408e-11 -1.36042918e+02 
 2.27262329e+11  9.07071088e-10  4.75832315e+00 -2.16009985e-11 -1.41019114e+02 -1.77630174e-11 -1.42569513e+02 
 2.38027108e+11  2.20476916e-09  7.91878027e-01 -1.96844456e-11 -1.47785399e+02 -1.61871552e-11 -1.49402181e+02 
 2.49301785e+11 -1.17217173e-09 -3.60385234e+00 -1.79384976e-11 -1.54869044e+02 -1.47515431e-11 -1.56555540e+02 
 2.61110511e+11 -5.32145803e-10 -8.46014584e+00 -1.63478735e-11 -1.62285202e+02 -1.34436234e-11 -1.64044897e+02 
 2.73478583e+11 -3.29636752e-10 -1.38094862e+01 -1.48986768e-11 -1.70049742e+02 -1.22519757e-11 -1.71886280e+02 
 2.86432496e+11 -2.32190650e-10 -1.96855016e+01 -1.35782675e-11 -1.78179276e+02 -1.11662116e-11 -1.80096471e+02 
 3.00000000e+11 -1.75243847e-10 -2.61228928e+01 -1.23751464e-11 -1.86691201e+02 -1.01768796e-11 -1.88693041e+02 
