 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  1.03769009e-10  2.58669370e-01  5.41110465e-09  5.43840129e-01  4.57048266e-09  6.93195369e-01 
 1.04736719e+08  1.03768999e-10  2.70920077e-01  5.41115244e-09  5.69590036e-01  4.57052654e-09  7.26016296e-01 
 1.09697804e+08  1.03768988e-10  2.83750808e-01  5.41120481e-09  5.96558075e-01  4.57057462e-09  7.60389730e-01 
 1.14893881e+08  1.03768976e-10  2.97188998e-01  5.41126218e-09  6.24801699e-01  4.57062728e-09  7.96388871e-01 
 1.20336082e+08  1.03768962e-10  3.11263375e-01  5.41132502e-09  6.54381048e-01  4.57068496e-09  8.34090336e-01 
 1.26036065e+08  1.03768947e-10  3.26004025e-01  5.41139386e-09  6.85359062e-01  4.57074813e-09  8.73574302e-01 
 1.32006039e+08  1.03768931e-10  3.41442448e-01  5.41146924e-09  7.17801610e-01  4.57081729e-09  9.14924671e-01 
 1.38258795e+08  1.03768913e-10  3.57611629e-01  5.41155178e-09  7.51777620e-01  4.57089300e-09  9.58229230e-01 
 1.44807726e+08  1.03768893e-10  3.74546104e-01  5.41164215e-09  7.87359214e-01  4.57097586e-09  1.00357982e+00 
 1.51666862e+08  1.03768872e-10  3.92282035e-01  5.41174106e-09  8.24621841e-01  4.57106654e-09  1.05107252e+00 
 1.58850896e+08  1.03768848e-10  4.10857283e-01  5.41184930e-09  8.63644430e-01  4.57116575e-09  1.10080779e+00 
 1.66375217e+08  1.03768822e-10  4.30311487e-01  5.41196773e-09  9.04509529e-01  4.57127426e-09  1.15289072e+00 
 1.74255944e+08  1.03768794e-10  4.50686148e-01  5.41209728e-09  9.47303462e-01  4.57139291e-09  1.20743113e+00 
 1.82509959e+08  1.03768763e-10  4.72024709e-01  5.41223894e-09  9.92116480e-01  4.57152261e-09  1.26454384e+00 
 1.91154944e+08  1.03768729e-10  4.94372652e-01  5.41239382e-09  1.03904292e+00  4.57166436e-09  1.32434883e+00 
 2.00209417e+08  1.03768691e-10  5.17777584e-01  5.41256309e-09  1.08818137e+00  4.57181921e-09  1.38697141e+00 
 2.09692776e+08  1.03768650e-10  5.42289338e-01  5.41274803e-09  1.13963482e+00  4.57198831e-09  1.45254244e+00 
 2.19625334e+08  1.03768605e-10  5.67960074e-01  5.41295002e-09  1.19351084e+00  4.57217292e-09  1.52119854e+00 
 2.30028370e+08  1.03768555e-10  5.94844381e-01  5.41317056e-09  1.24992171e+00  4.57237436e-09  1.59308222e+00 
 2.40924169e+08  1.03768501e-10  6.22999387e-01  5.41341124e-09  1.30898464e+00  4.57259408e-09  1.66834209e+00 
 2.52336071e+08  1.03768441e-10  6.52484875e-01  5.41367380e-09  1.37082184e+00  4.57283361e-09  1.74713304e+00 
 2.64288522e+08  1.03768376e-10  6.83363400e-01  5.41396009e-09  1.43556075e+00  4.57309461e-09  1.82961637e+00 
 2.76807128e+08  1.03768304e-10  7.15700407e-01  5.41427211e-09  1.50333411e+00  4.57337886e-09  1.91595993e+00 
 2.89918705e+08  1.03768225e-10  7.49564366e-01  5.41461200e-09  1.57428012e+00  4.57368826e-09  2.00633821e+00 
 3.03651341e+08  1.03768138e-10  7.85026894e-01  5.41498204e-09  1.64854255e+00  4.57402481e-09  2.10093243e+00 
 3.18034453e+08  1.03768043e-10  8.22162898e-01  5.41538469e-09  1.72627081e+00  4.57439068e-09  2.19993061e+00 
 3.33098852e+08  1.03767939e-10  8.61050712e-01  5.41582255e-09  1.80762001e+00  4.57478817e-09  2.30352747e+00 
