 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  1.03768682e-10  1.96233971e-01  5.40988483e-09  4.32912529e-01  4.56977150e-09  5.43207466e-01 
 1.04736719e+08  1.03768677e-10  2.05528263e-01  5.40993609e-09  4.53411293e-01  4.56981797e-09  5.68928425e-01 
 1.09697804e+08  1.03768672e-10  2.15262686e-01  5.40999231e-09  4.74879954e-01  4.56986892e-09  5.95866306e-01 
 1.14893881e+08  1.03768666e-10  2.25458072e-01  5.41005395e-09  4.97364289e-01  4.56992478e-09  6.24078533e-01 
 1.20336082e+08  1.03768660e-10  2.36136235e-01  5.41012154e-09  5.20912217e-01  4.56998602e-09  6.53625216e-01 
 1.26036065e+08  1.03768653e-10  2.47320021e-01  5.41019563e-09  5.45573899e-01  4.57005316e-09  6.84569274e-01 
 1.32006039e+08  1.03768646e-10  2.59033354e-01  5.41027687e-09  5.71401836e-01  4.57012676e-09  7.16976556e-01 
 1.38258795e+08  1.03768638e-10  2.71301287e-01  5.41036591e-09  5.98450977e-01  4.57020744e-09  7.50915980e-01 
 1.44807726e+08  1.03768629e-10  2.84150059e-01  5.41046352e-09  6.26778826e-01  4.57029586e-09  7.86459663e-01 
 1.51666862e+08  1.03768619e-10  2.97607141e-01  5.41057050e-09  6.56445557e-01  4.57039277e-09  8.23683062e-01 
 1.58850896e+08  1.03768608e-10  3.11701303e-01  5.41068775e-09  6.87514132e-01  4.57049896e-09  8.62665124e-01 
 1.66375217e+08  1.03768597e-10  3.26462671e-01  5.41081624e-09  7.20050420e-01  4.57061533e-09  9.03488434e-01 
 1.74255944e+08  1.03768584e-10  3.41922790e-01  5.41095703e-09  7.54123325e-01  4.57074282e-09  9.46239367e-01 
 1.82509959e+08  1.03768570e-10  3.58114690e-01  5.41111129e-09  7.89804913e-01  4.57088249e-09  9.91008252e-01 
 1.91154944e+08  1.03768554e-10  3.75072956e-01  5.41128028e-09  8.27170548e-01  4.57103548e-09  1.03788953e+00 
 2.00209417e+08  1.03768537e-10  3.92833798e-01  5.41146539e-09  8.66299024e-01  4.57120303e-09  1.08698192e+00 
 2.09692776e+08  1.03768518e-10  4.11435131e-01  5.41166813e-09  9.07272704e-01  4.57138651e-09  1.13838860e+00 
 2.19625334e+08  1.03768498e-10  4.30916649e-01  5.41189013e-09  9.50177664e-01  4.57158740e-09  1.19221734e+00 
 2.30028370e+08  1.03768475e-10  4.51319907e-01  5.41213320e-09  9.95103833e-01  4.57180730e-09  1.24858072e+00 
 2.40924169e+08  1.03768451e-10  4.72688411e-01  5.41239928e-09  1.04214513e+00  4.57204798e-09  1.30759626e+00 
 2.52336071e+08  1.03768424e-10  4.95067703e-01  5.41269050e-09  1.09139963e+00  4.57231134e-09  1.36938660e+00 
 2.64288522e+08  1.03768394e-10  5.18505457e-01  5.41300916e-09  1.14296966e+00  4.57259944e-09  1.43407967e+00 
 2.76807128e+08  1.03768361e-10  5.43051572e-01  5.41335777e-09  1.19696198e+00  4.57291454e-09  1.50180879e+00 
 2.89918705e+08  1.03768326e-10  5.68758279e-01  5.41373906e-09  1.25348788e+00  4.57325907e-09  1.57271289e+00 
 3.03651341e+08  1.03768286e-10  5.95680239e-01  5.41415597e-09  1.31266332e+00  4.57363568e-09  1.64693655e+00 
 3.18034453e+08  1.03768243e-10  6.23874660e-01  5.41461169e-09  1.37460903e+00  4.57404721e-09  1.72463013e+00 
 3.33098852e+08  1.03768196e-10  6.53401403e-01  5.41510970e-09  1.43945061e+00  4.57449676e-09  1.80594983e+00 
 3.48876811e+08  1.03768144e-10  6.84323105e-01  5.41565372e-09  1.50731856e+00  4.57498766e-09  1.89105775e+00 
 3.65402126e+08  1.03768087e-10  7.16705299e-01  5.41624780e-09  1.57834840e+00  4.57552349e-09  1.98012182e+00 
 3.82710200e+08  1.03768024e-10  7.50616544e-01  5.41689628e-09  1.65268059e+00  4.57610812e-09  2.07331575e+00 
 4.00838108e+08  1.03767955e-10  7.86128551e-01  5.41760386e-09  1.73046055e+00  4.57674571e-09  2.17081889e+00 
 4.19824685e+08  1.03767880e-10  8.23316322e-01  5.41837557e-09  1.81183854e+00  4.57744071e-09  2.27281596e+00 
 4.39710602e+08  1.03767797e-10  8.62258291e-01  5.41921682e-09  1.89696952e+00  4.57819791e-09  2.37949672e+00 
 4.60538460e+08  1.03767706e-10  9.03036466e-01  5.42013343e-09  1.98601292e+00  4.57902241e-09  2.49105550e+00 
 4.82352874e+08  1.03767606e-10  9.45736580e-01  5.42113159e-09  2.07913227e+00  4.57991968e-09  2.60769053e+00 
 5.05200577e+08  1.03767496e-10  9.90448238e-01  5.42221795e-09  2.17649479e+00  4.58089554e-09  2.72960316e+00 
 5.29130511e+08  1.03767375e-10  1.03726508e+00  5.42339960e-09  2.27827079e+00  4.58195617e-09  2.85699679e+00 
 5.54193938e+08  1.03767243e-10  1.08628495e+00  5.42468408e-09  2.38463292e+00  4.58310817e-09  2.99007556e+00 
 5.80444550e+08  1.03767097e-10  1.13761001e+00  5.42607942e-09  2.49575525e+00  4.58435853e-09  3.12904276e+00 
 6.07938580e+08  1.03766937e-10  1.19134699e+00  5.42759416e-09  2.61181208e+00  4.58571463e-09  3.27409891e+00 
