 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  1.03768678e-10  1.96233969e-01  5.40982110e-09  4.32910408e-01  4.56972270e-09  5.43204660e-01 
 1.04736719e+08  1.03768673e-10  2.05528261e-01  5.40986604e-09  4.53408826e-01  4.56976428e-09  5.68925140e-01 
 1.09697804e+08  1.03768668e-10  2.15262684e-01  5.40991529e-09  4.74877082e-01  4.56980983e-09  5.95862454e-01 
 1.14893881e+08  1.03768662e-10  2.25458069e-01  5.40996926e-09  4.97360942e-01  4.56985974e-09  6.24074011e-01 
 1.20336082e+08  1.03768655e-10  2.36136232e-01  5.41002838e-09  5.20908313e-01  4.56991440e-09  6.53619900e-01 
 1.26036065e+08  1.03768648e-10  2.47320017e-01  5.41009315e-09  5.45569340e-01  4.56997426e-09  6.84563015e-01 
 1.32006039e+08  1.03768640e-10  2.59033349e-01  5.41016408e-09  5.71396507e-01  4.57003982e-09  7.16969178e-01 
 1.38258795e+08  1.03768631e-10  2.71301283e-01  5.41024176e-09  5.98444739e-01  4.57011159e-09  7.50907269e-01 
 1.44807726e+08  1.03768622e-10  2.84150053e-01  5.41032682e-09  6.26771517e-01  4.57019016e-09  7.86449362e-01 
 1.51666862e+08  1.03768611e-10  2.97607134e-01  5.41041994e-09  6.56436983e-01  4.57027614e-09  8.23670864e-01 
 1.58850896e+08  1.03768600e-10  3.11701295e-01  5.41052187e-09  6.87504062e-01  4.57037023e-09  8.62650658e-01 
 1.66375217e+08  1.03768587e-10  3.26462663e-01  5.41063340e-09  7.20038578e-01  4.57047316e-09  9.03471254e-01 
 1.74255944e+08  1.03768573e-10  3.41922780e-01  5.41075543e-09  7.54109383e-01  4.57058573e-09  9.46218935e-01 
 1.82509959e+08  1.03768558e-10  3.58114678e-01  5.41088891e-09  7.89788479e-01  4.57070881e-09  9.90983921e-01 
 1.91154944e+08  1.03768541e-10  3.75072942e-01  5.41103488e-09  8.27151154e-01  4.57084335e-09  1.03786052e+00 
 2.00209417e+08  1.03768523e-10  3.92833783e-01  5.41119446e-09  8.66276111e-01  4.57099036e-09  1.08694729e+00 
 2.09692776e+08  1.03768503e-10  4.11435114e-01  5.41136886e-09  9.07245606e-01  4.57115095e-09  1.13834721e+00 
 2.19625334e+08  1.03768481e-10  4.30916628e-01  5.41155941e-09  9.50145586e-01  4.57132632e-09  1.19216783e+00 
 2.30028370e+08  1.03768457e-10  4.51319883e-01  5.41176752e-09  9.95065826e-01  4.57151773e-09  1.24852144e+00 
 2.40924169e+08  1.03768430e-10  4.72688384e-01  5.41199474e-09  1.04210007e+00  4.57172658e-09  1.30752525e+00 
 2.52336071e+08  1.03768401e-10  4.95067672e-01  5.41224271e-09  1.09134617e+00  4.57195436e-09  1.36930149e+00 
 2.64288522e+08  1.03768369e-10  5.18505420e-01  5.41251323e-09  1.14290620e+00  4.57220265e-09  1.43397764e+00 
 2.76807128e+08  1.03768334e-10  5.43051529e-01  5.41280821e-09  1.19688664e+00  4.57247318e-09  1.50168647e+00 
 2.89918705e+08  1.03768296e-10  5.68758229e-01  5.41312971e-09  1.25339844e+00  4.57276778e-09  1.57256627e+00 
 3.03651341e+08  1.03768254e-10  5.95680182e-01  5.41347994e-09  1.31255716e+00  4.57308841e-09  1.64676089e+00 
 3.18034453e+08  1.03768207e-10  6.23874593e-01  5.41386128e-09  1.37448310e+00  4.57343717e-09  1.72441983e+00 
 3.33098852e+08  1.03768156e-10  6.53401325e-01  5.41427626e-09  1.43930133e+00  4.57381630e-09  1.80569835e+00 
 3.48876811e+08  1.03768100e-10  6.84323015e-01  5.41472760e-09  1.50714183e+00  4.57422818e-09  1.89075746e+00 
 3.65402126e+08  1.03768039e-10  7.16705195e-01  5.41521818e-09  1.57813950e+00  4.57467534e-09  1.97976390e+00 
 3.82710200e+08  1.03767971e-10  7.50616424e-01  5.41575111e-09  1.65243415e+00  4.57516048e-09  2.07289011e+00 
 4.00838108e+08  1.03767897e-10  7.86128411e-01  5.41632969e-09  1.73017057e+00  4.57568647e-09  2.17031411e+00 
 4.19824685e+08  1.03767816e-10  8.23316160e-01  5.41695744e-09  1.81149840e+00  4.57625636e-09  2.27221930e+00 
 4.39710602e+08  1.03767726e-10  8.62258104e-01  5.41763810e-09  1.89657204e+00  4.57687337e-09  2.37879419e+00 
 4.60538460e+08  1.03767628e-10  9.03036250e-01  5.41837570e-09  1.98555052e+00  4.57754095e-09  2.49023211e+00 
 4.82352874e+08  1.03767520e-10  9.45736330e-01  5.41917449e-09  2.07859727e+00  4.57826277e-09  2.60673068e+00 
 5.05200577e+08  1.03767401e-10  9.90447951e-01  5.42003907e-09  2.17587981e+00  4.57904272e-09  2.72849128e+00 
 5.29130511e+08  1.03767271e-10  1.03726475e+00  5.42097432e-09  2.27756936e+00  4.57988497e-09  2.85571837e+00 
 5.54193938e+08  1.03767127e-10  1.08628457e+00  5.42198550e-09  2.38384040e+00  4.58079400e-09  2.98861856e+00 
 5.80444550e+08  1.03766970e-10  1.13760958e+00  5.42307827e-09  2.49487003e+00  4.58177460e-09  3.12739970e+00 
 6.07938580e+08  1.03766796e-10  1.19134650e+00  5.42425872e-09  2.61083731e+00  4.58283195e-09  3.27226957e+00 
 6.36734925e+08  1.03766605e-10  1.24760672e+00  5.42553346e-09  2.73192237e+00  4.58397166e-09  3.42343456e+00 
 6.66895272e+08  1.03766396e-10  1.30650648e+00  5.42690968e-09  2.85830546e+00  4.58519983e-09  3.58109795e+00 
 6.98484230e+08  1.03766165e-10  1.36816706e+00  5.42839521e-09  2.99016572e+00  4.58652310e-09  3.74545810e+00 
 7.31569468e+08  1.03765912e-10  1.43271490e+00  5.42999860e-09  3.12767984e+00  4.58794878e-09  3.91670625e+00 
 7.66221861e+08  1.03765633e-10  1.50028183e+00  5.43172928e-09  3.27102051e+00  4.58948489e-09  4.09502405e+00 
 8.02515641e+08  1.03765326e-10  1.57100516e+00  5.43359761e-09  3.42035456e+00  4.59114030e-09  4.28058079e+00 
 8.40528555e+08  1.03764988e-10  1.64502789e+00  5.43561504e-09  3.57584095e+00  4.59292484e-09  4.47353025e+00 
 8.80342035e+08  1.03764617e-10  1.72249882e+00  5.43779425e-09  3.73762836e+00  4.59484940e-09  4.67400713e+00 
 9.22041367e+08  1.03764209e-10  1.80357271e+00  5.44014932e-09  3.90585257e+00  4.59692611e-09  4.88212310e+00 
 9.65715880e+08  1.03763760e-10  1.88841038e+00  5.44269587e-09  4.08063339e+00  4.59916847e-09  5.09796235e+00 
 1.01145913e+09  1.03763266e-10  1.97717886e+00  5.44545128e-09  4.26207130e+00  4.60159151e-09  5.32157669e+00 
 1.05936911e+09  1.03762723e-10  2.07005140e+00  5.44843490e-09  4.45024365e+00  4.60421201e-09  5.55298010e+00 
 1.10954846e+09  1.03762125e-10  2.16720760e+00  5.45166825e-09  4.64520035e+00  4.60704866e-09  5.79214268e+00 
 1.16210465e+09  1.03761468e-10  2.26883342e+00  5.45517527e-09  4.84695917e+00  4.61012228e-09  6.03898413e+00 
 1.21715029e+09  1.03760746e-10  2.37512114e+00  5.45898263e-09  5.05550051e+00  4.61345608e-09  6.29336658e+00 
 1.27480328e+09  1.03759952e-10  2.48626936e+00  5.46311996e-09  5.27076162e+00  4.61707586e-09  6.55508684e+00 
 1.33518714e+09  1.03759080e-10  2.60248287e+00  5.46762019e-09  5.49263026e+00  4.62101036e-09  6.82386811e+00 
 1.39843121e+09  1.03758121e-10  2.72397251e+00  5.47251993e-09  5.72093790e+00  4.62529149e-09  7.09935121e+00 
 1.46467097e+09  1.03757068e-10  2.85095492e+00  5.47785981e-09  5.95545231e+00  4.62995472e-09  7.38108533e+00 
 1.53404832e+09  1.03755911e-10  2.98365225e+00  5.48368497e-09  6.19586968e+00  4.63503945e-09  7.66851846e+00 
 1.60671189e+09  1.03754640e-10  3.12229180e+00  5.49004546e-09  6.44180632e+00  4.64058939e-09  7.96098772e+00 
 1.68281732e+09  1.03753245e-10  3.26710543e+00  5.49699687e-09  6.69278999e+00  4.64665309e-09  8.25770962e+00 
