 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  1.03767909e-10  1.42987416e-01  5.40674476e-09  3.15267770e-01  4.56799829e-09  3.95665542e-01 
 1.04736719e+08  1.03767907e-10  1.49760031e-01  5.40678488e-09  3.30196200e-01  4.56803612e-09  4.14400693e-01 
 1.09697804e+08  1.03767905e-10  1.56853403e-01  5.40682885e-09  3.45831006e-01  4.56807756e-09  4.34022301e-01 
 1.14893881e+08  1.03767903e-10  1.64282716e-01  5.40687704e-09  3.62205533e-01  4.56812298e-09  4.54572204e-01 
 1.20336082e+08  1.03767901e-10  1.72063878e-01  5.40692985e-09  3.79354689e-01  4.56817273e-09  4.76094201e-01 
 1.26036065e+08  1.03767898e-10  1.80213543e-01  5.40698771e-09  3.97315015e-01  4.56822723e-09  4.98634133e-01 
 1.32006039e+08  1.03767895e-10  1.88749159e-01  5.40705110e-09  4.16124761e-01  4.56828692e-09  5.22239987e-01 
 1.38258795e+08  1.03767892e-10  1.97688994e-01  5.40712055e-09  4.35823958e-01  4.56835229e-09  5.46961980e-01 
 1.44807726e+08  1.03767889e-10  2.07052182e-01  5.40719661e-09  4.56454505e-01  4.56842387e-09  5.72852667e-01 
 1.51666862e+08  1.03767885e-10  2.16858762e-01  5.40727990e-09  4.78060247e-01  4.56850222e-09  5.99967044e-01 
 1.58850896e+08  1.03767881e-10  2.27129717e-01  5.40737111e-09  5.00687064e-01  4.56858798e-09  6.28362648e-01 
 1.66375217e+08  1.03767877e-10  2.37887025e-01  5.40747095e-09  5.24382960e-01  4.56868183e-09  6.58099677e-01 
 1.74255944e+08  1.03767872e-10  2.49153699e-01  5.40758024e-09  5.49198153e-01  4.56878450e-09  6.89241098e-01 
 1.82509959e+08  1.03767866e-10  2.60953840e-01  5.40769983e-09  5.75185177e-01  4.56889681e-09  7.21852767e-01 
 1.91154944e+08  1.03767860e-10  2.73312686e-01  5.40783067e-09  6.02398971e-01  4.56901962e-09  7.56003550e-01 
