 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  1.03768607e-10  1.88484541e-01  5.40914344e-09  3.96137362e-01  4.56941510e-09  5.04994642e-01 
 1.04736719e+08  1.03768603e-10  1.97411850e-01  5.40918712e-09  4.14894704e-01  4.56945588e-09  5.28906068e-01 
 1.09697804e+08  1.03768598e-10  2.06761921e-01  5.40923498e-09  4.34539530e-01  4.56950057e-09  5.53948771e-01 
 1.14893881e+08  1.03768593e-10  2.16554762e-01  5.40928743e-09  4.55113727e-01  4.56954952e-09  5.80176129e-01 
 1.20336082e+08  1.03768587e-10  2.26811331e-01  5.40934489e-09  4.76661137e-01  4.56960314e-09  6.07644014e-01 
 1.26036065e+08  1.03768580e-10  2.37553571e-01  5.40940784e-09  4.99227655e-01  4.56966187e-09  6.36410904e-01 
 1.32006039e+08  1.03768573e-10  2.48804467e-01  5.40947679e-09  5.22861315e-01  4.56972618e-09  6.66538004e-01 
 1.38258795e+08  1.03768566e-10  2.60588085e-01  5.40955231e-09  5.47612389e-01  4.56979660e-09  6.98089363e-01 
 1.44807726e+08  1.03768557e-10  2.72929628e-01  5.40963501e-09  5.73533486e-01  4.56987368e-09  7.31132004e-01 
 1.51666862e+08  1.03768548e-10  2.85855491e-01  5.40972554e-09  6.00679658e-01  4.56995805e-09  7.65736050e-01 
 1.58850896e+08  1.03768537e-10  2.99393310e-01  5.40982465e-09  6.29108502e-01  4.57005038e-09  8.01974861e-01 
 1.66375217e+08  1.03768526e-10  3.13572027e-01  5.40993311e-09  6.58880276e-01  4.57015138e-09  8.39925172e-01 
 1.74255944e+08  1.03768514e-10  3.28421948e-01  5.41005179e-09  6.90058010e-01  4.57026185e-09  8.79667236e-01 
 1.82509959e+08  1.03768500e-10  3.43974804e-01  5.41018162e-09  7.22707623e-01  4.57038265e-09  9.21284969e-01 
 1.91154944e+08  1.03768486e-10  3.60263825e-01  5.41032361e-09  7.56898049e-01  4.57051470e-09  9.64866099e-01 
 2.00209417e+08  1.03768469e-10  3.77323800e-01  5.41047886e-09  7.92701353e-01  4.57065902e-09  1.01050232e+00 
 2.09692776e+08  1.03768451e-10  3.95191157e-01  5.41064856e-09  8.30192865e-01  4.57081667e-09  1.05828944e+00 
 2.19625334e+08  1.03768432e-10  4.13904034e-01  5.41083399e-09  8.69451300e-01  4.57098884e-09  1.10832755e+00 
 2.30028370e+08  1.03768410e-10  4.33502361e-01  5.41103656e-09  9.10558896e-01  4.57117679e-09  1.16072115e+00 
 2.40924169e+08  1.03768387e-10  4.54027942e-01  5.41125775e-09  9.53601536e-01  4.57138189e-09  1.21557934e+00 
 2.52336071e+08  1.03768361e-10  4.75524540e-01  5.41149921e-09  9.98668886e-01  4.57160560e-09  1.27301593e+00 
 2.64288522e+08  1.03768332e-10  4.98037967e-01  5.41176267e-09  1.04585451e+00  4.57184951e-09  1.33314964e+00 
 2.76807128e+08  1.03768301e-10  5.21616178e-01  5.41205002e-09  1.09525603e+00  4.57211529e-09  1.39610415e+00 
 2.89918705e+08  1.03768267e-10  5.46309368e-01  5.41236328e-09  1.14697518e+00  4.57240477e-09  1.46200833e+00 
 3.03651341e+08  1.03768229e-10  5.72170077e-01  5.41270464e-09  1.20111799e+00  4.57271989e-09  1.53099628e+00 
 3.18034453e+08  1.03768188e-10  5.99253287e-01  5.41307642e-09  1.25779486e+00  4.57306273e-09  1.60320743e+00 
 3.33098852e+08  1.03768142e-10  6.27616542e-01  5.41348113e-09  1.31712066e+00  4.57343549e-09  1.67878666e+00 
 3.48876811e+08  1.03768092e-10  6.57320055e-01  5.41392144e-09  1.37921479e+00  4.57384055e-09  1.75788430e+00 
 3.65402126e+08  1.03768038e-10  6.88426830e-01  5.41440023e-09  1.44420128e+00  4.57428042e-09  1.84065616e+00 
 3.82710200e+08  1.03767977e-10  7.21002783e-01  5.41492055e-09  1.51220877e+00  4.57475778e-09  1.92726351e+00 
 4.00838108e+08  1.03767911e-10  7.55116870e-01  5.41548568e-09  1.58337059e+00  4.57527549e-09  2.01787296e+00 
 4.19824685e+08  1.03767839e-10  7.90841221e-01  5.41609912e-09  1.65782467e+00  4.57583657e-09  2.11265641e+00 
 4.39710602e+08  1.03767759e-10  8.28251272e-01  5.41676460e-09  1.73571354e+00  4.57644426e-09  2.21179074e+00 
 4.60538460e+08  1.03767671e-10  8.67425909e-01  5.41748611e-09  1.81718416e+00  4.57710198e-09  2.31545764e+00 
 4.82352874e+08  1.03767575e-10  9.08447611e-01  5.41826793e-09  1.90238781e+00  4.57781341e-09  2.42384317e+00 
 5.05200577e+08  1.03767469e-10  9.51402599e-01  5.41911463e-09  1.99147985e+00  4.57858245e-09  2.53713733e+00 
 5.29130511e+08  1.03767352e-10  9.96380993e-01  5.42003112e-09  2.08461941e+00  4.57941327e-09  2.65553346e+00 
 5.54193938e+08  1.03767224e-10  1.04347696e+00  5.42102266e-09  2.18196904e+00  4.58031036e-09  2.77922755e+00 
 5.80444550e+08  1.03767083e-10  1.09278889e+00  5.42209494e-09  2.28369422e+00  4.58127855e-09  2.90841738e+00 
 6.07938580e+08  1.03766928e-10  1.14441954e+00  5.42325410e-09  2.38996284e+00  4.58232302e-09  3.04330149e+00 
 6.36734925e+08  1.03766758e-10  1.19847620e+00  5.42450679e-09  2.50094444e+00  4.58344942e-09  3.18407799e+00 
 6.66895272e+08  1.03766571e-10  1.25507089e+00  5.42586025e-09  2.61680946e+00  4.58466389e-09  3.33094319e+00 
 6.98484230e+08  1.03766365e-10  1.31432048e+00  5.42732236e-09  2.73772824e+00  4.58597312e-09  3.48408993e+00 
 7.31569468e+08  1.03766138e-10  1.37634690e+00  5.42890176e-09  2.86386991e+00  4.58738445e-09  3.64370579e+00 
 7.66221861e+08  1.03765889e-10  1.44127728e+00  5.43060796e-09  2.99540107e+00  4.58890597e-09  3.80997088e+00 
 8.02515641e+08  1.03765615e-10  1.50924414e+00  5.43245140e-09  3.13248431e+00  4.59054659e-09  3.98305551e+00 
 8.40528555e+08  1.03765313e-10  1.58038550e+00  5.43444363e-09  3.27527643e+00  4.59231620e-09  4.16311735e+00 
