 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  1.03769024e-10  2.63253025e-01  5.41140590e-09  5.80927792e-01  4.57061813e-09  7.28861930e-01 
 1.04736719e+08  1.03769014e-10  2.75720754e-01  5.41145698e-09  6.08433651e-01  4.57066440e-09  7.63371527e-01 
 1.09697804e+08  1.03769002e-10  2.88778772e-01  5.41151297e-09  6.37240697e-01  4.57071512e-09  7.99513509e-01 
 1.14893881e+08  1.03768989e-10  3.02454999e-01  5.41157434e-09  6.67410303e-01  4.57077070e-09  8.37364846e-01 
 1.20336082e+08  1.03768975e-10  3.16778671e-01  5.41164159e-09  6.99006707e-01  4.57083161e-09  8.77006097e-01 
 1.26036065e+08  1.03768960e-10  3.31780403e-01  5.41171529e-09  7.32097138e-01  4.57089835e-09  9.18521569e-01 
 1.32006039e+08  1.03768943e-10  3.47492250e-01  5.41179604e-09  7.66751958e-01  4.57097146e-09  9.61999487e-01 
 1.38258795e+08  1.03768925e-10  3.63947778e-01  5.41188451e-09  8.03044792e-01  4.57105156e-09  1.00753216e+00 
 1.44807726e+08  1.03768905e-10  3.81182133e-01  5.41198143e-09  8.41052676e-01  4.57113928e-09  1.05521616e+00 
 1.51666862e+08  1.03768883e-10  3.99232111e-01  5.41208759e-09  8.80856207e-01  4.57123536e-09  1.10515252e+00 
 1.58850896e+08  1.03768858e-10  4.18136239e-01  5.41220384e-09  9.22539690e-01  4.57134056e-09  1.15744690e+00 
 1.66375217e+08  1.03768832e-10  4.37934854e-01  5.41233114e-09  9.66191303e-01  4.57145573e-09  1.21220978e+00 
 1.74255944e+08  1.03768802e-10  4.58670183e-01  5.41247051e-09  1.01190325e+00  4.57158180e-09  1.26955668e+00 
 1.82509959e+08  1.03768770e-10  4.80386432e-01  5.41262306e-09  1.05977194e+00  4.57171976e-09  1.32960835e+00 
 1.91154944e+08  1.03768735e-10  5.03129880e-01  5.41279001e-09  1.10989814e+00  4.57187071e-09  1.39249096e+00 
 2.00209417e+08  1.03768696e-10  5.26948967e-01  5.41297267e-09  1.16238715e+00  4.57203582e-09  1.45833632e+00 
 2.09692776e+08  1.03768654e-10  5.51894397e-01  5.41317248e-09  1.21734899e+00  4.57221639e-09  1.52728207e+00 
 2.19625334e+08  1.03768607e-10  5.78019239e-01  5.41339100e-09  1.27489855e+00  4.57241380e-09  1.59947190e+00 
 2.30028370e+08  1.03768556e-10  6.05379034e-01  5.41362990e-09  1.33515576e+00  4.57262956e-09  1.67505572e+00 
 2.40924169e+08  1.03768500e-10  6.34031904e-01  5.41389102e-09  1.39824580e+00  4.57286530e-09  1.75418987e+00 
 2.52336071e+08  1.03768439e-10  6.64038670e-01  5.41417631e-09  1.46429921e+00  4.57312278e-09  1.83703728e+00 
 2.64288522e+08  1.03768372e-10  6.95462970e-01  5.41448793e-09  1.53345206e+00  4.57340389e-09  1.92376762e+00 
 2.76807128e+08  1.03768298e-10  7.28371383e-01  5.41482816e-09  1.60584610e+00  4.57371068e-09  2.01455745e+00 
 2.89918705e+08  1.03768216e-10  7.62833558e-01  5.41519948e-09  1.68162888e+00  4.57404534e-09  2.10959032e+00 
 3.03651341e+08  1.03768127e-10  7.98922344e-01  5.41560456e-09  1.76095385e+00  4.57441025e-09  2.20905683e+00 
 3.18034453e+08  1.03768029e-10  8.36713935e-01  5.41604627e-09  1.84398044e+00  4.57480792e-09  2.31315466e+00 
 3.33098852e+08  1.03767922e-10  8.76288000e-01  5.41652768e-09  1.93087409e+00  4.57524108e-09  2.42208850e+00 
 3.48876811e+08  1.03767804e-10  9.17727842e-01  5.41705209e-09  2.02180628e+00  4.57571263e-09  2.53606996e+00 
 3.65402126e+08  1.03767675e-10  9.61120538e-01  5.41762301e-09  2.11695441e+00  4.57622565e-09  2.65531738e+00 
 3.82710200e+08  1.03767533e-10  1.00655710e+00  5.41824422e-09  2.21650174e+00  4.57678344e-09  2.78005547e+00 
 4.00838108e+08  1.03767377e-10  1.05413262e+00  5.41891972e-09  2.32063717e+00  4.57738951e-09  2.91051490e+00 
 4.19824685e+08  1.03767206e-10  1.10394646e+00  5.41965378e-09  2.42955495e+00  4.57804757e-09  3.04693172e+00 
 4.39710602e+08  1.03767019e-10  1.15610237e+00  5.42045094e-09  2.54345424e+00  4.57876156e-09  3.18954655e+00 
 4.60538460e+08  1.03766812e-10  1.21070871e+00  5.42131603e-09  2.66253863e+00  4.57953567e-09  3.33860363e+00 
 4.82352874e+08  1.03766586e-10  1.26787857e+00  5.42225415e-09  2.78701542e+00  4.58037430e-09  3.49434957e+00 
 5.05200577e+08  1.03766338e-10  1.32772995e+00  5.42327071e-09  2.91709474e+00  4.58128210e-09  3.65703188e+00 
