 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  1.03768680e-10  1.96233970e-01  5.40985194e-09  4.32911365e-01  4.56974652e-09  5.43205961e-01 
 1.04736719e+08  1.03768675e-10  2.05528262e-01  5.40989995e-09  4.53409938e-01  4.56979049e-09  5.68926662e-01 
 1.09697804e+08  1.03768670e-10  2.15262685e-01  5.40995257e-09  4.74878375e-01  4.56983868e-09  5.95864236e-01 
 1.14893881e+08  1.03768664e-10  2.25458070e-01  5.41001025e-09  4.97362447e-01  4.56989149e-09  6.24076101e-01 
 1.20336082e+08  1.03768657e-10  2.36136233e-01  5.41007347e-09  5.20910067e-01  4.56994938e-09  6.53622354e-01 
 1.26036065e+08  1.03768650e-10  2.47320018e-01  5.41014276e-09  5.45571385e-01  4.57001280e-09  6.84565901e-01 
 1.32006039e+08  1.03768643e-10  2.59033351e-01  5.41021868e-09  5.71398894e-01  4.57008229e-09  7.16972575e-01 
 1.38258795e+08  1.03768634e-10  2.71301285e-01  5.41030187e-09  5.98447529e-01  4.57015842e-09  7.50911274e-01 
 1.44807726e+08  1.03768625e-10  2.84150055e-01  5.41039301e-09  6.26774780e-01  4.57024182e-09  7.86454089e-01 
 1.51666862e+08  1.03768615e-10  2.97607137e-01  5.41049284e-09  6.56440803e-01  4.57033315e-09  8.23676451e-01 
 1.58850896e+08  1.03768604e-10  3.11701298e-01  5.41060219e-09  6.87508538e-01  4.57043317e-09  8.62657271e-01 
 1.66375217e+08  1.03768592e-10  3.26462666e-01  5.41072194e-09  7.20043828e-01  4.57054268e-09  9.03479090e-01 
 1.74255944e+08  1.03768578e-10  3.41922784e-01  5.41085305e-09  7.54115548e-01  4.57066256e-09  9.46228231e-01 
 1.82509959e+08  1.03768563e-10  3.58114683e-01  5.41099660e-09  7.89795725e-01  4.57079377e-09  9.90994961e-01 
 1.91154944e+08  1.03768547e-10  3.75072947e-01  5.41115371e-09  8.27159677e-01  4.57093735e-09  1.03787364e+00 
 2.00209417e+08  1.03768530e-10  3.92833789e-01  5.41132564e-09  8.66286143e-01  4.57109443e-09  1.08696290e+00 
 2.09692776e+08  1.03768510e-10  4.11435120e-01  5.41151375e-09  9.07257423e-01  4.57126624e-09  1.13836580e+00 
 2.19625334e+08  1.03768489e-10  4.30916636e-01  5.41171951e-09  9.50159513e-01  4.57145410e-09  1.19218998e+00 
 2.30028370e+08  1.03768466e-10  4.51319892e-01  5.41194452e-09  9.95082246e-01  4.57165947e-09  1.24854784e+00 
 2.40924169e+08  1.03768440e-10  4.72688394e-01  5.41219050e-09  1.04211943e+00  4.57188389e-09  1.30755672e+00 
 2.52336071e+08  1.03768412e-10  4.95067684e-01  5.41245934e-09  1.09136900e+00  4.57212906e-09  1.36933901e+00 
