case,quantity,detail,simulated,closed_form,abs_err,rel_err_pct,tol,tol_unit,tol_basis,status
isf_highq,gq_phi,impulse 1 at phi=1.56227421 rad,8.85581799e+09,8.52093148e+09,3.348865e+08,+3.93016,4.358346e+10,abs,eps 1.897367% + interp 0.441964% + 2nd 0.499937% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_highq,gq_phi,impulse 2 at phi=2.07505426 rad,-4.85759832e+11,-4.83096516e+11,2.663316e+09,+0.551301,4.358346e+10,abs,eps 1.897367% + interp 0.441964% + 2nd 0.499937% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_highq,gq_phi,impulse 3 at phi=2.58259327 rad,-8.55483754e+11,-8.47678545e+11,7.805209e+09,+0.920775,4.358346e+10,abs,eps 1.897367% + interp 0.441964% + 2nd 0.499937% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_highq,gq_phi,impulse 4 at phi=3.08694397 rad,-9.99301380e+11,-9.98380338e+11,9.210420e+08,+0.0922536,4.358346e+10,abs,eps 1.897367% + interp 0.441964% + 2nd 0.499937% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_highq,gq_phi,impulse 5 at phi=3.59105145 rad,-8.92070640e+11,-9.00568003e+11,8.497363e+09,-0.943556,4.358346e+10,abs,eps 1.897367% + interp 0.441964% + 2nd 0.499937% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_highq,gq_phi,impulse 6 at phi=4.09779880 rad,-5.70495768e+11,-5.76550522e+11,6.054754e+09,-1.05017,4.358346e+10,abs,eps 1.897367% + interp 0.441964% + 2nd 0.499937% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_highq,gq_phi,impulse 7 at phi=4.60935582 rad,-1.02832645e+11,-1.02837900e+11,5.255000e+06,-0.00510998,4.358346e+10,abs,eps 1.897367% + interp 0.441964% + 2nd 0.499937% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_highq,gq_phi,impulse 8 at phi=5.12671550 rad,4.07366377e+11,4.02522406e+11,4.843971e+09,+1.2034,4.358346e+10,abs,eps 1.897367% + interp 0.441964% + 2nd 0.499937% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_highq,gq_phi,impulse 9 at phi=5.64914102 rad,8.16857747e+11,8.05535933e+11,1.132181e+10,+1.4055,4.358346e+10,abs,eps 1.897367% + interp 0.441964% + 2nd 0.499937% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_highq,gq_phi,impulse 10 at phi=6.17411730 rad,9.97012062e+11,9.93931750e+11,3.080312e+09,+0.309912,4.358346e+10,abs,eps 1.897367% + interp 0.441964% + 2nd 0.499937% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_highq,gq_phi,impulse 11 at phi=0.40601572 rad,9.05571312e+11,9.18585050e+11,1.301374e+10,-1.41672,4.358346e+10,abs,eps 1.897367% + interp 0.441964% + 2nd 0.499937% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_highq,gq_phi,impulse 12 at phi=0.92967293 rad,5.85847224e+11,5.98020188e+11,1.217296e+10,-2.03554,4.358346e+10,abs,eps 1.897367% + interp 0.441964% + 2nd 0.499937% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_highq,gq_rms,trapezoidal over the measured phase grid,7.07442228e+11,7.07016990e+11,4.252380e+08,+0.0601454,4.3589,pct,eps 1.897367% + interp 0.441964% + 2nd 0.499937% + width 0.066667%, x1.5,PASS
isf_highq,gq_c1,ISF fundamental coefficient,1.00235056e+12,9.9987301613e+11,2.477544e+09,+0.247786,4.3589,pct,eps 1.897367% + interp 0.441964% + 2nd 0.499937% + width 0.066667%, x1.5,PASS
isf_highq,gq_c3,ISF 3rd harmonic (must be at the eps level),6.36159633e+09,0,6.361596e+09,nan,4.358346e+10,abs,eps 1.897367% + interp 0.441964% + 2nd 0.499937% + width 0.066667%, x1.5 against zero, absolute,PASS
isf_highq,null_floor,pre-impulse crossing-offset residual, s,0.0000000000e+00,0,0.000000e+00,nan,2.235860e-15,abs,1 % of the single-impulse crossing-time step 2.2358595310e-13 s,PASS
isf_highq,crossing_match,crossings further than T/4 from their partner,0,0,0.000000e+00,nan,0.5,abs,exactly zero,PASS
isf_highq,port_noise_si,input-referred S_i at the tank port, A^2/Hz,1.65760733e-24,1.65760719e-24,1.400000e-31,+8.44591e-06,1.0,pct,4kT/R exactly; ngspice's own resistor noise model,PASS
isf_fastamp,gq_phi,impulse 1 at phi=1.42306547 rad,1.44280628e+11,1.47161270e+11,2.880642e+09,-1.95747,2.048073e+11,abs,eps 12.649110% + interp 0.441214% + 2nd 0.499889% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_fastamp,gq_phi,impulse 2 at phi=1.90779607 rad,-3.46939765e+11,-3.30583369e+11,1.635640e+10,+4.94774,2.048073e+11,abs,eps 12.649110% + interp 0.441214% + 2nd 0.499889% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_fastamp,gq_phi,impulse 3 at phi=2.38700316 rad,-7.93574169e+11,-7.28390366e+11,6.518380e+10,+8.94902,2.048073e+11,abs,eps 12.649110% + interp 0.441214% + 2nd 0.499889% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_fastamp,gq_phi,impulse 4 at phi=2.86208259 rad,-1.00636222e+12,-9.60976422e+11,4.538580e+10,+4.72288,2.048073e+11,abs,eps 12.649110% + interp 0.441214% + 2nd 0.499889% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_fastamp,gq_phi,impulse 5 at phi=3.33612913 rad,-9.45400921e+11,-9.80918635e+11,3.551771e+10,-3.62086,2.048073e+11,abs,eps 12.649110% + interp 0.441214% + 2nd 0.499889% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_fastamp,gq_phi,impulse 6 at phi=3.81188105 rad,-7.14774737e+11,-7.83467830e+11,6.869309e+10,-8.76783,2.048073e+11,abs,eps 12.649110% + interp 0.441214% + 2nd 0.499889% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_fastamp,gq_phi,impulse 7 at phi=4.29096632 rad,-3.83082160e+11,-4.08967856e+11,2.588570e+10,-6.32952,2.048073e+11,abs,eps 12.649110% + interp 0.441214% + 2nd 0.499889% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_fastamp,gq_phi,impulse 8 at phi=4.77474773 rad,6.27941946e+10,6.23044487e+10,4.897459e+08,+0.786053,2.048073e+11,abs,eps 12.649110% + interp 0.441214% + 2nd 0.499889% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_fastamp,gq_phi,impulse 9 at phi=5.26427669 rad,5.69354646e+11,5.24178724e+11,4.517592e+10,+8.61842,2.048073e+11,abs,eps 12.649110% + interp 0.441214% + 2nd 0.499889% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_fastamp,gq_phi,impulse 10 at phi=5.75855291 rad,9.36901453e+11,8.65315165e+11,7.158629e+10,+8.27286,2.048073e+11,abs,eps 12.649110% + interp 0.441214% + 2nd 0.499889% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_fastamp,gq_phi,impulse 11 at phi=6.25281384 rad,1.00350252e+12,9.99315975e+11,4.186545e+09,+0.418941,2.048073e+11,abs,eps 12.649110% + interp 0.441214% + 2nd 0.499889% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_fastamp,gq_phi,impulse 12 at phi=0.45635862 rad,8.26709263e+11,8.97463003e+11,7.075374e+10,-7.88375,2.048073e+11,abs,eps 12.649110% + interp 0.441214% + 2nd 0.499889% + width 0.066667%, x1.5, as an absolute fraction of the ISF peak 1/q_max,PASS
isf_fastamp,gq_rms,trapezoidal over the measured phase grid,7.11315213e+11,7.06949132e+11,4.366081e+09,+0.617595,20.4853,pct,eps 12.649110% + interp 0.441214% + 2nd 0.499889% + width 0.066667%, x1.5,PASS
isf_fastamp,gq_c1,ISF fundamental coefficient,1.01162032e+12,9.9977704972e+11,1.184327e+10,+1.18459,20.4853,pct,eps 12.649110% + interp 0.441214% + 2nd 0.499889% + width 0.066667%, x1.5,PASS
isf_fastamp,gq_c3,ISF 3rd harmonic (must be at the eps level),8.79556970e+10,0,8.795570e+10,nan,2.048073e+11,abs,eps 12.649110% + interp 0.441214% + 2nd 0.499889% + width 0.066667%, x1.5 against zero, absolute,PASS
isf_fastamp,null_floor,pre-impulse crossing-offset residual, s,0.0000000000e+00,0,0.000000e+00,nan,2.237829e-15,abs,1 % of the single-impulse crossing-time step 2.2378290939e-13 s,PASS
isf_fastamp,crossing_match,crossings further than T/4 from their partner,0,0,0.000000e+00,nan,0.5,abs,exactly zero,PASS
isf_fastamp,port_noise_si,input-referred S_i at the tank port, A^2/Hz,1.65760733e-24,1.65760719e-24,1.400000e-31,+8.44591e-06,1.0,pct,4kT/R exactly; ngspice's own resistor noise model,PASS
