device_class,device_key,corner_label,temp_c,vctrl_v,status,srf_hz,c_1ghz_f,c_5ghz_f,c_10ghz_f,c_20ghz_f,q_1ghz,q_5ghz,q_10ghz,q_20ghz
mos,large,ff,125,3.3,PASS,none,2.69871e-13,1.18321e-13,4.29499e-14,1.21053e-14,4.21163e+00,8.42327e-01,4.21165e-01,2.10583e-01
mos,xlarge,ff,125,3.3,PASS,none,1.07948e-12,4.73285e-13,1.71799e-13,4.84212e-14,4.21163e+00,8.42327e-01,4.21165e-01,2.10583e-01
mos,small,sf,-40,0.0,PASS,none,1.04656e-14,1.04606e-14,1.04450e-14,1.03828e-14,2.23635e+02,4.47272e+01,2.23636e+01,1.11818e+01
mos,mid,sf,-40,0.0,PASS,none,1.11178e-13,9.85319e-14,7.26923e-14,3.54774e-14,1.36379e+01,2.72758e+00,1.36379e+00,6.81899e-01
mos,large,sf,-40,0.0,PASS,none,4.89969e-13,8.06838e-14,2.23478e-14,5.74195e-15,1.93162e+00,3.86326e-01,1.93164e-01,9.65841e-02
mos,xlarge,sf,-40,0.0,PASS,none,1.95988e-12,3.22735e-13,8.93912e-14,2.29678e-14,1.93162e+00,3.86326e-01,1.93164e-01,9.65841e-02
mos,small,sf,-40,0.3,PASS,none,8.67925e-15,8.67642e-15,8.66753e-15,8.63216e-15,2.70407e+02,5.40816e+01,2.70408e+01,1.35204e+01
mos,mid,sf,-40,0.3,PASS,none,9.01965e-14,8.31882e-14,6.69354e-14,3.75727e-14,1.68488e+01,3.36976e+00,1.68488e+00,8.42444e-01
mos,large,sf,-40,0.3,PASS,none,4.22943e-13,9.42617e-14,2.74936e-14,7.17234e-15,2.42546e+00,4.85094e-01,2.42548e-01,1.21276e-01
mos,xlarge,sf,-40,0.3,PASS,none,1.69177e-12,3.77047e-13,1.09974e-13,2.86894e-14,2.42546e+00,4.85094e-01,2.42548e-01,1.21276e-01
mos,small,sf,-40,0.6,PASS,none,7.34439e-15,7.34269e-15,7.33734e-15,7.31598e-15,3.20423e+02,6.40850e+01,3.20425e+01,1.60212e+01
mos,mid,sf,-40,0.6,PASS,none,7.44485e-14,7.04152e-14,6.02201e-14,3.81347e-14,2.04452e+01,4.08905e+00,2.04453e+00,1.02227e+00
mos,large,sf,-40,0.6,PASS,none,3.60272e-13,1.05883e-13,3.30209e-14,8.79962e-15,2.99823e+00,5.99647e-01,2.99824e-01,1.49914e-01
mos,xlarge,sf,-40,0.6,PASS,none,1.44109e-12,4.23532e-13,1.32083e-13,3.51985e-14,2.99823e+00,5.99647e-01,2.99824e-01,1.49914e-01
mos,small,sf,-40,0.9,PASS,none,6.62575e-15,6.62452e-15,6.62060e-15,6.60495e-15,3.55810e+02,7.11625e+01,3.55813e+01,1.77906e+01
mos,mid,sf,-40,0.9,PASS,none,6.59498e-14,6.31162e-14,5.56447e-14,3.77637e-14,2.30994e+01,4.61988e+00,2.30994e+00,1.15497e+00
mos,large,sf,-40,0.9,PASS,none,3.22175e-13,1.12053e-13,3.68825e-14,1.00132e-14,3.43490e+00,6.86982e-01,3.43492e-01,1.71747e-01
mos,xlarge,sf,-40,0.9,PASS,none,1.28870e-12,4.48211e-13,1.47530e-13,4.00529e-14,3.43490e+00,6.86982e-01,3.43492e-01,1.71747e-01
mos,small,sf,-40,1.2,PASS,none,6.16549e-15,6.16450e-15,6.16135e-15,6.14877e-15,3.82865e+02,7.65731e+01,3.82866e+01,1.91433e+01
mos,mid,sf,-40,1.2,PASS,none,6.05001e-14,5.82991e-14,5.23480e-14,3.71707e-14,2.51938e+01,5.03877e+00,2.51939e+00,1.25969e+00
mos,large,sf,-40,1.2,PASS,none,2.96258e-13,1.15571e-13,3.97712e-14,1.09759e-14,3.78826e+00,7.57654e-01,3.78828e-01,1.89415e-01
mos,xlarge,sf,-40,1.2,PASS,none,1.18503e-12,4.62285e-13,1.59085e-13,4.39038e-14,3.78826e+00,7.57654e-01,3.78828e-01,1.89415e-01
mos,small,sf,-40,1.8,PASS,none,5.58959e-15,5.58887e-15,5.58653e-15,5.57719e-15,4.23063e+02,8.46132e+01,4.23067e+01,2.11533e+01
mos,mid,sf,-40,1.8,PASS,none,5.36747e-14,5.21274e-14,4.78195e-14,3.59392e-14,2.84173e+01,5.68346e+00,2.84173e+00,1.42087e+00
mos,large,sf,-40,1.8,PASS,none,2.62265e-13,1.18899e-13,4.39027e-14,1.24616e-14,4.34790e+00,8.69582e-01,4.34792e-01,2.17397e-01
mos,xlarge,sf,-40,1.8,PASS,none,1.04906e-12,4.75597e-13,1.75611e-13,4.98466e-14,4.34790e+00,8.69582e-01,4.34792e-01,2.17397e-01
mos,small,sf,-40,2.4,PASS,none,5.47580e-15,5.47512e-15,5.47292e-15,5.46414e-15,4.32017e+02,8.64042e+01,4.32022e+01,2.16010e+01
mos,mid,sf,-40,2.4,PASS,none,5.23252e-14,5.08900e-14,4.68722e-14,3.56226e-14,2.91542e+01,5.83085e+00,2.91543e+00,1.45771e+00
mos,large,sf,-40,2.4,PASS,none,2.55353e-13,1.19340e-13,4.47891e-14,1.28013e-14,4.47864e+00,8.95728e-01,4.47865e-01,2.23933e-01
mos,xlarge,sf,-40,2.4,PASS,none,1.02141e-12,4.77362e-13,1.79156e-13,5.12054e-14,4.47864e+00,8.95728e-01,4.47865e-01,2.23933e-01
mos,small,sf,-40,3.0,PASS,none,5.48146e-15,5.48078e-15,5.47857e-15,5.46977e-15,4.31563e+02,8.63134e+01,4.31567e+01,2.15783e+01
mos,mid,sf,-40,3.0,PASS,none,5.23924e-14,5.09517e-14,4.69197e-14,3.56389e-14,2.91167e+01,5.82334e+00,2.91168e+00,1.45584e+00
mos,large,sf,-40,3.0,PASS,none,2.55698e-13,1.19321e-13,4.47445e-14,1.27840e-14,4.47195e+00,8.94391e-01,4.47196e-01,2.23599e-01
mos,xlarge,sf,-40,3.0,PASS,none,1.02279e-12,4.77282e-13,1.78978e-13,5.11362e-14,4.47195e+00,8.94391e-01,4.47196e-01,2.23599e-01
mos,small,sf,-40,3.3,PASS,none,5.48499e-15,5.48431e-15,5.48210e-15,5.47328e-15,4.31280e+02,8.62568e+01,4.31284e+01,2.15642e+01
mos,mid,sf,-40,3.3,PASS,none,5.24342e-14,5.09901e-14,4.69493e-14,3.56491e-14,2.90933e+01,5.81867e+00,2.90934e+00,1.45467e+00
mos,large,sf,-40,3.3,PASS,none,2.55913e-13,1.19308e-13,4.47167e-14,1.27733e-14,4.46779e+00,8.93558e-01,4.46780e-01,2.23391e-01
mos,xlarge,sf,-40,3.3,PASS,none,1.02365e-12,4.77233e-13,1.78867e-13,5.10931e-14,4.46779e+00,8.93558e-01,4.46780e-01,2.23391e-01
mos,small,sf,27,0.0,PASS,none,1.02865e-14,1.02817e-14,1.02669e-14,1.02079e-14,2.27705e+02,4.55411e+01,2.27706e+01,1.13853e+01
mos,mid,sf,27,0.0,PASS,none,1.09080e-13,9.70905e-14,7.22682e-14,3.57297e-14,1.39053e+01,2.78106e+00,1.39054e+00,6.95271e-01
mos,large,sf,27,0.0,PASS,none,4.84112e-13,8.19238e-14,2.27811e-14,5.85986e-15,1.97197e+00,3.94395e-01,1.97199e-01,9.86011e-02
mos,xlarge,sf,27,0.0,PASS,none,1.93645e-12,3.27695e-13,9.11242e-14,2.34394e-14,1.97197e+00,3.94395e-01,1.97199e-01,9.86011e-02
mos,small,sf,27,0.3,PASS,none,8.67449e-15,8.67167e-15,8.66280e-15,8.62749e-15,2.70581e+02,5.41165e+01,2.70583e+01,1.35291e+01
mos,mid,sf,27,0.3,PASS,none,9.01405e-14,8.31449e-14,6.69161e-14,3.75777e-14,1.68597e+01,3.37194e+00,1.68598e+00,8.42990e-01
mos,large,sf,27,0.3,PASS,none,4.22739e-13,9.43026e-14,2.75106e-14,7.17719e-15,2.42713e+00,4.85428e-01,2.42715e-01,1.21359e-01
mos,xlarge,sf,27,0.3,PASS,none,1.69096e-12,3.77210e-13,1.10042e-13,2.87088e-14,2.42713e+00,4.85428e-01,2.42715e-01,1.21359e-01
mos,small,sf,27,0.6,PASS,none,7.36717e-15,7.36546e-15,7.36006e-15,7.33850e-15,3.19417e+02,6.38838e+01,3.19419e+01,1.59709e+01
mos,mid,sf,27,0.6,PASS,none,7.47178e-14,7.06420e-14,6.03539e-14,3.81372e-14,2.03711e+01,4.07422e+00,2.03711e+00,1.01856e+00
mos,large,sf,27,0.6,PASS,none,3.61431e-13,1.05682e-13,3.29100e-14,8.76582e-15,2.98619e+00,5.97239e-01,2.98621e-01,1.49312e-01
mos,xlarge,sf,27,0.6,PASS,none,1.44572e-12,4.22727e-13,1.31640e-13,3.50633e-14,2.98619e+00,5.97239e-01,2.98621e-01,1.49312e-01
mos,small,sf,27,0.9,PASS,none,6.63959e-15,6.63835e-15,6.63440e-15,6.61866e-15,3.55057e+02,7.10117e+01,3.55059e+01,1.77529e+01
mos,mid,sf,27,0.9,PASS,none,6.61135e-14,6.32593e-14,5.57394e-14,3.77768e-14,2.30418e+01,4.60836e+00,2.30419e+00,1.15209e+00
mos,large,sf,27,0.9,PASS,none,3.22936e-13,1.11940e-13,3.68010e-14,9.98680e-15,3.42530e+00,6.85060e-01,3.42531e-01,1.71267e-01
mos,xlarge,sf,27,0.9,PASS,none,1.29174e-12,4.47758e-13,1.47204e-13,3.99472e-14,3.42530e+00,6.85060e-01,3.42531e-01,1.71267e-01
mos,small,sf,27,1.2,PASS,none,6.17537e-15,6.17438e-15,6.17122e-15,6.15858e-15,3.82241e+02,7.64485e+01,3.82243e+01,1.91121e+01
mos,mid,sf,27,1.2,PASS,none,6.06171e-14,5.84037e-14,5.24218e-14,3.71868e-14,2.51449e+01,5.02898e+00,2.51449e+00,1.25725e+00
mos,large,sf,27,1.2,PASS,none,2.96827e-13,1.15502e-13,3.97054e-14,1.09534e-14,3.77991e+00,7.55983e-01,3.77993e-01,1.88998e-01
mos,xlarge,sf,27,1.2,PASS,none,1.18731e-12,4.62008e-13,1.58822e-13,4.38136e-14,3.77991e+00,7.55983e-01,3.77993e-01,1.88998e-01
mos,small,sf,27,1.8,PASS,none,5.60904e-15,5.60831e-15,5.60594e-15,5.59650e-15,4.21571e+02,8.43147e+01,4.21574e+01,2.10787e+01
mos,mid,sf,27,1.8,PASS,none,5.39053e-14,5.23383e-14,4.79797e-14,3.59908e-14,2.82950e+01,5.65901e+00,2.82951e+00,1.41476e+00
mos,large,sf,27,1.8,PASS,none,2.63440e-13,1.18815e-13,4.37535e-14,1.24053e-14,4.32632e+00,8.65266e-01,4.32634e-01,2.16318e-01
mos,xlarge,sf,27,1.8,PASS,none,1.05376e-12,4.75261e-13,1.75014e-13,4.96212e-14,4.32632e+00,8.65266e-01,4.32634e-01,2.16318e-01
mos,small,sf,27,2.4,PASS,none,5.54289e-15,5.54219e-15,5.53990e-15,5.53080e-15,4.26693e+02,8.53394e+01,4.26698e+01,2.13348e+01
mos,mid,sf,27,2.4,PASS,none,5.31209e-14,5.16202e-14,4.74328e-14,3.58124e-14,2.87152e+01,5.74304e+00,2.87153e+00,1.43576e+00
mos,large,sf,27,2.4,PASS,none,2.59436e-13,1.19091e-13,4.42638e-14,1.25990e-14,4.40062e+00,8.80126e-01,4.40064e-01,2.20033e-01
mos,xlarge,sf,27,2.4,PASS,none,1.03774e-12,4.76364e-13,1.77055e-13,5.03960e-14,4.40062e+00,8.80126e-01,4.40064e-01,2.20033e-01
mos,small,sf,27,3.0,PASS,none,5.54308e-15,5.54237e-15,5.54009e-15,5.53098e-15,4.26679e+02,8.53366e+01,4.26683e+01,2.13341e+01
mos,mid,sf,27,3.0,PASS,none,5.31230e-14,5.16222e-14,4.74343e-14,3.58129e-14,2.87140e+01,5.74281e+00,2.87141e+00,1.43570e+00
mos,large,sf,27,3.0,PASS,none,2.59447e-13,1.19090e-13,4.42623e-14,1.25984e-14,4.40041e+00,8.80084e-01,4.40043e-01,2.20022e-01
mos,xlarge,sf,27,3.0,PASS,none,1.03779e-12,4.76361e-13,1.77049e-13,5.03938e-14,4.40042e+00,8.80084e-01,4.40043e-01,2.20022e-01
mos,small,sf,27,3.3,PASS,none,5.54452e-15,5.54381e-15,5.54153e-15,5.53241e-15,4.26568e+02,8.53140e+01,4.26570e+01,2.13285e+01
mos,mid,sf,27,3.3,PASS,none,5.31401e-14,5.16379e-14,4.74463e-14,3.58169e-14,2.87047e+01,5.74095e+00,2.87048e+00,1.43524e+00
mos,large,sf,27,3.3,PASS,none,2.59534e-13,1.19085e-13,4.42511e-14,1.25942e-14,4.39877e+00,8.79755e-01,4.39878e-01,2.19940e-01
mos,xlarge,sf,27,3.3,PASS,none,1.03814e-12,4.76338e-13,1.77005e-13,5.03766e-14,4.39877e+00,8.79755e-01,4.39878e-01,2.19940e-01
mos,small,sf,125,0.0,PASS,none,1.00714e-14,1.00671e-14,1.00537e-14,1.00002e-14,2.36660e+02,4.73321e+01,2.36661e+01,1.18330e+01
mos,mid,sf,125,0.0,PASS,none,1.06563e-13,9.54115e-14,7.18992e-14,3.62081e-14,1.42950e+01,2.85899e+00,1.42950e+00,7.14748e-01
mos,large,sf,125,0.0,PASS,none,4.77065e-13,8.36280e-14,2.33782e-14,6.02247e-15,2.02518e+00,4.05037e-01,2.02519e-01,1.01259e-01
mos,xlarge,sf,125,0.0,PASS,none,1.90826e-12,3.34512e-13,9.35127e-14,2.40899e-14,2.02518e+00,4.05037e-01,2.02519e-01,1.01259e-01
mos,small,sf,125,0.3,PASS,none,8.64815e-15,8.64543e-15,8.63686e-15,8.60273e-15,2.74838e+02,5.49679e+01,2.74840e+01,1.37420e+01
mos,mid,sf,125,0.3,PASS,none,8.98321e-14,8.29433e-14,6.69090e-14,3.77321e-14,1.69696e+01,3.39392e+00,1.69696e+00,8.48479e-01
mos,large,sf,125,0.3,PASS,none,4.21729e-13,9.46768e-14,2.76555e-14,7.21775e-15,2.43878e+00,4.87756e-01,2.43878e-01,1.21939e-01
mos,xlarge,sf,125,0.3,PASS,none,1.68691e-12,3.78707e-13,1.10622e-13,2.88710e-14,2.43878e+00,4.87756e-01,2.43878e-01,1.21939e-01
mos,small,sf,125,0.6,PASS,none,7.40172e-15,7.40000e-15,7.39456e-15,7.37286e-15,3.19191e+02,6.38383e+01,3.19192e+01,1.59596e+01
mos,mid,sf,125,0.6,PASS,none,7.51263e-14,7.09936e-14,6.05797e-14,3.81785e-14,2.02803e+01,4.05607e+00,2.02804e+00,1.01402e+00
mos,large,sf,125,0.6,PASS,none,3.63208e-13,1.05431e-13,3.27644e-14,8.72103e-15,2.96918e+00,5.93836e-01,2.96919e-01,1.48460e-01
mos,xlarge,sf,125,0.6,PASS,none,1.45283e-12,4.21725e-13,1.31058e-13,3.48841e-14,2.96918e+00,5.93836e-01,2.96919e-01,1.48460e-01
mos,small,sf,125,0.9,PASS,none,6.66262e-15,6.66137e-15,6.65739e-15,6.64151e-15,3.54082e+02,7.08169e+01,3.54085e+01,1.77042e+01
mos,mid,sf,125,0.9,PASS,none,6.63862e-14,6.34986e-14,5.59001e-14,3.78047e-14,2.29512e+01,4.59025e+00,2.29513e+00,1.14757e+00
mos,large,sf,125,0.9,PASS,none,3.24204e-13,1.11762e-13,3.66707e-14,9.94450e-15,3.40967e+00,6.81935e-01,3.40969e-01,1.70485e-01
mos,xlarge,sf,125,0.9,PASS,none,1.29682e-12,4.47047e-13,1.46683e-13,3.97780e-14,3.40967e+00,6.81935e-01,3.40969e-01,1.70485e-01
mos,small,sf,125,1.2,PASS,none,6.19199e-15,6.19100e-15,6.18781e-15,6.17508e-15,3.81464e+02,7.62931e+01,3.81466e+01,1.90733e+01
mos,mid,sf,125,1.2,PASS,none,6.08141e-14,5.85803e-14,5.25484e-14,3.72191e-14,2.50677e+01,5.01355e+00,2.50678e+00,1.25339e+00
mos,large,sf,125,1.2,PASS,none,2.97784e-13,1.15395e-13,3.96000e-14,1.09171e-14,3.76621e+00,7.53244e-01,3.76623e-01,1.88312e-01
mos,xlarge,sf,125,1.2,PASS,none,1.19114e-12,4.61579e-13,1.58400e-13,4.36686e-14,3.76621e+00,7.53244e-01,3.76623e-01,1.88312e-01
mos,small,sf,125,1.8,PASS,none,5.70930e-15,5.70852e-15,5.70603e-15,5.69608e-15,4.14288e+02,8.28582e+01,4.14292e+01,2.07145e+01
mos,mid,sf,125,1.8,PASS,none,5.50940e-14,5.34234e-14,4.87994e-14,3.62493e-14,2.76859e+01,5.53719e+00,2.76860e+00,1.38430e+00
mos,large,sf,125,1.8,PASS,none,2.69470e-13,1.18355e-13,4.29998e-14,1.21237e-14,4.21865e+00,8.43730e-01,4.21866e-01,2.10934e-01
mos,xlarge,sf,125,1.8,PASS,none,1.07788e-12,4.73418e-13,1.71999e-13,4.84950e-14,4.21865e+00,8.43730e-01,4.21866e-01,2.10934e-01
mos,small,sf,125,2.4,PASS,none,5.66458e-15,5.66382e-15,5.66139e-15,5.65167e-15,4.17617e+02,8.35239e+01,4.17620e+01,2.08810e+01
mos,mid,sf,125,2.4,PASS,none,5.45638e-14,5.29402e-14,4.84362e-14,3.61382e-14,2.79565e+01,5.59130e+00,2.79565e+00,1.39783e+00
mos,large,sf,125,2.4,PASS,none,2.66787e-13,1.18571e-13,4.33359e-14,1.22485e-14,4.26613e+00,8.53227e-01,4.26614e-01,2.13308e-01
mos,xlarge,sf,125,2.4,PASS,none,1.06715e-12,4.74286e-13,1.73344e-13,4.89939e-14,4.26613e+00,8.53227e-01,4.26614e-01,2.13308e-01
mos,small,sf,125,3.0,PASS,none,5.65653e-15,5.65578e-15,5.65335e-15,5.64368e-15,4.18220e+02,8.36449e+01,4.18225e+01,2.09112e+01
mos,mid,sf,125,3.0,PASS,none,5.44683e-14,5.28531e-14,4.83705e-14,3.61178e-14,2.80057e+01,5.60115e+00,2.80058e+00,1.40029e+00
mos,large,sf,125,3.0,PASS,none,2.66303e-13,1.18609e-13,4.33968e-14,1.22712e-14,4.27479e+00,8.54958e-01,4.27480e-01,2.13741e-01
mos,xlarge,sf,125,3.0,PASS,none,1.06521e-12,4.74437e-13,1.73587e-13,4.90847e-14,4.27479e+00,8.54958e-01,4.27480e-01,2.13741e-01
mos,small,sf,125,3.3,PASS,none,5.65467e-15,5.65392e-15,5.65150e-15,5.64183e-15,4.18362e+02,8.36730e+01,4.18366e+01,2.09182e+01
mos,mid,sf,125,3.3,PASS,none,5.44463e-14,5.28330e-14,4.83554e-14,3.61131e-14,2.80171e+01,5.60343e+00,2.80172e+00,1.40086e+00
mos,large,sf,125,3.3,PASS,none,2.66191e-13,1.18618e-13,4.34109e-14,1.22765e-14,4.27679e+00,8.55360e-01,4.27681e-01,2.13841e-01
mos,xlarge,sf,125,3.3,PASS,none,1.06476e-12,4.74472e-13,1.73644e-13,4.91058e-14,4.27680e+00,8.55360e-01,4.27681e-01,2.13841e-01
mos,small,fs,-40,0.0,PASS,none,1.08307e-14,1.08251e-14,1.08078e-14,1.07389e-14,2.15996e+02,4.31993e+01,2.15997e+01,1.07998e+01
mos,mid,fs,-40,0.0,PASS,none,1.15247e-13,1.01272e-13,7.34429e-14,3.49865e-14,1.31502e+01,2.63005e+00,1.31503e+00,6.57517e-01
mos,large,fs,-40,0.0,PASS,none,5.00482e-13,7.84416e-14,2.15785e-14,5.53354e-15,1.86029e+00,3.72059e-01,1.86031e-01,9.30174e-02
mos,xlarge,fs,-40,0.0,PASS,none,2.00193e-12,3.13767e-13,8.63140e-14,2.21342e-14,1.86029e+00,3.72059e-01,1.86031e-01,9.30174e-02
mos,small,fs,-40,0.3,PASS,none,8.91076e-15,8.90770e-15,8.89808e-15,8.85978e-15,2.63274e+02,5.26550e+01,2.63275e+01,1.31637e+01
mos,mid,fs,-40,0.3,PASS,none,9.27650e-14,8.51725e-14,6.78250e-14,3.73754e-14,1.63779e+01,3.27558e+00,1.63779e+00,8.18899e-01
mos,large,fs,-40,0.3,PASS,none,4.31805e-13,9.25266e-14,2.67778e-14,6.96913e-15,2.35481e+00,4.70963e-01,2.35483e-01,1.17743e-01
mos,xlarge,fs,-40,0.3,PASS,none,1.72722e-12,3.70106e-13,1.07111e-13,2.78765e-14,2.35481e+00,4.70963e-01,2.35483e-01,1.17743e-01
mos,small,fs,-40,0.6,PASS,none,7.46460e-15,7.46282e-15,7.45720e-15,7.43476e-15,3.15177e+02,6.30356e+01,3.15178e+01,1.57589e+01
mos,mid,fs,-40,0.6,PASS,none,7.57479e-14,7.15071e-14,6.08594e-14,3.81419e-14,2.00919e+01,4.01839e+00,2.00920e+00,1.00460e+00
mos,large,fs,-40,0.6,PASS,none,3.65509e-13,1.04968e-13,3.25227e-14,8.64818e-15,2.94435e+00,5.88871e-01,2.94437e-01,1.47220e-01
mos,xlarge,fs,-40,0.6,PASS,none,1.46204e-12,4.19872e-13,1.30091e-13,3.45927e-14,2.94435e+00,5.88871e-01,2.94437e-01,1.47220e-01
mos,small,fs,-40,0.9,PASS,none,6.70518e-15,6.70390e-15,6.69984e-15,6.68362e-15,3.51522e+02,7.03047e+01,3.51524e+01,1.75762e+01
mos,mid,fs,-40,0.9,PASS,none,6.67879e-14,6.38478e-14,5.61265e-14,3.78281e-14,2.28076e+01,4.56153e+00,2.28077e+00,1.14039e+00
mos,large,fs,-40,0.9,PASS,none,3.25759e-13,1.11516e-13,3.65003e-14,9.88966e-15,3.39002e+00,6.78005e-01,3.39004e-01,1.69503e-01
mos,xlarge,fs,-40,0.9,PASS,none,1.30304e-12,4.46064e-13,1.46001e-13,3.95586e-14,3.39002e+00,6.78005e-01,3.39004e-01,1.69503e-01
mos,small,fs,-40,1.2,PASS,none,6.22523e-15,6.22421e-15,6.22097e-15,6.20802e-15,3.79123e+02,7.58251e+01,3.79126e+01,1.89563e+01
mos,mid,fs,-40,1.2,PASS,none,6.11179e-14,5.88504e-14,5.27361e-14,3.72540e-14,2.49376e+01,4.98752e+00,2.49376e+00,1.24688e+00
mos,large,fs,-40,1.2,PASS,none,2.98976e-13,1.15236e-13,3.94578e-14,1.08688e-14,3.74861e+00,7.49723e-01,3.74863e-01,1.87432e-01
mos,xlarge,fs,-40,1.2,PASS,none,1.19590e-12,4.60944e-13,1.57831e-13,4.34753e-14,3.74861e+00,7.49723e-01,3.74863e-01,1.87432e-01
mos,small,fs,-40,1.8,PASS,none,5.63057e-15,5.62983e-15,5.62744e-15,5.61789e-15,4.19927e+02,8.39862e+01,4.19932e+01,2.09965e+01
mos,mid,fs,-40,1.8,PASS,none,5.40859e-14,5.25033e-14,4.81048e-14,3.60307e-14,2.82000e+01,5.64001e+00,2.82001e+00,1.41000e+00
mos,large,fs,-40,1.8,PASS,none,2.64116e-13,1.18766e-13,4.36678e-14,1.23730e-14,4.31398e+00,8.62796e-01,4.31399e-01,2.15700e-01
mos,xlarge,fs,-40,1.8,PASS,none,1.05647e-12,4.75063e-13,1.74671e-13,4.94921e-14,4.31398e+00,8.62796e-01,4.31399e-01,2.15700e-01
mos,small,fs,-40,2.4,PASS,none,5.52343e-15,5.52273e-15,5.52047e-15,5.51146e-15,4.28225e+02,8.56456e+01,4.28228e+01,2.14114e+01
mos,mid,fs,-40,2.4,PASS,none,5.28181e-14,5.13425e-14,4.72201e-14,3.57412e-14,2.88807e+01,5.77615e+00,2.88808e+00,1.44404e+00
mos,large,fs,-40,2.4,PASS,none,2.57649e-13,1.19204e-13,4.44930e-14,1.26869e-14,4.43448e+00,8.86897e-01,4.43450e-01,2.21726e-01
mos,xlarge,fs,-40,2.4,PASS,none,1.03059e-12,4.76817e-13,1.77972e-13,5.07477e-14,4.43448e+00,8.86897e-01,4.43450e-01,2.21726e-01
mos,small,fs,-40,3.0,PASS,none,5.53051e-15,5.52981e-15,5.52755e-15,5.51850e-15,4.27665e+02,8.55338e+01,4.27670e+01,2.13834e+01
mos,mid,fs,-40,3.0,PASS,none,5.29019e-14,5.14195e-14,4.72791e-14,3.57611e-14,2.88347e+01,5.76694e+00,2.88348e+00,1.44174e+00
mos,large,fs,-40,3.0,PASS,none,2.58078e-13,1.19178e-13,4.44378e-14,1.26657e-14,4.42630e+00,8.85261e-01,4.42632e-01,2.21317e-01
mos,xlarge,fs,-40,3.0,PASS,none,1.03231e-12,4.76710e-13,1.77751e-13,5.06628e-14,4.42630e+00,8.85261e-01,4.42632e-01,2.21317e-01
mos,small,fs,-40,3.3,PASS,none,5.53450e-15,5.53380e-15,5.53153e-15,5.52246e-15,4.27352e+02,8.54710e+01,4.27356e+01,2.13677e+01
mos,mid,fs,-40,3.3,PASS,none,5.29491e-14,5.14628e-14,4.73123e-14,3.57722e-14,2.88088e+01,5.76177e+00,2.88089e+00,1.44044e+00
mos,large,fs,-40,3.3,PASS,none,2.58320e-13,1.19162e-13,4.44068e-14,1.26538e-14,4.42171e+00,8.84344e-01,4.42173e-01,2.21087e-01
mos,xlarge,fs,-40,3.3,PASS,none,1.03328e-12,4.76650e-13,1.77627e-13,5.06152e-14,4.42171e+00,8.84344e-01,4.42173e-01,2.21087e-01
mos,small,fs,27,0.0,PASS,none,1.06350e-14,1.06297e-14,1.06133e-14,1.05481e-14,2.20152e+02,4.40305e+01,2.20153e+01,1.10076e+01
mos,mid,fs,27,0.0,PASS,none,1.12962e-13,9.97458e-14,7.30414e-14,3.52706e-14,1.34216e+01,2.68433e+00,1.34217e+00,6.71087e-01
mos,large,fs,27,0.0,PASS,none,4.94476e-13,7.97354e-14,2.20200e-14,5.65296e-15,1.90107e+00,3.80215e-01,1.90109e-01,9.50562e-02
mos,xlarge,fs,27,0.0,PASS,none,1.97790e-12,3.18942e-13,8.80798e-14,2.26119e-14,1.90107e+00,3.80215e-01,1.90109e-01,9.50562e-02
mos,small,fs,27,0.3,PASS,none,8.90245e-15,8.89940e-15,8.88980e-15,8.85162e-15,2.63549e+02,5.27101e+01,2.63551e+01,1.31775e+01
mos,mid,fs,27,0.3,PASS,none,9.26674e-14,8.50980e-14,6.77930e-14,3.73844e-14,1.63957e+01,3.27914e+00,1.63957e+00,8.19789e-01
mos,large,fs,27,0.3,PASS,none,4.31461e-13,9.25957e-14,2.68058e-14,6.97705e-15,2.35754e+00,4.71510e-01,2.35756e-01,1.17880e-01
mos,xlarge,fs,27,0.3,PASS,none,1.72585e-12,3.70383e-13,1.07223e-13,2.79082e-14,2.35754e+00,4.71510e-01,2.35756e-01,1.17880e-01
mos,small,fs,27,0.6,PASS,none,7.48914e-15,7.48734e-15,7.48166e-15,7.45900e-15,3.14129e+02,6.28260e+01,3.14130e+01,1.57065e+01
mos,mid,fs,27,0.6,PASS,none,7.60371e-14,7.17493e-14,6.09997e-14,3.81419e-14,2.00150e+01,4.00300e+00,2.00150e+00,1.00075e+00
mos,large,fs,27,0.6,PASS,none,3.66738e-13,1.04752e-13,3.24069e-14,8.61313e-15,2.93190e+00,5.86381e-01,2.93191e-01,1.46597e-01
mos,xlarge,fs,27,0.6,PASS,none,1.46695e-12,4.19006e-13,1.29628e-13,3.44525e-14,2.93190e+00,5.86381e-01,2.93191e-01,1.46597e-01
mos,small,fs,27,0.9,PASS,none,6.71979e-15,6.71850e-15,6.71441e-15,6.69809e-15,3.50745e+02,7.01493e+01,3.50747e+01,1.75373e+01
mos,mid,fs,27,0.9,PASS,none,6.69604e-14,6.39980e-14,5.62249e-14,3.78406e-14,2.27485e+01,4.54970e+00,2.27485e+00,1.13743e+00
mos,large,fs,27,0.9,PASS,none,3.26555e-13,1.11395e-13,3.64160e-14,9.86253e-15,3.38018e+00,6.76037e-01,3.38020e-01,1.69011e-01
mos,xlarge,fs,27,0.9,PASS,none,1.30622e-12,4.45581e-13,1.45664e-13,3.94501e-14,3.38018e+00,6.76037e-01,3.38020e-01,1.69011e-01
