device_class,device_key,corner_label,temp_c,vctrl_v,status,srf_hz,c_1ghz_f,c_5ghz_f,c_10ghz_f,c_20ghz_f,q_1ghz,q_5ghz,q_10ghz,q_20ghz
mos,xlarge,ss,27,0.9,PASS,none,1.28929e-12,4.48123e-13,1.47467e-13,4.00324e-14,3.43305e+00,6.86610e-01,3.43306e-01,1.71654e-01
mos,small,ss,27,1.2,PASS,none,6.17069e-15,6.16970e-15,6.16654e-15,6.15393e-15,3.82536e+02,7.65076e+01,3.82538e+01,1.91269e+01
mos,mid,ss,27,1.2,PASS,none,6.05394e-14,5.83343e-14,5.23728e-14,3.71761e-14,2.51773e+01,5.03547e+00,2.51774e+00,1.25887e+00
mos,large,ss,27,1.2,PASS,none,2.96381e-13,1.15556e-13,3.97570e-14,1.09711e-14,3.78646e+00,7.57293e-01,3.78648e-01,1.89325e-01
mos,xlarge,ss,27,1.2,PASS,none,1.18552e-12,4.62226e-13,1.59028e-13,4.38843e-14,3.78646e+00,7.57293e-01,3.78648e-01,1.89325e-01
mos,small,ss,27,1.8,PASS,none,5.60387e-15,5.60314e-15,5.60078e-15,5.59137e-15,4.21967e+02,8.43939e+01,4.21970e+01,2.10985e+01
mos,mid,ss,27,1.8,PASS,none,5.38254e-14,5.22652e-14,4.79242e-14,3.59730e-14,2.83373e+01,5.66746e+00,2.83373e+00,1.41687e+00
mos,large,ss,27,1.8,PASS,none,2.62972e-13,1.18849e-13,4.38128e-14,1.24277e-14,4.33488e+00,8.66978e-01,4.33490e-01,2.16746e-01
mos,xlarge,ss,27,1.8,PASS,none,1.05189e-12,4.75396e-13,1.75251e-13,4.97106e-14,4.33488e+00,8.66978e-01,4.33490e-01,2.16746e-01
mos,small,ss,27,2.4,PASS,none,5.53096e-15,5.53026e-15,5.52799e-15,5.51894e-15,4.27632e+02,8.55270e+01,4.27635e+01,2.13817e+01
mos,mid,ss,27,2.4,PASS,none,5.29612e-14,5.14738e-14,4.73208e-14,3.57750e-14,2.88022e+01,5.76045e+00,2.88023e+00,1.44011e+00
mos,large,ss,27,2.4,PASS,none,2.58559e-13,1.19147e-13,4.43762e-14,1.26420e-14,4.41718e+00,8.83438e-01,4.41720e-01,2.20861e-01
mos,xlarge,ss,27,2.4,PASS,none,1.03423e-12,4.76589e-13,1.77505e-13,5.05681e-14,4.41718e+00,8.83438e-01,4.41720e-01,2.20861e-01
mos,small,ss,27,3.0,PASS,none,5.53046e-15,5.52976e-15,5.52750e-15,5.51845e-15,4.27672e+02,8.55347e+01,4.27674e+01,2.13837e+01
mos,mid,ss,27,3.0,PASS,none,5.29554e-14,5.14685e-14,4.73167e-14,3.57737e-14,2.88054e+01,5.76109e+00,2.88055e+00,1.44027e+00
mos,large,ss,27,3.0,PASS,none,2.58529e-13,1.19149e-13,4.43800e-14,1.26435e-14,4.41775e+00,8.83551e-01,4.41777e-01,2.20889e-01
mos,xlarge,ss,27,3.0,PASS,none,1.03412e-12,4.76597e-13,1.77520e-13,5.05740e-14,4.41775e+00,8.83551e-01,4.41777e-01,2.20889e-01
mos,small,ss,27,3.3,PASS,none,5.53172e-15,5.53102e-15,5.52875e-15,5.51970e-15,4.27571e+02,8.55149e+01,4.27575e+01,2.13787e+01
mos,mid,ss,27,3.3,PASS,none,5.29703e-14,5.14822e-14,4.73271e-14,3.57772e-14,2.87973e+01,5.75946e+00,2.87973e+00,1.43987e+00
mos,large,ss,27,3.3,PASS,none,2.58605e-13,1.19144e-13,4.43702e-14,1.26397e-14,4.41630e+00,8.83261e-01,4.41632e-01,2.20817e-01
mos,xlarge,ss,27,3.3,PASS,none,1.03442e-12,4.76578e-13,1.77481e-13,5.05590e-14,4.41630e+00,8.83261e-01,4.41632e-01,2.20817e-01
mos,small,ss,125,0.0,PASS,none,9.97866e-15,9.97449e-15,9.96140e-15,9.90939e-15,2.38863e+02,4.77727e+01,2.38864e+01,1.19432e+01
mos,mid,ss,125,0.0,PASS,none,1.05428e-13,9.46065e-14,7.16296e-14,3.63332e-14,1.44503e+01,2.89006e+00,1.44503e+00,7.22515e-01
mos,large,ss,125,0.0,PASS,none,4.73603e-13,8.43432e-14,2.36358e-14,6.09311e-15,2.04944e+00,4.09888e-01,2.04944e-01,1.02472e-01
mos,xlarge,ss,125,0.0,PASS,none,1.89441e-12,3.37373e-13,9.45430e-14,2.43725e-14,2.04944e+00,4.09888e-01,2.04944e-01,1.02472e-01
mos,small,ss,125,0.3,PASS,none,8.60637e-15,8.60369e-15,8.59524e-15,8.56162e-15,2.76195e+02,5.52391e+01,2.76196e+01,1.38098e+01
mos,mid,ss,125,0.3,PASS,none,8.93025e-14,8.25291e-14,6.67159e-14,3.77689e-14,1.70712e+01,3.41425e+00,1.70713e+00,8.53561e-01
mos,large,ss,125,0.3,PASS,none,4.19694e-13,9.50721e-14,2.78226e-14,7.26545e-15,2.45537e+00,4.91075e-01,2.45538e-01,1.22769e-01
mos,xlarge,ss,125,0.3,PASS,none,1.67878e-12,3.80288e-13,1.11290e-13,2.90618e-14,2.45537e+00,4.91075e-01,2.45538e-01,1.22769e-01
mos,small,ss,125,0.6,PASS,none,7.38632e-15,7.38461e-15,7.37921e-15,7.35766e-15,3.19907e+02,6.39817e+01,3.19909e+01,1.59954e+01
mos,mid,ss,125,0.6,PASS,none,7.49145e-14,7.08158e-14,6.04759e-14,3.81783e-14,2.03387e+01,4.06775e+00,2.03388e+00,1.01694e+00
mos,large,ss,125,0.6,PASS,none,3.62219e-13,1.05606e-13,3.28593e-14,8.74989e-15,2.97941e+00,5.95882e-01,2.97942e-01,1.48971e-01
mos,xlarge,ss,125,0.6,PASS,none,1.44888e-12,4.22424e-13,1.31437e-13,3.49995e-14,2.97941e+00,5.95882e-01,2.97942e-01,1.48971e-01
mos,small,ss,125,0.9,PASS,none,6.65462e-15,6.65337e-15,6.64940e-15,6.63358e-15,3.54516e+02,7.09035e+01,3.54518e+01,1.77259e+01
mos,mid,ss,125,0.9,PASS,none,6.62662e-14,6.33938e-14,5.58310e-14,3.77954e-14,2.29931e+01,4.59862e+00,2.29931e+00,1.14966e+00
mos,large,ss,125,0.9,PASS,none,3.23573e-13,1.11856e-13,3.67380e-14,9.96628e-15,3.41758e+00,6.83517e-01,3.41760e-01,1.70881e-01
mos,xlarge,ss,125,0.9,PASS,none,1.29429e-12,4.47425e-13,1.46952e-13,3.98651e-14,3.41758e+00,6.83517e-01,3.41760e-01,1.70881e-01
mos,small,ss,125,1.2,PASS,none,6.18710e-15,6.18611e-15,6.18293e-15,6.17024e-15,3.81771e+02,7.63544e+01,3.81772e+01,1.90886e+01
mos,mid,ss,125,1.2,PASS,none,6.07338e-14,5.85087e-14,5.24980e-14,3.72082e-14,2.51010e+01,5.02021e+00,2.51011e+00,1.25505e+00
mos,large,ss,125,1.2,PASS,none,2.97326e-13,1.15451e-13,3.96528e-14,1.09352e-14,3.77290e+00,7.54580e-01,3.77291e-01,1.88647e-01
mos,xlarge,ss,125,1.2,PASS,none,1.18931e-12,4.61804e-13,1.58611e-13,4.37408e-14,3.77290e+00,7.54580e-01,3.77291e-01,1.88647e-01
mos,small,ss,125,1.8,PASS,none,5.69902e-15,5.69825e-15,5.69578e-15,5.68588e-15,4.15049e+02,8.30102e+01,4.15051e+01,2.07525e+01
mos,mid,ss,125,1.8,PASS,none,5.49530e-14,5.32950e-14,4.87030e-14,3.62201e-14,2.77574e+01,5.55148e+00,2.77574e+00,1.38787e+00
mos,large,ss,125,1.8,PASS,none,2.68695e-13,1.18418e-13,4.30966e-14,1.21595e-14,4.23226e+00,8.46453e-01,4.23228e-01,2.11615e-01
mos,xlarge,ss,125,1.8,PASS,none,1.07478e-12,4.73674e-13,1.72386e-13,4.86382e-14,4.23226e+00,8.46453e-01,4.23228e-01,2.11615e-01
mos,small,ss,125,2.4,PASS,none,5.65183e-15,5.65108e-15,5.64866e-15,5.63901e-15,4.18575e+02,8.37155e+01,4.18578e+01,2.09289e+01
mos,mid,ss,125,2.4,PASS,none,5.43937e-14,5.27850e-14,4.83191e-14,3.61017e-14,2.80443e+01,5.60888e+00,2.80444e+00,1.40222e+00
mos,large,ss,125,2.4,PASS,none,2.65863e-13,1.18643e-13,4.34522e-14,1.22919e-14,4.28268e+00,8.56538e-01,4.28270e-01,2.14136e-01
mos,xlarge,ss,125,2.4,PASS,none,1.06345e-12,4.74573e-13,1.73809e-13,4.91675e-14,4.28269e+00,8.56538e-01,4.28270e-01,2.14136e-01
mos,small,ss,125,3.0,PASS,none,5.64322e-15,5.64247e-15,5.64007e-15,5.63046e-15,4.19223e+02,8.38456e+01,4.19228e+01,2.09614e+01
mos,mid,ss,125,3.0,PASS,none,5.42917e-14,5.26919e-14,4.82488e-14,3.60797e-14,2.80973e+01,5.61947e+00,2.80974e+00,1.40487e+00
mos,large,ss,125,3.0,PASS,none,2.65345e-13,1.18683e-13,4.35175e-14,1.23163e-14,4.29201e+00,8.58403e-01,4.29203e-01,2.14602e-01
mos,xlarge,ss,125,3.0,PASS,none,1.06138e-12,4.74731e-13,1.74070e-13,4.92653e-14,4.29201e+00,8.58403e-01,4.29203e-01,2.14602e-01
mos,small,ss,125,3.3,PASS,none,5.64120e-15,5.64045e-15,5.63805e-15,5.62845e-15,4.19379e+02,8.38762e+01,4.19381e+01,2.09690e+01
mos,mid,ss,125,3.3,PASS,none,5.42677e-14,5.26700e-14,4.82323e-14,3.60745e-14,2.81098e+01,5.62197e+00,2.81099e+00,1.40549e+00
mos,large,ss,125,3.3,PASS,none,2.65224e-13,1.18692e-13,4.35328e-14,1.23221e-14,4.29421e+00,8.58842e-01,4.29422e-01,2.14712e-01
mos,xlarge,ss,125,3.3,PASS,none,1.06090e-12,4.74768e-13,1.74131e-13,4.92883e-14,4.29421e+00,8.58842e-01,4.29422e-01,2.14712e-01
mos,small,ff,-40,0.0,PASS,none,1.09600e-14,1.09543e-14,1.09363e-14,1.08649e-14,2.13413e+02,4.26826e+01,2.13413e+01,1.06707e+01
mos,mid,ff,-40,0.0,PASS,none,1.16756e-13,1.02269e-13,7.36945e-14,3.48007e-14,1.29779e+01,2.59559e+00,1.29780e+00,6.48902e-01
mos,large,ff,-40,0.0,PASS,none,5.04338e-13,7.76084e-14,2.12971e-14,5.45762e-15,1.83434e+00,3.66869e-01,1.83436e-01,9.17199e-02
mos,xlarge,ff,-40,0.0,PASS,none,2.01735e-12,3.10434e-13,8.51884e-14,2.18305e-14,1.83434e+00,3.66869e-01,1.83436e-01,9.17199e-02
mos,small,ff,-40,0.3,PASS,none,8.96058e-15,8.95746e-15,8.94767e-15,8.90873e-15,2.61788e+02,5.23578e+01,2.61789e+01,1.30894e+01
mos,mid,ff,-40,0.3,PASS,none,9.33500e-14,8.56204e-14,6.80199e-14,3.73274e-14,1.62742e+01,3.25485e+00,1.62743e+00,8.13717e-01
mos,large,ff,-40,0.3,PASS,none,4.33865e-13,9.21208e-14,2.66134e-14,6.92267e-15,2.33868e+00,4.67737e-01,2.33870e-01,1.16937e-01
mos,xlarge,ff,-40,0.3,PASS,none,1.73546e-12,3.68483e-13,1.06453e-13,2.76907e-14,2.33868e+00,4.67737e-01,2.33870e-01,1.16937e-01
mos,small,ff,-40,0.6,PASS,none,7.48598e-15,7.48418e-15,7.47850e-15,7.45587e-15,3.14262e+02,6.28526e+01,3.14264e+01,1.57132e+01
mos,mid,ff,-40,0.6,PASS,none,7.59998e-14,7.17180e-14,6.09816e-14,3.81419e-14,2.00248e+01,4.00497e+00,2.00249e+00,1.00125e+00
mos,large,ff,-40,0.6,PASS,none,3.66579e-13,1.04779e-13,3.24218e-14,8.61763e-15,2.93350e+00,5.86700e-01,2.93351e-01,1.46677e-01
mos,xlarge,ff,-40,0.6,PASS,none,1.46632e-12,4.19117e-13,1.29687e-13,3.44705e-14,2.93350e+00,5.86700e-01,2.93351e-01,1.46677e-01
mos,small,ff,-40,0.9,PASS,none,6.71855e-15,6.71726e-15,6.71317e-15,6.69686e-15,3.50811e+02,7.01624e+01,3.50812e+01,1.75406e+01
mos,mid,ff,-40,0.9,PASS,none,6.69457e-14,6.39852e-14,5.62165e-14,3.78395e-14,2.27535e+01,4.55070e+00,2.27536e+00,1.13768e+00
mos,large,ff,-40,0.9,PASS,none,3.26487e-13,1.11406e-13,3.64231e-14,9.86483e-15,3.38101e+00,6.76204e-01,3.38103e-01,1.69053e-01
mos,xlarge,ff,-40,0.9,PASS,none,1.30595e-12,4.45622e-13,1.45693e-13,3.94593e-14,3.38101e+00,6.76204e-01,3.38103e-01,1.69053e-01
mos,small,ff,-40,1.2,PASS,none,6.23491e-15,6.23389e-15,6.23063e-15,6.21762e-15,3.78525e+02,7.57053e+01,3.78527e+01,1.89263e+01
mos,mid,ff,-40,1.2,PASS,none,6.12323e-14,5.89523e-14,5.28075e-14,3.72690e-14,2.48907e+01,4.97815e+00,2.48908e+00,1.24454e+00
mos,large,ff,-40,1.2,PASS,none,2.99528e-13,1.15167e-13,3.93944e-14,1.08472e-14,3.74063e+00,7.48127e-01,3.74065e-01,1.87034e-01
mos,xlarge,ff,-40,1.2,PASS,none,1.19811e-12,4.60667e-13,1.57577e-13,4.33890e-14,3.74063e+00,7.48127e-01,3.74065e-01,1.87034e-01
mos,small,ff,-40,1.8,PASS,none,5.63715e-15,5.63641e-15,5.63400e-15,5.62442e-15,4.19430e+02,8.38864e+01,4.19433e+01,2.09716e+01
mos,mid,ff,-40,1.8,PASS,none,5.41637e-14,5.25744e-14,4.81586e-14,3.60477e-14,2.81593e+01,5.63186e+00,2.81594e+00,1.40797e+00
mos,large,ff,-40,1.8,PASS,none,2.64512e-13,1.18737e-13,4.36178e-14,1.23542e-14,4.30679e+00,8.61359e-01,4.30681e-01,2.15341e-01
mos,xlarge,ff,-40,1.8,PASS,none,1.05805e-12,4.74946e-13,1.74471e-13,4.94169e-14,4.30679e+00,8.61359e-01,4.30681e-01,2.15341e-01
mos,small,ff,-40,2.4,PASS,none,5.53981e-15,5.53911e-15,5.53683e-15,5.52774e-15,4.26937e+02,8.53876e+01,4.26938e+01,2.13469e+01
mos,mid,ff,-40,2.4,PASS,none,5.30120e-14,5.15204e-14,4.73564e-14,3.57869e-14,2.87745e+01,5.75490e+00,2.87746e+00,1.43873e+00
mos,large,ff,-40,2.4,PASS,none,2.58641e-13,1.19142e-13,4.43655e-14,1.26380e-14,4.41562e+00,8.83124e-01,4.41563e-01,2.20782e-01
mos,xlarge,ff,-40,2.4,PASS,none,1.03457e-12,4.76568e-13,1.77462e-13,5.05518e-14,4.41562e+00,8.83124e-01,4.41563e-01,2.20782e-01
mos,small,ff,-40,3.0,PASS,none,5.54771e-15,5.54700e-15,5.54472e-15,5.53558e-15,4.26318e+02,8.52638e+01,4.26320e+01,2.13159e+01
mos,mid,ff,-40,3.0,PASS,none,5.31054e-14,5.16061e-14,4.74219e-14,3.58088e-14,2.87236e+01,5.74472e+00,2.87237e+00,1.43618e+00
mos,large,ff,-40,3.0,PASS,none,2.59119e-13,1.19111e-13,4.43042e-14,1.26145e-14,4.40658e+00,8.81317e-01,4.40660e-01,2.20331e-01
mos,xlarge,ff,-40,3.0,PASS,none,1.03648e-12,4.76446e-13,1.77217e-13,5.04579e-14,4.40658e+00,8.81317e-01,4.40660e-01,2.20331e-01
mos,small,ff,-40,3.3,PASS,none,5.55192e-15,5.55121e-15,5.54892e-15,5.53977e-15,4.25988e+02,8.51979e+01,4.25990e+01,2.12995e+01
mos,mid,ff,-40,3.3,PASS,none,5.31553e-14,5.16517e-14,4.74569e-14,3.58204e-14,2.86965e+01,5.73931e+00,2.86966e+00,1.43483e+00
mos,large,ff,-40,3.3,PASS,none,2.59374e-13,1.19095e-13,4.42716e-14,1.26020e-14,4.40178e+00,8.80357e-01,4.40180e-01,2.20091e-01
mos,xlarge,ff,-40,3.3,PASS,none,1.03750e-12,4.76380e-13,1.77086e-13,5.04080e-14,4.40178e+00,8.80357e-01,4.40180e-01,2.20091e-01
mos,small,ff,27,0.0,PASS,none,1.07584e-14,1.07529e-14,1.07359e-14,1.06685e-14,2.17594e+02,4.35189e+01,2.17595e+01,1.08797e+01
mos,mid,ff,27,0.0,PASS,none,1.14403e-13,1.00713e-13,7.33030e-14,3.50961e-14,1.32503e+01,2.65007e+00,1.32504e+00,6.62523e-01
mos,large,ff,27,0.0,PASS,none,4.98294e-13,7.89196e-14,2.17408e-14,5.57738e-15,1.87520e+00,3.75042e-01,1.87522e-01,9.37630e-02
mos,xlarge,ff,27,0.0,PASS,none,1.99318e-12,3.15679e-13,8.69631e-14,2.23095e-14,1.87520e+00,3.75042e-01,1.87522e-01,9.37630e-02
mos,small,ff,27,0.3,PASS,none,8.95466e-15,8.95155e-15,8.94178e-15,8.90292e-15,2.61989e+02,5.23980e+01,2.61990e+01,1.30995e+01
mos,mid,ff,27,0.3,PASS,none,9.32805e-14,8.55676e-14,6.79978e-14,3.73342e-14,1.62869e+01,3.25738e+00,1.62869e+00,8.14348e-01
mos,large,ff,27,0.3,PASS,none,4.33622e-13,9.21701e-14,2.66332e-14,6.92826e-15,2.34061e+00,4.68122e-01,2.34062e-01,1.17033e-01
mos,xlarge,ff,27,0.3,PASS,none,1.73449e-12,3.68680e-13,1.06533e-13,2.77130e-14,2.34061e+00,4.68122e-01,2.34062e-01,1.17033e-01
mos,small,ff,27,0.6,PASS,none,7.51100e-15,7.50919e-15,7.50345e-15,7.48059e-15,3.13199e+02,6.26400e+01,3.13201e+01,1.56600e+01
mos,mid,ff,27,0.6,PASS,none,7.62947e-14,7.19647e-14,6.11239e-14,3.81415e-14,1.99469e+01,3.98938e+00,1.99469e+00,9.97348e-01
mos,large,ff,27,0.6,PASS,none,3.67830e-13,1.04559e-13,3.23044e-14,8.58213e-15,2.92089e+00,5.84179e-01,2.92091e-01,1.46047e-01
mos,xlarge,ff,27,0.6,PASS,none,1.47132e-12,4.18234e-13,1.29217e-13,3.43285e-14,2.92089e+00,5.84179e-01,2.92091e-01,1.46047e-01
mos,small,ff,27,0.9,PASS,none,6.73335e-15,6.73206e-15,6.72794e-15,6.71152e-15,3.50026e+02,7.00055e+01,3.50028e+01,1.75014e+01
mos,mid,ff,27,0.9,PASS,none,6.71205e-14,6.41374e-14,5.63159e-14,3.78519e-14,2.26938e+01,4.53877e+00,2.26939e+00,1.13470e+00
mos,large,ff,27,0.9,PASS,none,3.27292e-13,1.11283e-13,3.63381e-14,9.83747e-15,3.37109e+00,6.74219e-01,3.37111e-01,1.68557e-01
mos,xlarge,ff,27,0.9,PASS,none,1.30917e-12,4.45133e-13,1.45352e-13,3.93499e-14,3.37109e+00,6.74219e-01,3.37111e-01,1.68557e-01
mos,small,ff,27,1.2,PASS,none,6.24535e-15,6.24433e-15,6.24105e-15,6.22797e-15,3.77882e+02,7.55765e+01,3.77883e+01,1.88941e+01
mos,mid,ff,27,1.2,PASS,none,6.13558e-14,5.90622e-14,5.28845e-14,3.72850e-14,2.48403e+01,4.96807e+00,2.48404e+00,1.24202e+00
mos,large,ff,27,1.2,PASS,none,3.00124e-13,1.15092e-13,3.93261e-14,1.08240e-14,3.73206e+00,7.46413e-01,3.73207e-01,1.86605e-01
mos,xlarge,ff,27,1.2,PASS,none,1.20049e-12,4.60367e-13,1.57304e-13,4.32962e-14,3.73206e+00,7.46413e-01,3.73207e-01,1.86605e-01
mos,small,ff,27,1.8,PASS,none,5.66417e-15,5.66341e-15,5.66098e-15,5.65125e-15,4.17393e+02,8.34791e+01,4.17396e+01,2.08698e+01
mos,mid,ff,27,1.8,PASS,none,5.44834e-14,5.28663e-14,4.83790e-14,3.61168e-14,2.79931e+01,5.59864e+00,2.79932e+00,1.39966e+00
mos,large,ff,27,1.8,PASS,none,2.66133e-13,1.18613e-13,4.34132e-14,1.22776e-14,4.27753e+00,8.55507e-01,4.27754e-01,2.13878e-01
mos,xlarge,ff,27,1.8,PASS,none,1.06453e-12,4.74454e-13,1.73653e-13,4.91104e-14,4.27753e+00,8.55507e-01,4.27754e-01,2.13878e-01
mos,small,ff,27,2.4,PASS,none,5.60899e-15,5.60825e-15,5.60589e-15,5.59645e-15,4.21575e+02,8.43155e+01,4.21578e+01,2.10789e+01
mos,mid,ff,27,2.4,PASS,none,5.38305e-14,5.22699e-14,4.79278e-14,3.59742e-14,2.83346e+01,5.66692e+00,2.83347e+00,1.41673e+00
mos,large,ff,27,2.4,PASS,none,2.62818e-13,1.18860e-13,4.38325e-14,1.24351e-14,4.33772e+00,8.67546e-01,4.33774e-01,2.16888e-01
mos,xlarge,ff,27,2.4,PASS,none,1.05127e-12,4.75441e-13,1.75330e-13,4.97403e-14,4.33772e+00,8.67546e-01,4.33774e-01,2.16888e-01
mos,small,ff,27,3.0,PASS,none,5.61111e-15,5.61037e-15,5.60801e-15,5.59855e-15,4.21413e+02,8.42831e+01,4.21416e+01,2.10708e+01
mos,mid,ff,27,3.0,PASS,none,5.38556e-14,5.22928e-14,4.79452e-14,3.59798e-14,2.83213e+01,5.66427e+00,2.83214e+00,1.41607e+00
mos,large,ff,27,3.0,PASS,none,2.62945e-13,1.18851e-13,4.38163e-14,1.24290e-14,4.33538e+00,8.67077e-01,4.33540e-01,2.16771e-01
mos,xlarge,ff,27,3.0,PASS,none,1.05178e-12,4.75404e-13,1.75265e-13,4.97158e-14,4.33538e+00,8.67077e-01,4.33540e-01,2.16771e-01
mos,small,ff,27,3.3,PASS,none,5.61315e-15,5.61241e-15,5.61004e-15,5.60058e-15,4.21256e+02,8.42518e+01,4.21260e+01,2.10629e+01
mos,mid,ff,27,3.3,PASS,none,5.38797e-14,5.23149e-14,4.79619e-14,3.59851e-14,2.83085e+01,5.66171e+00,2.83086e+00,1.41543e+00
mos,large,ff,27,3.3,PASS,none,2.63068e-13,1.18842e-13,4.38007e-14,1.24231e-14,4.33312e+00,8.66626e-01,4.33314e-01,2.16658e-01
mos,xlarge,ff,27,3.3,PASS,none,1.05227e-12,4.75369e-13,1.75203e-13,4.96923e-14,4.33313e+00,8.66626e-01,4.33314e-01,2.16658e-01
mos,small,ff,125,0.0,PASS,none,1.05168e-14,1.05120e-14,1.04966e-14,1.04358e-14,2.26645e+02,4.53290e+01,2.26645e+01,1.13322e+01
mos,mid,ff,125,0.0,PASS,none,1.11586e-13,9.89054e-14,7.29858e-14,3.56331e-14,1.36451e+01,2.72902e+00,1.36451e+00,6.82255e-01
mos,large,ff,125,0.0,PASS,none,4.91012e-13,8.07124e-14,2.23500e-14,5.74197e-15,1.92903e+00,3.85806e-01,1.92903e-01,9.64515e-02
mos,xlarge,ff,125,0.0,PASS,none,1.96405e-12,3.22850e-13,8.93999e-14,2.29679e-14,1.92903e+00,3.85806e-01,1.92903e-01,9.64515e-02
mos,small,ff,125,0.3,PASS,none,8.92520e-15,8.92221e-15,8.91278e-15,8.87529e-15,2.66304e+02,5.32610e+01,2.66306e+01,1.33153e+01
mos,mid,ff,125,0.3,PASS,none,9.29367e-14,8.53480e-14,6.79971e-14,3.75016e-14,1.63988e+01,3.27977e+00,1.63989e+00,8.19942e-01
mos,large,ff,125,0.3,PASS,none,4.32541e-13,9.25656e-14,2.67823e-14,6.96968e-15,2.35255e+00,4.70510e-01,2.35255e-01,1.17628e-01
mos,xlarge,ff,125,0.3,PASS,none,1.73016e-12,3.70262e-13,1.07129e-13,2.78787e-14,2.35255e+00,4.70510e-01,2.35256e-01,1.17628e-01
mos,small,ff,125,0.6,PASS,none,7.54927e-15,7.54745e-15,7.54167e-15,7.51865e-15,3.12858e+02,6.25719e+01,3.12860e+01,1.56430e+01
mos,mid,ff,125,0.6,PASS,none,7.67463e-14,7.23501e-14,6.13654e-14,3.81791e-14,1.98491e+01,3.96982e+00,1.98491e+00,9.92455e-01
mos,large,ff,125,0.6,PASS,none,3.69762e-13,1.04276e-13,3.21470e-14,8.53421e-15,2.90284e+00,5.80569e-01,2.90285e-01,1.45143e-01
mos,xlarge,ff,125,0.6,PASS,none,1.47905e-12,4.17102e-13,1.28588e-13,3.41368e-14,2.90284e+00,5.80569e-01,2.90285e-01,1.45143e-01
mos,small,ff,125,0.9,PASS,none,6.75816e-15,6.75685e-15,6.75270e-15,6.73612e-15,3.48996e+02,6.97994e+01,3.48997e+01,1.74498e+01
mos,mid,ff,125,0.9,PASS,none,6.74135e-14,6.43934e-14,5.64856e-14,3.78788e-14,2.25993e+01,4.51986e+00,2.25993e+00,1.12997e+00
mos,large,ff,125,0.9,PASS,none,3.28642e-13,1.11088e-13,3.62010e-14,9.79333e-15,3.35484e+00,6.70970e-01,3.35486e-01,1.67744e-01
mos,xlarge,ff,125,0.9,PASS,none,1.31457e-12,4.44354e-13,1.44804e-13,3.91733e-14,3.35484e+00,6.70970e-01,3.35486e-01,1.67744e-01
mos,small,ff,125,1.2,PASS,none,6.26304e-15,6.26201e-15,6.25871e-15,6.24554e-15,3.77066e+02,7.54131e+01,3.77066e+01,1.88533e+01
mos,mid,ff,125,1.2,PASS,none,6.15649e-14,5.92492e-14,5.30173e-14,3.73173e-14,2.47602e+01,4.95205e+00,2.47603e+00,1.23801e+00
mos,large,ff,125,1.2,PASS,none,3.01134e-13,1.14974e-13,3.92158e-14,1.07864e-14,3.71789e+00,7.43578e-01,3.71790e-01,1.85896e-01
mos,xlarge,ff,125,1.2,PASS,none,1.20453e-12,4.59897e-13,1.56863e-13,4.31456e-14,3.71789e+00,7.43578e-01,3.71790e-01,1.85896e-01
mos,small,ff,125,1.8,PASS,none,5.77531e-15,5.77451e-15,5.77193e-15,5.76162e-15,4.09474e+02,8.18950e+01,4.09476e+01,2.04737e+01
mos,mid,ff,125,1.8,PASS,none,5.57981e-14,5.40639e-14,4.92776e-14,3.63910e-14,2.73346e+01,5.46693e+00,2.73347e+00,1.36673e+00
mos,large,ff,125,1.8,PASS,none,2.72767e-13,1.18071e-13,4.25901e-14,1.19731e-14,4.16149e+00,8.32300e-01,4.16151e-01,2.08076e-01
mos,xlarge,ff,125,1.8,PASS,none,1.09107e-12,4.72286e-13,1.70360e-13,4.78925e-14,4.16150e+00,8.32300e-01,4.16151e-01,2.08076e-01
mos,small,ff,125,2.4,PASS,none,5.73464e-15,5.73386e-15,5.73133e-15,5.72124e-15,4.12428e+02,8.24860e+01,4.12431e+01,2.06215e+01
mos,mid,ff,125,2.4,PASS,none,5.53171e-14,5.36265e-14,4.89514e-14,3.62949e-14,2.75737e+01,5.51474e+00,2.75738e+00,1.37869e+00
mos,large,ff,125,2.4,PASS,none,2.70347e-13,1.18281e-13,4.28905e-14,1.20834e-14,4.20332e+00,8.40664e-01,4.20333e-01,2.10167e-01
mos,xlarge,ff,125,2.4,PASS,none,1.08139e-12,4.73124e-13,1.71562e-13,4.83336e-14,4.20332e+00,8.40664e-01,4.20333e-01,2.10167e-01
mos,small,ff,125,3.0,PASS,none,5.72805e-15,5.72726e-15,5.72475e-15,5.71470e-15,4.12912e+02,8.25828e+01,4.12915e+01,2.06457e+01
mos,mid,ff,125,3.0,PASS,none,5.52391e-14,5.35555e-14,4.88983e-14,3.62790e-14,2.76129e+01,5.52258e+00,2.76129e+00,1.38065e+00
mos,large,ff,125,3.0,PASS,none,2.69954e-13,1.18314e-13,4.29395e-14,1.21015e-14,4.21018e+00,8.42036e-01,4.21019e-01,2.10510e-01
mos,xlarge,ff,125,3.0,PASS,none,1.07982e-12,4.73257e-13,1.71758e-13,4.84058e-14,4.21018e+00,8.42036e-01,4.21019e-01,2.10510e-01
mos,small,ff,125,3.3,PASS,none,5.72665e-15,5.72587e-15,5.72335e-15,5.71331e-15,4.13015e+02,8.26034e+01,4.13017e+01,2.06508e+01
mos,mid,ff,125,3.3,PASS,none,5.52226e-14,5.35405e-14,4.88871e-14,3.62757e-14,2.76212e+01,5.52424e+00,2.76212e+00,1.38106e+00
