f_hz,l_em_h,l_fit_h,q_em,q_fit,re_zse_em,re_zse_fit,im_zse_em,im_zse_fit
1.325e+10,9.07562e-11,9.06682e-11,10.0763,10.0983,0.749842,0.747486,7.55565,7.54833
1.33e+10,9.0744e-11,9.06564e-11,10.0945,10.118,0.751215,0.748747,7.58314,7.57583
1.335e+10,9.07318e-11,9.06448e-11,10.1127,10.1377,0.752581,0.750006,7.61063,7.60333
1.34e+10,9.07198e-11,9.06332e-11,10.1309,10.1573,0.753945,0.751263,7.63812,7.63083
1.345e+10,9.07078e-11,9.06217e-11,10.149,10.177,0.755305,0.752516,7.66561,7.65833
1.35e+10,9.06959e-11,9.06103e-11,10.1672,10.1966,0.756662,0.753768,7.6931,7.68584
1.355e+10,9.06842e-11,9.0599e-11,10.1852,10.2161,0.75802,0.755017,7.72059,7.71334
1.36e+10,9.06724e-11,9.05878e-11,10.2033,10.2357,0.759371,0.756263,7.74808,7.74085
1.365e+10,9.06608e-11,9.05767e-11,10.2213,10.2552,0.760723,0.757507,7.77557,7.76836
1.37e+10,9.06493e-11,9.05657e-11,10.2393,10.2746,0.762072,0.758749,7.80306,7.79587
1.375e+10,9.06379e-11,9.05548e-11,10.2572,10.2941,0.763419,0.759988,7.83055,7.82338
1.38e+10,9.06265e-11,9.0544e-11,10.2752,10.3135,0.76476,0.761225,7.85804,7.85089
1.385e+10,9.06152e-11,9.05333e-11,10.2931,10.3329,0.766102,0.76246,7.88553,7.8784
1.39e+10,9.0604e-11,9.05227e-11,10.311,10.3522,0.767438,0.763692,7.91302,7.90591
1.395e+10,9.05929e-11,9.05122e-11,10.3288,10.3716,0.768775,0.764922,7.9405,7.93343
1.4e+10,9.05818e-11,9.05017e-11,10.3466,10.3908,0.770109,0.76615,7.96799,7.96095
1.405e+10,9.05708e-11,9.04914e-11,10.3644,10.4101,0.771439,0.767376,7.99548,7.98847
1.41e+10,9.056e-11,9.04811e-11,10.3822,10.4293,0.772766,0.768599,8.02297,8.01599
1.415e+10,9.05492e-11,9.0471e-11,10.3998,10.4485,0.774094,0.769821,8.05046,8.04351
1.42e+10,9.05384e-11,9.04609e-11,10.4175,10.4677,0.775419,0.77104,8.07795,8.07103
1.425e+10,9.05278e-11,9.04509e-11,10.4352,10.4869,0.776741,0.772257,8.10544,8.09856
1.43e+10,9.05172e-11,9.0441e-11,10.4528,10.506,0.778059,0.773473,8.13293,8.12608
1.435e+10,9.05067e-11,9.04312e-11,10.4705,10.5251,0.779376,0.774686,8.16042,8.15361
1.44e+10,9.04963e-11,9.04215e-11,10.488,10.5441,0.78069,0.775897,8.18791,8.18114
1.445e+10,9.04859e-11,9.04118e-11,10.5056,10.5631,0.782002,0.777106,8.2154,8.20867
1.45e+10,9.04757e-11,9.04023e-11,10.5231,10.5821,0.783315,0.778313,8.24289,8.23621
1.455e+10,9.04655e-11,9.03928e-11,10.5406,10.6011,0.784622,0.779518,8.27039,8.26374
1.46e+10,9.04554e-11,9.03834e-11,10.5581,10.62,0.785927,0.780721,8.29788,8.29128
1.465e+10,9.04453e-11,9.03741e-11,10.5755,10.6389,0.787229,0.781922,8.32537,8.31881
1.47e+10,9.04353e-11,9.03649e-11,10.5929,10.6578,0.788533,0.783122,8.35286,8.34635
1.475e+10,9.04255e-11,9.03557e-11,10.6103,10.6766,0.789831,0.784319,8.38036,8.3739
1.48e+10,9.04156e-11,9.03467e-11,10.6277,10.6955,0.79113,0.785515,8.40785,8.40144
1.485e+10,9.04059e-11,9.03377e-11,10.645,10.7142,0.792424,0.786708,8.43535,8.42898
1.49e+10,9.03962e-11,9.03288e-11,10.6623,10.733,0.793717,0.7879,8.46284,8.45653
1.495e+10,9.03866e-11,9.032e-11,10.6796,10.7517,0.795008,0.78909,8.49034,8.48408
1.5e+10,9.0377e-11,9.03112e-11,10.6968,10.7704,0.796297,0.790279,8.51783,8.51163
1.505e+10,9.03676e-11,9.03025e-11,10.714,10.7891,0.797583,0.791465,8.54533,8.53918
1.51e+10,9.03582e-11,9.02939e-11,10.7312,10.8077,0.798867,0.79265,8.57283,8.56674
1.515e+10,9.03489e-11,9.02854e-11,10.7484,10.8263,0.800151,0.793834,8.60033,8.59429
1.52e+10,9.03396e-11,9.0277e-11,10.7655,10.8449,0.801431,0.795015,8.62783,8.62185
1.525e+10,9.03304e-11,9.02686e-11,10.7827,10.8634,0.802708,0.796195,8.65533,8.64941
1.53e+10,9.03213e-11,9.02603e-11,10.7997,10.882,0.803986,0.797373,8.68283,8.67697
1.535e+10,9.03123e-11,9.02521e-11,10.8168,10.9004,0.805262,0.798549,8.71034,8.70454
1.54e+10,9.03033e-11,9.0244e-11,10.8339,10.9189,0.806531,0.799724,8.73784,8.7321
1.545e+10,9.02944e-11,9.02359e-11,10.8508,10.9373,0.807803,0.800898,8.76535,8.75967
1.55e+10,9.02855e-11,9.02279e-11,10.8678,10.9557,0.809071,0.802069,8.79285,8.78724
1.555e+10,9.02768e-11,9.022e-11,10.8848,10.9741,0.810337,0.803239,8.82036,8.81481
1.56e+10,9.0268e-11,9.02122e-11,10.9017,10.9924,0.811601,0.804408,8.84786,8.84239
1.565e+10,9.02594e-11,9.02044e-11,10.9187,11.0107,0.812864,0.805575,8.87538,8.86996
1.57e+10,9.02508e-11,9.01967e-11,10.9355,11.029,0.814125,0.80674,8.90289,8.89754
1.575e+10,9.02424e-11,9.0189e-11,10.9524,11.0473,0.815384,0.807904,8.9304,8.92512
1.58e+10,9.02339e-11,9.01815e-11,10.9692,11.0655,0.816639,0.809067,8.95791,8.9527
1.585e+10,9.02255e-11,9.0174e-11,10.9861,11.0837,0.817893,0.810228,8.98543,8.98029
1.59e+10,9.02172e-11,9.01665e-11,11.0029,11.1018,0.819145,0.811387,9.01294,9.00788
1.595e+10,9.0209e-11,9.01592e-11,11.0196,11.1199,0.820396,0.812545,9.04046,9.03546
1.6e+10,9.02008e-11,9.01519e-11,11.0364,11.1381,0.821645,0.813702,9.06798,9.06306
1.605e+10,9.01927e-11,9.01446e-11,11.0531,11.1561,0.822889,0.814857,9.09549,9.09065
1.61e+10,9.01847e-11,9.01375e-11,11.0698,11.1742,0.824136,0.816011,9.12302,9.11824
1.615e+10,9.01767e-11,9.01304e-11,11.0865,11.1922,0.825378,0.817164,9.15054,9.14584
1.62e+10,9.01688e-11,9.01234e-11,11.1032,11.2102,0.826617,0.818315,9.17807,9.17344
1.625e+10,9.01609e-11,9.01164e-11,11.1198,11.2281,0.827855,0.819465,9.20559,9.20104
1.63e+10,9.01531e-11,9.01095e-11,11.1364,11.246,0.829095,0.820613,9.23312,9.22865
1.635e+10,9.01454e-11,9.01027e-11,11.153,11.2639,0.83033,0.82176,9.26065,9.25625
1.64e+10,9.01378e-11,9.00959e-11,11.1696,11.2818,0.831561,0.822906,9.28818,9.28386
1.645e+10,9.01302e-11,9.00892e-11,11.1861,11.2996,0.832792,0.824051,9.31571,9.31147
1.65e+10,9.01226e-11,9.00825e-11,11.2026,11.3174,0.834021,0.825194,9.34324,9.33909
1.655e+10,9.01152e-11,9.0076e-11,11.2191,11.3352,0.835251,0.826336,9.37078,9.3667
1.66e+10,9.01078e-11,9.00694e-11,11.2357,11.353,0.836473,0.827476,9.39832,9.39432
1.665e+10,9.01004e-11,9.0063e-11,11.2521,11.3707,0.837696,0.828616,9.42586,9.42194
1.67e+10,9.00932e-11,9.00566e-11,11.2685,11.3884,0.838921,0.829754,9.4534,9.44956
1.675e+10,9.00859e-11,9.00502e-11,11.285,11.4061,0.840139,0.830891,9.48095,9.47719
1.68e+10,9.00788e-11,9.0044e-11,11.3014,11.4237,0.841355,0.832027,9.5085,9.50482
1.685e+10,9.00717e-11,9.00377e-11,11.3178,11.4413,0.842573,0.833162,9.53605,9.53245
1.69e+10,9.00647e-11,9.00316e-11,11.3341,11.4589,0.843788,0.834295,9.5636,9.56008
1.695e+10,9.00577e-11,9.00255e-11,11.3505,11.4764,0.844998,0.835427,9.59115,9.58771
1.7e+10,9.00508e-11,9.00195e-11,11.3668,11.4939,0.846207,0.836558,9.6187,9.61535
1.705e+10,9.0044e-11,9.00135e-11,11.3832,11.5114,0.847415,0.837688,9.64626,9.64299
1.71e+10,9.00372e-11,9.00076e-11,11.3994,11.5289,0.848622,0.838817,9.67382,9.67063
1.715e+10,9.00305e-11,9.00017e-11,11.4157,11.5463,0.849827,0.839945,9.70138,9.69828
1.72e+10,9.00238e-11,8.99959e-11,11.4319,11.5637,0.851031,0.841071,9.72895,9.72593
1.725e+10,9.00173e-11,8.99901e-11,11.4482,11.5811,0.852228,0.842197,9.75652,9.75358
1.73e+10,9.00107e-11,8.99844e-11,11.4644,11.5985,0.853429,0.843321,9.78408,9.78123
1.735e+10,9.00042e-11,8.99788e-11,11.4806,11.6158,0.854627,0.844445,9.81165,9.80888
1.74e+10,8.99978e-11,8.99732e-11,11.4968,11.6331,0.855822,0.845567,9.83923,9.83654
1.745e+10,8.99915e-11,8.99677e-11,11.513,11.6503,0.857016,0.846688,9.86681,9.8642
1.75e+10,8.99852e-11,8.99622e-11,11.5292,11.6676,0.858206,0.847808,9.89439,9.89186
1.755e+10,8.9979e-11,8.99568e-11,11.5453,11.6848,0.859396,0.848928,9.92197,9.91953
1.76e+10,8.99728e-11,8.99515e-11,11.5614,11.702,0.860582,0.850046,9.94956,9.9472
1.765e+10,8.99666e-11,8.99461e-11,11.5775,11.7191,0.86177,0.851163,9.97714,9.97487
1.77e+10,8.99606e-11,8.99409e-11,11.5936,11.7362,0.862953,0.852279,10.0047,10.0025
1.775e+10,8.99546e-11,8.99357e-11,11.6097,11.7533,0.864134,0.853394,10.0323,10.0302
1.78e+10,8.99487e-11,8.99305e-11,11.6257,11.7704,0.865316,0.854508,10.0599,10.0579
1.785e+10,8.99428e-11,8.99255e-11,11.6417,11.7874,0.866496,0.855621,10.0875,10.0856
1.79e+10,8.9937e-11,8.99204e-11,11.6578,11.8044,0.867671,0.856734,10.1151,10.1133
1.795e+10,8.99312e-11,8.99154e-11,11.6738,11.8214,0.868845,0.857845,10.1427,10.1409
1.8e+10,8.99255e-11,8.99105e-11,11.6898,11.8384,0.870018,0.858955,10.1703,10.1686
1.805e+10,8.99199e-11,8.99056e-11,11.7058,11.8553,0.871191,0.860065,10.1979,10.1963
1.81e+10,8.99143e-11,8.99008e-11,11.7217,11.8722,0.87236,0.861173,10.2256,10.224
1.815e+10,8.99087e-11,8.9896e-11,11.7377,11.8891,0.873528,0.86228,10.2532,10.2517
1.82e+10,8.99033e-11,8.98913e-11,11.7536,11.9059,0.874693,0.863387,10.2808,10.2794
1.825e+10,8.98978e-11,8.98866e-11,11.7695,11.9227,0.875856,0.864493,10.3084,10.3071
1.83e+10,8.98925e-11,8.98819e-11,11.7854,11.9395,0.877019,0.865598,10.336,10.3348
1.835e+10,8.98872e-11,8.98774e-11,11.8013,11.9563,0.87818,0.866702,10.3637,10.3625
1.84e+10,8.9882e-11,8.98728e-11,11.8172,11.973,0.879338,0.867805,10.3913,10.3903
1.845e+10,8.98767e-11,8.98683e-11,11.8331,11.9897,0.880494,0.868907,10.4189,10.418
1.85e+10,8.98716e-11,8.98639e-11,11.8489,12.0064,0.881647,0.870008,10.4466,10.4457
1.855e+10,8.98665e-11,8.98595e-11,11.8648,12.0231,0.8828,0.871109,10.4742,10.4734
1.86e+10,8.98615e-11,8.98552e-11,11.8806,12.0397,0.883951,0.872209,10.5019,10.5011
1.865e+10,8.98565e-11,8.98509e-11,11.8964,12.0563,0.885101,0.873307,10.5295,10.5289
1.87e+10,8.98516e-11,8.98466e-11,11.9122,12.0729,0.886246,0.874405,10.5572,10.5566
1.875e+10,8.98468e-11,8.98424e-11,11.928,12.0894,0.887394,0.875503,10.5848,10.5843
1.88e+10,8.9842e-11,8.98383e-11,11.9438,12.1059,0.888538,0.876599,10.6125,10.612
1.885e+10,8.98372e-11,8.98342e-11,11.9595,12.1224,0.889679,0.877695,10.6401,10.6398
1.89e+10,8.98325e-11,8.98301e-11,11.9753,12.1389,0.890818,0.878789,10.6678,10.6675
1.895e+10,8.98279e-11,8.98261e-11,11.991,12.1553,0.891956,0.879884,10.6955,10.6953
1.9e+10,8.98233e-11,8.98222e-11,12.0068,12.1717,0.893093,0.880977,10.7232,10.723
1.905e+10,8.98188e-11,8.98183e-11,12.0225,12.1881,0.894225,0.882069,10.7508,10.7508
1.91e+10,8.98143e-11,8.98144e-11,12.0382,12.2045,0.895357,0.883161,10.7785,10.7785
1.915e+10,8.98098e-11,8.98106e-11,12.0539,12.2208,0.896488,0.884252,10.8062,10.8063
1.92e+10,8.98055e-11,8.98068e-11,12.0696,12.2371,0.897619,0.885342,10.8339,10.834
1.925e+10,8.98011e-11,8.98031e-11,12.0853,12.2534,0.898745,0.886432,10.8616,10.8618
1.93e+10,8.97969e-11,8.97994e-11,12.1009,12.2696,0.899869,0.88752,10.8893,10.8896
1.935e+10,8.97926e-11,8.97957e-11,12.1166,12.2859,0.90099,0.888608,10.917,10.9173
1.94e+10,8.97885e-11,8.97921e-11,12.1323,12.3021,0.902111,0.889696,10.9447,10.9451
1.945e+10,8.97844e-11,8.97886e-11,12.1479,12.3182,0.903231,0.890782,10.9724,10.9729
1.95e+10,8.97803e-11,8.9785e-11,12.1635,12.3344,0.904348,0.891868,11.0001,11.0007
1.955e+10,8.97763e-11,8.97816e-11,12.1792,12.3505,0.905462,0.892953,11.0278,11.0284
1.96e+10,8.97723e-11,8.97782e-11,12.1948,12.3666,0.906574,0.894038,11.0555,11.0562
1.965e+10,8.97684e-11,8.97748e-11,12.2104,12.3827,0.907687,0.895122,11.0832,11.084
1.97e+10,8.97645e-11,8.97714e-11,12.226,12.3987,0.908795,0.896205,11.1109,11.1118
1.975e+10,8.97607e-11,8.97681e-11,12.2417,12.4147,0.909899,0.897287,11.1387,11.1396
1.98e+10,8.9757e-11,8.97649e-11,12.2572,12.4307,0.911006,0.898369,11.1664,11.1674
1.985e+10,8.97533e-11,8.97617e-11,12.2728,12.4467,0.912107,0.89945,11.1941,11.1952
1.99e+10,8.97496e-11,8.97585e-11,12.2884,12.4626,0.913209,0.900531,11.2219,11.223
1.995e+10,8.9746e-11,8.97554e-11,12.304,12.4786,0.914306,0.90161,11.2496,11.2508
2e+10,8.97424e-11,8.97523e-11,12.3196,12.4944,0.915404,0.90269,11.2774,11.2786
2.005e+10,8.97389e-11,8.97492e-11,12.3351,12.5103,0.916498,0.903768,11.3051,11.3064
2.01e+10,8.97354e-11,8.97462e-11,12.3507,12.5261,0.917588,0.904846,11.3329,11.3342
2.015e+10,8.9732e-11,8.97433e-11,12.3662,12.542,0.918681,0.905923,11.3606,11.3621
2.02e+10,8.97286e-11,8.97403e-11,12.3818,12.5577,0.919768,0.907,11.3884,11.3899
2.025e+10,8.97253e-11,8.97374e-11,12.3974,12.5735,0.920854,0.908076,11.4162,11.4177
2.03e+10,8.9722e-11,8.97346e-11,12.4129,12.5892,0.921937,0.909151,11.4439,11.4455
2.035e+10,8.97188e-11,8.97318e-11,12.4284,12.605,0.923019,0.910226,11.4717,11.4734
2.04e+10,8.97156e-11,8.9729e-11,12.444,12.6206,0.924097,0.9113,11.4995,11.5012
2.045e+10,8.97124e-11,8.97263e-11,12.4595,12.6363,0.925176,0.912374,11.5273,11.529
2.05e+10,8.97093e-11,8.97236e-11,12.4751,12.6519,0.926251,0.913447,11.555,11.5569
2.055e+10,8.97063e-11,8.9721e-11,12.4906,12.6676,0.927321,0.91452,11.5828,11.5847
2.06e+10,8.97033e-11,8.97184e-11,12.5062,12.6831,0.928392,0.915592,11.6106,11.6126
2.065e+10,8.97003e-11,8.97158e-11,12.5217,12.6987,0.92946,0.916663,11.6384,11.6404
2.07e+10,8.96974e-11,8.97133e-11,12.5373,12.7142,0.930524,0.917734,11.6662,11.6683
2.075e+10,8.96945e-11,8.97108e-11,12.5528,12.7297,0.931588,0.918804,11.694,11.6961
2.08e+10,8.96917e-11,8.97083e-11,12.5683,12.7452,0.932649,0.919873,11.7218,11.724
2.085e+10,8.96889e-11,8.97059e-11,12.5838,12.7607,0.933708,0.920943,11.7496,11.7519
2.09e+10,8.96862e-11,8.97036e-11,12.5994,12.7761,0.934764,0.922011,11.7775,11.7797
2.095e+10,8.96835e-11,8.97012e-11,12.6149,12.7916,0.935818,0.923079,11.8053,11.8076
2.1e+10,8.96809e-11,8.96989e-11,12.6305,12.8069,0.936868,0.924147,11.8331,11.8355
2.105e+10,8.96783e-11,8.96967e-11,12.6461,12.8223,0.937917,0.925214,11.8609,11.8634
2.11e+10,8.96757e-11,8.96944e-11,12.6616,12.8377,0.938962,0.92628,11.8888,11.8913
2.115e+10,8.96732e-11,8.96923e-11,12.6772,12.853,0.940005,0.927346,11.9166,11.9191
2.12e+10,8.96707e-11,8.96901e-11,12.6927,12.8683,0.941047,0.928411,11.9445,11.947
2.125e+10,8.96683e-11,8.9688e-11,12.7083,12.8835,0.942085,0.929476,11.9723,11.9749
2.13e+10,8.96659e-11,8.96859e-11,12.7239,12.8988,0.943122,0.93054,12.0002,12.0028
2.135e+10,8.96636e-11,8.96839e-11,12.7395,12.914,0.944154,0.931604,12.028,12.0307
2.14e+10,8.96613e-11,8.96819e-11,12.755,12.9292,0.945186,0.932668,12.0559,12.0586
2.145e+10,8.9659e-11,8.96799e-11,12.7706,12.9444,0.946213,0.933731,12.0837,12.0865
2.15e+10,8.96568e-11,8.9678e-11,12.7862,12.9595,0.947239,0.934793,12.1116,12.1145
2.155e+10,8.96546e-11,8.96761e-11,12.8018,12.9746,0.948263,0.935855,12.1395,12.1424
2.16e+10,8.96525e-11,8.96742e-11,12.8174,12.9897,0.949286,0.936916,12.1673,12.1703
2.165e+10,8.96504e-11,8.96724e-11,12.833,13.0048,0.9503,0.937977,12.1952,12.1982
2.17e+10,8.96484e-11,8.96706e-11,12.8487,13.0199,0.951315,0.939038,12.2231,12.2262
2.175e+10,8.96464e-11,8.96689e-11,12.8643,13.0349,0.95233,0.940098,12.251,12.2541
2.18e+10,8.96444e-11,8.96671e-11,12.8799,13.0499,0.953336,0.941157,12.2789,12.282
2.185e+10,8.96425e-11,8.96655e-11,12.8956,13.0649,0.954344,0.942216,12.3068,12.31
2.19e+10,8.96406e-11,8.96638e-11,12.9112,13.0799,0.955348,0.943275,12.3347,12.3379
2.195e+10,8.96387e-11,8.96622e-11,12.9269,13.0948,0.95635,0.944333,12.3626,12.3658
2.2e+10,8.9637e-11,8.96606e-11,12.9425,13.1097,0.957348,0.945391,12.3905,12.3938
2.205e+10,8.96352e-11,8.96591e-11,12.9582,13.1246,0.958345,0.946448,12.4184,12.4217
2.21e+10,8.96335e-11,8.96576e-11,12.9739,13.1395,0.959338,0.947505,12.4464,12.4497
2.215e+10,8.96318e-11,8.96561e-11,12.9896,13.1543,0.960329,0.948561,12.4743,12.4777
2.22e+10,8.96302e-11,8.96547e-11,13.0053,13.1691,0.961315,0.949617,12.5022,12.5056
2.225e+10,8.96286e-11,8.96533e-11,13.021,13.1839,0.962301,0.950673,12.5302,12.5336
2.23e+10,8.9627e-11,8.96519e-11,13.0368,13.1987,0.963284,0.951728,12.5581,12.5616
2.235e+10,8.96255e-11,8.96505e-11,13.0525,13.2135,0.964262,0.952783,12.586,12.5896
2.24e+10,8.9624e-11,8.96492e-11,13.0683,13.2282,0.965238,0.953837,12.614,12.6175
2.245e+10,8.96226e-11,8.9648e-11,13.084,13.2429,0.966211,0.954891,12.6419,12.6455
2.25e+10,8.96212e-11,8.96467e-11,13.0998,13.2576,0.967183,0.955945,12.6699,12.6735
2.255e+10,8.96198e-11,8.96455e-11,13.1156,13.2722,0.96815,0.956998,12.6979,12.7015
2.26e+10,8.96185e-11,8.96443e-11,13.1313,13.2869,0.969119,0.95805,12.7258,12.7295
2.265e+10,8.96172e-11,8.96432e-11,13.1472,13.3015,0.970078,0.959103,12.7538,12.7575
2.27e+10,8.9616e-11,8.96421e-11,13.163,13.3161,0.971038,0.960155,12.7818,12.7855
2.275e+10,8.96148e-11,8.9641e-11,13.1788,13.3307,0.971996,0.961206,12.8098,12.8135
2.28e+10,8.96136e-11,8.964e-11,13.1947,13.3452,0.97295,0.962257,12.8377,12.8415
2.285e+10,8.96125e-11,8.9639e-11,13.2105,13.3597,0.973903,0.963308,12.8657,12.8695
2.29e+10,8.96114e-11,8.9638e-11,13.2264,13.3742,0.974852,0.964358,12.8937,12.8976
2.295e+10,8.96104e-11,8.96371e-11,13.2423,13.3887,0.975796,0.965408,12.9217,12.9256
2.3e+10,8.96094e-11,8.96361e-11,13.2581,13.4032,0.97674,0.966458,12.9497,12.9536
2.305e+10,8.96084e-11,8.96353e-11,13.274,13.4176,0.977682,0.967507,12.9778,12.9816
2.31e+10,8.96075e-11,8.96344e-11,13.2899,13.432,0.978619,0.968556,13.0058,13.0097
2.315e+10,8.96066e-11,8.96336e-11,13.3059,13.4464,0.979553,0.969605,13.0338,13.0377
2.32e+10,8.96057e-11,8.96328e-11,13.3218,13.4608,0.980486,0.970653,13.0618,13.0658
2.325e+10,8.96049e-11,8.96321e-11,13.3377,13.4752,0.981415,0.971701,13.0899,13.0938
2.33e+10,8.96041e-11,8.96313e-11,13.3537,13.4895,0.982344,0.972748,13.1179,13.1219
2.335e+10,8.96034e-11,8.96306e-11,13.3696,13.5038,0.983269,0.973795,13.1459,13.1499
2.34e+10,8.96027e-11,8.963e-11,13.3856,13.5181,0.984192,0.974842,13.174,13.178
2.345e+10,8.96021e-11,8.96293e-11,13.4015,13.5323,0.985112,0.975889,13.202,13.2061
2.35e+10,8.96014e-11,8.96287e-11,13.4175,13.5466,0.98603,0.976935,13.2301,13.2341
2.355e+10,8.96009e-11,8.96282e-11,13.4336,13.5608,0.986942,0.97798,13.2582,13.2622
2.36e+10,8.96003e-11,8.96276e-11,13.4495,13.575,0.987857,0.979026,13.2862,13.2903
2.365e+10,8.95998e-11,8.96271e-11,13.4656,13.5892,0.988767,0.980071,13.3143,13.3184
2.37e+10,8.95993e-11,8.96267e-11,13.4815,13.6033,0.989678,0.981116,13.3424,13.3464
2.375e+10,8.95989e-11,8.96262e-11,13.4976,13.6175,0.99058,0.98216,13.3705,13.3745
2.38e+10,8.95985e-11,8.96258e-11,13.5136,13.6316,0.991485,0.983204,13.3985,13.4026
2.385e+10,8.95981e-11,8.96254e-11,13.5296,13.6457,0.992388,0.984248,13.4266,13.4307
2.39e+10,8.95978e-11,8.96251e-11,13.5457,13.6597,0.993285,0.985292,13.4547,13.4588
2.395e+10,8.95975e-11,8.96247e-11,13.5617,13.6738,0.994184,0.986335,13.4828,13.4869
2.4e+10,8.95973e-11,8.96244e-11,13.5778,13.6878,0.995076,0.987378,13.511,13.515
2.405e+10,8.95971e-11,8.96242e-11,13.5938,13.7018,0.995971,0.988421,13.5391,13.5432
2.41e+10,8.95969e-11,8.96239e-11,13.6099,13.7158,0.996859,0.989463,13.5672,13.5713
2.415e+10,8.95968e-11,8.96237e-11,13.626,13.7298,0.997748,0.990505,13.5953,13.5994
2.42e+10,8.95967e-11,8.96236e-11,13.642,13.7437,0.998638,0.991547,13.6235,13.6275
2.425e+10,8.95966e-11,8.96234e-11,13.6581,13.7576,0.999521,0.992588,13.6516,13.6557
2.43e+10,8.95966e-11,8.96233e-11,13.6742,13.7715,1.00041,0.993629,13.6797,13.6838
2.435e+10,8.95966e-11,8.96232e-11,13.6902,13.7854,1.00129,0.99467,13.7079,13.712
2.44e+10,8.95966e-11,8.96231e-11,13.7063,13.7993,1.00217,0.995711,13.736,13.7401
2.445e+10,8.95967e-11,8.96231e-11,13.7224,13.8131,1.00305,0.996751,13.7642,13.7682
2.45e+10,8.95968e-11,8.96231e-11,13.7385,13.8269,1.00392,0.997791,13.7924,13.7964
2.455e+10,8.9597e-11,8.96231e-11,13.7545,13.8407,1.0048,0.998831,13.8205,13.8246
2.46e+10,8.95972e-11,8.96232e-11,13.7705,13.8545,1.00568,0.999871,13.8487,13.8527
2.465e+10,8.95974e-11,8.96233e-11,13.7866,13.8683,1.00655,1.00091,13.8769,13.8809
2.47e+10,8.95976e-11,8.96234e-11,13.8026,13.882,1.00742,1.00195,13.9051,13.9091
2.475e+10,8.95979e-11,8.96235e-11,13.8187,13.8957,1.00829,1.00299,13.9333,13.9373
2.48e+10,8.95983e-11,8.96237e-11,13.8347,13.9094,1.00916,1.00403,13.9615,13.9654
2.485e+10,8.95986e-11,8.96239e-11,13.8507,13.9231,1.01003,1.00506,13.9897,13.9936
2.49e+10,8.9599e-11,8.96241e-11,13.8667,13.9368,1.0109,1.0061,14.0179,14.0218
2.495e+10,8.95995e-11,8.96244e-11,13.8827,13.9504,1.01177,1.00714,14.0461,14.05
2.5e+10,8.95999e-11,8.96247e-11,13.8987,13.964,1.01264,1.00818,14.0743,14.0782
2.505e+10,8.96004e-11,8.9625e-11,13.9147,13.9776,1.0135,1.00921,14.1026,14.1064
2.51e+10,8.9601e-11,8.96253e-11,13.9307,13.9912,1.01437,1.01025,14.1308,14.1346
2.515e+10,8.96015e-11,8.96257e-11,13.9466,14.0047,1.01523,1.01129,14.159,14.1628
2.52e+10,8.96021e-11,8.96261e-11,13.9625,14.0183,1.0161,1.01232,14.1873,14.1911
2.525e+10,8.96028e-11,8.96265e-11,13.9784,14.0318,1.01696,1.01336,14.2155,14.2193
2.53e+10,8.96035e-11,8.96269e-11,13.9943,14.0453,1.01783,1.0144,14.2438,14.2475
2.535e+10,8.96041e-11,8.96274e-11,14.0102,14.0588,1.01869,1.01543,14.272,14.2757
2.54e+10,8.96049e-11,8.96279e-11,14.026,14.0722,1.01955,1.01647,14.3003,14.304
2.545e+10,8.96057e-11,8.96285e-11,14.0419,14.0857,1.02042,1.0175,14.3286,14.3322
2.55e+10,8.96065e-11,8.9629e-11,14.0577,14.0991,1.02128,1.01854,14.3569,14.3605
2.555e+10,8.96073e-11,8.96296e-11,14.0735,14.1125,1.02215,1.01957,14.3851,14.3887
2.56e+10,8.96082e-11,8.96302e-11,14.0892,14.1259,1.02301,1.02061,14.4134,14.417
2.565e+10,8.96091e-11,8.96309e-11,14.105,14.1392,1.02388,1.02164,14.4417,14.4452
2.57e+10,8.961e-11,8.96315e-11,14.1207,14.1526,1.02474,1.02268,14.47,14.4735
2.575e+10,8.9611e-11,8.96322e-11,14.1364,14.1659,1.02561,1.02371,14.4983,14.5018
2.58e+10,8.9612e-11,8.96329e-11,14.152,14.1792,1.02647,1.02475,14.5267,14.5301
2.585e+10,8.9613e-11,8.96337e-11,14.1676,14.1925,1.02734,1.02578,14.555,14.5583
2.59e+10,8.9614e-11,8.96345e-11,14.1832,14.2057,1.02821,1.02681,14.5833,14.5866
2.595e+10,8.96151e-11,8.96353e-11,14.1987,14.219,1.02908,1.02785,14.6116,14.6149
2.6e+10,8.96162e-11,8.96361e-11,14.2143,14.2322,1.02995,1.02888,14.64,14.6432
2.605e+10,8.96174e-11,8.96369e-11,14.2297,14.2454,1.03082,1.02991,14.6683,14.6715
2.61e+10,8.96186e-11,8.96378e-11,14.2451,14.2586,1.0317,1.03094,14.6967,14.6998
2.615e+10,8.96198e-11,8.96387e-11,14.2606,14.2717,1.03257,1.03198,14.725,14.7281
2.62e+10,8.9621e-11,8.96397e-11,14.2759,14.2849,1.03345,1.03301,14.7534,14.7564
2.625e+10,8.96223e-11,8.96406e-11,14.2912,14.298,1.03432,1.03404,14.7817,14.7848
2.63e+10,8.96236e-11,8.96416e-11,14.3065,14.3111,1.0352,1.03507,14.8101,14.8131
2.635e+10,8.96249e-11,8.96426e-11,14.3217,14.3242,1.03608,1.03611,14.8385,14.8414
2.64e+10,8.96263e-11,8.96437e-11,14.3369,14.3373,1.03697,1.03714,14.8669,14.8697
