f_hz,l_em_h,l_fit_h,q_em,q_fit,re_zse_em,re_zse_fit,im_zse_em,im_zse_fit
1.34e+10,-2.34344e-09,-2.94404e-09,-11.2155,-20.0141,17.5921,12.3849,-197.305,-247.873
1.345e+10,-2.31258e-09,-2.90951e-09,-11.2511,-20.2218,17.3701,12.1591,-195.433,-245.88
1.35e+10,-2.2823e-09,-2.87566e-09,-11.2855,-20.4297,17.1541,11.9396,-193.592,-243.922
1.355e+10,-2.25261e-09,-2.84247e-09,-11.3186,-20.6378,16.9438,11.726,-191.78,-241.999
1.36e+10,-2.22346e-09,-2.80991e-09,-11.3506,-20.846,16.739,11.5183,-189.998,-240.11
1.365e+10,-2.19486e-09,-2.77797e-09,-11.3815,-21.0543,16.5395,11.3162,-188.243,-238.254
1.37e+10,-2.16679e-09,-2.74663e-09,-11.4111,-21.2628,16.3451,11.1194,-186.516,-236.429
1.375e+10,-2.13923e-09,-2.71588e-09,-11.4396,-21.4714,16.1558,10.9278,-184.816,-234.635
1.38e+10,-2.11216e-09,-2.6857e-09,-11.467,-21.6801,15.9712,10.7413,-183.142,-232.872
1.385e+10,-2.08559e-09,-2.65608e-09,-11.4932,-21.889,15.7912,10.5595,-181.492,-231.137
1.39e+10,-2.05948e-09,-2.62699e-09,-11.5183,-22.0979,15.6158,10.3825,-179.868,-229.432
1.395e+10,-2.03384e-09,-2.59844e-09,-11.5423,-22.307,15.4447,10.21,-178.267,-227.754
1.4e+10,-2.00865e-09,-2.5704e-09,-11.5651,-22.5163,15.2778,10.0418,-176.69,-226.104
1.405e+10,-1.98389e-09,-2.54285e-09,-11.5868,-22.7256,15.115,9.87784,-175.136,-224.48
1.41e+10,-1.95956e-09,-2.5158e-09,-11.6074,-22.9351,14.9562,9.71795,-173.603,-222.882
1.415e+10,-1.93565e-09,-2.48922e-09,-11.6269,-23.1447,14.8012,9.56201,-172.093,-221.309
1.42e+10,-1.91214e-09,-2.46311e-09,-11.6453,-23.3543,14.65,9.40987,-170.604,-219.761
1.425e+10,-1.88903e-09,-2.43744e-09,-11.6625,-23.5641,14.5024,9.26142,-169.135,-218.237
1.43e+10,-1.8663e-09,-2.41222e-09,-11.6787,-23.774,14.3583,9.11654,-167.686,-216.737
1.435e+10,-1.84395e-09,-2.38743e-09,-11.6937,-23.984,14.2176,8.97511,-166.257,-215.259
1.44e+10,-1.82196e-09,-2.36305e-09,-11.7077,-24.1941,14.0803,8.83702,-164.848,-213.804
1.445e+10,-1.80034e-09,-2.33909e-09,-11.7205,-24.4043,13.9463,8.70218,-163.457,-212.371
1.45e+10,-1.77906e-09,-2.31553e-09,-11.7322,-24.6146,13.8153,8.57046,-162.084,-210.959
1.455e+10,-1.75813e-09,-2.29235e-09,-11.7428,-24.825,13.6875,8.44179,-160.729,-209.568
1.46e+10,-1.73753e-09,-2.26956e-09,-11.7523,-25.0355,13.5626,8.31607,-159.392,-208.197
1.465e+10,-1.71726e-09,-2.24714e-09,-11.7606,-25.2461,13.4407,8.1932,-158.071,-206.846
1.47e+10,-1.6973e-09,-2.22508e-09,-11.7679,-25.4567,13.3217,8.07311,-156.768,-205.515
1.475e+10,-1.67766e-09,-2.20338e-09,-11.774,-25.6675,13.2054,7.9557,-155.481,-204.202
1.48e+10,-1.65832e-09,-2.18202e-09,-11.7791,-25.8783,13.0918,7.84089,-154.209,-202.909
1.485e+10,-1.63928e-09,-2.16101e-09,-11.783,-26.0892,12.9809,7.72862,-152.954,-201.633
1.49e+10,-1.62053e-09,-2.14032e-09,-11.7859,-26.3002,12.8725,7.6188,-151.713,-200.376
1.495e+10,-1.60207e-09,-2.11996e-09,-11.7876,-26.5112,12.7667,7.51137,-150.488,-199.136
1.5e+10,-1.58388e-09,-2.09992e-09,-11.7882,-26.7224,12.6633,7.40625,-149.277,-197.912
1.505e+10,-1.56597e-09,-2.08018e-09,-11.7877,-26.9336,12.5623,7.30338,-148.081,-196.706
1.51e+10,-1.54832e-09,-2.06075e-09,-11.7861,-27.1448,12.4637,7.2027,-146.898,-195.516
1.515e+10,-1.53093e-09,-2.04162e-09,-11.7834,-27.3562,12.3674,7.10413,-145.73,-194.342
1.52e+10,-1.5138e-09,-2.02277e-09,-11.7795,-27.5676,12.2734,7.00763,-144.575,-193.184
1.525e+10,-1.49692e-09,-2.00421e-09,-11.7746,-27.7791,12.1815,6.91314,-143.433,-192.041
1.53e+10,-1.48028e-09,-1.98593e-09,-11.7686,-27.9906,12.0918,6.82059,-142.304,-190.913
1.535e+10,-1.46389e-09,-1.96791e-09,-11.7615,-28.2022,12.0042,6.72994,-141.187,-189.799
1.54e+10,-1.44772e-09,-1.95017e-09,-11.7533,-28.4139,11.9186,6.64114,-140.083,-188.7
1.545e+10,-1.43179e-09,-1.93268e-09,-11.7441,-28.6256,11.835,6.55413,-138.991,-187.616
1.55e+10,-1.41608e-09,-1.91545e-09,-11.7338,-28.8374,11.7534,6.46886,-137.912,-186.545
1.555e+10,-1.4006e-09,-1.89847e-09,-11.7224,-29.0492,11.6737,6.3853,-136.843,-185.488
1.56e+10,-1.38533e-09,-1.88174e-09,-11.7099,-29.2611,11.5959,6.30338,-135.787,-184.444
1.565e+10,-1.37027e-09,-1.86524e-09,-11.6964,-29.473,11.5199,6.22308,-134.741,-183.413
1.57e+10,-1.35542e-09,-1.84898e-09,-11.6819,-29.685,11.4457,6.14434,-133.707,-182.395
1.575e+10,-1.34078e-09,-1.83295e-09,-11.6663,-29.897,11.3732,6.06714,-132.684,-181.389
1.58e+10,-1.32633e-09,-1.81715e-09,-11.6497,-30.1091,11.3025,5.99141,-131.671,-180.396
1.585e+10,-1.31208e-09,-1.80156e-09,-11.6322,-30.3212,11.2334,5.91714,-130.668,-179.415
1.59e+10,-1.29803e-09,-1.7862e-09,-11.6136,-30.5334,11.1659,5.84428,-129.676,-178.446
1.595e+10,-1.28416e-09,-1.77104e-09,-11.5941,-30.7456,11.1,5.7728,-128.694,-177.488
1.6e+10,-1.27048e-09,-1.75609e-09,-11.5735,-30.9578,11.0357,5.70265,-127.722,-176.542
1.605e+10,-1.25697e-09,-1.74135e-09,-11.5521,-31.1701,10.9729,5.63382,-126.76,-175.607
1.61e+10,-1.24365e-09,-1.72681e-09,-11.5297,-31.3824,10.9116,5.56626,-125.807,-174.683
1.615e+10,-1.2305e-09,-1.71246e-09,-11.5064,-31.5948,10.8517,5.49994,-124.863,-173.77
1.62e+10,-1.21753e-09,-1.69831e-09,-11.4821,-31.8072,10.7932,5.43484,-123.929,-172.867
1.625e+10,-1.20472e-09,-1.68435e-09,-11.457,-32.0196,10.7361,5.37092,-123.004,-171.975
1.63e+10,-1.19207e-09,-1.67057e-09,-11.4311,-32.2321,10.6803,5.30815,-122.087,-171.093
1.635e+10,-1.17959e-09,-1.65697e-09,-11.4042,-32.4446,10.6258,5.24651,-121.18,-170.221
1.64e+10,-1.16727e-09,-1.64355e-09,-11.3766,-32.6571,10.5727,5.18597,-120.281,-169.359
1.645e+10,-1.15511e-09,-1.63031e-09,-11.3481,-32.8697,10.5207,5.1265,-119.39,-168.506
1.65e+10,-1.1431e-09,-1.61724e-09,-11.3188,-33.0822,10.47,5.06809,-118.508,-167.664
1.655e+10,-1.13124e-09,-1.60434e-09,-11.2888,-33.2948,10.4204,5.01069,-117.634,-166.83
1.66e+10,-1.11952e-09,-1.59161e-09,-11.258,-33.5075,10.372,4.95429,-116.767,-166.006
1.665e+10,-1.10796e-09,-1.57903e-09,-11.2265,-33.7201,10.3246,4.89887,-115.909,-165.191
1.67e+10,-1.09653e-09,-1.56662e-09,-11.1942,-33.9328,10.2784,4.8444,-115.058,-164.384
1.675e+10,-1.08525e-09,-1.55436e-09,-11.1612,-34.1455,10.2332,4.79087,-114.215,-163.587
1.68e+10,-1.07411e-09,-1.54226e-09,-11.1276,-34.3582,10.1891,4.73824,-113.38,-162.797
1.685e+10,-1.0631e-09,-1.53031e-09,-11.0933,-34.571,10.1459,4.6865,-112.552,-162.017
1.69e+10,-1.05222e-09,-1.51851e-09,-11.0584,-34.7837,10.1037,4.63563,-111.731,-161.244
1.695e+10,-1.04147e-09,-1.50686e-09,-11.0228,-34.9965,10.0625,4.58561,-110.917,-160.48
1.7e+10,-1.03086e-09,-1.49535e-09,-10.9866,-35.2093,10.0222,4.53642,-110.11,-159.724
1.705e+10,-1.02037e-09,-1.48398e-09,-10.9499,-35.4221,9.98279,4.48805,-109.31,-158.976
1.71e+10,-1.01e-09,-1.47275e-09,-10.9125,-35.6349,9.94424,4.44046,-108.517,-158.235
1.715e+10,-9.99755e-10,-1.46165e-09,-10.8747,-35.8477,9.90654,4.39366,-107.73,-157.503
1.72e+10,-9.8963e-10,-1.45069e-09,-10.8363,-36.0605,9.86965,4.34761,-106.95,-156.777
1.725e+10,-9.79623e-10,-1.43986e-09,-10.7973,-36.2734,9.83357,4.30231,-106.176,-156.059
1.73e+10,-9.69732e-10,-1.42916e-09,-10.7579,-36.4863,9.79827,4.25773,-105.409,-155.349
1.735e+10,-9.59954e-10,-1.41859e-09,-10.718,-36.6991,9.76373,4.21387,-104.648,-154.645
1.74e+10,-9.50289e-10,-1.40814e-09,-10.6777,-36.912,9.72991,4.1707,-103.893,-153.949
1.745e+10,-9.40733e-10,-1.39782e-09,-10.6368,-37.1249,9.69681,4.12821,-103.143,-153.259
1.75e+10,-9.31286e-10,-1.38762e-09,-10.5956,-37.3378,9.66441,4.08639,-102.4,-152.577
1.755e+10,-9.21944e-10,-1.37754e-09,-10.5539,-37.5507,9.63271,4.04522,-101.663,-151.901
1.76e+10,-9.12708e-10,-1.36757e-09,-10.5118,-37.7636,9.60166,4.00469,-100.931,-151.231
1.765e+10,-9.03574e-10,-1.35772e-09,-10.4693,-37.9765,9.57125,3.96479,-100.205,-150.569
1.77e+10,-8.94541e-10,-1.34798e-09,-10.4265,-38.1894,9.54147,3.9255,-99.484,-149.912
1.775e+10,-8.85608e-10,-1.33836e-09,-10.3833,-38.4023,9.5123,3.88681,-98.7687,-149.262
1.78e+10,-8.76772e-10,-1.32884e-09,-10.3397,-38.6152,9.48374,3.8487,-98.0588,-148.619
1.785e+10,-8.68032e-10,-1.31943e-09,-10.2957,-38.8281,9.45577,3.81118,-97.354,-147.981
1.79e+10,-8.59387e-10,-1.31013e-09,-10.2515,-39.041,9.42836,3.77422,-96.6544,-147.349
1.795e+10,-8.50835e-10,-1.30094e-09,-10.2068,-39.2539,9.40152,3.73781,-95.9598,-146.724
1.8e+10,-8.42374e-10,-1.29184e-09,-10.1619,-39.4668,9.37524,3.70194,-95.2702,-146.104
1.805e+10,-8.34003e-10,-1.28285e-09,-10.1167,-39.6797,9.34948,3.6666,-94.5855,-145.49
1.81e+10,-8.2572e-10,-1.27396e-09,-10.0711,-39.8926,9.32426,3.63179,-93.9056,-144.882
1.815e+10,-8.17525e-10,-1.26516e-09,-10.0253,-40.1055,9.29955,3.59748,-93.2304,-144.279
1.82e+10,-8.09415e-10,-1.25646e-09,-9.97911,-40.3184,9.27536,3.56367,-92.5598,-143.682
1.825e+10,-8.01389e-10,-1.24786e-09,-9.93267,-40.5313,9.25167,3.53036,-91.8938,-143.09
1.83e+10,-7.93446e-10,-1.23935e-09,-9.88595,-40.7442,9.22847,3.49752,-91.2322,-142.504
1.835e+10,-7.85585e-10,-1.23094e-09,-9.83897,-40.9571,9.20575,3.46516,-90.5751,-141.923
1.84e+10,-7.77804e-10,-1.22261e-09,-9.79172,-41.1699,9.18351,3.43326,-89.9224,-141.347
1.845e+10,-7.70102e-10,-1.21438e-09,-9.74419,-41.3828,9.16175,3.40181,-89.2739,-140.776
1.85e+10,-7.62477e-10,-1.20623e-09,-9.69638,-41.5956,9.14047,3.37081,-88.6295,-140.211
1.855e+10,-7.54929e-10,-1.19817e-09,-9.64833,-41.8085,9.11964,3.34024,-87.9893,-139.65
1.86e+10,-7.47457e-10,-1.19019e-09,-9.60002,-42.0213,9.09928,3.3101,-87.3532,-139.095
1.865e+10,-7.40058e-10,-1.1823e-09,-9.55144,-42.2341,9.07938,3.28038,-86.7211,-138.544
1.87e+10,-7.32733e-10,-1.17449e-09,-9.50261,-42.4469,9.05992,3.25107,-86.0929,-137.998
1.875e+10,-7.2548e-10,-1.16677e-09,-9.45354,-42.6597,9.04091,3.22217,-85.4686,-137.457
1.88e+10,-7.18297e-10,-1.15912e-09,-9.40421,-42.8725,9.02234,3.19366,-84.848,-136.92
1.885e+10,-7.11184e-10,-1.15156e-09,-9.35463,-43.0852,9.00423,3.16555,-84.2312,-136.388
1.89e+10,-7.0414e-10,-1.14407e-09,-9.30481,-43.298,8.98655,3.13781,-83.6181,-135.861
1.895e+10,-6.97163e-10,-1.13666e-09,-9.25474,-43.5107,8.96932,3.11045,-83.0087,-135.338
1.9e+10,-6.90253e-10,-1.12933e-09,-9.20443,-43.7234,8.95251,3.08346,-82.4028,-134.82
1.905e+10,-6.83409e-10,-1.12207e-09,-9.15386,-43.9362,8.93616,3.05684,-81.8004,-134.306
1.91e+10,-6.76629e-10,-1.11488e-09,-9.10308,-44.1488,8.92022,3.03056,-81.2015,-133.796
1.915e+10,-6.69913e-10,-1.10777e-09,-9.05203,-44.3615,8.90474,3.00464,-80.6059,-133.29
1.92e+10,-6.6326e-10,-1.10073e-09,-9.00074,-44.5742,8.88968,2.97906,-80.0138,-132.789
1.925e+10,-6.56669e-10,-1.09376e-09,-8.94922,-44.7868,8.87506,2.95381,-79.4249,-132.292
1.93e+10,-6.50138e-10,-1.08686e-09,-8.89746,-44.9994,8.86088,2.9289,-78.8393,-131.799
1.935e+10,-6.43668e-10,-1.08003e-09,-8.84547,-45.212,8.84712,2.90431,-78.257,-131.31
1.94e+10,-6.37258e-10,-1.07327e-09,-8.79324,-45.4246,8.8338,2.88004,-77.6777,-130.825
1.945e+10,-6.30905e-10,-1.06657e-09,-8.74078,-45.6372,8.82091,2.85609,-77.1016,-130.344
1.95e+10,-6.24611e-10,-1.05994e-09,-8.68809,-45.8497,8.80845,2.83244,-76.5286,-129.867
1.955e+10,-6.18373e-10,-1.05338e-09,-8.63516,-46.0623,8.79643,2.80909,-75.9586,-129.393
1.96e+10,-6.12191e-10,-1.04688e-09,-8.58202,-46.2748,8.78483,2.78604,-75.3916,-128.924
1.965e+10,-6.06065e-10,-1.04044e-09,-8.52865,-46.4873,8.77367,2.76329,-74.8275,-128.458
1.97e+10,-5.99993e-10,-1.03407e-09,-8.47506,-46.6997,8.76294,2.74082,-74.2664,-127.996
1.975e+10,-5.93975e-10,-1.02776e-09,-8.42125,-46.9122,8.75263,2.71864,-73.7081,-127.537
1.98e+10,-5.8801e-10,-1.0215e-09,-8.36723,-47.1246,8.74276,2.69673,-73.1526,-127.082
1.985e+10,-5.82098e-10,-1.01531e-09,-8.31299,-47.337,8.73331,2.67509,-72.5999,-126.631
1.99e+10,-5.76237e-10,-1.00918e-09,-8.25856,-47.5494,8.72429,2.65373,-72.05,-126.183
1.995e+10,-5.70427e-10,-1.00311e-09,-8.20392,-47.7617,8.71569,2.63263,-71.5028,-125.739
2e+10,-5.64668e-10,-9.97089e-10,-8.14908,-47.974,8.70752,2.61178,-70.9583,-125.298
2.005e+10,-5.58959e-10,-9.91129e-10,-8.09406,-48.1863,8.69976,2.5912,-70.4164,-124.86
2.01e+10,-5.53298e-10,-9.85226e-10,-8.03885,-48.3986,8.69243,2.57086,-69.8771,-124.426
2.015e+10,-5.47686e-10,-9.79378e-10,-7.98346,-48.6109,8.68551,2.55077,-69.3405,-123.995
2.02e+10,-5.42122e-10,-9.73585e-10,-7.9279,-48.8231,8.67901,2.53093,-68.8063,-123.568
2.025e+10,-5.36605e-10,-9.67845e-10,-7.87217,-49.0353,8.67292,2.51132,-68.2747,-123.143
2.03e+10,-5.31135e-10,-9.62159e-10,-7.81627,-49.2475,8.66725,2.49195,-67.7456,-122.722
2.035e+10,-5.25711e-10,-9.56526e-10,-7.76023,-49.4596,8.66197,2.47281,-67.2189,-122.304
2.04e+10,-5.20332e-10,-9.50944e-10,-7.70403,-49.6718,8.65711,2.45389,-66.6946,-121.889
2.045e+10,-5.14999e-10,-9.45414e-10,-7.6477,-49.8839,8.65263,2.4352,-66.1727,-121.477
2.05e+10,-5.09709e-10,-9.39935e-10,-7.59123,-50.0959,8.64856,2.41673,-65.6532,-121.069
2.055e+10,-5.04464e-10,-9.34505e-10,-7.53464,-50.308,8.64488,2.39848,-65.1361,-120.663
2.06e+10,-4.99261e-10,-9.29125e-10,-7.47794,-50.52,8.64158,2.38044,-64.6212,-120.26
2.065e+10,-4.94102e-10,-9.23793e-10,-7.42113,-50.732,8.63866,2.36261,-64.1086,-119.86
2.07e+10,-4.88985e-10,-9.1851e-10,-7.36421,-50.9439,8.63613,2.34499,-63.5983,-119.463
2.075e+10,-4.83909e-10,-9.13274e-10,-7.30721,-51.1559,8.63396,2.32757,-63.0902,-119.069
2.08e+10,-4.78875e-10,-9.08085e-10,-7.25012,-51.3678,8.63217,2.31036,-62.5843,-118.678
2.085e+10,-4.73881e-10,-9.02942e-10,-7.19296,-51.5797,8.63073,2.29333,-62.0805,-118.289
2.09e+10,-4.68927e-10,-8.97845e-10,-7.13574,-51.7915,8.62964,2.27651,-61.5789,-117.904
2.095e+10,-4.64014e-10,-8.92793e-10,-7.07846,-52.0033,8.62891,2.25987,-61.0794,-117.521
2.1e+10,-4.59139e-10,-8.87786e-10,-7.02113,-52.2151,8.62852,2.24342,-60.582,-117.141
2.105e+10,-4.54303e-10,-8.82823e-10,-6.96377,-52.4269,8.62846,2.22716,-60.0866,-116.763
2.11e+10,-4.49506e-10,-8.77904e-10,-6.90637,-52.6386,8.62874,2.21108,-59.5933,-116.388
2.115e+10,-4.44746e-10,-8.73027e-10,-6.84896,-52.8503,8.62935,2.19518,-59.102,-116.016
2.12e+10,-4.40024e-10,-8.68193e-10,-6.79153,-53.0619,8.63027,2.17946,-58.6127,-115.646
2.125e+10,-4.35338e-10,-8.63401e-10,-6.73409,-53.2736,8.6315,2.16391,-58.1253,-115.279
2.13e+10,-4.30689e-10,-8.58651e-10,-6.67667,-53.4852,8.63304,2.14854,-57.6399,-114.915
2.135e+10,-4.26076e-10,-8.53941e-10,-6.61925,-53.6967,8.63487,2.13333,-57.1563,-114.553
2.14e+10,-4.21498e-10,-8.49272e-10,-6.56185,-53.9083,8.637,2.11829,-56.6747,-114.193
2.145e+10,-4.16955e-10,-8.44643e-10,-6.50448,-54.1198,8.63941,2.10341,-56.1949,-113.836
2.15e+10,-4.12448e-10,-8.40054e-10,-6.44715,-54.3313,8.6421,2.0887,-55.7169,-113.482
2.155e+10,-4.07974e-10,-8.35503e-10,-6.38986,-54.5427,8.64506,2.07414,-55.2407,-113.129
2.16e+10,-4.03534e-10,-8.30991e-10,-6.33263,-54.7541,8.64828,2.05974,-54.7663,-112.779
2.165e+10,-3.99127e-10,-8.26518e-10,-6.27544,-54.9655,8.65177,2.0455,-54.2937,-112.432
2.17e+10,-3.94754e-10,-8.22082e-10,-6.21833,-55.1768,8.6555,2.03141,-53.8227,-112.087
2.175e+10,-3.90413e-10,-8.17683e-10,-6.16128,-55.3881,8.65948,2.01747,-53.3535,-111.744
2.18e+10,-3.86104e-10,-8.13321e-10,-6.10431,-55.5994,8.6637,2.00368,-52.8859,-111.403
2.185e+10,-3.81826e-10,-8.08996e-10,-6.04742,-55.8107,8.66815,1.99003,-52.42,-111.065
2.19e+10,-3.7758e-10,-8.04706e-10,-5.99062,-56.0219,8.67284,1.97653,-51.9557,-110.729
2.195e+10,-3.73365e-10,-8.00452e-10,-5.93391,-56.2331,8.67774,1.96317,-51.493,-110.395
2.2e+10,-3.6918e-10,-7.96234e-10,-5.8773,-56.4442,8.68286,1.94995,-51.0318,-110.063
2.205e+10,-3.65026e-10,-7.9205e-10,-5.82079,-56.6553,8.6882,1.93687,-50.5722,-109.734
2.21e+10,-3.60901e-10,-7.879e-10,-5.76439,-56.8664,8.69373,1.92392,-50.1141,-109.407
2.215e+10,-3.56805e-10,-7.83785e-10,-5.7081,-57.0774,8.69947,1.91111,-49.6575,-109.081
2.22e+10,-3.52738e-10,-7.79703e-10,-5.65192,-57.2884,8.70542,1.89843,-49.2023,-108.758
2.225e+10,-3.487e-10,-7.75654e-10,-5.59586,-57.4994,8.71155,1.88588,-48.7486,-108.437
2.23e+10,-3.4469e-10,-7.71638e-10,-5.53991,-57.7103,8.71788,1.87346,-48.2962,-108.118
2.235e+10,-3.40708e-10,-7.67654e-10,-5.48408,-57.9212,8.72439,1.86117,-47.8453,-107.801
2.24e+10,-3.36753e-10,-7.63703e-10,-5.42838,-58.1321,8.73109,1.849,-47.3957,-107.486
2.245e+10,-3.32825e-10,-7.59783e-10,-5.37281,-58.3429,8.73797,1.83695,-46.9474,-107.173
2.25e+10,-3.28923e-10,-7.55895e-10,-5.31736,-58.5537,8.74503,1.82503,-46.5005,-106.862
2.255e+10,-3.25049e-10,-7.52038e-10,-5.26204,-58.7645,8.75227,1.81322,-46.0548,-106.553
2.26e+10,-3.212e-10,-7.48212e-10,-5.20684,-58.9752,8.75969,1.80154,-45.6103,-106.246
2.265e+10,-3.17376e-10,-7.44416e-10,-5.15178,-59.1859,8.76728,1.78997,-45.1671,-105.941
2.27e+10,-3.13578e-10,-7.4065e-10,-5.09685,-59.3966,8.77505,1.77851,-44.7251,-105.638
2.275e+10,-3.09805e-10,-7.36914e-10,-5.04205,-59.6072,8.783,1.76717,-44.2843,-105.336
2.28e+10,-3.06056e-10,-7.33207e-10,-4.98738,-59.8178,8.79111,1.75594,-43.8446,-105.037
2.285e+10,-3.02332e-10,-7.29529e-10,-4.93283,-60.0283,8.79941,1.74483,-43.406,-104.739
2.29e+10,-2.98631e-10,-7.2588e-10,-4.87842,-60.2388,8.80789,1.73382,-42.9686,-104.443
2.295e+10,-2.94955e-10,-7.22259e-10,-4.82414,-60.4493,8.81654,1.72292,-42.5322,-104.149
2.3e+10,-2.91301e-10,-7.18667e-10,-4.76998,-60.6598,8.82537,1.71212,-42.0968,-103.857
2.305e+10,-2.8767e-10,-7.15102e-10,-4.71595,-60.8702,8.83438,1.70143,-41.6625,-103.566
2.31e+10,-2.84062e-10,-7.11565e-10,-4.66205,-61.0805,8.84358,1.69085,-41.2292,-103.278
2.315e+10,-2.80477e-10,-7.08055e-10,-4.60828,-61.2909,8.85296,1.68036,-40.7969,-102.991
2.32e+10,-2.76913e-10,-7.04573e-10,-4.55463,-61.5011,8.86254,1.66998,-40.3656,-102.705
2.325e+10,-2.73371e-10,-7.01116e-10,-4.5011,-61.7114,8.87231,1.65969,-39.9351,-102.422
2.33e+10,-2.69851e-10,-6.97687e-10,-4.44769,-61.9216,8.88228,1.64951,-39.5056,-102.14
2.335e+10,-2.66351e-10,-6.94283e-10,-4.39441,-62.1318,8.89245,1.63942,-39.077,-101.86
2.34e+10,-2.62873e-10,-6.90905e-10,-4.34124,-62.342,8.90283,1.62942,-38.6493,-101.581
2.345e+10,-2.59415e-10,-6.87553e-10,-4.28819,-62.5521,8.91342,1.61952,-38.2224,-101.305
2.35e+10,-2.55978e-10,-6.84226e-10,-4.23526,-62.7621,8.92422,1.60972,-37.7964,-101.029
2.355e+10,-2.52561e-10,-6.80924e-10,-4.18244,-62.9722,8.93524,1.6,-37.3711,-100.756
2.36e+10,-2.49163e-10,-6.77647e-10,-4.12974,-63.1822,8.9465,1.59038,-36.9467,-100.484
2.365e+10,-2.45785e-10,-6.74395e-10,-4.07715,-63.3921,8.95797,1.58085,-36.523,-100.213
2.37e+10,-2.42427e-10,-6.71166e-10,-4.02468,-63.602,8.9697,1.5714,-36.1001,-99.9444
2.375e+10,-2.39087e-10,-6.67962e-10,-3.97232,-63.8119,8.98166,1.56204,-35.678,-99.6771
2.38e+10,-2.35767e-10,-6.64782e-10,-3.92006,-64.0218,8.99387,1.55277,-35.2565,-99.4113
2.385e+10,-2.32465e-10,-6.61625e-10,-3.86792,-64.2316,9.00634,1.54359,-34.8358,-99.1471
2.39e+10,-2.29182e-10,-6.58491e-10,-3.81589,-64.4414,9.01906,1.53449,-34.4158,-98.8844
2.395e+10,-2.25916e-10,-6.55381e-10,-3.76397,-64.6511,9.03205,1.52547,-33.9964,-98.6232
2.4e+10,-2.22669e-10,-6.52293e-10,-3.71216,-64.8608,9.04532,1.51653,-33.5777,-98.3635
2.405e+10,-2.1944e-10,-6.49228e-10,-3.66046,-65.0705,9.05886,1.50768,-33.1596,-98.1052
2.41e+10,-2.16228e-10,-6.46185e-10,-3.60887,-65.2801,9.07269,1.4989,-32.7422,-97.8484
2.415e+10,-2.13033e-10,-6.43165e-10,-3.5574,-65.4897,9.08681,1.49021,-32.3254,-97.5931
2.42e+10,-2.09856e-10,-6.40166e-10,-3.50603,-65.6992,9.10123,1.48159,-31.9092,-97.3392
2.425e+10,-2.06695e-10,-6.37189e-10,-3.45478,-65.9087,9.11595,1.47305,-31.4936,-97.0867
2.43e+10,-2.03552e-10,-6.34233e-10,-3.40364,-66.1182,9.13098,1.46458,-31.0786,-96.8356
2.435e+10,-2.00425e-10,-6.31299e-10,-3.35262,-66.3276,9.14631,1.4562,-30.6641,-96.586
2.44e+10,-1.97314e-10,-6.28386e-10,-3.30171,-66.537,9.16197,1.44788,-30.2502,-96.3377
2.445e+10,-1.9422e-10,-6.25494e-10,-3.25093,-66.7464,9.17794,1.43964,-29.8368,-96.0908
2.45e+10,-1.91142e-10,-6.22622e-10,-3.20026,-66.9557,9.19425,1.43147,-29.424,-95.8452
2.455e+10,-1.8808e-10,-6.19771e-10,-3.14972,-67.165,9.21089,1.42338,-29.0117,-95.601
2.46e+10,-1.85033e-10,-6.1694e-10,-3.0993,-67.3742,9.22786,1.41535,-28.5999,-95.3582
2.465e+10,-1.82003e-10,-6.14129e-10,-3.04901,-67.5834,9.24517,1.4074,-28.1887,-95.1167
2.47e+10,-1.78987e-10,-6.11338e-10,-2.99886,-67.7926,9.26283,1.39951,-27.7779,-94.8764
2.475e+10,-1.75987e-10,-6.08567e-10,-2.94883,-68.0017,9.28083,1.39169,-27.3676,-94.6375
2.48e+10,-1.73003e-10,-6.05815e-10,-2.89894,-68.2108,9.29918,1.38394,-26.9578,-94.3999
2.485e+10,-1.70033e-10,-6.03082e-10,-2.8492,-68.4199,9.31788,1.37626,-26.5485,-94.1636
2.49e+10,-1.67078e-10,-6.00369e-10,-2.79959,-68.6289,9.33693,1.36864,-26.1396,-93.9285
2.495e+10,-1.64138e-10,-5.97674e-10,-2.75013,-68.8379,9.35634,1.36109,-25.7312,-93.6947
2.5e+10,-1.61213e-10,-5.94999e-10,-2.70082,-69.0468,9.37611,1.35361,-25.3232,-93.4622
2.505e+10,-1.58302e-10,-5.92341e-10,-2.65167,-69.2557,9.39623,1.34618,-24.9157,-93.2309
2.51e+10,-1.55405e-10,-5.89703e-10,-2.60267,-69.4646,9.41671,1.33882,-24.5086,-93.0008
2.515e+10,-1.52523e-10,-5.87082e-10,-2.55384,-69.6734,9.43754,1.33153,-24.1019,-92.7719
2.52e+10,-1.49654e-10,-5.84479e-10,-2.50517,-69.8822,9.45873,1.32429,-23.6957,-92.5443
2.525e+10,-1.468e-10,-5.81894e-10,-2.45667,-70.0909,9.48028,1.31712,-23.2899,-92.3178
2.53e+10,-1.43959e-10,-5.79327e-10,-2.40834,-70.2996,9.50218,1.31,-22.8845,-92.0925
2.535e+10,-1.41133e-10,-5.76778e-10,-2.36019,-70.5083,9.52443,1.30295,-22.4794,-91.8685
2.54e+10,-1.38319e-10,-5.74246e-10,-2.31221,-70.7169,9.54703,1.29595,-22.0748,-91.6455
2.545e+10,-1.35519e-10,-5.71731e-10,-2.26443,-70.9255,9.56998,1.28901,-21.6705,-91.4238
