f_hz,l_em_h,l_fit_h,q_em,q_fit,re_zse_em,re_zse_fit,im_zse_em,im_zse_fit
1.35e+10,-3.45291e-09,-4.0485e-09,-9.81152,-13.5841,29.8513,25.28,-292.886,-343.406
1.355e+10,-3.40081e-09,-3.99027e-09,-9.898,-13.7607,29.2519,24.6876,-289.535,-339.72
1.36e+10,-3.34997e-09,-3.93347e-09,-9.98352,-13.9375,28.6732,24.1164,-286.259,-336.121
1.365e+10,-3.30033e-09,-3.87807e-09,-10.0681,-14.1142,28.1141,23.5652,-283.055,-332.604
1.37e+10,-3.25187e-09,-3.82399e-09,-10.1517,-14.291,27.5737,23.0332,-279.92,-329.168
1.375e+10,-3.20453e-09,-3.77122e-09,-10.2343,-14.4679,27.0513,22.5194,-276.852,-325.81
1.38e+10,-3.15829e-09,-3.71968e-09,-10.3161,-14.6449,26.5459,22.0231,-273.849,-322.526
1.385e+10,-3.1131e-09,-3.66935e-09,-10.3968,-14.8219,26.057,21.5435,-270.909,-319.315
1.39e+10,-3.06893e-09,-3.62019e-09,-10.4765,-14.999,25.5837,21.0797,-268.029,-316.174
1.395e+10,-3.02575e-09,-3.57215e-09,-10.5554,-15.1761,25.1255,20.6312,-265.208,-313.1
1.4e+10,-2.98352e-09,-3.52519e-09,-10.6332,-15.3532,24.6815,20.1972,-262.444,-310.092
1.405e+10,-2.94222e-09,-3.47929e-09,-10.7101,-15.5305,24.2514,19.7771,-259.735,-307.148
1.41e+10,-2.90181e-09,-3.43441e-09,-10.7861,-15.7077,23.8344,19.3704,-257.079,-304.264
1.415e+10,-2.86226e-09,-3.39051e-09,-10.861,-15.885,23.4302,18.9764,-254.475,-301.441
1.42e+10,-2.82356e-09,-3.34757e-09,-10.935,-16.0624,23.0381,18.5947,-251.922,-298.674
1.425e+10,-2.78567e-09,-3.30555e-09,-11.008,-16.2398,22.6577,18.2247,-249.416,-295.964
1.43e+10,-2.74857e-09,-3.26443e-09,-11.08,-16.4172,22.2885,17.8659,-246.958,-293.308
1.435e+10,-2.71224e-09,-3.22418e-09,-11.1511,-16.5946,21.9302,17.5179,-244.545,-290.704
1.44e+10,-2.67665e-09,-3.18477e-09,-11.2212,-16.7721,21.5822,17.1803,-242.177,-288.151
1.445e+10,-2.64177e-09,-3.14617e-09,-11.2903,-16.9497,21.2442,16.8527,-239.852,-285.647
1.45e+10,-2.6076e-09,-3.10837e-09,-11.3583,-17.1272,20.9158,16.5346,-237.569,-283.192
1.455e+10,-2.57411e-09,-3.07134e-09,-11.4255,-17.3048,20.5966,16.2257,-235.326,-280.783
1.46e+10,-2.54128e-09,-3.03505e-09,-11.4915,-17.4824,20.2865,15.9256,-233.123,-278.419
1.465e+10,-2.50908e-09,-2.99949e-09,-11.5566,-17.6601,19.9849,15.634,-230.958,-276.099
1.47e+10,-2.47752e-09,-2.96463e-09,-11.6207,-17.8378,19.6916,15.3507,-228.83,-273.822
1.475e+10,-2.44655e-09,-2.93045e-09,-11.6838,-18.0155,19.4063,15.0751,-226.739,-271.586
1.48e+10,-2.41618e-09,-2.89695e-09,-11.7458,-18.1932,19.1287,14.8072,-224.683,-269.39
1.485e+10,-2.38637e-09,-2.86408e-09,-11.8068,-18.3709,18.8587,14.5466,-222.661,-267.234
1.49e+10,-2.35713e-09,-2.83185e-09,-11.8668,-18.5487,18.5958,14.293,-220.673,-265.116
1.495e+10,-2.32842e-09,-2.80022e-09,-11.9258,-18.7265,18.3399,14.0462,-218.717,-263.035
1.5e+10,-2.30025e-09,-2.76919e-09,-11.9837,-18.9042,18.0907,13.8059,-216.793,-260.99
1.505e+10,-2.27258e-09,-2.73874e-09,-12.0405,-19.082,17.8481,13.5719,-214.9,-258.981
1.51e+10,-2.24542e-09,-2.70885e-09,-12.0963,-19.2599,17.6117,13.3441,-213.037,-257.005
1.515e+10,-2.21875e-09,-2.67951e-09,-12.1511,-19.4377,17.3815,13.1221,-211.203,-255.063
1.52e+10,-2.19255e-09,-2.6507e-09,-12.2047,-19.6155,17.1571,12.9058,-209.398,-253.154
1.525e+10,-2.16681e-09,-2.62241e-09,-12.2573,-19.7934,16.9384,12.6949,-207.62,-251.276
1.53e+10,-2.14152e-09,-2.59463e-09,-12.3089,-19.9712,16.7253,12.4894,-205.87,-249.429
1.535e+10,-2.11667e-09,-2.56734e-09,-12.3593,-20.1491,16.5176,12.289,-204.146,-247.612
1.54e+10,-2.09225e-09,-2.54053e-09,-12.4087,-20.327,16.315,12.0935,-202.448,-245.825
1.545e+10,-2.06825e-09,-2.51419e-09,-12.457,-20.5048,16.1175,11.9028,-200.775,-244.066
1.55e+10,-2.04465e-09,-2.48831e-09,-12.5042,-20.6827,15.9248,11.7168,-199.127,-242.335
1.555e+10,-2.02145e-09,-2.46287e-09,-12.5503,-20.8606,15.7369,11.5352,-197.503,-240.631
1.56e+10,-1.99864e-09,-2.43787e-09,-12.5954,-21.0385,15.5536,11.358,-195.902,-238.954
1.565e+10,-1.97621e-09,-2.41329e-09,-12.6393,-21.2163,15.3747,11.1849,-194.325,-237.303
1.57e+10,-1.95415e-09,-2.38912e-09,-12.6821,-21.3942,15.2001,11.0159,-192.769,-235.677
1.575e+10,-1.93245e-09,-2.36536e-09,-12.7239,-21.5721,15.0297,10.8509,-191.236,-234.076
1.58e+10,-1.91111e-09,-2.34199e-09,-12.7645,-21.75,14.8634,10.6896,-189.724,-232.499
1.585e+10,-1.8901e-09,-2.319e-09,-12.804,-21.9278,14.701,10.5321,-188.233,-230.946
1.59e+10,-1.86944e-09,-2.29639e-09,-12.8425,-22.1057,14.5425,10.3781,-186.762,-229.416
1.595e+10,-1.8491e-09,-2.27415e-09,-12.8799,-22.2835,14.3877,10.2276,-185.311,-227.908
1.6e+10,-1.82909e-09,-2.25226e-09,-12.9161,-22.4614,14.2364,10.0805,-183.88,-226.422
1.605e+10,-1.80938e-09,-2.23073e-09,-12.9513,-22.6392,14.0887,9.93666,-182.468,-224.958
1.61e+10,-1.78999e-09,-2.20954e-09,-12.9854,-22.817,13.9444,9.79598,-181.074,-223.515
1.615e+10,-1.7709e-09,-2.18868e-09,-13.0184,-22.9948,13.8034,9.65837,-179.699,-222.093
1.62e+10,-1.7521e-09,-2.16814e-09,-13.0503,-23.1726,13.6657,9.52374,-178.342,-220.69
1.625e+10,-1.73358e-09,-2.14793e-09,-13.0812,-23.3504,13.531,9.39202,-177.002,-219.308
1.63e+10,-1.71535e-09,-2.12803e-09,-13.111,-23.5282,13.3993,9.26311,-175.679,-217.944
1.635e+10,-1.69739e-09,-2.10843e-09,-13.1398,-23.7059,13.2706,9.13693,-174.373,-216.6
1.64e+10,-1.67971e-09,-2.08914e-09,-13.1675,-23.8837,13.1448,9.01341,-173.084,-215.274
1.645e+10,-1.66228e-09,-2.07013e-09,-13.1941,-24.0614,13.0218,8.89248,-171.811,-213.966
1.65e+10,-1.64512e-09,-2.05141e-09,-13.2197,-24.2391,12.9014,8.77405,-170.553,-212.675
1.655e+10,-1.6282e-09,-2.03297e-09,-13.2443,-24.4168,12.7837,8.65806,-169.311,-211.402
1.66e+10,-1.61153e-09,-2.01481e-09,-13.2679,-24.5945,12.6685,8.54445,-168.084,-210.146
1.665e+10,-1.59511e-09,-1.99691e-09,-13.2905,-24.7721,12.5558,8.43314,-166.872,-208.907
1.67e+10,-1.57892e-09,-1.97928e-09,-13.312,-24.9498,12.4455,8.32407,-165.675,-207.684
1.675e+10,-1.56296e-09,-1.9619e-09,-13.3326,-25.1274,12.3375,8.21719,-164.492,-206.477
1.68e+10,-1.54723e-09,-1.94477e-09,-13.3522,-25.305,12.2319,8.11244,-163.322,-205.285
1.685e+10,-1.53173e-09,-1.92789e-09,-13.3708,-25.4826,12.1284,8.00975,-162.167,-204.109
1.69e+10,-1.51644e-09,-1.91125e-09,-13.3885,-25.6601,12.0271,7.90908,-161.024,-202.948
1.695e+10,-1.50137e-09,-1.89485e-09,-13.4053,-25.8376,11.9278,7.81036,-159.895,-201.801
1.7e+10,-1.4865e-09,-1.87867e-09,-13.4211,-26.0151,11.8306,7.71356,-158.779,-200.669
1.705e+10,-1.47184e-09,-1.86273e-09,-13.436,-26.1926,11.7353,7.61861,-157.676,-199.551
1.71e+10,-1.45738e-09,-1.84701e-09,-13.45,-26.37,11.642,7.52548,-156.585,-198.447
1.715e+10,-1.44312e-09,-1.8315e-09,-13.4631,-26.5475,11.5505,7.43411,-155.506,-197.357
1.72e+10,-1.42905e-09,-1.81621e-09,-13.4753,-26.7248,11.4609,7.34446,-154.439,-196.279
1.725e+10,-1.41518e-09,-1.80113e-09,-13.4867,-26.9022,11.373,7.25648,-153.384,-195.215
1.73e+10,-1.40149e-09,-1.78625e-09,-13.4972,-27.0796,11.2868,7.17015,-152.34,-194.164
1.735e+10,-1.38798e-09,-1.77158e-09,-13.5069,-27.2569,11.2023,7.0854,-151.308,-193.126
1.74e+10,-1.37465e-09,-1.7571e-09,-13.5157,-27.4341,11.1194,7.00221,-150.287,-192.1
1.745e+10,-1.36149e-09,-1.74282e-09,-13.5237,-27.6114,11.0381,6.92053,-149.276,-191.086
1.75e+10,-1.34851e-09,-1.72873e-09,-13.5309,-27.7886,10.9583,6.84034,-148.276,-190.083
1.755e+10,-1.33569e-09,-1.71482e-09,-13.5374,-27.9658,10.88,6.76158,-147.287,-189.093
1.76e+10,-1.32305e-09,-1.7011e-09,-13.5431,-28.143,10.8032,6.68424,-146.308,-188.114
1.765e+10,-1.31056e-09,-1.68755e-09,-13.5479,-28.3201,10.7277,6.60826,-145.339,-187.146
1.77e+10,-1.29824e-09,-1.67418e-09,-13.5521,-28.4972,10.6537,6.53363,-144.38,-186.19
1.775e+10,-1.28607e-09,-1.66099e-09,-13.5555,-28.6742,10.581,6.46031,-143.43,-185.244
1.78e+10,-1.27405e-09,-1.64796e-09,-13.5581,-28.8513,10.5096,6.38826,-142.491,-184.309
1.785e+10,-1.26219e-09,-1.6351e-09,-13.5601,-29.0282,10.4395,6.31747,-141.56,-183.385
1.79e+10,-1.25047e-09,-1.62241e-09,-13.5613,-29.2052,10.3706,6.24789,-140.639,-182.471
1.795e+10,-1.2389e-09,-1.60988e-09,-13.5618,-29.3821,10.303,6.1795,-139.727,-181.567
1.8e+10,-1.22747e-09,-1.5975e-09,-13.5616,-29.559,10.2365,6.11228,-138.824,-180.673
1.805e+10,-1.21618e-09,-1.58528e-09,-13.5608,-29.7359,10.1712,6.04619,-137.929,-179.789
1.81e+10,-1.20503e-09,-1.57321e-09,-13.5592,-29.9127,10.107,5.98121,-137.043,-178.914
1.815e+10,-1.19402e-09,-1.56129e-09,-13.557,-30.0895,10.0439,5.91732,-136.165,-178.049
1.82e+10,-1.18313e-09,-1.54952e-09,-13.5541,-30.2662,9.98192,5.8545,-135.296,-177.193
1.825e+10,-1.17238e-09,-1.53789e-09,-13.5506,-30.4429,9.92098,5.7927,-134.435,-176.347
1.83e+10,-1.16176e-09,-1.5264e-09,-13.5464,-30.6196,9.86106,5.73193,-133.582,-175.509
1.835e+10,-1.15126e-09,-1.51505e-09,-13.5415,-30.7962,9.80217,5.67214,-132.736,-174.68
1.84e+10,-1.14089e-09,-1.50384e-09,-13.536,-30.9728,9.74427,5.61333,-131.899,-173.86
1.845e+10,-1.13064e-09,-1.49277e-09,-13.5299,-31.1493,9.68731,5.55546,-131.069,-173.049
1.85e+10,-1.1205e-09,-1.48183e-09,-13.5232,-31.3258,9.63133,5.49852,-130.246,-172.246
1.855e+10,-1.11049e-09,-1.47101e-09,-13.5158,-31.5023,9.57627,5.44249,-129.431,-171.451
1.86e+10,-1.10059e-09,-1.46033e-09,-13.5077,-31.6787,9.52216,5.38735,-128.623,-170.664
1.865e+10,-1.0908e-09,-1.44977e-09,-13.4991,-31.8551,9.4689,5.33308,-127.822,-169.886
1.87e+10,-1.08113e-09,-1.43933e-09,-13.4898,-32.0315,9.41655,5.27966,-127.028,-169.115
1.875e+10,-1.07156e-09,-1.42902e-09,-13.4799,-32.2078,9.36507,5.22707,-126.241,-168.352
1.88e+10,-1.06211e-09,-1.41883e-09,-13.4694,-32.3841,9.31442,5.1753,-125.46,-167.597
1.885e+10,-1.05276e-09,-1.40875e-09,-13.4583,-32.5603,9.26464,5.12432,-124.686,-166.849
1.89e+10,-1.04351e-09,-1.39879e-09,-13.4465,-32.7365,9.21568,5.07413,-123.919,-166.109
1.895e+10,-1.03437e-09,-1.38894e-09,-13.4342,-32.9126,9.16753,5.02471,-123.158,-165.376
1.9e+10,-1.02532e-09,-1.37921e-09,-13.4212,-33.0887,9.12019,4.97603,-122.404,-164.65
1.905e+10,-1.01638e-09,-1.36958e-09,-13.4076,-33.2648,9.07362,4.92809,-121.655,-163.932
1.91e+10,-1.00753e-09,-1.36007e-09,-13.3933,-33.4408,9.02785,4.88087,-120.913,-163.22
1.915e+10,-9.98785e-10,-1.35066e-09,-13.3785,-33.6168,8.98284,4.83435,-120.177,-162.515
1.92e+10,-9.9013e-10,-1.34135e-09,-13.363,-33.7927,8.93858,4.78852,-119.446,-161.817
1.925e+10,-9.81569e-10,-1.33215e-09,-13.3469,-33.9686,8.89508,4.74338,-118.722,-161.126
1.93e+10,-9.73099e-10,-1.32306e-09,-13.3302,-34.1444,8.85232,4.69889,-118.003,-160.441
1.935e+10,-9.6472e-10,-1.31406e-09,-13.3129,-34.3202,8.81029,4.65505,-117.29,-159.763
1.94e+10,-9.56429e-10,-1.30516e-09,-13.2949,-34.496,8.76897,4.61186,-116.583,-159.091
1.945e+10,-9.48226e-10,-1.29635e-09,-13.2763,-34.6717,8.72837,4.56928,-115.881,-158.425
1.95e+10,-9.40109e-10,-1.28765e-09,-13.2571,-34.8474,8.68848,4.52732,-115.184,-157.765
1.955e+10,-9.32078e-10,-1.27903e-09,-13.2373,-35.023,8.64927,4.48596,-114.493,-157.112
1.96e+10,-9.24129e-10,-1.27051e-09,-13.2168,-35.1985,8.61076,4.44519,-113.807,-156.464
1.965e+10,-9.16263e-10,-1.26209e-09,-13.1957,-35.3741,8.57293,4.405,-113.126,-155.823
1.97e+10,-9.08479e-10,-1.25375e-09,-13.174,-35.5496,8.53576,4.36538,-112.45,-155.187
1.975e+10,-9.00774e-10,-1.2455e-09,-13.1517,-35.725,8.49923,4.32631,-111.78,-154.557
1.98e+10,-8.93148e-10,-1.23733e-09,-13.1288,-35.9004,8.4634,4.28778,-111.114,-153.933
1.985e+10,-8.856e-10,-1.22926e-09,-13.1052,-36.0757,8.42819,4.24979,-110.453,-153.314
1.99e+10,-8.78128e-10,-1.22126e-09,-13.081,-36.251,8.39362,4.21233,-109.797,-152.701
1.995e+10,-8.70731e-10,-1.21336e-09,-13.0562,-36.4263,8.35969,4.17538,-109.146,-152.094
2e+10,-8.63409e-10,-1.20553e-09,-13.0308,-36.6015,8.32638,4.13894,-108.499,-151.491
2.005e+10,-8.5616e-10,-1.19778e-09,-13.0048,-36.7767,8.29368,4.10299,-107.857,-150.894
2.01e+10,-8.48984e-10,-1.19012e-09,-12.9781,-36.9518,8.2616,4.06753,-107.22,-150.302
2.015e+10,-8.41878e-10,-1.18253e-09,-12.9509,-37.1268,8.2301,4.03255,-106.587,-149.716
2.02e+10,-8.34843e-10,-1.17502e-09,-12.923,-37.3018,8.1992,3.99804,-105.959,-149.134
2.025e+10,-8.27877e-10,-1.16759e-09,-12.8946,-37.4768,8.16889,3.96399,-105.335,-148.558
2.03e+10,-8.20979e-10,-1.16023e-09,-12.8656,-37.6517,8.13915,3.93039,-104.715,-147.986
2.035e+10,-8.14149e-10,-1.15295e-09,-12.836,-37.8266,8.10997,3.89723,-104.099,-147.419
2.04e+10,-8.07385e-10,-1.14574e-09,-12.8058,-38.0014,8.08135,3.86452,-103.488,-146.857
2.045e+10,-8.00686e-10,-1.1386e-09,-12.7751,-38.1762,8.05328,3.83223,-102.881,-146.3
2.05e+10,-7.94052e-10,-1.13153e-09,-12.7437,-38.351,8.02575,3.80036,-102.278,-145.747
2.055e+10,-7.87482e-10,-1.12454e-09,-12.7119,-38.5256,7.99876,3.76891,-101.679,-145.2
2.06e+10,-7.80975e-10,-1.11761e-09,-12.6795,-38.7003,7.97228,3.73786,-101.084,-144.656
2.065e+10,-7.74529e-10,-1.11075e-09,-12.6465,-38.8749,7.94632,3.70721,-100.493,-144.117
2.07e+10,-7.68145e-10,-1.10396e-09,-12.6131,-39.0494,7.92087,3.67696,-99.9065,-143.583
2.075e+10,-7.61822e-10,-1.09723e-09,-12.5791,-39.2239,7.8959,3.64709,-99.3233,-143.053
2.08e+10,-7.55557e-10,-1.09057e-09,-12.5446,-39.3984,7.87143,3.61759,-98.744,-142.527
2.085e+10,-7.49352e-10,-1.08398e-09,-12.5096,-39.5727,7.84743,3.58848,-98.1684,-142.006
2.09e+10,-7.43205e-10,-1.07745e-09,-12.4742,-39.7471,7.8239,3.55972,-97.5966,-141.489
2.095e+10,-7.37115e-10,-1.07098e-09,-12.4382,-39.9214,7.80083,3.53133,-97.0284,-140.976
2.1e+10,-7.31081e-10,-1.06457e-09,-12.4018,-40.0956,7.7782,3.50329,-96.4639,-140.467
2.105e+10,-7.25103e-10,-1.05822e-09,-12.365,-40.2698,7.75602,3.4756,-95.9029,-139.962
2.11e+10,-7.1918e-10,-1.05194e-09,-12.3277,-40.444,7.73426,3.44825,-95.3455,-139.461
2.115e+10,-7.13312e-10,-1.04571e-09,-12.29,-40.6181,7.71292,3.42124,-94.7916,-138.964
2.12e+10,-7.07497e-10,-1.03955e-09,-12.2519,-40.7921,7.69198,3.39456,-94.2411,-138.471
2.125e+10,-7.01735e-10,-1.03344e-09,-12.2133,-40.9662,7.67147,3.3682,-93.694,-137.982
2.13e+10,-6.96025e-10,-1.02739e-09,-12.1744,-41.1401,7.65133,3.34216,-93.1503,-137.497
2.135e+10,-6.90366e-10,-1.02139e-09,-12.1351,-41.314,7.63157,3.31644,-92.6099,-137.015
2.14e+10,-6.84759e-10,-1.01545e-09,-12.0954,-41.4879,7.61219,3.29102,-92.0728,-136.538
2.145e+10,-6.79202e-10,-1.00957e-09,-12.0554,-41.6617,7.59317,3.26591,-91.5389,-136.063
2.15e+10,-6.73694e-10,-1.00373e-09,-12.0151,-41.8354,7.5745,3.2411,-91.0083,-135.593
2.155e+10,-6.68235e-10,-9.97958e-10,-11.9744,-42.0091,7.55617,3.21659,-90.4808,-135.126
2.16e+10,-6.62824e-10,-9.92234e-10,-11.9334,-42.1828,7.53818,3.19236,-89.9564,-134.663
2.165e+10,-6.57461e-10,-9.86562e-10,-11.8921,-42.3564,7.52051,3.16842,-89.4351,-134.203
2.17e+10,-6.52145e-10,-9.80942e-10,-11.8506,-42.53,7.50316,3.14476,-88.9168,-133.747
2.175e+10,-6.46875e-10,-9.75372e-10,-11.8087,-42.7035,7.48613,3.12138,-88.4015,-133.294
2.18e+10,-6.41651e-10,-9.69853e-10,-11.7666,-42.8769,7.46939,3.09826,-87.8892,-132.844
2.185e+10,-6.36473e-10,-9.64384e-10,-11.7242,-43.0504,7.45295,3.07542,-87.3798,-132.398
2.19e+10,-6.31339e-10,-9.58963e-10,-11.6816,-43.2237,7.43679,3.05284,-86.8733,-131.955
2.195e+10,-6.26249e-10,-9.53591e-10,-11.6387,-43.397,7.4209,3.03052,-86.3697,-131.515
2.2e+10,-6.21202e-10,-9.48267e-10,-11.5956,-43.5703,7.40529,3.00845,-85.8688,-131.079
2.205e+10,-6.16198e-10,-9.42989e-10,-11.5523,-43.7435,7.38995,2.98663,-85.3707,-130.646
2.21e+10,-6.11237e-10,-9.37759e-10,-11.5088,-43.9167,7.37485,2.96506,-84.8754,-130.216
2.215e+10,-6.06317e-10,-9.32574e-10,-11.465,-44.0898,7.36001,2.94374,-84.3827,-129.789
2.22e+10,-6.01439e-10,-9.27435e-10,-11.4211,-44.2629,7.34541,2.92265,-83.8927,-129.365
2.225e+10,-5.96601e-10,-9.22341e-10,-11.377,-44.4359,7.33105,2.9018,-83.4053,-128.944
2.23e+10,-5.91803e-10,-9.17291e-10,-11.3327,-44.6088,7.31693,2.88118,-82.9206,-128.526
2.235e+10,-5.87046e-10,-9.12285e-10,-11.2882,-44.7817,7.30303,2.8608,-82.4383,-128.111
2.24e+10,-5.82327e-10,-9.07322e-10,-11.2436,-44.9546,7.28935,2.84063,-81.9586,-127.7
2.245e+10,-5.77646e-10,-9.02402e-10,-11.1988,-45.1274,7.2759,2.82069,-81.4814,-127.291
2.25e+10,-5.73004e-10,-8.97525e-10,-11.1539,-45.3002,7.26265,2.80097,-81.0066,-126.885
2.255e+10,-5.684e-10,-8.92689e-10,-11.1087,-45.4729,7.24962,2.78147,-80.5342,-126.481
2.26e+10,-5.63833e-10,-8.87894e-10,-11.0635,-45.6456,7.2368,2.76217,-80.0642,-126.081
2.265e+10,-5.59302e-10,-8.8314e-10,-11.0181,-45.8182,7.22418,2.74309,-79.5966,-125.683
2.27e+10,-5.54807e-10,-8.78426e-10,-10.9725,-45.9908,7.21177,2.72421,-79.1312,-125.288
2.275e+10,-5.50349e-10,-8.73752e-10,-10.9268,-46.1633,7.19956,2.70553,-78.6682,-124.896
2.28e+10,-5.45925e-10,-8.69118e-10,-10.881,-46.3358,7.18755,2.68706,-78.2074,-124.507
2.285e+10,-5.41537e-10,-8.64522e-10,-10.835,-46.5082,7.17573,2.66878,-77.7488,-124.12
2.29e+10,-5.37182e-10,-8.59965e-10,-10.7888,-46.6805,7.16411,2.6507,-77.2924,-123.736
2.295e+10,-5.32862e-10,-8.55445e-10,-10.7426,-46.8529,7.15268,2.6328,-76.8382,-123.354
2.3e+10,-5.28575e-10,-8.50964e-10,-10.6961,-47.0251,7.14146,2.6151,-76.3861,-122.976
2.305e+10,-5.24321e-10,-8.46519e-10,-10.6496,-47.1974,7.13042,2.59758,-75.9361,-122.599
2.31e+10,-5.201e-10,-8.42111e-10,-10.6029,-47.3695,7.11958,2.58025,-75.4881,-122.225
2.315e+10,-5.15911e-10,-8.37739e-10,-10.556,-47.5417,7.10894,2.5631,-75.0422,-121.854
2.32e+10,-5.11754e-10,-8.33403e-10,-10.509,-47.7137,7.09849,2.54612,-74.5984,-121.485
2.325e+10,-5.07629e-10,-8.29103e-10,-10.4619,-47.8858,7.08825,2.52933,-74.1565,-121.119
2.33e+10,-5.03534e-10,-8.24837e-10,-10.4146,-48.0577,7.07819,2.5127,-73.7165,-120.755
2.335e+10,-4.99471e-10,-8.20606e-10,-10.3671,-48.2297,7.06835,2.49625,-73.2785,-120.393
2.34e+10,-4.95437e-10,-8.1641e-10,-10.3195,-48.4015,7.0587,2.47996,-72.8424,-120.034
2.345e+10,-4.91434e-10,-8.12247e-10,-10.2718,-48.5734,7.04925,2.46384,-72.4082,-119.677
2.35e+10,-4.8746e-10,-8.08117e-10,-10.2238,-48.7451,7.04002,2.44788,-71.9759,-119.322
2.355e+10,-4.83516e-10,-8.04021e-10,-10.1757,-48.9169,7.03098,2.43209,-71.5454,-118.97
2.36e+10,-4.796e-10,-7.99958e-10,-10.1274,-49.0885,7.02217,2.41645,-71.1167,-118.62
2.365e+10,-4.75713e-10,-7.95926e-10,-10.079,-49.2602,7.01356,2.40098,-70.6897,-118.273
2.37e+10,-4.71855e-10,-7.91927e-10,-10.0304,-49.4318,7.00517,2.38565,-70.2646,-117.927
2.375e+10,-4.68024e-10,-7.8796e-10,-9.9816,-49.6033,6.997,2.37048,-69.8412,-117.584
2.38e+10,-4.64221e-10,-7.84024e-10,-9.93263,-49.7748,6.98904,2.35546,-69.4195,-117.243
2.385e+10,-4.60445e-10,-7.80118e-10,-9.88346,-49.9462,6.98131,2.34059,-68.9996,-116.904
2.39e+10,-4.56697e-10,-7.76244e-10,-9.83413,-50.1176,6.97381,2.32587,-68.5813,-116.567
2.395e+10,-4.52975e-10,-7.72399e-10,-9.7846,-50.2889,6.96653,2.31129,-68.1647,-116.232
2.4e+10,-4.49279e-10,-7.68585e-10,-9.73489,-50.4602,6.95947,2.29686,-67.7497,-115.9
2.405e+10,-4.4561e-10,-7.648e-10,-9.68498,-50.6315,6.95266,2.28256,-67.3364,-115.569
2.41e+10,-4.41967e-10,-7.61045e-10,-9.63489,-50.8027,6.94608,2.2684,-66.9247,-115.241
2.415e+10,-4.38349e-10,-7.57318e-10,-9.5846,-50.9738,6.93974,2.25439,-66.5146,-114.915
2.42e+10,-4.34756e-10,-7.53621e-10,-9.53412,-51.1449,6.93363,2.2405,-66.106,-114.59
2.425e+10,-4.31189e-10,-7.49951e-10,-9.48346,-51.316,6.92776,2.22675,-65.6991,-114.268
2.43e+10,-4.27646e-10,-7.4631e-10,-9.4326,-51.487,6.92213,2.21314,-65.2937,-113.948
2.435e+10,-4.24129e-10,-7.42697e-10,-9.38154,-51.6579,6.91675,2.19965,-64.8898,-113.629
2.44e+10,-4.20635e-10,-7.39111e-10,-9.33031,-51.8288,6.91161,2.18629,-64.4874,-113.313
2.445e+10,-4.17165e-10,-7.35552e-10,-9.27888,-51.9997,6.90672,2.17306,-64.0866,-112.998
2.45e+10,-4.1372e-10,-7.3202e-10,-9.22726,-52.1705,6.90208,2.15995,-63.6872,-112.686
2.455e+10,-4.10298e-10,-7.28515e-10,-9.17546,-52.3412,6.89767,2.14697,-63.2893,-112.375
2.46e+10,-4.06899e-10,-7.25036e-10,-9.12348,-52.512,6.89353,2.13411,-62.8929,-112.066
2.465e+10,-4.03524e-10,-7.21583e-10,-9.07133,-52.6826,6.88961,2.12137,-62.498,-111.759
2.47e+10,-4.00171e-10,-7.18156e-10,-9.019,-52.8532,6.88596,2.10874,-62.1045,-111.454
2.475e+10,-3.96842e-10,-7.14754e-10,-8.96651,-53.0238,6.88254,2.09624,-61.7124,-111.151
2.48e+10,-3.93535e-10,-7.11378e-10,-8.91386,-53.1943,6.87937,2.08385,-61.3217,-110.849
2.485e+10,-3.9025e-10,-7.08027e-10,-8.86105,-53.3648,6.87644,2.07158,-60.9325,-110.549
2.49e+10,-3.86987e-10,-7.04701e-10,-8.80808,-53.5352,6.87376,2.05942,-60.5446,-110.251
2.495e+10,-3.83746e-10,-7.01399e-10,-8.75498,-53.7056,6.8713,2.04737,-60.1581,-109.955
2.5e+10,-3.80527e-10,-6.98121e-10,-8.70174,-53.8759,6.86909,2.03543,-59.773,-109.661
2.505e+10,-3.77329e-10,-6.94867e-10,-8.64837,-54.0462,6.86711,2.0236,-59.3893,-109.368
2.51e+10,-3.74153e-10,-6.91638e-10,-8.59486,-54.2165,6.86537,2.01188,-59.0069,-109.077
2.515e+10,-3.70998e-10,-6.88431e-10,-8.54125,-54.3866,6.86385,2.00026,-58.6259,-108.787
2.52e+10,-3.67864e-10,-6.85248e-10,-8.48754,-54.5568,6.86255,1.98875,-58.2462,-108.5
2.525e+10,-3.6475e-10,-6.82088e-10,-8.43372,-54.7269,6.86147,1.97734,-57.8678,-108.214
2.53e+10,-3.61657e-10,-6.78951e-10,-8.37981,-54.8969,6.86062,1.96603,-57.4907,-107.929
2.535e+10,-3.58585e-10,-6.75836e-10,-8.32582,-55.0669,6.85997,1.95483,-57.1149,-107.646
2.54e+10,-3.55532e-10,-6.72744e-10,-8.27177,-55.2369,6.85953,1.94372,-56.7404,-107.365
2.545e+10,-3.525e-10,-6.69674e-10,-8.21764,-55.4068,6.85929,1.93272,-56.3672,-107.086
2.55e+10,-3.49487e-10,-6.66626e-10,-8.16346,-55.5767,6.85925,1.92181,-55.9952,-106.808
2.555e+10,-3.46494e-10,-6.63599e-10,-8.10924,-55.7465,6.8594,1.91099,-55.6245,-106.531
2.56e+10,-3.4352e-10,-6.60594e-10,-8.05499,-55.9163,6.85973,1.90028,-55.2551,-106.256
2.565e+10,-3.40566e-10,-6.57611e-10,-8.00071,-56.086,6.86024,1.88965,-54.8868,-105.983
