 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  8.90838312e-15  2.63172925e+03  9.31048680e-14  1.63773708e+02  5.08756933e-13  2.35479348e+01  2.03503533e-12  2.35480220e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  8.90860692e-15  2.51304977e+03  9.31047553e-14  1.56366996e+02  5.08668356e-13  2.24829858e+01  2.03468035e-12  2.24830568e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  8.90881092e-15  2.39934428e+03  9.31045902e-14  1.49295663e+02  5.08571183e-13  2.14662034e+01  2.03429105e-12  2.14662766e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  8.90899686e-15  2.29088846e+03  9.31043712e-14  1.42544020e+02  5.08464592e-13  2.04954039e+01  2.03386412e-12  2.04954583e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  8.90916633e-15  2.18738725e+03  9.31040965e-14  1.36098068e+02  5.08347680e-13  1.95685019e+01  2.03339597e-12  1.95685506e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  8.90932079e-15  2.08842442e+03  9.31037637e-14  1.29943624e+02  5.08219461e-13  1.86835216e+01  2.03288263e-12  1.86835672e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  8.90946156e-15  1.99411698e+03  9.31033700e-14  1.24066519e+02  5.08078854e-13  1.78385682e+01  2.03231978e-12  1.78386014e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  8.90958986e-15  1.90412531e+03  9.31029120e-14  1.18455948e+02  5.07924674e-13  1.70318168e+01  2.03170267e-12  1.70318516e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  8.90970676e-15  1.81795873e+03  9.31023857e-14  1.13098892e+02  5.07755626e-13  1.62615585e+01  2.03102613e-12  1.62615899e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  8.90981329e-15  1.73555130e+03  9.31017867e-14  1.07984292e+02  5.07570292e-13  1.55261324e+01  2.03028447e-12  1.55261590e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  8.90991036e-15  1.65715482e+03  9.31011098e-14  1.03100574e+02  5.07367121e-13  1.48239645e+01  2.02947150e-12  1.48239859e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  8.90999878e-15  1.58221511e+03  9.31003493e-14  9.84382597e+01  5.07144416e-13  1.41535546e+01  2.02858041e-12  1.41535726e+01  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  8.91007934e-15  1.51079595e+03  9.30994985e-14  9.39865131e+01  5.06900321e-13  1.35134627e+01  2.02760379e-12  1.35134800e+01  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  8.91015270e-15  1.44246258e+03  9.30985503e-14  8.97357672e+01  5.06632811e-13  1.29023179e+01  2.02653352e-12  1.29023322e+01  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  8.91021952e-15  1.37720550e+03  9.30974965e-14  8.56777351e+01  5.06339668e-13  1.23188112e+01  2.02536075e-12  1.23188235e+01  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  8.91028034e-15  1.31495745e+03  9.30963281e-14  8.18029531e+01  5.06018475e-13  1.17616938e+01  2.02407580e-12  1.17617056e+01  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  8.91033571e-15  1.25549964e+03  9.30950350e-14  7.81034157e+01  5.05666590e-13  1.12297727e+01  2.02266809e-12  1.12297830e+01  9.99773413e-10  6.58391420e-01 
