 frequency       c_dasm          q_dasm          c_dalg          q_dalg          c_dpsm          q_dpsm          c_dplg          q_dplg          l_ref           q_ref          
 1.00000000e+08  2.58879653e-15  1.22378477e+01  2.20896403e-13  1.32125209e+01  2.08131894e-15  2.06666117e+01  1.88900310e-13  1.97848485e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  2.58731188e-15  1.16886306e+01  2.20774254e-13  1.26150687e+01  2.08106143e-15  1.97343286e+01  1.88853748e-13  1.88901199e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  2.58564446e-15  1.11637615e+01  2.20640375e-13  1.20446310e+01  2.08073769e-15  1.88439304e+01  1.88802656e-13  1.80358533e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  2.58378076e-15  1.06622052e+01  2.20493662e-13  1.14999869e+01  2.08034504e-15  1.79935605e+01  1.88746603e-13  1.72202192e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  2.58170576e-15  1.01829649e+01  2.20332913e-13  1.09799709e+01  2.07988021e-15  1.71814409e+01  1.88685119e-13  1.64414709e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  2.57940278e-15  9.72508185e+00  2.20156815e-13  1.04834699e+01  2.07933932e-15  1.64058703e+01  1.88617687e-13  1.56979404e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  2.57685346e-15  9.28763402e+00  2.19963936e-13  1.00094210e+01  2.07871787e-15  1.56652206e+01  1.88543743e-13  1.49880355e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  2.57403754e-15  8.86973571e+00  2.19752718e-13  9.55680945e+00  2.07801070e-15  1.49579340e+01  1.88462670e-13  1.43102356e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  2.57093286e-15  8.47053646e+00  2.19521461e-13  9.12466629e+00  2.07721195e-15  1.42825206e+01  1.88373791e-13  1.36630890e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  2.56751510e-15  8.08922007e+00  2.19268318e-13  8.71206630e+00  2.07631499e-15  1.36375556e+01  1.88276368e-13  1.30452097e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  2.56375778e-15  7.72500363e+00  2.18991282e-13  8.31812608e+00  2.07531243e-15  1.30216764e+01  1.88169595e-13  1.24552742e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  2.55963201e-15  7.37713647e+00  2.18688170e-13  7.94200212e+00  2.07419601e-15  1.24335802e+01  1.88052589e-13  1.18920191e+01  9.99709160e-10  5.22416968e-01 
