 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  6.71733653e-15  3.50666174e+03  6.70859793e-14  2.27476335e+02  3.54822649e-13  3.38014638e+01  1.41929819e-12  3.38016425e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  6.71756041e-15  3.34809990e+03  6.70860775e-14  2.17188797e+02  3.54792785e-13  3.22727983e+01  1.41917807e-12  3.22729558e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  6.71776449e-15  3.19660426e+03  6.70861437e-14  2.07366550e+02  3.54759989e-13  3.08132613e+01  1.41904627e-12  3.08134214e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  6.71795052e-15  3.05203435e+03  6.70861785e-14  1.97988386e+02  3.54723981e-13  2.94197612e+01  1.41890168e-12  2.94198760e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  6.71812008e-15  2.91359733e+03  6.70861822e-14  1.89036065e+02  3.54684456e-13  2.80892639e+01  1.41874307e-12  2.80893731e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  6.71827465e-15  2.78225082e+03  6.70861548e-14  1.80487550e+02  3.54641077e-13  2.68189373e+01  1.41856909e-12  2.68190254e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  6.71841553e-15  2.65664775e+03  6.70860961e-14  1.72325006e+02  3.54593474e-13  2.56060605e+01  1.41837826e-12  2.56061362e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  6.71854395e-15  2.53645466e+03  6.70860055e-14  1.64532453e+02  3.54541244e-13  2.44480437e+01  1.41816895e-12  2.44481140e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  6.71866099e-15  2.42176772e+03  6.70858823e-14  1.57090702e+02  3.54483942e-13  2.33423872e+01  1.41793939e-12  2.33424445e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  6.71876767e-15  2.31248916e+03  6.70857255e-14  1.49987685e+02  3.54421083e-13  2.22867322e+01  1.41768764e-12  2.22867854e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  6.71886490e-15  2.20759196e+03  6.70855337e-14  1.43204045e+02  3.54352134e-13  2.12788182e+01  1.41741155e-12  2.12788600e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  6.71895351e-15  2.10815922e+03  6.70853052e-14  1.36727872e+02  3.54276511e-13  2.03164910e+01  1.41710879e-12  2.03165247e+01  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  6.71903426e-15  2.01234352e+03  6.70850381e-14  1.30544048e+02  3.54193576e-13  1.93976814e+01  1.41677681e-12  1.93977183e+01  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  6.71910785e-15  1.92170637e+03  6.70847301e-14  1.24640667e+02  3.54102627e-13  1.85204265e+01  1.41641279e-12  1.85204551e+01  9.99731362e-10  5.73067199e-01 
