 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  5.47898275e-15  4.31475609e+03  5.24510290e-14  2.91148381e+02  2.68347415e-13  4.47189072e+01  1.07339726e-12  4.47192130e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  5.47920665e-15  4.11743196e+03  5.24511929e-14  2.77985310e+02  2.68334633e-13  4.26965334e+01  1.07334546e-12  4.26967995e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  5.47941075e-15  3.93230837e+03  5.24513312e-14  2.65414877e+02  2.68320571e-13  4.07656159e+01  1.07328860e-12  4.07658762e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  5.47959681e-15  3.75308677e+03  5.24514451e-14  2.53409519e+02  2.68305109e-13  3.89219874e+01  1.07322619e-12  3.89221926e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  5.47976641e-15  3.58419853e+03  5.24515356e-14  2.41952873e+02  2.68288116e-13  3.71617538e+01  1.07315771e-12  3.71619418e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  5.47992101e-15  3.42344966e+03  5.24516033e-14  2.31010712e+02  2.68269446e-13  3.54811651e+01  1.07308257e-12  3.54813206e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  5.48006193e-15  3.26852248e+03  5.24516490e-14  2.20562238e+02  2.68248939e-13  3.38765370e+01  1.07300012e-12  3.38766934e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  5.48019039e-15  3.12106401e+03  5.24516729e-14  2.10589816e+02  2.68226421e-13  3.23444943e+01  1.07290966e-12  3.23446304e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  5.48030748e-15  2.97980632e+03  5.24516754e-14  2.01065957e+02  2.68201701e-13  3.08817389e+01  1.07281043e-12  3.08818379e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  5.48041421e-15  2.84552639e+03  5.24516564e-14  1.91973653e+02  2.68174566e-13  2.94851214e+01  1.07270157e-12  2.94852029e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  5.48051150e-15  2.71621287e+03  5.24516157e-14  1.83291896e+02  2.68144786e-13  2.81516488e+01  1.07258216e-12  2.81517305e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  5.48060017e-15  2.59353005e+03  5.24515530e-14  1.75003063e+02  2.68112108e-13  2.68785086e+01  1.07245118e-12  2.68785810e+01  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  5.48068099e-15  2.47631832e+03  5.24514678e-14  1.67088410e+02  2.68076254e-13  2.56629308e+01  1.07230752e-12  2.56629815e+01  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  5.48075465e-15  2.36446848e+03  5.24513594e-14  1.59532331e+02  2.68036919e-13  2.45023434e+01  1.07214996e-12  2.45023885e+01  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  5.48082178e-15  2.25769008e+03  5.24512268e-14  1.52317598e+02  2.67993769e-13  2.33942269e+01  1.07197716e-12  2.33942877e+01  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  5.48088296e-15  2.15508888e+03  5.24510688e-14  1.45428615e+02  2.67946438e-13  2.23362226e+01  1.07178765e-12  2.23362627e+01  9.99758080e-10  6.28625312e-01 
