 frequency       c_dasm          q_dasm          c_dalg          q_dalg          c_dpsm          q_dpsm          c_dplg          q_dplg          l_ref           q_ref          
 1.00000000e+08  3.48427202e-15  8.87152273e+00  3.33212314e-13  8.66541857e+00  3.18414997e-15  1.32039971e+01  2.94105160e-13  1.26314990e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  3.48014395e-15  8.47132924e+00  3.32787154e-13  8.27356888e+00  3.18256597e-15  1.26080476e+01  2.93927314e-13  1.20602807e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  3.47558703e-15  8.08916770e+00  3.32321973e-13  7.89944151e+00  3.18078934e-15  1.20389469e+01  2.93732429e-13  1.15148960e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  3.47056590e-15  7.72423438e+00  3.31813144e-13  7.54223515e+00  3.17880557e-15  1.14954967e+01  2.93518905e-13  1.09941768e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  3.46504198e-15  7.37576049e+00  3.31256733e-13  7.20118474e+00  3.17659853e-15  1.09765506e+01  2.93285000e-13  1.04970079e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  3.45897323e-15  7.04301085e+00  3.30648483e-13  6.87555981e+00  3.17415034e-15  1.04810128e+01  2.93028812e-13  1.00223245e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  3.45231398e-15  6.72528247e+00  3.29983793e-13  6.56466289e+00  3.17144125e-15  1.00078354e+01  2.92748268e-13  9.56910966e+00  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  3.44501473e-15  6.42190328e+00  3.29257698e-13  6.26782809e+00  3.16844955e-15  9.55601657e+00  2.92441114e-13  9.13639279e+00  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  3.43702197e-15  6.13223083e+00  3.28464847e-13  5.98441960e+00  3.16515137e-15  9.12459877e+00  2.92104894e-13  8.72324700e+00  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  3.42827796e-15  5.85565106e+00  3.27599484e-13  5.71383037e+00  3.16152059e-15  8.71266681e+00  2.91736940e-13  8.32878734e+00  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  3.41872060e-15  5.59157712e+00  3.26655433e-13  5.45548081e+00  3.15752865e-15  8.31934606e+00  2.91334356e-13  7.95216889e+00  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  3.40828326e-15  5.33944822e+00  3.25626077e-13  5.20881754e+00  3.15314443e-15  7.94380075e+00  2.90893996e-13  7.59258494e+00  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  3.39689465e-15  5.09872852e+00  3.24504348e-13  4.97331220e+00  3.14833401e-15  7.58523229e+00  2.90412453e-13  7.24926523e+00  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  3.38447871e-15  4.86890604e+00  3.23282715e-13  4.74846033e+00  3.14306056e-15  7.24287768e+00  2.89886038e-13  6.92147438e+00  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  3.37095462e-15  4.64949169e+00  3.21953178e-13  4.53378029e+00  3.13728415e-15  6.91600798e+00  2.89310765e-13  6.60851023e+00  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  3.35623674e-15  4.44001822e+00  3.20507267e-13  4.32881222e+00  3.13096154e-15  6.60392681e+00  2.88682327e-13  6.30970239e+00  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  3.34023474e-15  4.24003934e+00  3.18936053e-13  4.13311707e+00  3.12404604e-15  6.30596898e+00  2.87996086e-13  6.02441079e+00  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  3.32285374e-15  4.04912875e+00  3.17230154e-13  3.94627563e+00  3.11648731e-15  6.02149909e+00  2.87247052e-13  5.75202431e+00  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  3.30399459e-15  3.86687931e+00  3.15379768e-13  3.76788768e+00  3.10823121e-15  5.74991024e+00  2.86429865e-13  5.49195946e+00  9.99808685e-10  7.22215418e-01 
 2.40924169e+08  3.28355424e-15  3.69290217e+00  3.13374703e-13  3.59757109e+00  3.09921965e-15  5.49062276e+00  2.85538786e-13  5.24365914e+00  9.99828928e-10  7.56409403e-01 
 2.52336071e+08  3.26142629e-15  3.52682599e+00  3.11204431e-13  3.43496102e+00  3.08939048e-15  5.24308304e+00  2.84567680e-13  5.00659147e+00  9.99851134e-10  7.92220778e-01 
 2.64288522e+08  3.23750160e-15  3.36829617e+00  3.08858145e-13  3.27970913e+00  3.07867735e-15  5.00676237e+00  2.83510007e-13  4.78024860e+00  9.99875496e-10  8.29725813e-01 
 2.76807128e+08  3.21166922e-15  3.21697410e+00  3.06324849e-13  3.13148286e+00  3.06700967e-15  4.78115580e+00  2.82358821e-13  4.56414566e+00  9.99902221e-10  8.69004342e-01 
 2.89918705e+08  3.18381737e-15  3.07253646e+00  3.03593453e-13  2.98996467e+00  3.05431260e-15  4.56578115e+00  2.81106763e-13  4.35781972e+00  9.99931539e-10  9.10139921e-01 
 3.03651341e+08  3.15383473e-15  2.93467456e+00  3.00652893e-13  2.85485142e+00  3.04050707e-15  4.36017794e+00  2.79746067e-13  4.16082878e+00  9.99963703e-10  9.53219997e-01 
 3.18034453e+08  3.12161186e-15  2.80309366e+00  2.97492276e-13  2.72585366e+00  3.02550992e-15  4.16390646e+00  2.78268575e-13  3.97275084e+00  9.99998988e-10  9.98336084e-01 
 3.33098852e+08  3.08704295e-15  2.67751236e+00  2.94101042e-13  2.60269504e+00  3.00923406e-15  3.97654681e+00  2.76665756e-13  3.79318298e+00  1.00003770e-09  1.04558394e+00 
 3.48876811e+08  3.05002769e-15  2.55766205e+00  2.90469155e-13  2.48511174e+00  2.99158876e-15  3.79769805e+00  2.74928732e-13  3.62174051e+00  1.00008017e-09  1.09506376e+00 
 3.65402126e+08  3.01047345e-15  2.44328626e+00  2.86587307e-13  2.37285186e+00  2.97248007e-15  3.62697731e+00  2.73048326e-13  3.45805614e+00  1.00012676e-09  1.14688036e+00 
 3.82710200e+08  2.96829764e-15  2.33414020e+00  2.82447154e-13  2.26567491e+00  2.95181136e-15  3.46401900e+00  2.71015110e-13  3.30177919e+00  1.00017787e-09  1.20114341e+00 
 4.00838108e+08  2.92343019e-15  2.22999017e+00  2.78041561e-13  2.16335128e+00  2.92948398e-15  3.30847404e+00  2.68819480e-13  3.15257485e+00  1.00023394e-09  1.25796759e+00 
 4.19824685e+08  2.87581624e-15  2.13061313e+00  2.73364868e-13  2.06566175e+00  2.90539808e-15  3.16000909e+00  2.66451737e-13  3.01012345e+00  1.00029547e-09  1.31747285e+00 
 4.39710602e+08  2.82541888e-15  2.03579616e+00  2.68413154e-13  1.97239704e+00  2.87945368e-15  3.01830583e+00  2.63902190e-13  2.87411977e+00  1.00036296e-09  1.37978463e+00 
 4.60538460e+08  2.77222185e-15  1.94533603e+00  2.63184517e-13  1.88335733e+00  2.85155183e-15  2.88306030e+00  2.61161283e-13  2.74427241e+00  1.00043702e-09  1.44503406e+00 
 4.82352874e+08  2.71623223e-15  1.85903879e+00  2.57679333e-13  1.79835185e+00  2.82159602e-15  2.75398225e+00  2.58219729e-13  2.62030313e+00  1.00051826e-09  1.51335822e+00 
 5.05200577e+08  2.65748286e-15  1.77671930e+00  2.51900509e-13  1.71719847e+00  2.78949381e-15  2.63079448e+00  2.55068678e-13  2.50194628e+00  1.00060740e-09  1.58490037e+00 
 5.29130511e+08  2.59603452e-15  1.69820087e+00  2.45853700e-13  1.63972330e+00  2.75515855e-15  2.51323224e+00  2.51699891e-13  2.38894822e+00  1.00070521e-09  1.65981022e+00 
 5.54193938e+08  2.53197769e-15  1.62331486e+00  2.39547493e-13  1.56576034e+00  2.71851145e-15  2.40104269e+00  2.48105945e-13  2.28106678e+00  1.00081252e-09  1.73824415e+00 
 5.80444550e+08  2.46543374e-15  1.55190030e+00  2.32993535e-13  1.49515108e+00  2.67948365e-15  2.29398431e+00  2.44280446e-13  2.17807073e+00  1.00093026e-09  1.82036548e+00 
 6.07938580e+08  2.39655551e-15  1.48380356e+00  2.26206602e-13  1.42774421e+00  2.63801852e-15  2.19182637e+00  2.40218256e-13  2.07973928e+00  1.00105946e-09  1.90634473e+00 
 6.36734925e+08  2.32552716e-15  1.41887800e+00  2.19204598e-13  1.36339526e+00  2.59407400e-15  2.09434844e+00  2.35915727e-13  1.98586163e+00  1.00120122e-09  1.99635988e+00 
 6.66895272e+08  2.25256318e-15  1.35698363e+00  2.12008468e-13  1.30196630e+00  2.54762498e-15  2.00133987e+00  2.31370942e-13  1.89623649e+00  1.00135677e-09  2.09059664e+00 
 6.98484230e+08  2.17790659e-15  1.29798683e+00  2.04642033e-13  1.24332565e+00  2.49866560e-15  1.91259937e+00  2.26583946e-13  1.81067167e+00  1.00152747e-09  2.18924870e+00 
 7.31569468e+08  2.10182619e-15  1.24175999e+00  1.97131740e-13  1.18734758e+00  2.44721151e-15  1.82793450e+00  2.21556963e-13  1.72898363e+00  1.00171479e-09  2.29251798e+00 
 7.66221861e+08  2.02461315e-15  1.18818129e+00  1.89506323e-13  1.13391205e+00  2.39330176e-15  1.74716125e+00  2.16294595e-13  1.65099711e+00  1.00192035e-09  2.40061489e+00 
 8.02515641e+08  1.94657668e-15  1.13713436e+00  1.81796397e-13  1.08290447e+00  2.33700050e-15  1.67010367e+00  2.10803982e-13  1.57654478e+00  1.00214595e-09  2.51375859e+00 
 8.40528555e+08  1.86803921e-15  1.08850803e+00  1.74033981e-13  1.03421542e+00  2.27839816e-15  1.59659340e+00  2.05094921e-13  1.50546680e+00  1.00239354e-09  2.63217719e+00 
 8.80342035e+08  1.78933100e-15  1.04219607e+00  1.66251977e-13  9.87740399e-01  2.21761221e-15  1.52646935e+00  1.99179934e-13  1.43761056e+00  1.00266528e-09  2.75610798e+00 
 9.22041367e+08  1.71078456e-15  9.98096909e-01  1.58483613e-13  9.43379666e-01  2.15478722e-15  1.45957727e+00  1.93074270e-13  1.37283030e+00  1.00296355e-09  2.88579760e+00 
 9.65715880e+08  1.63272889e-15  9.56113425e-01  1.50761879e-13  9.01037960e-01  2.09009427e-15  1.39576945e+00  1.86795845e-13  1.31098679e+00  1.00329094e-09  3.02150224e+00 
 1.01145913e+09  1.55548392e-15  9.16152667e-01  1.43118965e-13  8.60624320e-01  2.02372970e-15  1.33490438e+00  1.80365101e-13  1.25194708e+00  1.00365033e-09  3.16348776e+00 
 1.05936911e+09  1.47935519e-15  8.78125630e-01  1.35585734e-13  8.22051880e-01  1.95591307e-15  1.27684641e+00  1.73804798e-13  1.19558415e+00  1.00404487e-09  3.31202975e+00 
 1.10954846e+09  1.40462913e-15  8.41947027e-01  1.28191240e-13  7.85237683e-01  1.88688448e-15  1.22146547e+00  1.67139730e-13  1.14177669e+00  1.00447803e-09  3.46741361e+00 
 1.16210465e+09  1.33156887e-15  8.07535055e-01  1.20962304e-13  7.50102495e-01  1.81690112e-15  1.16863676e+00  1.60396374e-13  1.09040879e+00  1.00495362e-09  3.62993450e+00 
 1.21715029e+09  1.26041089e-15  7.74811179e-01  1.13923168e-13  7.16570631e-01  1.74623344e-15  1.11824056e+00  1.53602486e-13  1.04136973e+00  1.00547586e-09  3.79989726e+00 
 1.27480328e+09  1.19136250e-15  7.43699911e-01  1.07095230e-13  6.84569792e-01  1.67516075e-15  1.07016189e+00  1.46786649e-13  9.94553735e-01  1.00604936e-09  3.97761623e+00 
 1.33518714e+09  1.12460015e-15  7.14128602e-01  1.00496862e-13  6.54030900e-01  1.60396660e-15  1.02429038e+00  1.39977794e-13  9.49859727e-01  1.00667923e-09  4.16341492e+00 
 1.39843121e+09  1.06026860e-15  6.86027233e-01  9.41433169e-14  6.24887949e-01  1.53293407e-15  9.80520009e-01  1.33204705e-13  9.07191137e-01  1.00737110e-09  4.35762568e+00 
 1.46467097e+09  9.98480916e-16  6.59328213e-01  8.80467094e-14  5.97077853e-01  1.46234109e-15  9.38748974e-01  1.26495538e-13  8.66455690e-01  1.00813115e-09  4.56058905e+00 
 1.53404832e+09  9.39319175e-16  6.33966188e-01  8.22160760e-14  5.70540312e-01  1.39245601e-15  8.98879508e-01  1.19877354e-13  8.27565212e-01  1.00896624e-09  4.77265312e+00 
 1.60671189e+09  8.82835802e-16  6.09877856e-01  7.66574957e-14  5.45217669e-01  1.32353354e-15  8.60817768e-01  1.13375697e-13  7.90435452e-01  1.00988390e-09  4.99417253e+00 
 1.68281732e+09  8.29055442e-16  5.87001784e-01  7.13742642e-14  5.21054787e-01  1.25581127e-15  8.24473721e-01  1.07014220e-13  7.54985908e-01  1.01089247e-09  5.22550735e+00 
 1.76252766e+09  7.77977221e-16  5.65278250e-01  6.63671097e-14  4.97998925e-01  1.18950670e-15  7.89761064e-01  1.00814381e-13  7.21139664e-01  1.01200117e-09  5.46702164e+00 
 1.84601365e+09  7.29577308e-16  5.44649087e-01  6.16344379e-14  4.75999617e-01  1.12481509e-15  7.56597155e-01  9.47952005e-14  6.88823238e-01  1.01322020e-09  5.71908164e+00 
 1.93345414e+09  6.83811643e-16  5.25057547e-01  5.71725960e-14  4.55008561e-01  1.06190787e-15  7.24902971e-01  8.89731026e-14  6.57966436e-01  1.01456082e-09  5.98205372e+00 
 2.02503643e+09  6.40618760e-16  5.06448186e-01  5.29761449e-14  4.34979517e-01  1.00093185e-15  6.94603067e-01  8.33618200e-14  6.28502218e-01  1.01603553e-09  6.25630175e+00 
 2.12095673e+09  5.99922595e-16  4.88766762e-01  4.90381318e-14  4.15868199e-01  9.42009025e-16  6.65625555e-01  7.79723758e-14  6.00366569e-01  1.01765820e-09  6.54218403e+00 
 2.22142050e+09  5.61635224e-16  4.71960169e-01  4.53503555e-14  3.97632185e-01  8.85236997e-16  6.37902088e-01  7.28131262e-14  5.73498376e-01  1.01944420e-09  6.84004968e+00 
 2.32664295e+09  5.25659463e-16  4.55976388e-01  4.19036175e-14  3.80230829e-01  8.30689872e-16  6.11367834e-01  6.78898598e-14  5.47839317e-01  1.02141063e-09  7.15023426e+00 
 2.43684950e+09  4.91891304e-16  4.40764472e-01  3.86879577e-14  3.63625172e-01  7.78419577e-16  5.85961461e-01  6.32059434e-14  5.23333745e-01  1.02357649e-09  7.47305466e+00 
 2.55227623e+09  4.60222139e-16  4.26274563e-01  3.56928677e-14  3.47777873e-01  7.28457459e-16  5.61625099e-01  5.87625038e-14  4.99928588e-01  1.02596298e-09  7.80880307e+00 
 2.67317039e+09  4.30540767e-16  4.12457938e-01  3.29074838e-14  3.32653134e-01  6.80816110e-16  5.38304296e-01  5.45586361e-14  4.77573247e-01  1.02859374e-09  8.15773991e+00 
 2.79979097e+09  4.02735171e-16  3.99267094e-01  3.03207563e-14  3.18216638e-01  6.35491284e-16  5.15947955e-01  5.05916282e-14  4.56219496e-01  1.03149517e-09  8.52008549e+00 
 2.93240922e+09  3.76694065e-16  3.86655856e-01  2.79215964e-14  3.04435491e-01  5.92463866e-16  4.94508251e-01  4.68571934e-14  4.35821387e-01  1.03469686e-09  8.89601034e+00 
 3.07130921e+09  3.52308210e-16  3.74579525e-01  2.56990009e-14  2.91278175e-01  5.51701804e-16  4.73940528e-01  4.33497036e-14  4.16335157e-01  1.03823197e-09  9.28562389e+00 
 3.21678851e+09  3.29471519e-16  3.62995041e-01  2.36421568e-14  2.78714499e-01  5.13161965e-16  4.54203172e-01  4.00624153e-14  3.97719137e-01  1.04213778e-09  9.68896123e+00 
 3.36915876e+09  3.08081945e-16  3.51861176e-01  2.17405262e-14  2.66715563e-01  4.76791876e-16  4.35257466e-01  3.69876859e-14  3.79933658e-01  1.04645630e-09  1.01059678e+01 
 3.52874636e+09  2.88042184e-16  3.41138727e-01  1.99839134e-14  2.55253727e-01  4.42531337e-16  4.17067428e-01  3.41171742e-14  3.62940963e-01  1.05123495e-09  1.05364814e+01 
 3.69589317e+09  2.69260190e-16  3.30790727e-01  1.83625169e-14  2.44302577e-01  4.10313880e-16  3.99599632e-01  3.14420247e-14  3.46705119e-01  1.05652746e-09  1.09802116e+01 
 3.87095726e+09  2.51649528e-16  3.20782641e-01  1.68669673e-14  2.33836905e-01  3.80068084e-16  3.82823018e-01  2.89530318e-14  3.31191927e-01  1.06239482e-09  1.14367159e+01 
 4.05431365e+09  2.35129578e-16  3.11082550e-01  1.54883527e-14  2.23832689e-01  3.51718748e-16  3.66708699e-01  2.66407865e-14  3.16368839e-01  1.06890658e-09  1.19053714e+01 
 4.24635511e+09  2.19625598e-16  3.01661308e-01  1.42182343e-14  2.14267068e-01  3.25187926e-16  3.51229761e-01  2.44958021e-14  3.02204872e-01  1.07614222e-09  1.23853429e+01 
