 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  6.23244247e-15  3.78351719e+03  6.13276416e-14  2.48898810e+02  3.20702942e-13  3.74059182e+01  1.28281937e-12  3.74061303e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  6.23266636e-15  3.61249686e+03  6.13277695e-14  2.37639926e+02  3.20680955e-13  3.57142585e+01  1.28273075e-12  3.57144514e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  6.23287045e-15  3.45065815e+03  6.13278683e-14  2.26896131e+02  3.20656799e-13  3.40990978e+01  1.28263351e-12  3.40992203e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  6.23305649e-15  3.29333148e+03  6.13279389e-14  2.16633256e+02  3.20630266e-13  3.25569798e+01  1.28252682e-12  3.25571280e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  6.23322607e-15  3.14506820e+03  6.13279818e-14  2.06838513e+02  3.20601131e-13  3.10845998e+01  1.28240977e-12  3.10847325e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  6.23338065e-15  3.00275481e+03  6.13279974e-14  1.97482325e+02  3.20569145e-13  2.96788237e+01  1.28228137e-12  2.96789250e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  6.23352155e-15  2.86671320e+03  6.13279859e-14  1.88551635e+02  3.20534036e-13  2.83366017e+01  1.28214051e-12  2.83366967e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  6.23364998e-15  2.73719475e+03  6.13279471e-14  1.80024395e+02  3.20495505e-13  2.70550995e+01  1.28198600e-12  2.70551810e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  6.23376705e-15  2.61381179e+03  6.13278808e-14  1.71884696e+02  3.20453225e-13  2.58315440e+01  1.28181652e-12  2.58316191e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  6.23387375e-15  2.49528967e+03  6.13277863e-14  1.64110997e+02  3.20406835e-13  2.46633108e+01  1.28163064e-12  2.46633789e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  6.23397101e-15  2.38266581e+03  6.13276628e-14  1.56689122e+02  3.20355942e-13  2.35479277e+01  1.28142678e-12  2.35479823e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  6.23405964e-15  2.27472410e+03  6.13275093e-14  1.49603067e+02  3.20300114e-13  2.24829745e+01  1.28120320e-12  2.24830275e+01  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  6.23414042e-15  2.17194433e+03  6.13273245e-14  1.42837589e+02  3.20238878e-13  2.14661960e+01  1.28095801e-12  2.14662421e+01  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  6.23421404e-15  2.07365809e+03  6.13271067e-14  1.36377573e+02  3.20171715e-13  2.04953863e+01  1.28068914e-12  2.04954238e+01  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  6.23428113e-15  1.98012789e+03  6.13268542e-14  1.30210537e+02  3.20098058e-13  1.95684922e+01  1.28039431e-12  1.95685222e+01  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  6.23434226e-15  1.89047510e+03  6.13265648e-14  1.24321538e+02  3.20017284e-13  1.86835047e+01  1.28007103e-12  1.86835292e+01  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  6.23439795e-15  1.80502732e+03  6.13262359e-14  1.18699372e+02  3.19928713e-13  1.78385459e+01  1.27971658e-12  1.78385703e+01  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  6.23444870e-15  1.72336332e+03  6.13258647e-14  1.13331392e+02  3.19831598e-13  1.70317970e+01  1.27932797e-12  1.70318183e+01  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  6.23449492e-15  1.64555263e+03  6.13254481e-14  1.08206054e+02  3.19725124e-13  1.62615389e+01  1.27890193e-12  1.62615582e+01  9.99808685e-10  7.22215418e-01 
 2.40924169e+08  6.23453701e-15  1.57099576e+03  6.13249826e-14  1.03312445e+02  3.19608397e-13  1.55261131e+01  1.27843490e-12  1.55261304e+01  9.99828928e-10  7.56409403e-01 
 2.52336071e+08  6.23457535e-15  1.49999584e+03  6.13244640e-14  9.86402272e+01  3.19480441e-13  1.48239443e+01  1.27792296e-12  1.48239584e+01  9.99851134e-10  7.92220778e-01 
 2.64288522e+08  6.23461025e-15  1.43221906e+03  6.13238880e-14  9.41792701e+01  3.19340186e-13  1.41535340e+01  1.27736183e-12  1.41535452e+01  9.99875496e-10  8.29725813e-01 
 2.76807128e+08  6.23464201e-15  1.36741962e+03  6.13232497e-14  8.99199890e+01  3.19186464e-13  1.35134417e+01  1.27674685e-12  1.35134525e+01  9.99902221e-10  8.69004342e-01 
 2.89918705e+08  6.23467092e-15  1.30562527e+03  6.13225435e-14  8.58533234e+01  3.19017999e-13  1.29022969e+01  1.27607290e-12  1.29023068e+01  9.99931539e-10  9.10139921e-01 
 3.03651341e+08  6.23469720e-15  1.24655654e+03  6.13217634e-14  8.19707919e+01  3.18833396e-13  1.23187917e+01  1.27533441e-12  1.23188012e+01  9.99963703e-10  9.53219997e-01 
 3.18034453e+08  6.23472110e-15  1.19017198e+03  6.13209028e-14  7.82636177e+01  3.18631131e-13  1.17616752e+01  1.27452528e-12  1.17616832e+01  9.99998988e-10  9.98336084e-01 
 3.33098852e+08  6.23474281e-15  1.13636667e+03  6.13199543e-14  7.47241936e+01  3.18409542e-13  1.12297542e+01  1.27363885e-12  1.12297603e+01  1.00003770e-09  1.04558394e+00 
 3.48876811e+08  6.23476253e-15  1.08493156e+03  6.13189096e-14  7.13448357e+01  3.18166813e-13  1.07218891e+01  1.27266788e-12  1.07218946e+01  1.00008017e-09  1.09506376e+00 
 3.65402126e+08  6.23478041e-15  1.03589109e+03  6.13177600e-14  6.81182444e+01  3.17900966e-13  1.02369920e+01  1.27160443e-12  1.02369965e+01  1.00012676e-09  1.14688036e+00 
 3.82710200e+08  6.23479662e-15  9.89056501e+02  6.13164956e-14  6.50376304e+01  3.17609846e-13  9.77402421e+00  1.27043990e-12  9.77402820e+00  1.00017787e-09  1.20114341e+00 
 4.00838108e+08  6.23481129e-15  9.44305840e+02  6.13151054e-14  6.20963686e+01  3.17291103e-13  9.33199458e+00  1.26916488e-12  9.33199806e+00  1.00023394e-09  1.25796759e+00 
 4.19824685e+08  6.23482455e-15  9.01577824e+02  6.13135777e-14  5.92879834e+01  3.16942180e-13  8.90995558e+00  1.26776915e-12  8.90995878e+00  1.00029547e-09  1.31747285e+00 
 4.39710602e+08  6.23483651e-15  8.60819327e+02  6.13118993e-14  5.66067533e+01  3.16560300e-13  8.50700272e+00  1.26624159e-12  8.50700521e+00  1.00036296e-09  1.37978463e+00 
