 frequency       c_dasm          q_dasm          c_dalg          q_dalg          c_dpsm          q_dpsm          c_dplg          q_dplg          l_ref           q_ref          
 1.00000000e+08  2.93013091e-15  1.07178338e+01  2.75496681e-13  1.05402686e+01  2.61026243e-15  1.62817893e+01  2.39305171e-13  1.55733386e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  2.92783102e-15  1.02346273e+01  2.75258001e-13  1.00636318e+01  2.60951159e-15  1.55470454e+01  2.39209867e-13  1.48690736e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  2.92527181e-15  9.77313978e+00  2.74996611e-13  9.60855106e+00  2.60864731e-15  1.48453637e+01  2.39105368e-13  1.41966583e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  2.92243285e-15  9.33240914e+00  2.74710408e-13  9.17405169e+00  2.60766243e-15  1.41752726e+01  2.38990803e-13  1.35546526e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  2.91929159e-15  8.91151446e+00  2.74397104e-13  8.75920319e+00  2.60654882e-15  1.35353638e+01  2.38865220e-13  1.29416816e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  2.91582326e-15  8.50957427e+00  2.74054211e-13  8.36311709e+00  2.60529731e-15  1.29242904e+01  2.38727580e-13  1.23564323e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  2.91200073e-15  8.12574510e+00  2.73679026e-13  7.98494507e+00  2.60389761e-15  1.23407640e+01  2.38576748e-13  1.17976513e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  2.90779432e-15  7.75922000e+00  2.73268616e-13  7.62387718e+00  2.60233825e-15  1.17835526e+01  2.38411482e-13  1.12641418e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  2.90317168e-15  7.40922709e+00  2.72819803e-13  7.27914008e+00  2.60060651e-15  1.12514783e+01  2.38230431e-13  1.07547609e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  2.89809760e-15  7.07502821e+00  2.72329145e-13  6.94999542e+00  2.59868830e-15  1.07434149e+01  2.38032119e-13  1.02684178e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  2.89253387e-15  6.75591750e+00  2.71792921e-13  6.63573819e+00  2.59656812e-15  1.02582859e+01  2.37814937e-13  9.80407062e+00  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  2.88643912e-15  6.45122013e+00  2.71207112e-13  6.33569530e+00  2.59422889e-15  9.79506229e+00  2.37577134e-13  9.36072482e+00  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  2.87976863e-15  6.16029102e+00  2.70567389e-13  6.04922408e+00  2.59165188e-15  9.35276086e+00  2.37316803e-13  8.93743074e+00  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  2.87247421e-15  5.88251355e+00  2.69869092e-13  5.77571092e+00  2.58881659e-15  8.93044190e+00  2.37031870e-13  8.53328169e+00  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  2.86450403e-15  5.61729846e+00  2.69107217e-13  5.51456996e+00  2.58570061e-15  8.52720749e+00  2.36720083e-13  8.14741198e+00  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  2.85580248e-15  5.36408261e+00  2.68276402e-13  5.26524185e+00  2.58227952e-15  8.14219973e+00  2.36378995e-13  7.77899506e+00  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  2.84631011e-15  5.12232792e+00  2.67370914e-13  5.02719252e+00  2.57852671e-15  7.77459899e+00  2.36005954e-13  7.42724177e+00  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  2.83596352e-15  4.89152029e+00  2.66384643e-13  4.79991206e+00  2.57441327e-15  7.42362225e+00  2.35598086e-13  7.09139863e+00  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  2.82469530e-15  4.67116857e+00  2.65311092e-13  4.58291363e+00  2.56990785e-15  7.08852149e+00  2.35152284e-13  6.77074624e+00  9.99808685e-10  7.22215418e-01 
 2.40924169e+08  2.81243409e-15  4.46080359e+00  2.64143381e-13  4.37573240e+00  2.56497647e-15  6.76858222e+00  2.34665189e-13  6.46459773e+00  9.99828928e-10  7.56409403e-01 
 2.52336071e+08  2.79910461e-15  4.25997715e+00  2.62874243e-13  4.17792458e+00  2.55958243e-15  6.46312194e+00  2.34133179e-13  6.17229729e+00  9.99851134e-10  7.92220778e-01 
 2.64288522e+08  2.78462778e-15  4.06826118e+00  2.61496044e-13  3.98906645e+00  2.55368612e-15  6.17148879e+00  2.33552354e-13  5.89321879e+00  9.99875496e-10  8.29725813e-01 
 2.76807128e+08  2.76892101e-15  3.88524684e+00  2.60000792e-13  3.80875344e+00  2.54724490e-15  5.89306019e+00  2.32918522e-13  5.62676440e+00  9.99902221e-10  8.69004342e-01 
 2.89918705e+08  2.75189843e-15  3.71054366e+00  2.58380171e-13  3.63659931e+00  2.54021297e-15  5.62724153e+00  2.32227187e-13  5.37236334e+00  9.99931539e-10  9.10139921e-01 
 3.03651341e+08  2.73347138e-15  3.54377874e+00  2.56625576e-13  3.47223528e+00  2.53254126e-15  5.37346492e+00  2.31473536e-13  5.12947063e+00  9.99963703e-10  9.53219997e-01 
 3.18034453e+08  2.71354896e-15  3.38459599e+00  2.54728162e-13  3.31530925e+00  2.52417731e-15  5.13118807e+00  2.30652435e-13  4.89756596e+00  9.99998988e-10  9.98336084e-01 
 3.33098852e+08  2.69203873e-15  3.23265540e+00  2.52678911e-13  3.16548507e+00  2.51506524e-15  4.89989307e+00  2.29758417e-13  4.67615254e+00  1.00003770e-09  1.04558394e+00 
 3.48876811e+08  2.66884755e-15  3.08763229e+00  2.50468707e-13  3.02244178e+00  2.50514566e-15  4.67908537e+00  2.28785682e-13  4.46475606e+00  1.00008017e-09  1.09506376e+00 
 3.65402126e+08  2.64388268e-15  2.94921668e+00  2.48088433e-13  2.88587296e+00  2.49435573e-15  4.46829270e+00  2.27728099e-13  4.26292365e+00  1.00012676e-09  1.14688036e+00 
 3.82710200e+08  2.61705293e-15  2.81711260e+00  2.45529086e-13  2.75548603e+00  2.48262917e-15  4.26706408e+00  2.26579209e-13  4.07022293e+00  1.00017787e-09  1.20114341e+00 
 4.00838108e+08  2.58827012e-15  2.69103748e+00  2.42781904e-13  2.63100168e+00  2.46989639e-15  4.07496887e+00  2.25332243e-13  3.88624108e+00  1.00023394e-09  1.25796759e+00 
 4.19824685e+08  2.55745063e-15  2.57072156e+00  2.39838519e-13  2.51215323e+00  2.45608471e-15  3.89159586e+00  2.23980136e-13  3.71058396e+00  1.00029547e-09  1.31747285e+00 
 4.39710602e+08  2.52451725e-15  2.45590730e+00  2.36691124e-13  2.39868606e+00  2.44111858e-15  3.71655239e+00  2.22515560e-13  3.54287524e+00  1.00036296e-09  1.37978463e+00 
 4.60538460e+08  2.48940107e-15  2.34634887e+00  2.33332662e-13  2.29035708e+00  2.42491999e-15  3.54946352e+00  2.20930961e-13  3.38275561e+00  1.00043702e-09  1.44503406e+00 
 4.82352874e+08  2.45204359e-15  2.24181158e+00  2.29757023e-13  2.18693422e+00  2.40740895e-15  3.38997121e+00  2.19218607e-13  3.22988204e+00  1.00051826e-09  1.51335822e+00 
 5.05200577e+08  2.41239897e-15  2.14207140e+00  2.25959259e-13  2.08819588e+00  2.38850408e-15  3.23773359e+00  2.17370654e-13  3.08392697e+00  1.00060740e-09  1.58490037e+00 
 5.29130511e+08  2.37043625e-15  2.04691449e+00  2.21935807e-13  1.99393052e+00  2.36812339e-15  3.09242419e+00  2.15379219e-13  2.94457769e+00  1.00070521e-09  1.65981022e+00 
 5.54193938e+08  2.32614165e-15  1.95613672e+00  2.17684713e-13  1.90393617e+00  2.34618513e-15  2.95373123e+00  2.13236470e-13  2.81153562e+00  1.00081252e-09  1.73824415e+00 
 5.80444550e+08  2.27952074e-15  1.86954324e+00  2.13205850e-13  1.81801999e+00  2.32260890e-15  2.82135699e+00  2.10934736e-13  2.68451567e+00  1.00093026e-09  1.82036548e+00 
 6.07938580e+08  2.23060050e-15  1.78694804e+00  2.08501127e-13  1.73599787e+00  2.29731680e-15  2.69501715e+00  2.08466624e-13  2.56324565e+00  1.00105946e-09  1.90634473e+00 
 6.36734925e+08  2.17943113e-15  1.70817357e+00  2.03574679e-13  1.65769406e+00  2.27023484e-15  2.57444013e+00  2.05825164e-13  2.44746567e+00  1.00120122e-09  1.99635988e+00 
 6.66895272e+08  2.12608746e-15  1.63305033e+00  1.98433019e-13  1.58294073e+00  2.24129446e-15  2.45936654e+00  2.03003957e-13  2.33692759e+00  1.00135677e-09  2.09059664e+00 
 6.98484230e+08  2.07066998e-15  1.56141650e+00  1.93085159e-13  1.51157767e+00  2.21043423e-15  2.34954862e+00  1.99997347e-13  2.23139448e+00  1.00152747e-09  2.18924870e+00 
 7.31569468e+08  2.01330529e-15  1.49311758e+00  1.87542677e-13  1.44345191e+00  2.17760159e-15  2.24474965e+00  1.96800598e-13  2.13064012e+00  1.00171479e-09  2.29251798e+00 
 7.66221861e+08  1.95414597e-15  1.42800603e+00  1.81819727e-13  1.37841740e+00  2.14275478e-15  2.14474347e+00  1.93410083e-13  2.03444850e+00  1.00192035e-09  2.40061489e+00 
 8.02515641e+08  1.89336976e-15  1.36594098e+00  1.75932989e-13  1.31633470e+00  2.10586475e-15  2.04931395e+00  1.89823478e-13  1.94261336e+00  1.00214595e-09  2.51375859e+00 
 8.40528555e+08  1.83117805e-15  1.30678784e+00  1.69901541e-13  1.25707068e+00  2.06691710e-15  1.95825453e+00  1.86039954e-13  1.85493776e+00  1.00239354e-09  2.63217719e+00 
 8.80342035e+08  1.76779361e-15  1.25041805e+00  1.63746673e-13  1.20049822e+00  2.02591391e-15  1.87136772e+00  1.82060356e-13  1.77123364e+00  1.00266528e-09  2.75610798e+00 
