 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  6.63713138e-15  3.54893133e+03  6.62343197e-14  2.30408101e+02  3.50159690e-13  3.42526380e+01  1.40064636e-12  3.42528286e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  6.63735526e-15  3.38835540e+03  6.62344226e-14  2.19989454e+02  3.50130997e-13  3.27035709e+01  1.40053092e-12  3.27037474e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  6.63755934e-15  3.23564150e+03  6.62344940e-14  2.10041368e+02  3.50099486e-13  3.12245895e+01  1.40040426e-12  3.12247321e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  6.63774536e-15  3.08942240e+03  6.62345345e-14  2.00543185e+02  3.50064888e-13  2.98124508e+01  1.40026531e-12  2.98125798e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  6.63791493e-15  2.94979266e+03  6.62345445e-14  1.91474303e+02  3.50026909e-13  2.84641939e+01  1.40011288e-12  2.84643019e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  6.63806950e-15  2.81651788e+03  6.62345239e-14  1.82814160e+02  3.49985224e-13  2.71769158e+01  1.39994568e-12  2.71770002e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  6.63821039e-15  2.68906179e+03  6.62344727e-14  1.74547025e+02  3.49939479e-13  2.59478451e+01  1.39976228e-12  2.59479322e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  6.63833881e-15  2.56718344e+03  6.62343904e-14  1.66653249e+02  3.49889286e-13  2.47743626e+01  1.39956112e-12  2.47744375e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  6.63845586e-15  2.45171270e+03  6.62342763e-14  1.59116547e+02  3.49834218e-13  2.36539459e+01  1.39934050e-12  2.36540088e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  6.63856254e-15  2.34092221e+03  6.62341294e-14  1.51920918e+02  3.49773808e-13  2.25842091e+01  1.39909853e-12  2.25842659e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  6.63865977e-15  2.23476661e+03  6.62339484e-14  1.45050169e+02  3.49707544e-13  2.15628416e+01  1.39883319e-12  2.15628837e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  6.63874839e-15  2.13381630e+03  6.62337319e-14  1.38490329e+02  3.49634864e-13  2.05876726e+01  1.39854220e-12  2.05877135e+01  9.99709160e-10  5.22416968e-01 
