 frequency       c_dasm          q_dasm          c_dalg          q_dalg          c_dpsm          q_dpsm          c_dplg          q_dplg          l_ref           q_ref          
 1.00000000e+08  2.46365635e-15  1.29625043e+01  2.31955918e-13  1.25699716e+01  2.18384059e-15  1.96380768e+01  1.98743465e-13  1.87936263e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  2.46242144e-15  1.23779847e+01  2.31814261e-13  1.20015412e+01  2.18350464e-15  1.87521115e+01  1.98689147e-13  1.79437249e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  2.46102734e-15  1.18197347e+01  2.31659026e-13  1.14588177e+01  2.18309495e-15  1.79059647e+01  1.98629555e-13  1.71322586e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  2.45946272e-15  1.12865904e+01  2.31488940e-13  1.09406390e+01  2.18260810e-15  1.70978694e+01  1.98564187e-13  1.63574895e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  2.45771487e-15  1.07774374e+01  2.31302613e-13  1.04458951e+01  2.18204004e-15  1.63261342e+01  1.98492496e-13  1.56177582e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  2.45576970e-15  1.02912092e+01  2.31098533e-13  9.97352659e+00  2.18138606e-15  1.55891404e+01  1.98413881e-13  1.49114807e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  2.45361156e-15  9.82688534e+00  2.30875050e-13  9.52252173e+00  2.18064071e-15  1.48853394e+01  1.98327685e-13  1.42371441e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  2.45122321e-15  9.38348934e+00  2.30630367e-13  9.09191458e+00  2.17979781e-15  1.42132496e+01  1.98233192e-13  1.35933042e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  2.44858567e-15  8.96008734e+00  2.30362532e-13  8.68078286e+00  2.17885041e-15  1.35714542e+01  1.98129615e-13  1.29785820e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  2.44567812e-15  8.55578620e+00  2.30069419e-13  8.28824601e+00  2.17779067e-15  1.29585980e+01  1.98016097e-13  1.23916609e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  2.44247779e-15  8.16973190e+00  2.29748724e-13  7.91346324e+00  2.17660989e-15  1.23733855e+01  1.97891701e-13  1.18312837e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  2.43895981e-15  7.80110794e+00  2.29397943e-13  7.55563182e+00  2.17529837e-15  1.18145780e+01  1.97755405e-13  1.12962503e+01  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  2.43509711e-15  7.44913381e+00  2.29014364e-13  7.21398530e+00  2.17384540e-15  1.12809916e+01  1.97606092e-13  1.07854145e+01  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  2.43086025e-15  7.11306345e+00  2.28595054e-13  6.88779189e+00  2.17223915e-15  1.07714946e+01  1.97442545e-13  1.02976823e+01  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  2.42621730e-15  6.79218386e+00  2.28136839e-13  6.57635289e+00  2.17046662e-15  1.02850053e+01  1.97263436e-13  9.83200882e+00  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  2.42113371e-15  6.48581366e+00  2.27636295e-13  6.27900121e+00  2.16851351e-15  9.82049034e+00  1.97067322e-13  9.38739669e+00  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  2.41557216e-15  6.19330177e+00  2.27089732e-13  5.99509991e+00  2.16636418e-15  9.37696202e+00  1.96852629e-13  8.96289352e+00  9.99773413e-10  6.58391420e-01 
