 frequency       c_dasm          q_dasm          c_dalg          q_dalg          c_dpsm          q_dpsm          c_dplg          q_dplg          l_ref           q_ref          
 1.00000000e+08  3.36470603e-15  9.19981147e+00  2.99399519e-13  9.67638598e+00  2.83409004e-15  1.49132281e+01  2.60904971e-13  1.42647970e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  3.36102733e-15  8.78591171e+00  2.99092295e-13  9.23882946e+00  2.83305192e-15  1.42401880e+01  2.60781155e-13  1.36197113e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  3.35696120e-15  8.39051527e+00  2.98755965e-13  8.82106027e+00  2.83187298e-15  1.35974491e+01  2.60645427e-13  1.30037995e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  3.35247587e-15  8.01281619e+00  2.98387855e-13  8.42218398e+00  2.83054350e-15  1.29836611e+01  2.60496662e-13  1.24157423e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  3.34753662e-15  7.65204115e+00  2.97985059e-13  8.04134658e+00  2.82905258e-15  1.23975319e+01  2.60333632e-13  1.18542802e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  3.34210554e-15  7.30744845e+00  2.97544424e-13  7.67773261e+00  2.82738799e-15  1.18378261e+01  2.60154998e-13  1.13182108e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  3.33614139e-15  6.97832702e+00  2.97062534e-13  7.33056350e+00  2.82553616e-15  1.13033621e+01  2.59959295e-13  1.08063858e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  3.32959938e-15  6.66399544e+00  2.96535685e-13  6.99909582e+00  2.82348203e-15  1.07930100e+01  2.59744928e-13  1.03177090e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  3.32243102e-15  6.36380091e+00  2.95959877e-13  6.68261977e+00  2.82120898e-15  1.03056897e+01  2.59510158e-13  9.85113371e+00  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  3.31458388e-15  6.07711827e+00  2.95330784e-13  6.38045762e+00  2.81869871e-15  9.84036888e+00  2.59253090e-13  9.40566050e+00  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  3.30600147e-15  5.80334895e+00  2.94643748e-13  6.09196227e+00  2.81593111e-15  9.39606061e+00  2.58971661e-13  8.98033521e+00  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  3.29662303e-15  5.54192006e+00  2.93893751e-13  5.81651589e+00  2.81288416e-15  8.97182178e+00  2.58663628e-13  8.57424680e+00  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  3.28638344e-15  5.29228338e+00  2.93075404e-13  5.55352855e+00  2.80953377e-15  8.56675115e+00  2.58326555e-13  8.18652544e+00  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  3.27521305e-15  5.05391439e+00  2.92182931e-13  5.30243701e+00  2.80585367e-15  8.17998752e+00  2.57957793e-13  7.81634061e+00  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  3.26303761e-15  4.82631141e+00  2.91210155e-13  5.06270350e+00  2.80181522e-15  7.81070807e+00  2.57554473e-13  7.46289939e+00  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  3.24977828e-15  4.60899464e+00  2.90150487e-13  4.83381457e+00  2.79738730e-15  7.45812669e+00  2.57113484e-13  7.12544466e+00  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  3.23535159e-15  4.40150531e+00  2.88996918e-13  4.61527996e+00  2.79253612e-15  7.12149235e+00  2.56631464e-13  6.80325359e+00  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  3.21966957e-15  4.20340480e+00  2.87742022e-13  4.40663162e+00  2.78722508e-15  6.80008766e+00  2.56104775e-13  6.49563602e+00  9.99790233e-10  6.89565959e-01 
