 frequency       c_dasm          q_dasm          c_dalg          q_dalg          c_dpsm          q_dpsm          c_dplg          q_dplg          l_ref           q_ref          
 1.00000000e+08  3.06453476e-15  1.02062817e+01  2.89916440e-13  1.00022476e+01  2.75182042e-15  1.54000678e+01  2.52817856e-13  1.47296316e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  3.06185194e-15  9.74602723e+00  2.89637806e-13  9.54994146e+00  2.75089548e-15  1.47050735e+01  2.52705320e-13  1.40635235e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  3.05887406e-15  9.30647854e+00  2.89332728e-13  9.11809126e+00  2.74984050e-15  1.40413632e+01  2.52581944e-13  1.34275397e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  3.05557748e-15  8.88671629e+00  2.88998769e-13  8.70577212e+00  2.74864677e-15  1.34075431e+01  2.52446706e-13  1.28203182e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  3.05193622e-15  8.48586065e+00  2.88633280e-13  8.31210098e+00  2.74730447e-15  1.28022799e+01  2.52298486e-13  1.22405585e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  3.04792181e-15  8.10306980e+00  2.88233382e-13  7.93623471e+00  2.74580257e-15  1.22242985e+01  2.52136063e-13  1.16870187e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  3.04350309e-15  7.73753842e+00  2.87795954e-13  7.57736827e+00  2.74412878e-15  1.16723791e+01  2.51958102e-13  1.11585134e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  3.03864609e-15  7.38849626e+00  2.87317611e-13  7.23473304e+00  2.74226946e-15  1.11453556e+01  2.51763147e-13  1.06539105e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  3.03331384e-15  7.05520673e+00  2.86794691e-13  6.90759514e+00  2.74020951e-15  1.06421130e+01  2.51549611e-13  1.01721292e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  3.02746623e-15  6.73696554e+00  2.86223233e-13  6.59525390e+00  2.73793229e-15  1.01615855e+01  2.51315765e-13  9.71213759e+00  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  3.02105978e-15  6.43309940e+00  2.85598964e-13  6.29704030e+00  2.73541947e-15  9.70275437e+00  2.51059724e-13  9.27295040e+00  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  3.01404752e-15  6.14296469e+00  2.84917276e-13  6.01231558e+00  2.73265099e-15  9.26464589e+00  2.50779438e-13  8.85362688e+00  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  3.00637882e-15  5.86594626e+00  2.84173214e-13  5.74046989e+00  2.72960484e-15  8.84632960e+00  2.50472678e-13  8.45326886e+00  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  2.99799924e-15  5.60145623e+00  2.83361458e-13  5.48092093e+00  2.72625699e-15  8.44691637e+00  2.50137022e-13  8.07101876e+00  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  2.98885036e-15  5.34893285e+00  2.82476309e-13  5.23311275e+00  2.72258125e-15  8.06555666e+00  2.49769841e-13  7.70605780e+00  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  2.97886973e-15  5.10783933e+00  2.81511678e-13  4.99651454e+00  2.71854909e-15  7.70143879e+00  2.49368286e-13  7.35760421e+00  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  2.96799074e-15  4.87766287e+00  2.80461072e-13  4.77061950e+00  2.71412952e-15  7.35378733e+00  2.48929269e-13  7.02491159e+00  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  2.95614260e-15  4.65791353e+00  2.79317597e-13  4.55494375e+00  2.70928893e-15  7.02186152e+00  2.48449453e-13  6.70726728e+00  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  2.94325035e-15  4.44812331e+00  2.78073948e-13  4.34902530e+00  2.70399092e-15  6.70495373e+00  2.47925232e-13  6.40399085e+00  9.99808685e-10  7.22215418e-01 
 2.40924169e+08  2.92923494e-15  4.24784517e+00  2.76722420e-13  4.15242306e+00  2.69819617e-15  6.40238807e+00  2.47352720e-13  6.11443268e+00  9.99828928e-10  7.56409403e-01 
 2.52336071e+08  2.91401335e-15  4.05665214e+00  2.75254919e-13  3.96471588e+00  2.69186227e-15  6.11351894e+00  2.46727732e-13  5.83797247e+00  9.99851134e-10  7.92220778e-01 
 2.64288522e+08  2.89749885e-15  3.87413642e+00  2.73662980e-13  3.78550168e+00  2.68494357e-15  5.83772976e+00  2.46045772e-13  5.57401803e+00  9.99875496e-10  8.29725813e-01 
 2.76807128e+08  2.87960132e-15  3.69990854e+00  2.71937798e-13  3.61439656e+00  2.67739108e-15  5.57443160e+00  2.45302021e-13  5.32200391e+00  9.99902221e-10  8.69004342e-01 
 2.89918705e+08  2.86022774e-15  3.53359660e+00  2.70070272e-13  3.45103399e+00  2.66915232e-15  5.32306206e+00  2.44491324e-13  5.08139028e+00  9.99931539e-10  9.10139921e-01 
 3.03651341e+08  2.83928273e-15  3.37484543e+00  2.68051056e-13  3.29506402e+00  2.66017122e-15  5.08308403e+00  2.43608182e-13  4.85166168e+00  9.99963703e-10  9.53219997e-01 
 3.18034453e+08  2.81666933e-15  3.22331591e+00  2.65870630e-13  3.14615253e+00  2.65038809e-15  4.85398456e+00  2.42646745e-13  4.63232599e+00  9.99998988e-10  9.98336084e-01 
 3.33098852e+08  2.79228993e-15  3.07868423e+00  2.63519383e-13  3.00398054e+00  2.63973955e-15  4.63527384e+00  2.41600812e-13  4.42291336e+00  1.00003770e-09  1.04558394e+00 
