 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  5.46670982e-15  4.32295448e+03  5.22871701e-14  2.92066925e+02  2.67306923e-13  4.48933038e+01  1.06923529e-12  4.48936393e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  5.46693372e-15  4.12911484e+03  5.22873346e-14  2.78858147e+02  2.67294292e-13  4.28630514e+01  1.06918409e-12  4.28633291e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  5.46713782e-15  3.93982334e+03  5.22874735e-14  2.66246155e+02  2.67280396e-13  4.09245518e+01  1.06912790e-12  4.09247852e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  5.46732388e-15  3.76294555e+03  5.22875880e-14  2.54208514e+02  2.67265115e-13  3.90737660e+01  1.06906622e-12  3.90739944e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  5.46749348e-15  3.59277813e+03  5.22876792e-14  2.42711444e+02  2.67248321e-13  3.73066808e+01  1.06899853e-12  3.73068420e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  5.46764808e-15  3.42993284e+03  5.22877478e-14  2.31736100e+02  2.67229869e-13  3.56195111e+01  1.06892426e-12  3.56196896e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  5.46778900e-15  3.27647048e+03  5.22877943e-14  2.21258181e+02  2.67209602e-13  3.40086378e+01  1.06884277e-12  3.40087458e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  5.46791746e-15  3.12806287e+03  5.22878193e-14  2.11252393e+02  2.67187346e-13  3.24706182e+01  1.06875336e-12  3.24707225e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  5.46803455e-15  2.98672857e+03  5.22878228e-14  2.01697635e+02  2.67162913e-13  3.10021396e+01  1.06865528e-12  3.10022412e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  5.46814128e-15  2.85187303e+03  5.22878050e-14  1.92576727e+02  2.67136094e-13  2.96000770e+01  1.06854768e-12  2.96001763e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  5.46823857e-15  2.72257966e+03  5.22877656e-14  1.83868059e+02  2.67106661e-13  2.82614324e+01  1.06842966e-12  2.82615107e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  5.46832724e-15  2.59949497e+03  5.22877043e-14  1.75552784e+02  2.67074363e-13  2.69833145e+01  1.06830020e-12  2.69833755e+01  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  5.46840806e-15  2.48218543e+03  5.22876207e-14  1.67613655e+02  2.67038925e-13  2.57630020e+01  1.06815820e-12  2.57630552e+01  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  5.46848172e-15  2.36981621e+03  5.22875140e-14  1.60033069e+02  2.67000046e-13  2.45978776e+01  1.06800246e-12  2.45979337e+01  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  5.46854885e-15  2.26260352e+03  5.22873832e-14  1.52795705e+02  2.66957396e-13  2.34854441e+01  1.06783166e-12  2.34854860e+01  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  5.46861003e-15  2.16024260e+03  5.22872273e-14  1.45885597e+02  2.66910613e-13  2.24233195e+01  1.06764435e-12  2.24233553e+01  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  5.46866579e-15  2.06252983e+03  5.22870449e-14  1.39288116e+02  2.66859301e-13  2.14092332e+01  1.06743893e-12  2.14092679e+01  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  5.46871659e-15  1.96938360e+03  5.22868345e-14  1.32988864e+02  2.66803026e-13  2.04410050e+01  1.06721368e-12  2.04410372e+01  9.99790233e-10  6.89565959e-01 
