 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  5.50707301e-15  4.29344140e+03  5.27492843e-14  2.89496277e+02  2.69982039e-13  4.44476987e+01  1.07993575e-12  4.44480591e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  5.50729691e-15  4.09705434e+03  5.27494472e-14  2.76408658e+02  2.69969017e-13  4.24375488e+01  1.07988300e-12  4.24378533e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  5.50750101e-15  3.91217862e+03  5.27495844e-14  2.63907303e+02  2.69954693e-13  4.05183532e+01  1.07982509e-12  4.05186182e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  5.50768707e-15  3.73525982e+03  5.27496970e-14  2.51975502e+02  2.69938943e-13  3.86859505e+01  1.07976153e-12  3.86861673e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  5.50785667e-15  3.56644433e+03  5.27497861e-14  2.40580059e+02  2.69921634e-13  3.69363975e+01  1.07969178e-12  3.69365771e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  5.50801127e-15  3.40617294e+03  5.27498524e-14  2.29699032e+02  2.69902618e-13  3.52659535e+01  1.07961525e-12  3.52661204e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  5.50815219e-15  3.25072832e+03  5.27498964e-14  2.19312511e+02  2.69881731e-13  3.36710899e+01  1.07953129e-12  3.36712259e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  5.50828065e-15  3.10420825e+03  5.27499185e-14  2.09394051e+02  2.69858797e-13  3.21483187e+01  1.07943916e-12  3.21484231e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  5.50839774e-15  2.96426708e+03  5.27499190e-14  1.99926294e+02  2.69833620e-13  3.06944245e+01  1.07933810e-12  3.06945381e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  5.50850447e-15  2.83065458e+03  5.27498978e-14  1.90884515e+02  2.69805984e-13  2.93062904e+01  1.07922724e-12  2.93063893e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  5.50860175e-15  2.70206767e+03  5.27498548e-14  1.82251524e+02  2.69775655e-13  2.79809092e+01  1.07910563e-12  2.79809807e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  5.50869042e-15  2.58013326e+03  5.27497895e-14  1.74009475e+02  2.69742375e-13  2.67154907e+01  1.07897225e-12  2.67155564e+01  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  5.50877124e-15  2.46335392e+03  5.27497015e-14  1.66140315e+02  2.69705861e-13  2.55072957e+01  1.07882594e-12  2.55073559e+01  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  5.50884490e-15  2.35214105e+03  5.27495899e-14  1.58626982e+02  2.69665801e-13  2.43537359e+01  1.07866549e-12  2.43537796e+01  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  5.50891203e-15  2.24562030e+03  5.27494538e-14  1.51452961e+02  2.69621857e-13  2.32523469e+01  1.07848951e-12  2.32523925e+01  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  5.50897320e-15  2.14411455e+03  5.27492921e-14  1.44604063e+02  2.69573655e-13  2.22007547e+01  1.07829652e-12  2.22007997e+01  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  5.50902895e-15  2.04730458e+03  5.27491034e-14  1.38064680e+02  2.69520788e-13  2.11967370e+01  1.07808488e-12  2.11967733e+01  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  5.50907975e-15  1.95451955e+03  5.27488860e-14  1.31820622e+02  2.69462807e-13  2.02381137e+01  1.07785280e-12  2.02381438e+01  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  5.50912604e-15  1.86628675e+03  5.27486380e-14  1.25859421e+02  2.69399222e-13  1.93228514e+01  1.07759832e-12  1.93228780e+01  9.99808685e-10  7.22215418e-01 
 2.40924169e+08  5.50916821e-15  1.78204437e+03  5.27483574e-14  1.20167235e+02  2.69329497e-13  1.84489780e+01  1.07731930e-12  1.84490000e+01  9.99828928e-10  7.56409403e-01 
 2.52336071e+08  5.50920662e-15  1.70131270e+03  5.27480418e-14  1.14732798e+02  2.69253044e-13  1.76146243e+01  1.07701337e-12  1.76146435e+01  9.99851134e-10  7.92220778e-01 
 2.64288522e+08  5.50924160e-15  1.62443124e+03  5.27476884e-14  1.09543993e+02  2.69169219e-13  1.68180057e+01  1.07667796e-12  1.68180190e+01  9.99875496e-10  8.29725813e-01 
 2.76807128e+08  5.50927346e-15  1.55089247e+03  5.27472942e-14  1.04590025e+02  2.69077319e-13  1.60574127e+01  1.07631027e-12  1.60574290e+01  9.99902221e-10  8.69004342e-01 
 2.89918705e+08  5.50930246e-15  1.48071821e+03  5.27468559e-14  9.98599318e+01  2.68976573e-13  1.53312199e+01  1.07590719e-12  1.53312323e+01  9.99931539e-10  9.10139921e-01 
 3.03651341e+08  5.50932886e-15  1.41379277e+03  5.27463696e-14  9.53437896e+01  2.68866138e-13  1.46378662e+01  1.07546537e-12  1.46378759e+01  9.99963703e-10  9.53219997e-01 
 3.18034453e+08  5.50935288e-15  1.34984241e+03  5.27458312e-14  9.10320866e+01  2.68745092e-13  1.39758701e+01  1.07498112e-12  1.39758812e+01  9.99998988e-10  9.98336084e-01 
 3.33098852e+08  5.50937473e-15  1.28885337e+03  5.27452362e-14  8.69151731e+01  2.68612429e-13  1.33438125e+01  1.07445040e-12  1.33438215e+01  1.00003770e-09  1.04558394e+00 
 3.48876811e+08  5.50939459e-15  1.23062057e+03  5.27445794e-14  8.29843851e+01  2.68467046e-13  1.27403381e+01  1.07386881e-12  1.27403459e+01  1.00008017e-09  1.09506376e+00 
 3.65402126e+08  5.50941263e-15  1.17493656e+03  5.27438551e-14  7.92314885e+01  2.68307742e-13  1.21641591e+01  1.07323154e-12  1.21641650e+01  1.00012676e-09  1.14688036e+00 
 3.82710200e+08  5.50942902e-15  1.12176485e+03  5.27430572e-14  7.56482668e+01  2.68133203e-13  1.16140338e+01  1.07253333e-12  1.16140386e+01  1.00017787e-09  1.20114341e+00 
 4.00838108e+08  5.50944388e-15  1.07102999e+03  5.27421789e-14  7.22270976e+01  2.67941995e-13  1.10887908e+01  1.07176845e-12  1.10887959e+01  1.00023394e-09  1.25796759e+00 
 4.19824685e+08  5.50945735e-15  1.02260679e+03  5.27412126e-14  6.89605779e+01  2.67732556e-13  1.05873008e+01  1.07093065e-12  1.05873049e+01  1.00029547e-09  1.31747285e+00 
 4.39710602e+08  5.50946955e-15  9.76340404e+02  5.27401500e-14  6.58419371e+01  2.67503178e-13  1.01084898e+01  1.07001311e-12  1.01084933e+01  1.00036296e-09  1.37978463e+00 
 4.60538460e+08  5.50948057e-15  9.32199572e+02  5.27389821e-14  6.28642106e+01  2.67252006e-13  9.65133369e+00  1.06900838e-12  9.65133660e+00  1.00043702e-09  1.44503406e+00 
 4.82352874e+08  5.50949051e-15  8.90050550e+02  5.27376988e-14  6.00212317e+01  2.66977015e-13  9.21485237e+00  1.06790839e-12  9.21485538e+00  1.00051826e-09  1.51335822e+00 
 5.05200577e+08  5.50949946e-15  8.49790568e+02  5.27362892e-14  5.73067111e+01  2.66676004e-13  8.79811138e+00  1.06670431e-12  8.79811380e+00  1.00060740e-09  1.58490037e+00 
 5.29130511e+08  5.50950749e-15  8.11356921e+02  5.27347412e-14  5.47150923e+01  2.66346580e-13  8.40021666e+00  1.06538659e-12  8.40021902e+00  1.00070521e-09  1.65981022e+00 
 5.54193938e+08  5.50951468e-15  7.74684939e+02  5.27330415e-14  5.22405873e+01  2.65986142e-13  8.02031720e+00  1.06394482e-12  8.02031913e+00  1.00081252e-09  1.73824415e+00 
 5.80444550e+08  5.50952108e-15  7.39647020e+02  5.27311757e-14  4.98780345e+01  2.65591869e-13  7.65759874e+00  1.06236770e-12  7.65760001e+00  1.00093026e-09  1.82036548e+00 
