 frequency       c_dasm          q_dasm          c_dalg          q_dalg          c_dpsm          q_dpsm          c_dplg          q_dplg          l_ref           q_ref          
 1.00000000e+08  3.30287813e-15  9.40683676e+00  3.17235771e-13  9.11648067e+00  3.01211646e-15  1.39902501e+01  2.77837203e-13  1.33828414e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  3.29942311e-15  8.98239964e+00  3.16869549e-13  8.70423076e+00  3.01081645e-15  1.33588343e+01  2.77687457e-13  1.27776428e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  3.29560133e-15  8.57709403e+00  3.16468748e-13  8.31062577e+00  3.00935074e-15  1.27558561e+01  2.77523334e-13  1.21998144e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  3.29138284e-15  8.19006599e+00  3.16030210e-13  7.93482268e+00  3.00770729e-15  1.21800470e+01  2.77343483e-13  1.16481186e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  3.28673485e-15  7.82049889e+00  3.15550511e-13  7.57601658e+00  3.00587268e-15  1.16301938e+01  2.77146426e-13  1.11213737e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  3.28162153e-15  7.46761189e+00  3.15025942e-13  7.23343895e+00  3.00383196e-15  1.11051361e+01  2.76930551e-13  1.06184517e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  3.27600388e-15  7.13065845e+00  3.14452485e-13  6.90635601e+00  3.00156857e-15  1.06037646e+01  2.76694102e-13  1.01382752e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  3.26983950e-15  6.80892497e+00  3.13825796e-13  6.59406719e+00  2.99906423e-15  1.01250185e+01  2.76435164e-13  9.67981578e+00  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  3.26308241e-15  6.50172938e+00  3.13141189e-13  6.29590357e+00  2.99629884e-15  9.66788386e+00  2.76151651e-13  9.24209148e+00  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  3.25568291e-15  6.20841980e+00  3.12393612e-13  6.01122649e+00  2.99325029e-15  9.23139151e+00  2.75841295e-13  8.82416469e+00  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  3.24758733e-15  5.92837333e+00  3.11577630e-13  5.73942617e+00  2.98989440e-15  8.81461517e+00  2.75501629e-13  8.42514025e+00  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  3.23873795e-15  5.66099475e+00  3.10687408e-13  5.47992043e+00  2.98620472e-15  8.41666965e+00  2.75129972e-13  8.04416342e+00  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  3.22907277e-15  5.40571536e+00  3.09716698e-13  5.23215338e+00  2.98215240e-15  8.03670911e+00  2.74723415e-13  7.68041817e+00  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  3.21852543e-15  5.16199187e+00  3.08658819e-13  4.99559429e+00  2.97770603e-15  7.67392537e+00  2.74278806e-13  7.33312534e+00  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  3.20702511e-15  4.92930524e+00  3.07506653e-13  4.76973646e+00  2.97283148e-15  7.32754627e+00  2.73792728e-13  7.00154101e+00  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  3.19449644e-15  4.70715972e+00  3.06252638e-13  4.55409607e+00  2.96749170e-15  6.99683416e+00  2.73261489e-13  6.68495490e+00  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  3.18085957e-15  4.49508173e+00  3.04888763e-13  4.34821120e+00  2.96164662e-15  6.68108434e+00  2.72681103e-13  6.38268888e+00  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  3.16603012e-15  4.29261899e+00  3.03406578e-13  4.15164082e+00  2.95525289e-15  6.37962367e+00  2.72047268e-13  6.09409544e+00  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  3.14991943e-15  4.09933951e+00  3.01797205e-13  3.96396387e+00  2.94826381e-15  6.09180918e+00  2.71355358e-13  5.81855641e+00  9.99808685e-10  7.22215418e-01 
