 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  5.56723462e-15  4.24454465e+03  5.34645104e-14  2.85611858e+02  2.74226344e-13  4.37585943e+01  1.09691297e-12  4.37588621e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  5.56745852e-15  4.05274490e+03  5.34646708e-14  2.72700292e+02  2.74212687e-13  4.17796296e+01  1.09685768e-12  4.17799419e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  5.56766262e-15  3.86834605e+03  5.34648052e-14  2.60366909e+02  2.74197666e-13  3.98901818e+01  1.09679698e-12  3.98904498e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  5.56784868e-15  3.69438428e+03  5.34649148e-14  2.48594548e+02  2.74181153e-13  3.80861538e+01  1.09673037e-12  3.80863171e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  5.56801827e-15  3.52743998e+03  5.34650006e-14  2.37351511e+02  2.74163006e-13  3.63637209e+01  1.09665727e-12  3.63639094e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  5.56817287e-15  3.36773460e+03  5.34650632e-14  2.26616942e+02  2.74143071e-13  3.47191931e+01  1.09657707e-12  3.47193370e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  5.56831379e-15  3.21624741e+03  5.34651032e-14  2.16370429e+02  2.74121177e-13  3.31490359e+01  1.09648907e-12  3.31491721e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  5.56844225e-15  3.07062621e+03  5.34651209e-14  2.06585493e+02  2.74097137e-13  3.16499134e+01  1.09639252e-12  3.16500205e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  5.56855934e-15  2.93159208e+03  5.34651166e-14  1.97243504e+02  2.74070748e-13  3.02185639e+01  1.09628661e-12  3.02186705e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  5.56866607e-15  2.79894026e+03  5.34650901e-14  1.88322051e+02  2.74041783e-13  2.88519142e+01  1.09617044e-12  2.88519895e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  5.56876335e-15  2.67274127e+03  5.34650413e-14  1.79806020e+02  2.74009997e-13  2.75471062e+01  1.09604300e-12  2.75471794e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  5.56885201e-15  2.55189726e+03  5.34649697e-14  1.71674657e+02  2.73975119e-13  2.63012857e+01  1.09590322e-12  2.63013582e+01  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  5.56893283e-15  2.43629740e+03  5.34648747e-14  1.63911428e+02  2.73936852e-13  2.51118255e+01  1.09574991e-12  2.51118847e+01  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  5.56900649e-15  2.32623083e+03  5.34647554e-14  1.56498280e+02  2.73894871e-13  2.39761481e+01  1.09558177e-12  2.39762030e+01  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  5.56907361e-15  2.22070384e+03  5.34646110e-14  1.49420934e+02  2.73848820e-13  2.28918372e+01  1.09539736e-12  2.28918719e+01  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  5.56913479e-15  2.12061216e+03  5.34644400e-14  1.42663619e+02  2.73798309e-13  2.18565600e+01  1.09519513e-12  2.18565979e+01  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  5.56919053e-15  2.02479663e+03  5.34642412e-14  1.36212045e+02  2.73742910e-13  2.08680981e+01  1.09497337e-12  2.08681266e+01  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  5.56924133e-15  1.93320256e+03  5.34640127e-14  1.30051662e+02  2.73682153e-13  1.99243508e+01  1.09473019e-12  1.99243742e+01  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  5.56928761e-15  1.84565060e+03  5.34637526e-14  1.24170498e+02  2.73615526e-13  1.90232692e+01  1.09446354e-12  1.90232954e+01  9.99808685e-10  7.22215418e-01 
 2.40924169e+08  5.56932977e-15  1.76224762e+03  5.34634586e-14  1.18554832e+02  2.73542467e-13  1.81629481e+01  1.09417118e-12  1.81629699e+01  9.99828928e-10  7.56409403e-01 
 2.52336071e+08  5.56936818e-15  1.68255911e+03  5.34631284e-14  1.13193372e+02  2.73462359e-13  1.73415286e+01  1.09385063e-12  1.73415497e+01  9.99851134e-10  7.92220778e-01 
 2.64288522e+08  5.56940315e-15  1.60656111e+03  5.34627589e-14  1.08074330e+02  2.73374530e-13  1.65572562e+01  1.09349921e-12  1.65572726e+01  9.99875496e-10  8.29725813e-01 
 2.76807128e+08  5.56943500e-15  1.53379109e+03  5.34623471e-14  1.03186772e+02  2.73278241e-13  1.58084572e+01  1.09311396e-12  1.58084742e+01  9.99902221e-10  8.69004342e-01 
 2.89918705e+08  5.56946400e-15  1.46448651e+03  5.34618894e-14  9.85201423e+01  2.73172686e-13  1.50935226e+01  1.09269165e-12  1.50935351e+01  9.99931539e-10  9.10139921e-01 
 3.03651341e+08  5.56949039e-15  1.39825029e+03  5.34613820e-14  9.40646563e+01  2.73056984e-13  1.44109192e+01  1.09222876e-12  1.44109299e+01  9.99963703e-10  9.53219997e-01 
 3.18034453e+08  5.56951440e-15  1.33504918e+03  5.34608204e-14  8.98105240e+01  2.72930169e-13  1.37591876e+01  1.09172143e-12  1.37591969e+01  9.99998988e-10  9.98336084e-01 
 3.33098852e+08  5.56953624e-15  1.27467829e+03  5.34601999e-14  8.57488322e+01  2.72791186e-13  1.31369288e+01  1.09116543e-12  1.31369367e+01  1.00003770e-09  1.04558394e+00 
 3.48876811e+08  5.56955609e-15  1.21703142e+03  5.34595151e-14  8.18709100e+01  2.72638884e-13  1.25428119e+01  1.09055616e-12  1.25428189e+01  1.00008017e-09  1.09506376e+00 
 3.65402126e+08  5.56957412e-15  1.16200987e+03  5.34587601e-14  7.81682896e+01  2.72472003e-13  1.19755645e+01  1.08988858e-12  1.19755706e+01  1.00012676e-09  1.14688036e+00 
 3.82710200e+08  5.56959049e-15  1.10944021e+03  5.34579286e-14  7.46332463e+01  2.72289170e-13  1.14339700e+01  1.08915720e-12  1.14339753e+01  1.00017787e-09  1.20114341e+00 
 4.00838108e+08  5.56960534e-15  1.05926419e+03  5.34570133e-14  7.12579913e+01  2.72088886e-13  1.09168681e+01  1.08835602e-12  1.09168734e+01  1.00023394e-09  1.25796759e+00 
 4.19824685e+08  5.56961880e-15  1.01138669e+03  5.34560065e-14  6.80352915e+01  2.71869514e-13  1.04231539e+01  1.08747849e-12  1.04231576e+01  1.00029547e-09  1.31747285e+00 
 4.39710602e+08  5.56963097e-15  9.65623812e+02  5.34548995e-14  6.49584772e+01  2.71629272e-13  9.95176738e+00  1.08651748e-12  9.95177128e+00  1.00036296e-09  1.37978463e+00 
 4.60538460e+08  5.56964198e-15  9.21963750e+02  5.34536829e-14  6.20207499e+01  2.71366217e-13  9.50169858e+00  1.08546523e-12  9.50170161e+00  1.00043702e-09  1.44503406e+00 
 4.82352874e+08  5.56965190e-15  8.80261863e+02  5.34523462e-14  5.92158914e+01  2.71078235e-13  9.07198447e+00  1.08431326e-12  9.07198738e+00  1.00051826e-09  1.51335822e+00 
 5.05200577e+08  5.56966083e-15  8.40438690e+02  5.34508780e-14  5.65378110e+01  2.70763025e-13  8.66170384e+00  1.08305240e-12  8.66170622e+00  1.00060740e-09  1.58490037e+00 
 5.29130511e+08  5.56966884e-15  8.02436641e+02  5.34492657e-14  5.39809199e+01  2.70418087e-13  8.26997909e+00  1.08167262e-12  8.26998141e+00  1.00070521e-09  1.65981022e+00 
 5.54193938e+08  5.56967599e-15  7.66145717e+02  5.34474955e-14  5.15396423e+01  2.70040705e-13  7.89596949e+00  1.08016307e-12  7.89597130e+00  1.00081252e-09  1.73824415e+00 
 5.80444550e+08  5.56968237e-15  7.31502151e+02  5.34455523e-14  4.92087636e+01  2.69627935e-13  7.53887407e+00  1.07851196e-12  7.53887565e+00  1.00093026e-09  1.82036548e+00 
