 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  6.66271788e-15  3.53558947e+03  6.64879357e-14  2.29528953e+02  3.51471671e-13  3.41244817e+01  1.40589429e-12  3.41246949e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  6.66294176e-15  3.37670025e+03  6.64880373e-14  2.19148342e+02  3.51442653e-13  3.25812035e+01  1.40577754e-12  3.25813703e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  6.66314584e-15  3.22272016e+03  6.64881071e-14  2.09236362e+02  3.51410783e-13  3.11077225e+01  1.40564945e-12  3.11078568e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  6.66333186e-15  3.07764485e+03  6.64881460e-14  1.99775891e+02  3.51375793e-13  2.97009003e+01  1.40550893e-12  2.97010188e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  6.66350143e-15  2.93838777e+03  6.64881540e-14  1.90741277e+02  3.51337382e-13  2.83576753e+01  1.40535478e-12  2.83577867e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  6.66365600e-15  2.80617870e+03  6.64881315e-14  1.82115072e+02  3.51295225e-13  2.70752371e+01  1.40518568e-12  2.70753256e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  6.66379689e-15  2.67845699e+03  6.64880780e-14  1.73879303e+02  3.51248963e-13  2.58507666e+01  1.40500021e-12  2.58508531e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  6.66392530e-15  2.55740493e+03  6.64879933e-14  1.66016309e+02  3.51198202e-13  2.46816631e+01  1.40479678e-12  2.46817338e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  6.66404235e-15  2.44200490e+03  6.64878765e-14  1.58507927e+02  3.51142511e-13  2.35654489e+01  1.40457367e-12  2.35655074e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  6.66414903e-15  2.33179722e+03  6.64877267e-14  1.51339574e+02  3.51081418e-13  2.24997061e+01  1.40432898e-12  2.24997646e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  6.66424626e-15  2.22571402e+03  6.64875425e-14  1.44495521e+02  3.51014406e-13  2.14821613e+01  1.40406064e-12  2.14822062e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  6.66433488e-15  2.12525103e+03  6.64873225e-14  1.37960711e+02  3.50940906e-13  2.05106384e+01  1.40376637e-12  2.05106769e+01  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  6.66441563e-15  2.02924225e+03  6.64870646e-14  1.31722477e+02  3.50860298e-13  1.95830500e+01  1.40344369e-12  1.95830890e+01  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  6.66448922e-15  1.93767646e+03  6.64867668e-14  1.25764761e+02  3.50771899e-13  1.86974109e+01  1.40308988e-12  1.86974428e+01  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  6.66455628e-15  1.84994013e+03  6.64864264e-14  1.20077200e+02  3.50674966e-13  1.78518232e+01  1.40270194e-12  1.78518524e+01  9.99744103e-10  6.00204126e-01 
