 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  8.64575673e-15  2.74709215e+03  9.01384647e-14  1.69690725e+02  4.91806578e-13  2.43875708e+01  1.96723391e-12  2.43876632e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  8.64598055e-15  2.62303770e+03  9.01383851e-14  1.62016570e+02  4.91726758e-13  2.32846621e+01  1.96691396e-12  2.32847350e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  8.64618456e-15  2.50475003e+03  9.01382562e-14  1.54689790e+02  4.91639186e-13  2.22316165e+01  1.96656306e-12  2.22316899e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  8.64637052e-15  2.39168626e+03  9.01380770e-14  1.47693988e+02  4.91543119e-13  2.12261998e+01  1.96617823e-12  2.12262619e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  8.64654001e-15  2.28340629e+03  9.01378459e-14  1.41014722e+02  4.91437745e-13  2.02662505e+01  1.96575623e-12  2.02663056e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  8.64669449e-15  2.18012253e+03  9.01375610e-14  1.34637653e+02  4.91322172e-13  1.93497154e+01  1.96529347e-12  1.93497577e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  8.64683528e-15  2.08178101e+03  9.01372198e-14  1.28549095e+02  4.91195426e-13  1.84746282e+01  1.96478606e-12  1.84746666e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  8.64696360e-15  1.98776512e+03  9.01368194e-14  1.22735510e+02  4.91056437e-13  1.76391171e+01  1.96422972e-12  1.76391532e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  8.64708053e-15  1.89771453e+03  9.01363563e-14  1.17184872e+02  4.90904036e-13  1.68413918e+01  1.96361977e-12  1.68414252e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  8.64718709e-15  1.81193526e+03  9.01358266e-14  1.11885402e+02  4.90736943e-13  1.60797437e+01  1.96295107e-12  1.60797726e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  8.64728418e-15  1.73014443e+03  9.01352258e-14  1.06825509e+02  4.90553756e-13  1.53525410e+01  1.96221804e-12  1.53525637e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  8.64737264e-15  1.65171992e+03  9.01345486e-14  1.01994271e+02  4.90352944e-13  1.46582227e+01  1.96141452e-12  1.46582434e+01  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  8.64745324e-15  1.57717064e+03  9.01337893e-14  9.73818745e+01  4.90132830e-13  1.39953075e+01  1.96053382e-12  1.39953250e+01  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  8.64752664e-15  1.50572143e+03  9.01329415e-14  9.29779551e+01  4.89891582e-13  1.33623730e+01  1.95956861e-12  1.33623894e+01  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  8.64759350e-15  1.43763487e+03  9.01319977e-14  8.87729291e+01  4.89627198e-13  1.27580602e+01  1.95851087e-12  1.27580747e+01  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  8.64765438e-15  1.37266214e+03  9.01309500e-14  8.47582565e+01  4.89337491e-13  1.21810787e+01  1.95735186e-12  1.21810901e+01  9.99758080e-10  6.28625312e-01 
