 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  1.08284099e-14  2.15964401e+03  1.15904049e-13  1.31498859e+02  6.43241086e-13  1.86027758e+01  2.57297194e-12  1.86028281e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  1.08286336e-14  2.06176969e+03  1.15903623e-13  1.25552175e+02  6.43061623e-13  1.77614697e+01  2.57225342e-12  1.77615154e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  1.08288374e-14  1.96852344e+03  1.15903114e-13  1.19874057e+02  6.42864830e-13  1.69582140e+01  2.57146564e-12  1.69582521e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  1.08290233e-14  1.87954535e+03  1.15902518e-13  1.14452988e+02  6.42649054e-13  1.61912842e+01  2.57060197e-12  1.61913191e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  1.08291926e-14  1.79474722e+03  1.15901829e-13  1.09277308e+02  6.42412484e-13  1.54590352e+01  2.56965519e-12  1.54590679e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  1.08293469e-14  1.71355091e+03  1.15901043e-13  1.04335072e+02  6.42153142e-13  1.47599028e+01  2.56861735e-12  1.47599303e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  1.08294875e-14  1.63608246e+03  1.15900152e-13  9.96167793e+01  6.41868861e-13  1.40923901e+01  2.56747981e-12  1.40924132e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  1.08296156e-14  1.56208452e+03  1.15899148e-13  9.51115599e+01  6.41557275e-13  1.34550651e+01  2.56623308e-12  1.34550842e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  1.08297324e-14  1.49146586e+03  1.15898022e-13  9.08103387e+01  6.41215796e-13  1.28465606e+01  2.56486681e-12  1.28465790e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  1.08298387e-14  1.42395206e+03  1.15896766e-13  8.67035841e+01  6.40841598e-13  1.22655781e+01  2.56336969e-12  1.22655934e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  1.08299355e-14  1.35965243e+03  1.15895369e-13  8.27824651e+01  6.40431593e-13  1.17108677e+01  2.56172938e-12  1.17108815e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  1.08300237e-14  1.29814862e+03  1.15893818e-13  7.90386754e+01  6.39982411e-13  1.11812466e+01  2.55993239e-12  1.11812580e+01  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  1.08301040e-14  1.23946934e+03  1.15892100e-13  7.54641748e+01  6.39490377e-13  1.06755759e+01  2.55796401e-12  1.06755871e+01  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  1.08301770e-14  1.18341849e+03  1.15890201e-13  7.20513878e+01  6.38951482e-13  1.01927734e+01  2.55580821e-12  1.01927828e+01  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  1.08302435e-14  1.12986224e+03  1.15888103e-13  6.87928912e+01  6.38361355e-13  9.73180579e+00  2.55344750e-12  9.73181361e+00  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  1.08303040e-14  1.07884476e+03  1.15885790e-13  6.56817563e+01  6.37715240e-13  9.29168551e+00  2.55086285e-12  9.29169237e+00  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  1.08303589e-14  1.03001967e+03  1.15883242e-13  6.27113363e+01  6.37007957e-13  8.87146984e+00  2.54803356e-12  8.87147619e+00  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  1.08304089e-14  9.83422814e+02  1.15880436e-13  5.98752308e+01  6.36233875e-13  8.47025832e+00  2.54493708e-12  8.47026311e+00  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  1.08304542e-14  9.38943326e+02  1.15877349e-13  5.71674339e+01  6.35386876e-13  8.08719148e+00  2.54154894e-12  8.08719637e+00  9.99808685e-10  7.22215418e-01 
 2.40924169e+08  1.08304953e-14  8.96500025e+02  1.15873954e-13  5.45820404e+01  6.34460319e-13  7.72144865e+00  2.53784259e-12  7.72145263e+00  9.99828928e-10  7.56409403e-01 
 2.52336071e+08  1.08305326e-14  8.55948499e+02  1.15870222e-13  5.21135802e+01  6.33447002e-13  7.37224653e+00  2.53378920e-12  7.37224990e+00  9.99851134e-10  7.92220778e-01 
 2.64288522e+08  1.08305663e-14  8.17248949e+02  1.15866121e-13  4.97567617e+01  6.32339124e-13  7.03883714e+00  2.52935759e-12  7.03884023e+00  9.99875496e-10  8.29725813e-01 
 2.76807128e+08  1.08305968e-14  7.80284915e+02  1.15861616e-13  4.75065265e+01  6.31128250e-13  6.72050575e+00  2.52451399e-12  6.72050835e+00  9.99902221e-10  8.69004342e-01 
 2.89918705e+08  1.08306243e-14  7.44998398e+02  1.15856669e-13  4.53580541e+01  6.29805263e-13  6.41657099e+00  2.51922196e-12  6.41657324e+00  9.99931539e-10  9.10139921e-01 
 3.03651341e+08  1.08306491e-14  7.11304858e+02  1.15851238e-13  4.33067350e+01  6.28360336e-13  6.12638187e+00  2.51344217e-12  6.12638388e+00  9.99963703e-10  9.53219997e-01 
 3.18034453e+08  1.08306713e-14  6.79146918e+02  1.15845275e-13  4.13482139e+01  6.26782885e-13  5.84931636e+00  2.50713229e-12  5.84931811e+00  9.99998988e-10  9.98336084e-01 
 3.33098852e+08  1.08306911e-14  6.48426763e+02  1.15838730e-13  3.94782314e+01  6.25061536e-13  5.58478112e+00  2.50024683e-12  5.58478271e+00  1.00003770e-09  1.04558394e+00 
