 frequency       c_dasm          q_dasm          c_dalg          q_dalg          c_dpsm          q_dpsm          c_dplg          q_dplg          l_ref           q_ref          
 1.00000000e+08  3.54490049e-15  8.69402975e+00  3.21424681e-13  8.99380734e+00  3.05625575e-15  1.37754714e+01  2.82084499e-13  1.31778791e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  3.54052775e-15  8.30259586e+00  3.21043578e-13  8.58711540e+00  3.05488484e-15  1.31537437e+01  2.81927715e-13  1.25819502e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  3.53570366e-15  7.92870326e+00  3.20626519e-13  8.19881576e+00  3.05334151e-15  1.25600196e+01  2.81755888e-13  1.20129723e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  3.53039095e-15  7.57158261e+00  3.20170227e-13  7.82807698e+00  3.05161309e-15  1.19930498e+01  2.81567601e-13  1.14697267e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  3.52454895e-15  7.23049641e+00  3.19671150e-13  7.47410518e+00  3.04968548e-15  1.14516394e+01  2.81361312e-13  1.09510500e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  3.51813339e-15  6.90473797e+00  3.19125437e-13  7.13614239e+00  3.04754300e-15  1.09346456e+01  2.81135337e-13  1.04558313e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  3.51109623e-15  6.59363030e+00  3.18528923e-13  6.81346485e+00  3.04516830e-15  1.04409759e+01  2.80887838e-13  9.98300982e+00  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  3.50338544e-15  6.29652513e+00  3.17877105e-13  6.50538157e+00  3.04254223e-15  9.96958550e+00  2.80616816e-13  9.53157285e+00  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  3.49494484e-15  6.01280180e+00  3.17165127e-13  6.21123274e+00  3.03964373e-15  9.51947597e+00  2.80320092e-13  9.10055344e+00  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  3.48571384e-15  5.74186629e+00  3.16387757e-13  5.93038841e+00  3.03644971e-15  9.08969284e+00  2.79995296e-13  8.68902837e+00  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  3.47562737e-15  5.48315019e+00  3.15539371e-13  5.66224709e+00  3.03293487e-15  8.67932395e+00  2.79639854e-13  8.29611617e+00  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  3.46461568e-15  5.23610970e+00  3.14613933e-13  5.40623451e+00  3.02907159e-15  8.28749760e+00  2.79250966e-13  7.92097521e+00  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  3.45260420e-15  5.00022469e+00  3.13604983e-13  5.16180234e+00  3.02482975e-15  7.91338087e+00  2.78825599e-13  7.56280195e+00  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  3.43951353e-15  4.77499773e+00  3.12505623e-13  4.92842705e+00  3.02017656e-15  7.55617790e+00  2.78360464e-13  7.22082916e+00  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  3.42525936e-15  4.55995322e+00  3.11308505e-13  4.70560880e+00  3.01507644e-15  7.21512835e+00  2.77852001e-13  6.89432432e+00  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  3.40975254e-15  4.35463645e+00  3.10005832e-13  4.49287032e+00  3.00949079e-15  6.88950583e+00  2.77296361e-13  6.58258804e+00  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  3.39289915e-15  4.15861278e+00  3.08589354e-13  4.28975596e+00  3.00337783e-15  6.57861645e+00  2.76689392e-13  6.28495256e+00  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  3.37460079e-15  3.97146681e+00  3.07050379e-13  4.09583066e+00  2.99669248e-15  6.28179737e+00  2.76026619e-13  6.00078030e+00  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  3.35475480e-15  3.79280154e+00  3.05379784e-13  3.91067903e+00  2.98938612e-15  5.99841547e+00  2.75303228e-13  5.72946255e+00  9.99808685e-10  7.22215418e-01 
 2.40924169e+08  3.33325476e-15  3.62223763e+00  3.03568047e-13  3.73390449e+00  2.98140650e-15  5.72786605e+00  2.74514051e-13  5.47041811e+00  9.99828928e-10  7.56409403e-01 
 2.52336071e+08  3.30999110e-15  3.45941264e+00  3.01605278e-13  3.56512837e+00  2.97269756e-15  5.46957155e+00  2.73653555e-13  5.22309206e+00  9.99851134e-10  7.92220778e-01 
 2.64288522e+08  3.28485178e-15  3.30398032e+00  2.99481273e-13  3.40398917e+00  2.96319931e-15  5.22298038e+00  2.72715825e-13  4.98695460e+00  9.99875496e-10  8.29725813e-01 
 2.76807128e+08  3.25772333e-15  3.15560989e+00  2.97185578e-13  3.25014170e+00  2.95284778e-15  4.98756576e+00  2.71694561e-13  4.76149988e+00  9.99902221e-10  8.69004342e-01 
