 frequency       c_dasm          q_dasm          c_dalg          q_dalg          c_dpsm          q_dpsm          c_dplg          q_dplg          l_ref           q_ref          
 1.00000000e+08  2.32671806e-15  1.37956299e+01  2.15550746e-13  1.35473556e+01  2.02750098e-15  2.12347213e+01  1.83863048e-13  2.03316703e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  2.32572501e-15  1.31740628e+01  2.15437343e-13  1.29347289e+01  2.02728076e-15  2.02768624e+01  1.83820145e-13  1.94122124e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  2.32459569e-15  1.25803575e+01  2.15313040e-13  1.23498071e+01  2.02699790e-15  1.93620290e+01  1.83773063e-13  1.85343346e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  2.32332087e-15  1.20132885e+01  2.15176811e-13  1.17913374e+01  2.02665006e-15  1.84883146e+01  1.83721406e-13  1.76961570e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  2.32189014e-15  1.14716818e+01  2.15027536e-13  1.12581241e+01  2.02623433e-15  1.76538940e+01  1.83664738e-13  1.68958845e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  2.32029189e-15  1.09544122e+01  2.14863993e-13  1.07490252e+01  2.02574724e-15  1.68570201e+01  1.83602585e-13  1.61318032e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  2.31851319e-15  1.04604025e+01  2.14684850e-13  1.02629506e+01  2.02518475e-15  1.60960209e+01  1.83534423e-13  1.54022766e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  2.31653972e-15  9.98862118e+00  2.14488653e-13  9.79885909e+00  2.02454216e-15  1.53692968e+01  1.83459685e-13  1.47057424e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  2.31435566e-15  9.53808079e+00  2.14273820e-13  9.35575691e+00  2.02381414e-15  1.46753178e+01  1.83377745e-13  1.40407086e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  2.31194362e-15  9.10783646e+00  2.14038630e-13  8.93269502e+00  2.02299467e-15  1.40126202e+01  1.83287922e-13  1.34057509e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  2.30928453e-15  8.69698418e+00  2.13781208e-13  8.52876734e+00  2.02207695e-15  1.33798047e+01  1.83189470e-13  1.27995094e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  2.30635748e-15  8.30465917e+00  2.13499520e-13  8.14310873e+00  2.02105342e-15  1.27755333e+01  1.83081575e-13  1.22206855e+01  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  2.30313969e-15  7.93003433e+00  2.13191356e-13  7.77489319e+00  2.01991567e-15  1.21985266e+01  1.82963348e-13  1.16680394e+01  9.99719747e-10  5.47156592e-01 
