 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  9.97632568e-15  2.38800470e+03  1.05925749e-13  1.44499134e+02  5.84965904e-13  2.04942409e+01  2.33987121e-12  2.04943090e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  9.97654944e-15  2.28006963e+03  1.05925481e-13  1.37964604e+02  5.84831416e-13  1.95673870e+01  2.33933259e-12  1.95674477e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  9.97675339e-15  2.17693996e+03  1.05925145e-13  1.31725211e+02  5.84683915e-13  1.86824607e+01  2.33874198e-12  1.86825107e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  9.97693928e-15  2.07883585e+03  1.05924739e-13  1.25767858e+02  5.84522158e-13  1.78375534e+01  2.33809439e-12  1.78375969e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  9.97710869e-15  1.98470016e+03  1.05924260e-13  1.20080567e+02  5.84344783e-13  1.70308544e+01  2.33738438e-12  1.70308924e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  9.97726308e-15  1.89488184e+03  1.05923702e-13  1.14649919e+02  5.84150299e-13  1.62606390e+01  2.33660598e-12  1.62606749e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  9.97740378e-15  1.80938505e+03  1.05923061e-13  1.09465151e+02  5.83937075e-13  1.55252531e+01  2.33575266e-12  1.55252842e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  9.97753200e-15  1.72747706e+03  1.05922333e-13  1.04514613e+02  5.83703326e-13  1.48231274e+01  2.33481728e-12  1.48231549e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  9.97764882e-15  1.64933811e+03  1.05921510e-13  9.97882330e+01  5.83447100e-13  1.41527571e+01  2.33379202e-12  1.41527779e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  9.97775525e-15  1.57473961e+03  1.05920585e-13  9.52752734e+01  5.83166262e-13  1.35126990e+01  2.33266835e-12  1.35127181e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  9.97785221e-15  1.50357791e+03  1.05919551e-13  9.09664508e+01  5.82858481e-13  1.29015879e+01  2.33143694e-12  1.29016047e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  9.97794053e-15  1.43558995e+03  1.05918399e-13  8.68525029e+01  5.82521208e-13  1.23181161e+01  2.33008758e-12  1.23181306e+01  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  9.97802096e-15  1.37059562e+03  1.05917118e-13  8.29247999e+01  5.82151658e-13  1.17610311e+01  2.32860914e-12  1.17610441e+01  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  9.97809419e-15  1.30869360e+03  1.05915698e-13  7.91745841e+01  5.81746795e-13  1.12291396e+01  2.32698946e-12  1.12291508e+01  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  9.97816085e-15  1.24949094e+03  1.05914127e-13  7.55939751e+01  5.81303303e-13  1.07213025e+01  2.32521529e-12  1.07213122e+01  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  9.97822151e-15  1.19303824e+03  1.05912391e-13  7.21752360e+01  5.80817566e-13  1.02364334e+01  2.32327216e-12  1.02364411e+01  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  9.97827670e-15  1.13906506e+03  1.05910476e-13  6.89111701e+01  5.80285645e-13  9.77349110e+00  2.32114431e-12  9.77349820e+00  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  9.97832688e-15  1.08755048e+03  1.05908365e-13  6.57946568e+01  5.79703249e-13  9.33148514e+00  2.31881457e-12  9.33149153e+00  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  9.97837249e-15  1.03838987e+03  1.05906039e-13  6.28191077e+01  5.79065708e-13  8.90946959e+00  2.31626427e-12  8.90947464e+00  9.99808685e-10  7.22215418e-01 
