 frequency       c_dasm          q_dasm          c_dalg          q_dalg          c_dpsm          q_dpsm          c_dplg          q_dplg          l_ref           q_ref          
 1.00000000e+08  3.38228310e-15  9.08816448e+00  2.23416175e-13  1.30589353e+01  2.08635472e-15  2.05839534e+01  1.89652778e-13  1.97023183e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  3.37852889e-15  8.68300004e+00  2.23289749e-13  1.24685448e+01  2.08609190e-15  1.96553978e+01  1.89605634e-13  1.88113223e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  3.37438026e-15  8.29546998e+00  2.23151187e-13  1.19048345e+01  2.08576235e-15  1.87685606e+01  1.89553904e-13  1.79606195e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  3.36980487e-15  7.92486809e+00  2.22999348e-13  1.13666006e+01  2.08536333e-15  1.79215924e+01  1.89497152e-13  1.71483881e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  3.36476732e-15  7.57050859e+00  2.22832990e-13  1.08526934e+01  2.08489151e-15  1.71127224e+01  1.89434901e-13  1.63728886e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  3.35922902e-15  7.23172671e+00  2.22650755e-13  1.03620151e+01  2.08434297e-15  1.63402559e+01  1.89366630e-13  1.56324601e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  3.35314797e-15  6.90787897e+00  2.22451163e-13  9.89351699e+00  2.08371314e-15  1.56025710e+01  1.89291766e-13  1.49255169e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  3.34647859e-15  6.59834337e+00  2.22232603e-13  9.44619773e+00  2.08299679e-15  1.48981165e+01  1.89209685e-13  1.42505448e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  3.33917154e-15  6.30251937e+00  2.21993320e-13  9.01910100e+00  2.08218798e-15  1.42254081e+01  1.89119703e-13  1.36060981e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  3.33117348e-15  6.01982778e+00  2.21731407e-13  8.61131355e+00  2.08128002e-15  1.35830267e+01  1.89021072e-13  1.29907967e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  3.32242698e-15  5.74971053e+00  2.21444788e-13  8.22196328e+00  2.08026540e-15  1.29696151e+01  1.88912975e-13  1.24033225e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  3.31287028e-15  5.49163039e+00  2.21131212e-13  7.85021742e+00  2.07913579e-15  1.23838758e+01  1.88794520e-13  1.18424174e+01  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  3.30243721e-15  5.24507057e+00  2.20788236e-13  7.49528071e+00  2.07788191e-15  1.18245683e+01  1.88664734e-13  1.13068798e+01  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  3.29105701e-15  5.00953434e+00  2.20413212e-13  7.15639378e+00  2.07649352e-15  1.12905071e+01  1.88522552e-13  1.07955628e+01  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  3.27865434e-15  4.78454450e+00  2.20003278e-13  6.83283150e+00  2.07495931e-15  1.07805589e+01  1.88366817e-13  1.03073710e+01  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  3.26514918e-15  4.56964292e+00  2.19555337e-13  6.52390149e+00  2.07326685e-15  1.02936409e+01  1.88196263e-13  9.84125878e+00  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  3.25045687e-15  4.36439002e+00  2.19066050e-13  6.22894257e+00  2.07140250e-15  9.82871809e+00  1.88009516e-13  9.39622774e+00  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  3.23448827e-15  4.16836417e+00  2.18531819e-13  5.94732346e+00  2.06935132e-15  9.38480175e+00  1.87805077e-13  8.97132460e+00  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  3.21714988e-15  3.98116119e+00  2.17948776e-13  5.67844134e+00  2.06709695e-15  8.96094714e+00  1.87581316e-13  8.56563920e+00  9.99808685e-10  7.22215418e-01 
 2.40924169e+08  3.19834419e-15  3.80239374e+00  2.17312772e-13  5.42172064e+00  2.06462156e-15  8.55625168e+00  1.87336463e-13  8.17830254e+00  9.99828928e-10  7.56409403e-01 
 2.52336071e+08  3.17797005e-15  3.63169078e+00  2.16619361e-13  5.17661178e+00  2.06190572e-15  8.16985314e+00  1.87068595e-13  7.80848493e+00  9.99851134e-10  7.92220778e-01 
 2.64288522e+08  3.15592327e-15  3.46869699e+00  2.15863800e-13  4.94259000e+00  2.05892826e-15  7.80092784e+00  1.86775629e-13  7.45539419e+00  9.99875496e-10  8.29725813e-01 
 2.76807128e+08  3.13209728e-15  3.31307222e+00  2.15041033e-13  4.71915425e+00  2.05566622e-15  7.44868901e+00  1.86455305e-13  7.11827396e+00  9.99902221e-10  8.69004342e-01 
 2.89918705e+08  3.10638406e-15  3.16449090e+00  2.14145695e-13  4.50582614e+00  2.05209469e-15  7.11238515e+00  1.86105180e-13  6.79640209e+00  9.99931539e-10  9.10139921e-01 
 3.03651341e+08  3.07867519e-15  3.02264153e+00  2.13172109e-13  4.30214886e+00  2.04818668e-15  6.79129846e+00  1.85722613e-13  6.48908911e+00  9.99963703e-10  9.53219997e-01 
 3.18034453e+08  3.04886314e-15  2.88722613e+00  2.12114293e-13  4.10768630e+00  2.04391304e-15  6.48474340e+00  1.85304758e-13  6.19567669e+00  9.99998988e-10  9.98336084e-01 
 3.33098852e+08  3.01684276e-15  2.75795971e+00  2.10965967e-13  3.92202201e+00  2.03924233e-15  6.19206523e+00  1.84848545e-13  5.91553633e+00  1.00003770e-09  1.04558394e+00 
 3.48876811e+08  2.98251301e-15  2.63456976e+00  2.09720573e-13  3.74475841e+00  2.03414068e-15  5.91263866e+00  1.84350678e-13  5.64806790e+00  1.00008017e-09  1.09506376e+00 
 3.65402126e+08  2.94577890e-15  2.51679575e+00  2.08371301e-13  3.57551587e+00  2.02857174e-15  5.64586653e+00  1.83807620e-13  5.39269845e+00  1.00012676e-09  1.14688036e+00 
 3.82710200e+08  2.90655364e-15  2.40438864e+00  2.06911122e-13  3.41393193e+00  2.02249652e-15  5.39117856e+00  1.83215584e-13  5.14888093e+00  1.00017787e-09  1.20114341e+00 
 4.00838108e+08  2.86476097e-15  2.29711044e+00  2.05332830e-13  3.25966052e+00  2.01587336e-15  5.14803019e+00  1.82570528e-13  4.91609303e+00  1.00023394e-09  1.25796759e+00 
