 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  8.63946801e-15  2.71527806e+03  9.00254172e-14  1.69388360e+02  4.90991862e-13  2.44033599e+01  1.96397505e-12  2.44034490e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  8.63969183e-15  2.59219182e+03  9.00253369e-14  1.61729208e+02  4.90912278e-13  2.32997312e+01  1.96365604e-12  2.32998157e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  8.63989584e-15  2.47536893e+03  9.00252073e-14  1.54414483e+02  4.90824964e-13  2.22460034e+01  1.96330617e-12  2.22460729e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  8.64008179e-15  2.36369036e+03  9.00250272e-14  1.47432057e+02  4.90729181e-13  2.12399382e+01  1.96292248e-12  2.12399964e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  8.64025128e-15  2.25647844e+03  9.00247952e-14  1.40763692e+02  4.90624117e-13  2.02793744e+01  1.96250172e-12  2.02794261e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  8.64040576e-15  2.15467152e+03  9.00245093e-14  1.34398238e+02  4.90508885e-13  1.93622414e+01  1.96204033e-12  1.93622855e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  8.64054655e-15  2.05725245e+03  9.00241670e-14  1.28320640e+02  4.90382512e-13  1.84865912e+01  1.96153441e-12  1.84866320e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  8.64067486e-15  1.96404375e+03  9.00237653e-14  1.22517207e+02  4.90243933e-13  1.76505421e+01  1.96097971e-12  1.76505815e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  8.64079178e-15  1.87530171e+03  9.00233009e-14  1.16976475e+02  4.90091980e-13  1.68522963e+01  1.96037154e-12  1.68523268e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  8.64089834e-15  1.79052043e+03  9.00227697e-14  1.11686582e+02  4.89925379e-13  1.60901552e+01  1.95970482e-12  1.60901828e+01  9.99690711e-10  4.76241640e-01 
