 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  1.09577583e-14  2.13369874e+03  1.17439933e-13  1.29775747e+02  6.52284588e-13  1.83432619e+01  2.60914595e-12  1.83433138e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  1.09579820e-14  2.03721288e+03  1.17439480e-13  1.23906846e+02  6.52097424e-13  1.75136914e+01  2.60839662e-12  1.75137418e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  1.09581859e-14  1.94514503e+03  1.17438943e-13  1.18303330e+02  6.51892191e-13  1.67216404e+01  2.60757508e-12  1.67216815e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  1.09583717e-14  1.85737016e+03  1.17438315e-13  1.12953465e+02  6.51667166e-13  1.59654101e+01  2.60667442e-12  1.59654466e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  1.09585410e-14  1.77310396e+03  1.17437592e-13  1.07845179e+02  6.51420463e-13  1.52433785e+01  2.60568710e-12  1.52434077e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  1.09586953e-14  1.69305875e+03  1.17436768e-13  1.02968046e+02  6.51150019e-13  1.45539969e+01  2.60460486e-12  1.45540249e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  1.09588359e-14  1.61649288e+03  1.17435835e-13  9.83114509e+01  6.50853578e-13  1.38957962e+01  2.60341867e-12  1.38958184e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  1.09589640e-14  1.54353399e+03  1.17434785e-13  9.38654695e+01  6.50528672e-13  1.32673623e+01  2.60211866e-12  1.32673836e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  1.09590807e-14  1.47362579e+03  1.17433610e-13  8.96204317e+01  6.50172607e-13  1.26673479e+01  2.60069405e-12  1.26673662e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  1.09591870e-14  1.40697183e+03  1.17432299e-13  8.55674493e+01  6.49782439e-13  1.20944696e+01  2.59913306e-12  1.20944841e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  1.09592838e-14  1.34336825e+03  1.17430841e-13  8.16978304e+01  6.49354951e-13  1.15474968e+01  2.59742282e-12  1.15475104e+01  9.99699509e-10  4.98795475e-01 
