 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  5.54523437e-15  4.26068599e+03  5.31666440e-14  2.87221082e+02  2.72321016e-13  4.40652714e+01  1.08929166e-12  4.40655375e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  5.54545827e-15  4.06845098e+03  5.31668054e-14  2.74230484e+02  2.72307647e-13  4.20724530e+01  1.08923752e-12  4.20726981e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  5.54566238e-15  3.88421976e+03  5.31669410e-14  2.61829623e+02  2.72292942e-13  4.01698039e+01  1.08917808e-12  4.01700642e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  5.54584843e-15  3.70807185e+03  5.31670519e-14  2.49991282e+02  2.72276774e-13  3.83530902e+01  1.08911285e-12  3.83532963e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  5.54601803e-15  3.54116249e+03  5.31671390e-14  2.38684806e+02  2.72259006e-13  3.66185888e+01  1.08904127e-12  3.66187564e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  5.54617263e-15  3.38203207e+03  5.31672031e-14  2.27889877e+02  2.72239487e-13  3.49625418e+01  1.08896273e-12  3.49626851e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  5.54631355e-15  3.22781709e+03  5.31672448e-14  2.17584235e+02  2.72218049e-13  3.33813819e+01  1.08887656e-12  3.33815380e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  5.54644200e-15  3.08364077e+03  5.31672644e-14  2.07746136e+02  2.72194510e-13  3.18717196e+01  1.08878202e-12  3.18718262e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  5.54655909e-15  2.94324303e+03  5.31672621e-14  1.98350763e+02  2.72168670e-13  3.04303454e+01  1.08867830e-12  3.04304348e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  5.54666582e-15  2.80978518e+03  5.31672379e-14  1.89381809e+02  2.72140307e-13  2.90541329e+01  1.08856453e-12  2.90542167e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  5.54676310e-15  2.68345384e+03  5.31671915e-14  1.80816898e+02  2.72109180e-13  2.77401735e+01  1.08843973e-12  2.77402542e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  5.54685177e-15  2.56186022e+03  5.31671225e-14  1.72639481e+02  2.72075026e-13  2.64856346e+01  1.08830285e-12  2.64857036e+01  9.99709160e-10  5.22416968e-01 
