 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  5.50331810e-15  4.29596803e+03  5.27046444e-14  2.89742711e+02  2.69717129e-13  4.44914514e+01  1.07887612e-12  4.44917701e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  5.50354201e-15  4.10058495e+03  5.27048075e-14  2.76639535e+02  2.69704147e-13  4.24793393e+01  1.07882351e-12  4.24796583e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  5.50374611e-15  3.91455650e+03  5.27049448e-14  2.64134726e+02  2.69689865e-13  4.05582407e+01  1.07876578e-12  4.05584580e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  5.50393216e-15  3.73830296e+03  5.27050577e-14  2.52187983e+02  2.69674163e-13  3.87240192e+01  1.07870241e-12  3.87242398e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  5.50410176e-15  3.56957359e+03  5.27051469e-14  2.40783326e+02  2.69656905e-13  3.69727152e+01  1.07863287e-12  3.69728982e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  5.50425636e-15  3.40778388e+03  5.27052134e-14  2.29894407e+02  2.69637945e-13  3.53006600e+01  1.07855656e-12  3.53008404e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  5.50439729e-15  3.25324927e+03  5.27052577e-14  2.19498177e+02  2.69617121e-13  3.37041887e+01  1.07847284e-12  3.37043250e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  5.50452574e-15  3.10598638e+03  5.27052801e-14  2.09572212e+02  2.69594254e-13  3.21799618e+01  1.07838099e-12  3.21800764e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  5.50464283e-15  2.96603574e+03  5.27052809e-14  2.00095973e+02  2.69569151e-13  3.07246267e+01  1.07828023e-12  3.07247492e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  5.50474956e-15  2.83219758e+03  5.27052600e-14  1.91046291e+02  2.69541597e-13  2.93351220e+01  1.07816969e-12  2.93351982e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  5.50484685e-15  2.70415409e+03  5.27052173e-14  1.82407699e+02  2.69511358e-13  2.80084567e+01  1.07804844e-12  2.80085336e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  5.50493552e-15  2.58166213e+03  5.27051525e-14  1.74157630e+02  2.69478176e-13  2.67417882e+01  1.07791545e-12  2.67418597e+01  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  5.50501634e-15  2.46487940e+03  5.27050649e-14  1.66281636e+02  2.69441769e-13  2.55323893e+01  1.07776958e-12  2.55324587e+01  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  5.50508999e-15  2.35362628e+03  5.27049538e-14  1.58761784e+02  2.69401827e-13  2.43776901e+01  1.07760959e-12  2.43777461e+01  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  5.50515712e-15  2.24712434e+03  5.27048182e-14  1.51581370e+02  2.69358012e-13  2.32752167e+01  1.07743413e-12  2.32752677e+01  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  5.50521830e-15  2.14559644e+03  5.27046571e-14  1.44727244e+02  2.69309953e-13  2.22225941e+01  1.07724171e-12  2.22226372e+01  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  5.50527405e-15  2.04860252e+03  5.27044689e-14  1.38181039e+02  2.69257240e-13  2.12175932e+01  1.07703069e-12  2.12176249e+01  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  5.50532485e-15  1.95598876e+03  5.27042522e-14  1.31932466e+02  2.69199430e-13  2.02580308e+01  1.07679929e-12  2.02580584e+01  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  5.50537114e-15  1.86755271e+03  5.27040050e-14  1.25966173e+02  2.69136032e-13  1.93418619e+01  1.07654556e-12  1.93418881e+01  9.99808685e-10  7.22215418e-01 
 2.40924169e+08  5.50541331e-15  1.78325574e+03  5.27037252e-14  1.20269599e+02  2.69066511e-13  1.84671331e+01  1.07626735e-12  1.84671537e+01  9.99828928e-10  7.56409403e-01 
 2.52336071e+08  5.50545172e-15  1.70233950e+03  5.27034105e-14  1.14830506e+02  2.68990283e-13  1.76319547e+01  1.07596232e-12  1.76319729e+01  9.99851134e-10  7.92220778e-01 
 2.64288522e+08  5.50548670e-15  1.62552260e+03  5.27030581e-14  1.09637056e+02  2.68906704e-13  1.68345548e+01  1.07562790e-12  1.68345704e+01  9.99875496e-10  8.29725813e-01 
 2.76807128e+08  5.50551856e-15  1.55186290e+03  5.27026650e-14  1.04678942e+02  2.68815073e-13  1.60732113e+01  1.07526128e-12  1.60732271e+01  9.99902221e-10  8.69004342e-01 
 2.89918705e+08  5.50554756e-15  1.48187153e+03  5.27022278e-14  9.99448764e+01  2.68714622e-13  1.53463019e+01  1.07485939e-12  1.53463165e+01  9.99931539e-10  9.10139921e-01 
 3.03651341e+08  5.50557396e-15  1.41477622e+03  5.27017429e-14  9.54247779e+01  2.68604510e-13  1.46522666e+01  1.07441886e-12  1.46522788e+01  9.99963703e-10  9.53219997e-01 
 3.18034453e+08  5.50559798e-15  1.35082420e+03  5.27012059e-14  9.11091896e+01  2.68483819e-13  1.39896211e+01  1.07393603e-12  1.39896300e+01  9.99998988e-10  9.98336084e-01 
 3.33098852e+08  5.50561983e-15  1.28969577e+03  5.27006125e-14  8.69889584e+01  2.68351543e-13  1.33569418e+01  1.07340686e-12  1.33569499e+01  1.00003770e-09  1.04558394e+00 
 3.48876811e+08  5.50563969e-15  1.23143666e+03  5.26999573e-14  8.30549535e+01  2.68206586e-13  1.27528728e+01  1.07282697e-12  1.27528803e+01  1.00008017e-09  1.09506376e+00 
 3.65402126e+08  5.50565773e-15  1.17572501e+03  5.26992350e-14  7.92987606e+01  2.68047747e-13  1.21761260e+01  1.07219156e-12  1.21761329e+01  1.00012676e-09  1.14688036e+00 
 3.82710200e+08  5.50567412e-15  1.12257803e+03  5.26984392e-14  7.57125828e+01  2.67873717e-13  1.16254612e+01  1.07149539e-12  1.16254667e+01  1.00017787e-09  1.20114341e+00 
 4.00838108e+08  5.50568899e-15  1.07179546e+03  5.26975631e-14  7.22884390e+01  2.67683067e-13  1.10997007e+01  1.07073274e-12  1.10997064e+01  1.00023394e-09  1.25796759e+00 
 4.19824685e+08  5.50570246e-15  1.02333423e+03  5.26965993e-14  6.90192538e+01  2.67474237e-13  1.05977160e+01  1.06989738e-12  1.05977208e+01  1.00029547e-09  1.31747285e+00 
 4.39710602e+08  5.50571465e-15  9.77021539e+02  5.26955394e-14  6.58978641e+01  2.67245527e-13  1.01184347e+01  1.06898250e-12  1.01184392e+01  1.00036296e-09  1.37978463e+00 
 4.60538460e+08  5.50572568e-15  9.32835470e+02  5.26943745e-14  6.29177147e+01  2.66995084e-13  9.66082932e+00  1.06798070e-12  9.66083272e+00  1.00043702e-09  1.44503406e+00 
 4.82352874e+08  5.50573562e-15  8.90669164e+02  5.26930945e-14  6.00721902e+01  2.66720891e-13  9.22391882e+00  1.06688389e-12  9.22392155e+00  1.00051826e-09  1.51335822e+00 
 5.05200577e+08  5.50574457e-15  8.50381123e+02  5.26916885e-14  5.73554449e+01  2.66420753e-13  8.80676737e+00  1.06568331e-12  8.80676979e+00  1.00060740e-09  1.58490037e+00 
 5.29130511e+08  5.50575261e-15  8.11911971e+02  5.26901445e-14  5.47615523e+01  2.66092282e-13  8.40848146e+00  1.06436940e-12  8.40848396e+00  1.00070521e-09  1.65981022e+00 
 5.54193938e+08  5.50575979e-15  7.75203238e+02  5.26884491e-14  5.22849508e+01  2.65732885e-13  8.02820811e+00  1.06293179e-12  8.02820989e+00  1.00081252e-09  1.73824415e+00 
 5.80444550e+08  5.50576620e-15  7.40155795e+02  5.26865881e-14  4.99203839e+01  2.65339748e-13  7.66513299e+00  1.06135922e-12  7.66513446e+00  1.00093026e-09  1.82036548e+00 
 6.07938580e+08  5.50577187e-15  7.06669118e+02  5.26845453e-14  4.76627449e+01  2.64909820e-13  7.31847702e+00  1.05963948e-12  7.31847842e+00  1.00105946e-09  1.90634473e+00 
 6.36734925e+08  5.50577686e-15  6.74719116e+02  5.26823034e-14  4.55072030e+01  2.64439796e-13  6.98749911e+00  1.05775937e-12  6.98750056e+00  1.00120122e-09  1.99635988e+00 
 6.66895272e+08  5.50578121e-15  6.44205882e+02  5.26798432e-14  4.34491479e+01  2.63926105e-13  6.67148956e+00  1.05570459e-12  6.67149061e+00  1.00135677e-09  2.09059664e+00 
 6.98484230e+08  5.50578496e-15  6.15075390e+02  5.26771436e-14  4.14841585e+01  2.63364886e-13  6.36977153e+00  1.05345970e-12  6.36977253e+00  1.00152747e-09  2.18924870e+00 
 7.31569468e+08  5.50578814e-15  5.87263966e+02  5.26741816e-14  3.96080475e+01  2.62751979e-13  6.08169863e+00  1.05100806e-12  6.08169947e+00  1.00171479e-09  2.29251798e+00 
 7.66221861e+08  5.50579077e-15  5.60700882e+02  5.26709319e-14  3.78167738e+01  2.62082905e-13  5.80665370e+00  1.04833175e-12  5.80665442e+00  1.00192035e-09  2.40061489e+00 
 8.02515641e+08  5.50579289e-15  5.35342312e+02  5.26673668e-14  3.61065165e+01  2.61352854e-13  5.54404788e+00  1.04541153e-12  5.54404850e+00  1.00214595e-09  2.51375859e+00 
 8.40528555e+08  5.50579450e-15  5.11128454e+02  5.26634557e-14  3.44735982e+01  2.60556667e-13  5.29331829e+00  1.04222677e-12  5.29331895e+00  1.00239354e-09  2.63217719e+00 
