 frequency       c_dasm          q_dasm          c_dalg          q_dalg          c_dpsm          q_dpsm          c_dplg          q_dplg          l_ref           q_ref          
 1.00000000e+08  3.60612477e-15  8.54534941e+00  3.47689959e-13  8.29216872e+00  3.31695042e-15  1.26364151e+01  3.06994410e-13  1.20907364e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  3.60150068e-15  8.15976840e+00  3.47206136e-13  7.91719823e+00  3.31511826e-15  1.20660757e+01  3.06791881e-13  1.15439749e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  3.59640220e-15  7.79157725e+00  3.46676905e-13  7.55918692e+00  3.31307001e-15  1.15214373e+01  3.06569980e-13  1.10219411e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  3.59079007e-15  7.43999886e+00  3.46098174e-13  7.21736796e+00  3.31078902e-15  1.10013522e+01  3.06326893e-13  1.05235169e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  3.58462149e-15  7.10429022e+00  3.45465512e-13  6.89100923e+00  3.30825680e-15  1.05047228e+01  3.06060643e-13  1.00476350e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  3.57784995e-15  6.78374098e+00  3.44774132e-13  6.57941170e+00  3.30545293e-15  1.00304996e+01  3.05769078e-13  9.59327582e+00  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  3.57042497e-15  6.47767215e+00  3.44018865e-13  6.28190794e+00  3.30235492e-15  9.57767925e+00  3.05449852e-13  9.15946634e+00  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  3.56229198e-15  6.18543474e+00  3.43194140e-13  5.99786072e+00  3.29893807e-15  9.14530263e+00  3.05100413e-13  8.74527733e+00  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  3.55339204e-15  5.90640853e+00  3.42293968e-13  5.72666160e+00  3.29517531e-15  8.73245297e+00  3.04717987e-13  8.34982161e+00  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  3.54366173e-15  5.64000083e+00  3.41311915e-13  5.46772968e+00  3.29103705e-15  8.33825408e+00  3.04299561e-13  7.97225214e+00  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  3.53303295e-15  5.38564535e+00  3.40241093e-13  5.22051033e+00  3.28649098e-15  7.96186869e+00  3.03841865e-13  7.61176016e+00  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  3.52143277e-15  5.14280104e+00  3.39074141e-13  4.98447400e+00  3.28150196e-15  7.60249672e+00  3.03341357e-13  7.26757349e+00  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  3.50878337e-15  4.91095098e+00  3.37803215e-13  4.75911507e+00  3.27603176e-15  7.25937373e+00  3.02794200e-13  6.93895488e+00  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  3.49500196e-15  4.68960140e+00  3.36419980e-13  4.54395083e+00  3.27003893e-15  6.93176939e+00  3.02196246e-13  6.62520040e+00  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  3.48000076e-15  4.47828063e+00  3.34915614e-13  4.33852037e+00  3.26347862e-15  6.61898595e+00  3.01543018e-13  6.32563797e+00  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  3.46368708e-15  4.27653815e+00  3.33280808e-13  4.14238364e+00  3.25630233e-15  6.32035691e+00  3.00829690e-13  6.03962591e+00  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  3.44596350e-15  4.08394367e+00  3.31505784e-13  3.95512050e+00  3.24845780e-15  6.03524560e+00  3.00051070e-13  5.76655155e+00  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  3.42672807e-15  3.90008626e+00  3.29580323e-13  3.77632981e+00  3.23988881e-15  5.76304387e+00  2.99201583e-13  5.50582994e+00  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  3.40587473e-15  3.72457346e+00  3.27493794e-13  3.60562858e+00  3.23053502e-15  5.50317089e+00  2.98275255e-13  5.25690257e+00  9.99808685e-10  7.22215418e-01 
 2.40924169e+08  3.38329377e-15  3.55703051e+00  3.25235212e-13  3.44265114e+00  3.22033186e-15  5.25507190e+00  2.97265702e-13  5.01923622e+00  9.99828928e-10  7.56409403e-01 
 2.52336071e+08  3.35887256e-15  3.39709953e+00  3.22793301e-13  3.28704838e+00  3.20921038e-15  5.01821707e+00  2.96166118e-13  4.79232175e+00  9.99851134e-10  7.92220778e-01 
 2.64288522e+08  3.33249633e-15  3.24443882e+00  3.20156578e-13  3.13848697e+00  3.19709724e-15  4.79210042e+00  2.94969269e-13  4.57567308e+00  9.99875496e-10  8.29725813e-01 
 2.76807128e+08  3.30404924e-15  3.09872210e+00  3.17313457e-13  2.99664866e+00  3.18391464e-15  4.57623874e+00  2.93667492e-13  4.36882611e+00  9.99902221e-10  8.69004342e-01 
 2.89918705e+08  3.27341563e-15  2.95963786e+00  3.14252374e-13  2.86122962e+00  3.16958038e-15  4.37017059e+00  2.92252701e-13  4.17133772e+00  9.99931539e-10  9.10139921e-01 
 3.03651341e+08  3.24048148e-15  2.82688869e+00  3.10961934e-13  2.73193974e+00  3.15400799e-15  4.17345531e+00  2.90716397e-13  3.98278485e+00  9.99963703e-10  9.53219997e-01 
 3.18034453e+08  3.20513611e-15  2.70019064e+00  3.07431081e-13  2.60850206e+00  3.13710688e-15  3.98567213e+00  2.89049688e-13  3.80276356e+00  9.99998988e-10  9.98336084e-01 
 3.33098852e+08  3.16727418e-15  2.57927266e+00  3.03649295e-13  2.49065216e+00  3.11878267e-15  3.80641925e+00  2.87243323e-13  3.63088819e+00  1.00003770e-09  1.04558394e+00 
 3.48876811e+08  3.12679781e-15  2.46387597e+00  2.99606807e-13  2.37813756e+00  3.09893760e-15  3.63531299e+00  2.85287731e-13  3.46679053e+00  1.00008017e-09  1.09506376e+00 
 3.65402126e+08  3.08361900e-15  2.35375357e+00  2.95294842e-13  2.27071722e+00  3.07747108e-15  3.47198698e+00  2.83173079e-13  3.31011903e+00  1.00012676e-09  1.14688036e+00 
 3.82710200e+08  3.03766224e-15  2.24866967e+00  2.90705874e-13  2.16816103e+00  3.05428038e-15  3.31609141e+00  2.80889343e-13  3.16053801e+00  1.00017787e-09  1.20114341e+00 
 4.00838108e+08  2.98886718e-15  2.14839921e+00  2.85833903e-13  2.07024926e+00  3.02926150e-15  3.16729222e+00  2.78426396e-13  3.01772702e+00  1.00023394e-09  1.25796759e+00 
 4.19824685e+08  2.93719153e-15  2.05272736e+00  2.80674735e-13  1.97677217e+00  3.00231023e-15  3.02527044e+00  2.75774114e-13  2.88138006e+00  1.00029547e-09  1.31747285e+00 
 4.39710602e+08  2.88261386e-15  1.96144908e+00  2.75226267e-13  1.88752947e+00  2.97332341e-15  2.88972148e+00  2.72922505e-13  2.75120499e+00  1.00036296e-09  1.37978463e+00 
 4.60538460e+08  2.82513636e-15  1.87436869e+00  2.69488766e-13  1.80232997e+00  2.94220034e-15  2.76035447e+00  2.69861850e-13  2.62692289e+00  1.00043702e-09  1.44503406e+00 
 4.82352874e+08  2.76478750e-15  1.79129940e+00  2.63465129e-13  1.72099112e+00  2.90884449e-15  2.63689166e+00  2.66582877e-13  2.50826744e+00  1.00051826e-09  1.51335822e+00 
 5.05200577e+08  2.70162427e-15  1.71206295e+00  2.57161114e-13  1.64333865e+00  2.87316531e-15  2.51906778e+00  2.63076941e-13  2.39498437e+00  1.00060740e-09  1.58490037e+00 
 5.29130511e+08  2.63573416e-15  1.63648922e+00  2.50585536e-13  1.56920617e+00  2.83508033e-15  2.40662947e+00  2.59336240e-13  2.28683088e+00  1.00070521e-09  1.65981022e+00 
 5.54193938e+08  2.56723650e-15  1.56441581e+00  2.43750399e-13  1.49843483e+00  2.79451737e-15  2.29933474e+00  2.55354030e-13  2.18357519e+00  1.00081252e-09  1.73824415e+00 
 5.80444550e+08  2.49628324e-15  1.49568777e+00  2.36670978e-13  1.43087296e+00  2.75141689e-15  2.19695244e+00  2.51124869e-13  2.08499596e+00  1.00093026e-09  1.82036548e+00 
 6.07938580e+08  2.42305890e-15  1.43015719e+00  2.29365814e-13  1.36637578e+00  2.70573447e-15  2.09926171e+00  2.46644858e-13  1.99088185e+00  1.00105946e-09  1.90634473e+00 
 6.36734925e+08  2.34777977e-15  1.36768286e+00  2.21856637e-13  1.30480504e+00  2.65744325e-15  2.00605155e+00  2.41911892e-13  1.90103109e+00  1.00120122e-09  1.99635988e+00 
 6.66895272e+08  2.27069218e-15  1.30813005e+00  2.14168192e-13  1.24602877e+00  2.60653638e-15  1.91712031e+00  2.36925902e-13  1.81525100e+00  1.00135677e-09  2.09059664e+00 
 6.98484230e+08  2.19206994e-15  1.25137008e+00  2.06327982e-13  1.18992098e+00  2.55302934e-15  1.83227521e+00  2.31689086e-13  1.73335759e+00  1.00152747e-09  2.18924870e+00 
 7.31569468e+08  2.11221079e-15  1.19728013e+00  1.98365920e-13  1.13636134e+00  2.49696196e-15  1.75133199e+00  2.26206112e-13  1.65517519e+00  1.00171479e-09  2.29251798e+00 
 7.66221861e+08  2.03143226e-15  1.14574291e+00  1.90313910e-13  1.08523502e+00  2.43840021e-15  1.67411440e+00  2.20484292e-13  1.58053603e+00  1.00192035e-09  2.40061489e+00 
 8.02515641e+08  1.95006662e-15  1.09664639e+00  1.82205348e-13  1.03643235e+00  2.37743744e-15  1.60045386e+00  2.14533711e-13  1.50927992e+00  1.00214595e-09  2.51375859e+00 
 8.40528555e+08  1.86845551e-15  1.04988352e+00  1.74074583e-13  9.89848622e-01  2.31419520e-15  1.53018904e+00  2.08367294e-13  1.44125385e+00  1.00239354e-09  2.63217719e+00 
 8.80342035e+08  1.78694409e-15  1.00535204e+00  1.65956335e-13  9.45383871e-01  2.24882332e-15  1.46316551e+00  2.02000821e-13  1.37631172e+00  1.00266528e-09  2.75610798e+00 
