 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  5.58960947e-15  4.22893420e+03  5.36936271e-14  2.84393685e+02  2.75446038e-13  4.35644866e+01  1.10179175e-12  4.35647522e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  5.58983337e-15  4.03402880e+03  5.36937867e-14  2.71535614e+02  2.75432195e-13  4.15942669e+01  1.10173571e-12  4.15945328e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  5.59003748e-15  3.85473614e+03  5.36939202e-14  2.59251962e+02  2.75416970e-13  3.97132513e+01  1.10167420e-12  3.97134487e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  5.59022353e-15  3.67848037e+03  5.36940288e-14  2.47528339e+02  2.75400233e-13  3.79172179e+01  1.10160669e-12  3.79174061e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  5.59039312e-15  3.51217388e+03  5.36941134e-14  2.36335472e+02  2.75381840e-13  3.62024149e+01  1.10153261e-12  3.62026045e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  5.59054772e-15  3.35504918e+03  5.36941749e-14  2.25648195e+02  2.75361635e-13  3.45651899e+01  1.10145132e-12  3.45653475e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  5.59068864e-15  3.20355481e+03  5.36942136e-14  2.15442392e+02  2.75339446e-13  3.30020086e+01  1.10136214e-12  3.30021501e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  5.59081710e-15  3.05890294e+03  5.36942299e-14  2.05700807e+02  2.75315082e-13  3.15094967e+01  1.10126431e-12  3.15096180e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  5.59093419e-15  2.91974762e+03  5.36942240e-14  1.96398648e+02  2.75288338e-13  3.00845023e+01  1.10115697e-12  3.00845964e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  5.59104091e-15  2.78728906e+03  5.36941958e-14  1.87518098e+02  2.75258983e-13  2.87239287e+01  1.10103924e-12  2.87239992e+01  9.99690711e-10  4.76241640e-01 
