 frequency       c_small         q_small         c_mid           q_mid           c_large         q_large         c_xlarge        q_xlarge        l_ref           q_ref          
 1.00000000e+08  6.66016747e-15  3.53967390e+03  6.65084729e-14  2.29502370e+02  3.51786099e-13  3.40963763e+01  1.40715200e-12  3.40965581e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  6.66039135e-15  3.37955006e+03  6.65085744e-14  2.19126197e+02  3.51757006e-13  3.25543794e+01  1.40703495e-12  3.25545396e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  6.66059543e-15  3.22766644e+03  6.65086442e-14  2.09214549e+02  3.51725055e-13  3.10821210e+01  1.40690654e-12  3.10822750e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  6.66078145e-15  3.08184688e+03  6.65086830e-14  1.99754419e+02  3.51689975e-13  2.96764621e+01  1.40676566e-12  2.96766025e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  6.66095102e-15  2.94194464e+03  6.65086910e-14  1.90720886e+02  3.51651467e-13  2.83343507e+01  1.40661111e-12  2.83344550e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  6.66110559e-15  2.80901056e+03  6.65086683e-14  1.82096855e+02  3.51609202e-13  2.70529513e+01  1.40644159e-12  2.70530445e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  6.66124648e-15  2.68186446e+03  6.65086148e-14  1.73860966e+02  3.51562821e-13  2.58294867e+01  1.40625565e-12  2.58295616e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  6.66137489e-15  2.56079898e+03  6.65085299e-14  1.65999024e+02  3.51511931e-13  2.46613601e+01  1.40605170e-12  2.46614371e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  6.66149194e-15  2.44476433e+03  6.65084130e-14  1.58491922e+02  3.51456099e-13  2.35460602e+01  1.40582802e-12  2.35461170e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  6.66159863e-15  2.33421771e+03  6.65082630e-14  1.51324352e+02  3.51394851e-13  2.24811872e+01  1.40558271e-12  2.24812380e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  6.66169586e-15  2.22893227e+03  6.65080787e-14  1.44480209e+02  3.51327668e-13  2.14644790e+01  1.40531368e-12  2.14645262e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  6.66178447e-15  2.12798015e+03  6.65078585e-14  1.37946294e+02  3.51253982e-13  2.04937597e+01  1.40501867e-12  2.04937961e+01  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  6.66186522e-15  2.03187044e+03  6.65076005e-14  1.31707673e+02  3.51173168e-13  1.95669319e+01  1.40469518e-12  1.95669695e+01  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  6.66193881e-15  1.93973051e+03  6.65073025e-14  1.25751443e+02  3.51084546e-13  1.86820246e+01  1.40434046e-12  1.86820561e+01  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  6.66200587e-15  1.85220077e+03  6.65069618e-14  1.20064781e+02  3.50987367e-13  1.78371310e+01  1.40395155e-12  1.78371564e+01  9.99744103e-10  6.00204126e-01 
