 frequency       c_dasm          q_dasm          c_dalg          q_dalg          c_dpsm          q_dpsm          c_dplg          q_dplg          l_ref           q_ref          
 1.00000000e+08  3.83138878e-15  7.99725908e+00  3.70147960e-13  7.77047914e+00  3.56415766e-15  1.17253040e+01  3.30370702e-13  1.12203722e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  3.82574985e-15  7.63641144e+00  3.69562697e-13  7.41910217e+00  3.56181760e-15  1.11960806e+01  3.30117870e-13  1.07129743e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  3.81954392e-15  7.29184348e+00  3.68922770e-13  7.08361748e+00  3.55921358e-15  1.06907149e+01  3.29840926e-13  1.02285243e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  3.81272389e-15  6.96282727e+00  3.68223301e-13  6.76330649e+00  3.55632458e-15  1.02081406e+01  3.29537624e-13  9.76598449e+00  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  3.80523857e-15  6.64866691e+00  3.67459022e-13  6.45748313e+00  3.55312738e-15  9.74733817e+00  3.29205520e-13  9.32436420e+00  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  3.79703249e-15  6.34869714e+00  3.66624250e-13  6.16549234e+00  3.54959644e-15  9.30733292e+00  3.28841952e-13  8.90271752e+00  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  3.78804566e-15  6.06228211e+00  3.65712863e-13  5.88670870e+00  3.54570372e-15  8.88719302e+00  3.28444027e-13  8.50014132e+00  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  3.77821341e-15  5.78881412e+00  3.64718285e-13  5.62053506e+00  3.54141852e-15  8.48602781e+00  3.28008599e-13  8.11577329e+00  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  3.76746617e-15  5.52771244e+00  3.63633460e-13  5.36640127e+00  3.53670731e-15  8.10298608e+00  3.27532255e-13  7.74879014e+00  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  3.75572932e-15  5.27842218e+00  3.62450836e-13  5.12376299e+00  3.53153352e-15  7.73725434e+00  3.27011295e-13  7.39840579e+00  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  3.74292304e-15  5.04041317e+00  3.61162356e-13  4.89210047e+00  3.52585739e-15  7.38805529e+00  3.26441708e-13  7.06386970e+00  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  3.72896226e-15  4.81317891e+00  3.59759441e-13  4.67091747e+00  3.51963573e-15  7.05464622e+00  3.25819158e-13  6.74446531e+00  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  3.71375658e-15  4.59623551e+00  3.58232990e-13  4.45974023e+00  3.51282176e-15  6.73631754e+00  3.25138961e-13  6.43950841e+00  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  3.69721029e-15  4.38912079e+00  3.56573379e-13  4.25811637e+00  3.50536485e-15  6.43239136e+00  3.24396066e-13  6.14834579e+00  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  3.67922253e-15  4.19139325e+00  3.54770476e-13  4.06561400e+00  3.49721040e-15  6.14222007e+00  3.23585032e-13  5.87035374e+00  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  3.65968743e-15  4.00263123e+00  3.52813654e-13  3.88182077e+00  3.48829961e-15  5.86518510e+00  3.22700014e-13  5.60493678e+00  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  3.63849449e-15  3.82243202e+00  3.50691829e-13  3.70634297e+00  3.47856931e-15  5.60069558e+00  3.21734745e-13  5.35152636e+00  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  3.61552896e-15  3.65041102e+00  3.48393501e-13  3.53880471e+00  3.46795180e-15  5.34818714e+00  3.20682518e-13  5.10957964e+00  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  3.59067253e-15  3.48620095e+00  3.45906815e-13  3.37884710e+00  3.45637475e-15  5.10712079e+00  3.19536176e-13  4.87857833e+00  9.99808685e-10  7.22215418e-01 
 2.40924169e+08  3.56380404e-15  3.32945112e+00  3.43219639e-13  3.22612748e+00  3.44376109e-15  4.87698174e+00  3.18288105e-13  4.65802760e+00  9.99828928e-10  7.56409403e-01 
 2.52336071e+08  3.53480052e-15  3.17982662e+00  3.40319663e-13  3.08031872e+00  3.43002897e-15  4.65727837e+00  3.16930227e-13  4.44745498e+00  9.99851134e-10  7.92220778e-01 
 2.64288522e+08  3.50353833e-15  3.03700772e+00  3.37194519e-13  2.94110845e+00  3.41509178e-15  4.44754118e+00  3.15454005e-13  4.24640938e+00  9.99875496e-10  8.29725813e-01 
 2.76807128e+08  3.46989466e-15  2.90068912e+00  3.33831921e-13  2.80819848e+00  3.39885825e-15  4.24732183e+00  3.13850453e-13  4.05446011e+00  9.99902221e-10  8.69004342e-01 
 2.89918705e+08  3.43374911e-15  2.77057935e+00  3.30219832e-13  2.68130408e+00  3.38123260e-15  4.05619217e+00  3.12110150e-13  3.87119599e+00  9.99931539e-10  9.10139921e-01 
 3.03651341e+08  3.39498570e-15  2.64640014e+00  3.26346660e-13  2.56015341e+00  3.36211482e-15  3.87374337e+00  3.10223275e-13  3.69622440e+00  9.99963703e-10  9.53219997e-01 
 3.18034453e+08  3.35349501e-15  2.52788583e+00  3.22201473e-13  2.44448695e+00  3.34140110e-15  3.69958502e+00  3.08179642e-13  3.52917049e+00  9.99998988e-10  9.98336084e-01 
 3.33098852e+08  3.30917661e-15  2.41478284e+00  3.17774241e-13  2.33405691e+00  3.31898433e-15  3.53334435e+00  3.05968759e-13  3.36967639e+00  1.00003770e-09  1.04558394e+00 
 3.48876811e+08  3.26194168e-15  2.30684908e+00  3.13056102e-13  2.22862672e+00  3.29475479e-15  3.37466538e+00  3.03579896e-13  3.21740038e+00  1.00008017e-09  1.09506376e+00 
 3.65402126e+08  3.21171589e-15  2.20385348e+00  3.08039644e-13  2.12797052e+00  3.26860103e-15  3.22320822e+00  3.01002173e-13  3.07201624e+00  1.00012676e-09  1.14688036e+00 
 3.82710200e+08  3.15844232e-15  2.10557547e+00  3.02719201e-13  2.03187267e+00  3.24041094e-15  3.07864829e+00  2.98224667e-13  2.93321246e+00  1.00017787e-09  1.20114341e+00 
 4.00838108e+08  3.10208449e-15  2.01180453e+00  2.97091157e-13  1.94012729e+00  3.21007296e-15  2.94067568e+00  2.95236540e-13  2.80069166e+00  1.00023394e-09  1.25796759e+00 
 4.19824685e+08  3.04262943e-15  1.92233972e+00  2.91154248e-13  1.85253784e+00  3.17747763e-15  2.80899442e+00  2.92027190e-13  2.67416988e+00  1.00029547e-09  1.31747285e+00 
 4.39710602e+08  2.98009052e-15  1.83698928e+00  2.84909853e-13  1.76891664e+00  3.14251922e-15  2.68332191e+00  2.88586418e-13  2.55337601e+00  1.00036296e-09  1.37978463e+00 
 4.60538460e+08  2.91451018e-15  1.75557016e+00  2.78362259e-13  1.68908454e+00  3.10509771e-15  2.56338825e+00  2.84904626e-13  2.43805121e+00  1.00043702e-09  1.44503406e+00 
 4.82352874e+08  2.84596220e-15  1.67790768e+00  2.71518896e-13  1.61287051e+00  3.06512088e-15  2.44893568e+00  2.80973031e-13  2.32794834e+00  1.00051826e-09  1.51335822e+00 
 5.05200577e+08  2.77455357e-15  1.60383514e+00  2.64390519e-13  1.54011122e+00  3.02250670e-15  2.33971801e+00  2.76783899e-13  2.22283142e+00  1.00060740e-09  1.58490037e+00 
 5.29130511e+08  2.70042567e-15  1.53319344e+00  2.56991332e-13  1.47065079e+00  2.97718575e-15  2.23550009e+00  2.72330796e-13  2.12247515e+00  1.00070521e-09  1.65981022e+00 
 5.54193938e+08  2.62375477e-15  1.46583073e+00  2.49339035e-13  1.40434035e+00  2.92910390e-15  2.13605728e+00  2.67608850e-13  2.02666440e+00  1.00081252e-09  1.73824415e+00 
 5.80444550e+08  2.54475172e-15  1.40160210e+00  2.41454793e-13  1.34103782e+00  2.87822492e-15  2.04117497e+00  2.62615019e-13  1.93519377e+00  1.00093026e-09  1.82036548e+00 
 6.07938580e+08  2.46366061e-15  1.34036924e+00  2.33363107e-13  1.28060751e+00  2.82453316e-15  1.95064807e+00  2.57348353e-13  1.84786712e+00  1.00105946e-09  1.90634473e+00 
 6.36734925e+08  2.38075665e-15  1.28200015e+00  2.25091601e-13  1.22291990e+00  2.76803609e-15  1.86428057e+00  2.51810252e-13  1.76449718e+00  1.00120122e-09  1.99635988e+00 
 6.66895272e+08  2.29634297e-15  1.22636881e+00  2.16670700e-13  1.16785133e+00  2.70876662e-15  1.78188511e+00  2.46004697e-13  1.68490513e+00  1.00135677e-09  2.09059664e+00 
 6.98484230e+08  2.21074657e-15  1.17335493e+00  2.08133235e-13  1.11528373e+00  2.64678512e-15  1.70328253e+00  2.39938453e-13  1.60892019e+00  1.00152747e-09  2.18924870e+00 
 7.31569468e+08  2.12431352e-15  1.12284366e+00  1.99513952e-13  1.06510439e+00  2.58218101e-15  1.62830149e+00  2.33621221e-13  1.53637931e+00  1.00171479e-09  2.29251798e+00 
 7.66221861e+08  2.03740340e-15  1.07472531e+00  1.90848967e-13  1.01720568e+00  2.51507384e-15  1.55677804e+00  2.27065746e-13  1.46712677e+00  1.00192035e-09  2.40061489e+00 
 8.02515641e+08  1.95038332e-15  1.02889514e+00  1.82175167e-13  9.71484864e-01  2.44561363e-15  1.48855529e+00  2.20287849e-13  1.40101384e+00  1.00214595e-09  2.51375859e+00 
 8.40528555e+08  1.86362168e-15  9.85253042e-01  1.73529582e-13  9.27843823e-01  2.37398059e-15  1.42348302e+00  2.13306393e-13  1.33789850e+00  1.00239354e-09  2.63217719e+00 
 8.80342035e+08  1.77748181e-15  9.43703349e-01  1.64948755e-13  8.86188889e-01  2.30038403e-15  1.36141734e+00  2.06143163e-13  1.27764511e+00  1.00266528e-09  2.75610798e+00 
 9.22041367e+08  1.69231588e-15  9.04154581e-01  1.56468130e-13  8.46430620e-01  2.22506035e-15  1.30222037e+00  1.98822667e-13  1.22012408e+00  1.00296355e-09  2.88579760e+00 
 9.65715880e+08  1.60845907e-15  8.66519220e-01  1.48121476e-13  8.08483608e-01  2.14827038e-15  1.24575991e+00  1.91371851e-13  1.16521167e+00  1.00329094e-09  3.02150224e+00 
 1.01145913e+09  1.52622450e-15  8.30713482e-01  1.39940371e-13  7.72266293e-01  2.07029583e-15  1.19190919e+00  1.83819738e-13  1.11278966e+00  1.00365033e-09  3.16348776e+00 
 1.05936911e+09  1.44589871e-15  7.96657098e-01  1.31953758e-13  7.37700787e-01  1.99143509e-15  1.14054652e+00  1.76196996e-13  1.06274509e+00  1.00404487e-09  3.31202975e+00 
 1.10954846e+09  1.36773819e-15  7.64273104e-01  1.24187595e-13  7.04712699e-01  1.91199854e-15  1.09155511e+00  1.68535453e-13  1.01497008e+00  1.00447803e-09  3.46741361e+00 
 1.16210465e+09  1.29196668e-15  7.33487623e-01  1.16664584e-13  6.73230976e-01  1.83230341e-15  1.04482277e+00  1.60867565e-13  9.69361535e-01  1.00495362e-09  3.62993450e+00 
 1.21715029e+09  1.21877353e-15  7.04229665e-01  1.09404008e-13  6.43187740e-01  1.75266845e-15  1.00024173e+00  1.53225867e-13  9.25820947e-01  1.00547586e-09  3.79989726e+00 
 1.27480328e+09  1.14831295e-15  6.76430923e-01  1.02421656e-13  6.14518144e-01  1.67340861e-15  9.57708427e-01  1.45642422e-13  8.84254196e-01  1.00604936e-09  3.97761623e+00 
 1.33518714e+09  1.08070412e-15  6.50025573e-01  9.57298307e-14  5.87160224e-01  1.59482987e-15  9.17123328e-01  1.38148285e-13  8.44571337e-01  1.00667923e-09  4.16341492e+00 
 1.39843121e+09  1.01603216e-15  6.24950082e-01  8.93374446e-14  5.61054760e-01  1.51722449e-15  8.78390798e-01  1.30773001e-13  8.06686420e-01  1.00737110e-09  4.35762568e+00 
 1.46467097e+09  9.54349660e-16  6.01143020e-01  8.32501727e-14  5.36145148e-01  1.44086673e-15  8.41418959e-01  1.23544162e-13  7.70517310e-01  1.00813115e-09  4.56058905e+00 
 1.53404832e+09  8.95678861e-16  5.78544881e-01  7.74706666e-14  5.12377266e-01  1.36600930e-15  8.06119588e-01  1.16487028e-13  7.35985515e-01  1.00896624e-09  4.77265312e+00 
 1.60671189e+09  8.40014199e-16  5.57097904e-01  7.19988066e-14  4.89699359e-01  1.29288049e-15  7.72408043e-01  1.09624222e-13  7.03016035e-01  1.00988390e-09  4.99417253e+00 
 1.68281732e+09  7.87325166e-16  5.36745912e-01  6.68319838e-14  4.68061919e-01  1.22168217e-15  7.40203199e-01  1.02975510e-13  6.71537208e-01  1.01089247e-09  5.22550735e+00 
 1.76252766e+09  7.37559330e-16  5.17434159e-01  6.19653984e-14  4.47417571e-01  1.15258852e-15  7.09427406e-01  9.65576614e-14  6.41480570e-01  1.01200117e-09  5.46702164e+00 
 1.84601365e+09  6.90645441e-16  4.99109188e-01  5.73923641e-14  4.27720974e-01  1.08574560e-15  6.80006468e-01  9.03843947e-14  6.12780723e-01  1.01322020e-09  5.71908164e+00 
 1.93345414e+09  6.46496493e-16  4.81718708e-01  5.31046098e-14  4.08928714e-01  1.02127159e-15  6.51869627e-01  8.44663950e-14  5.85375212e-01  1.01456082e-09  5.98205372e+00 
 2.02503643e+09  6.05012709e-16  4.65211490e-01  4.90925696e-14  3.90999208e-01  9.59257619e-16  6.24949555e-01  7.88113996e-14  5.59204408e-01  1.01603553e-09  6.25630175e+00 
 2.12095673e+09  5.66084354e-16  4.49537283e-01  4.53456579e-14  3.73892620e-01  8.99769203e-16  5.99182355e-01  7.34243420e-14  5.34211393e-01  1.01765820e-09  6.54218403e+00 
 2.22142050e+09  5.29594361e-16  4.34646754e-01  4.18525225e-14  3.57570767e-01  8.42847958e-16  5.74507549e-01  6.83075403e-14  5.10341858e-01  1.01944420e-09  6.84004968e+00 
 2.32664295e+09  4.95420725e-16  4.20491462e-01  3.86012750e-14  3.41997045e-01  7.88513669e-16  5.50868068e-01  6.34609213e-14  4.87544004e-01  1.02141063e-09  7.15023426e+00 
 2.43684950e+09  4.63438654e-16  4.07023854e-01  3.55796963e-14  3.27136356e-01  7.36766497e-16  5.28210218e-01  5.88822671e-14  4.65768438e-01  1.02357649e-09  7.47305466e+00 
 2.55227623e+09  4.33522477e-16  3.94197297e-01  3.27754162e-14  3.12955037e-01  6.87589268e-16  5.06483641e-01  5.45674748e-14  4.44968088e-01  1.02596298e-09  7.80880307e+00 
 2.67317039e+09  4.05547293e-16  3.81966142e-01  3.01760692e-14  2.99420801e-01  6.40949738e-16  4.85641245e-01  5.05108205e-14  4.25098107e-01  1.02859374e-09  8.15773991e+00 
 2.79979097e+09  3.79390398e-16  3.70285827e-01  2.77694244e-14  2.86502681e-01  5.96802786e-16  4.65639118e-01  4.67052188e-14  4.06115784e-01  1.03149517e-09  8.52008549e+00 
 2.93240922e+09  3.54932462e-16  3.59112999e-01  2.55434954e-14  2.74170982e-01  5.55092469e-16  4.46436417e-01  4.31424717e-14  3.87980456e-01  1.03469686e-09  8.89601034e+00 
 3.07130921e+09  3.32058507e-16  3.48405680e-01  2.34866273e-14  2.62397237e-01  5.15753927e-16  4.27995232e-01  3.98135030e-14  3.70653422e-01  1.03823197e-09  9.28562389e+00 
 3.21678851e+09  3.10658677e-16  3.38123446e-01  2.15875665e-14  2.51154173e-01  4.78715093e-16  4.10280434e-01  3.67085741e-14  3.54097855e-01  1.04213778e-09  9.68896123e+00 
