 frequency       c_dasm          q_dasm          c_dalg          q_dalg          c_dpsm          q_dpsm          c_dplg          q_dplg          l_ref           q_ref          
 1.00000000e+08  4.17928117e-15  7.27146621e+00  4.04806324e-13  7.07769056e+00  3.94321573e-15  1.05525573e+01  3.66222456e-13  1.01001619e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  4.17180797e-15  6.94338529e+00  4.04037709e-13  6.75765167e+00  3.93994279e-15  1.00762831e+01  3.65877184e-13  9.64343346e+00  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  4.16360219e-15  6.63011160e+00  4.03197877e-13  6.45208711e+00  3.93631849e-15  9.62149041e+00  3.65499140e-13  9.20736103e+00  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  4.15460304e-15  6.33098269e+00  4.02280586e-13  6.16034253e+00  3.93231392e-15  9.18721829e+00  3.65085300e-13  8.79101071e+00  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  4.14474479e-15  6.04536531e+00  4.01279109e-13  5.88179317e+00  3.92789737e-15  8.77254815e+00  3.64632377e-13  8.39349082e+00  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  4.13395652e-15  5.77265415e+00  4.00186222e-13  5.61584249e+00  3.92303408e-15  8.37660184e+00  3.64136798e-13  8.01394998e+00  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  4.12216194e-15  5.51227070e+00  3.98994172e-13  5.36192094e+00  3.91768609e-15  7.99853999e+00  3.63594688e-13  7.65157532e+00  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  4.10927920e-15  5.26366213e+00  3.97694666e-13  5.11948470e+00  3.91181203e-15  7.63756041e+00  3.63001844e-13  7.30559071e+00  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  4.09522074e-15  5.02630018e+00  3.96278850e-13  4.88801454e+00  3.90536688e-15  7.29289647e+00  3.62353719e-13  6.97525511e+00  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  4.07989323e-15  4.79968013e+00  3.94737302e-13  4.66701472e+00  3.89830176e-15  6.96381564e+00  3.61645392e-13  6.65986099e+00  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  4.06319747e-15  4.58331977e+00  3.93060024e-13  4.45601189e+00  3.89056374e-15  6.64961800e+00  3.60871552e-13  6.35873282e+00  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  4.04502846e-15  4.37675845e+00  3.91236448e-13  4.25455412e+00  3.88209557e-15  6.34963483e+00  3.60026473e-13  6.07122559e+00  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  4.02527550e-15  4.17955613e+00  3.89255442e-13  4.06220992e+00  3.87283552e-15  6.06322729e+00  3.59103993e-13  5.79672349e+00  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  4.00382243e-15  3.99129252e+00  3.87105339e-13  3.87856731e+00  3.86271711e-15  5.78978513e+00  3.58097494e-13  5.53463853e+00  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  3.98054799e-15  3.81156615e+00  3.84773964e-13  3.70323295e+00  3.85166901e-15  5.52872538e+00  3.56999884e-13  5.28440933e+00  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  3.95532628e-15  3.63999363e+00  3.82248690e-13  3.53583127e+00  3.83961480e-15  5.27949125e+00  3.55803579e-13  5.04549988e+00  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  3.92802747e-15  3.47620881e+00  3.79516501e-13  3.37600370e+00  3.82647288e-15  5.04155091e+00  3.54500494e-13  4.81739845e+00  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  3.89851865e-15  3.31986202e+00  3.76564077e-13  3.22340790e+00  3.81215639e-15  4.81439642e+00  3.53082031e-13  4.59961640e+00  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  3.86666492e-15  3.17061937e+00  3.73377907e-13  3.07771700e+00  3.79657314e-15  4.59754269e+00  3.51539080e-13  4.39168723e+00  9.99808685e-10  7.22215418e-01 
