 frequency       c_dasm          q_dasm          c_dalg          q_dalg          c_dpsm          q_dpsm          c_dplg          q_dplg          l_ref           q_ref          
 1.00000000e+08  3.13109712e-15  9.93307206e+00  2.58644375e-13  1.12443911e+01  2.43133417e-15  1.75235696e+01  2.22503217e-13  1.67627854e+01  9.99639433e-10  3.14021199e-01 
 1.04736719e+08  3.12820641e-15  9.48748246e+00  2.58447281e-13  1.07359475e+01  2.43077430e-15  1.67328639e+01  2.22426735e-13  1.60047279e+01  9.99643257e-10  3.28894243e-01 
 1.09697804e+08  3.12500129e-15  9.06163768e+00  2.58231379e-13  1.02504934e+01  2.43011925e-15  1.59777223e+01  2.22342855e-13  1.52809525e+01  9.99647452e-10  3.44471593e-01 
 1.14893881e+08  3.12145640e-15  8.65470016e+00  2.57994920e-13  9.78698996e+00  2.42936356e-15  1.52565634e+01  2.22250877e-13  1.45899091e+01  9.99652054e-10  3.60786583e-01 
 1.20336082e+08  3.11754392e-15  8.26586325e+00  2.57735995e-13  9.34444534e+00  2.42850098e-15  1.45678740e+01  2.22150032e-13  1.39301177e+01  9.99657102e-10  3.77874120e-01 
 1.26036065e+08  3.11323337e-15  7.89435068e+00  2.57452530e-13  8.92191237e+00  2.42752437e-15  1.39102065e+01  2.22039483e-13  1.33001653e+01  9.99662640e-10  3.95770762e-01 
 1.32006039e+08  3.10849146e-15  7.53941601e+00  2.57142266e-13  8.51848668e+00  2.42642566e-15  1.32821760e+01  2.21918312e-13  1.26987025e+01  9.99668716e-10  4.14514790e-01 
 1.38258795e+08  3.10328191e-15  7.20034192e+00  2.56802752e-13  8.13330471e+00  2.42519581e-15  1.26824580e+01  2.21785517e-13  1.21244412e+01  9.99675380e-10  4.34146295e-01 
 1.44807726e+08  3.09756531e-15  6.87643955e+00  2.56431325e-13  7.76554189e+00  2.42382471e-15  1.21097860e+01  2.21640004e-13  1.15761514e+01  9.99682691e-10  4.54707258e-01 
 1.51666862e+08  3.09129889e-15  6.56704768e+00  2.56025096e-13  7.41441093e+00  2.42230116e-15  1.15629489e+01  2.21480579e-13  1.10526587e+01  9.99690711e-10  4.76241640e-01 
 1.58850896e+08  3.08443640e-15  6.27153197e+00  2.55580938e-13  7.07916005e+00  2.42061273e-15  1.10407892e+01  2.21305939e-13  1.05528418e+01  9.99699509e-10  4.98795475e-01 
 1.66375217e+08  3.07692791e-15  5.98928412e+00  2.55095468e-13  6.75907147e+00  2.41874572e-15  1.05422003e+01  2.21114663e-13  1.00756301e+01  9.99709160e-10  5.22416968e-01 
 1.74255944e+08  3.06871966e-15  5.71972107e+00  2.54565029e-13  6.45345983e+00  2.41668504e-15  1.00661244e+01  2.20905204e-13  9.62000157e+00  9.99719747e-10  5.47156592e-01 
 1.82509959e+08  3.05975389e-15  5.46228412e+00  2.53985680e-13  6.16167074e+00  2.41441414e-15  9.61155085e+00  2.20675877e-13  9.18498015e+00  9.99731362e-10  5.73067199e-01 
 1.91154944e+08  3.04996876e-15  5.21643813e+00  2.53353174e-13  5.88307939e+00  2.41191487e-15  9.17751368e+00  2.20424847e-13  8.76963406e+00  9.99744103e-10  6.00204126e-01 
 2.00209417e+08  3.03929821e-15  4.98167068e+00  2.52662950e-13  5.61708918e+00  2.40916741e-15  8.76308997e+00  2.20150120e-13  8.37307360e+00  9.99758080e-10  6.28625312e-01 
 2.09692776e+08  3.02767192e-15  4.75749122e+00  2.51910113e-13  5.36313052e+00  2.40615010e-15  8.36739789e+00  2.19849531e-13  7.99444935e+00  9.99773413e-10  6.58391420e-01 
 2.19625334e+08  3.01501530e-15  4.54343028e+00  2.51089427e-13  5.12065953e+00  2.40283936e-15  7.98959496e+00  2.19520731e-13  7.63295026e+00  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  3.00124950e-15  4.33903868e+00  2.50195304e-13  4.88915694e+00  2.39920954e-15  7.62887635e+00  2.19161171e-13  7.28780199e+00  9.99808685e-10  7.22215418e-01 
 2.40924169e+08  2.98629153e-15  4.14388669e+00  2.49221796e-13  4.66812695e+00  2.39523278e-15  7.28447323e+00  2.18768094e-13  6.95826519e+00  9.99828928e-10  7.56409403e-01 
 2.52336071e+08  2.97005450e-15  3.95756336e+00  2.48162593e-13  4.45709618e+00  2.39087889e-15  6.95565118e+00  2.18338519e-13  6.64363397e+00  9.99851134e-10  7.92220778e-01 
 2.64288522e+08  2.95244785e-15  3.77967567e+00  2.47011025e-13  4.25561265e+00  2.38611521e-15  6.64170873e+00  2.17869226e-13  6.34323436e+00  9.99875496e-10  8.29725813e-01 
