 frequency       c_cmim_20u      q_cmim_20u      c_cmim_35u      q_cmim_35u      c_cmim_50u      q_cmim_50u      c_rfcmim_20u    q_rfcmim_20u    c_rfcmim_35u    q_rfcmim_35u    c_rfcmim_50u    q_rfcmim_50u    l_ref           q_ref          
 2.19625334e+08  6.63045464e-13  1.98715169e+04  2.02637875e-12  6.50210756e+03  4.13203929e-12  3.18867613e+03  6.63060514e-13  3.56254685e+03  2.02655065e-12  1.37489916e+03  4.13294760e-12  6.31916088e+02  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  6.63045510e-13  1.89728280e+04  2.02637879e-12  6.20804983e+03  4.13203930e-12  3.04446824e+03  6.63061923e-13  3.40137780e+03  2.02656726e-12  1.31267806e+03  4.13303561e-12  6.03307434e+02  9.99808685e-10  7.22215418e-01 
 2.40924169e+08  6.63045552e-13  1.81147824e+04  2.02637883e-12  5.92729078e+03  4.13203930e-12  2.90678217e+03  6.63063459e-13  3.24749507e+03  2.02658548e-12  1.25326896e+03  4.13313216e-12  5.75991176e+02  9.99828928e-10  7.56409403e-01 
 2.52336071e+08  6.63045590e-13  1.72955423e+04  2.02637886e-12  5.65922911e+03  4.13203929e-12  2.77532293e+03  6.63065137e-13  3.10056904e+03  2.02660546e-12  1.19654459e+03  4.13323806e-12  5.49908798e+02  9.99851134e-10  7.92220778e-01 
 2.64288522e+08  6.63045625e-13  1.65133517e+04  2.02637889e-12  5.40329050e+03  4.13203928e-12  2.64980894e+03  6.63066971e-13  2.96028496e+03  2.02662737e-12  1.14238343e+03  4.13335423e-12  5.25004427e+02  9.99875496e-10  8.29725813e-01 
 2.76807128e+08  6.63045657e-13  1.57665368e+04  2.02637891e-12  5.15892672e+03  4.13203925e-12  2.52997132e+03  6.63068976e-13  2.82634233e+03  2.02665140e-12  1.09066947e+03  4.13348167e-12  5.01224714e+02  9.99902221e-10  8.69004342e-01 
 2.89918705e+08  6.63045686e-13  1.50534953e+04  2.02637894e-12  4.92561424e+03  4.13203922e-12  2.41555335e+03  6.63071169e-13  2.69845422e+03  2.02667775e-12  1.04129192e+03  4.13362146e-12  4.78518720e+02  9.99931539e-10  9.10139921e-01 
 3.03651341e+08  6.63045712e-13  1.43727012e+04  2.02637895e-12  4.70285336e+03  4.13203917e-12  2.30630993e+03  6.63073570e-13  2.57634667e+03  2.02670665e-12  9.94145015e+02  4.13377482e-12  4.56837804e+02  9.99963703e-10  9.53219997e-01 
 3.18034453e+08  6.63045736e-13  1.37226961e+04  2.02637897e-12  4.49016679e+03  4.13203912e-12  2.20200705e+03  6.63076199e-13  2.45975812e+03  2.02673836e-12  9.49127752e+02  4.13394306e-12  4.36135523e+02  9.99998988e-10  9.98336084e-01 
 3.33098852e+08  6.63045758e-13  1.31020875e+04  2.02637898e-12  4.28709899e+03  4.13203906e-12  2.10242126e+03  6.63079078e-13  2.34843880e+03  2.02677313e-12  9.06143700e+02  4.13412762e-12  4.16367530e+02  1.00003770e-09  1.04558394e+00 
 3.48876811e+08  6.63045778e-13  1.25095464e+04  2.02637899e-12  4.09321493e+03  4.13203899e-12  2.00733925e+03  6.63082232e-13  2.24215027e+03  2.02681127e-12  8.65100781e+02  4.13433009e-12  3.97491480e+02  1.00008017e-09  1.09506376e+00 
 3.65402126e+08  6.63045796e-13  1.19438018e+04  2.02637900e-12  3.90809926e+03  4.13203891e-12  1.91655732e+03  6.63085688e-13  2.14066483e+03  2.02685311e-12  8.25911075e+02  4.13455221e-12  3.79466937e+02  1.00012676e-09  1.14688036e+00 
 3.82710200e+08  6.63045812e-13  1.14036436e+04  2.02637900e-12  3.73135547e+03  4.13203882e-12  1.82988099e+03  6.63089476e-13  2.04376508e+03  2.02689900e-12  7.88490631e+02  4.13479589e-12  3.62255291e+02  1.00017787e-09  1.20114341e+00 
 4.00838108e+08  6.63045827e-13  1.08879142e+04  2.02637900e-12  3.56260489e+03  4.13203872e-12  1.74712461e+03  6.63093628e-13  1.95124346e+03  2.02694934e-12  7.52759292e+02  4.13506322e-12  3.45819674e+02  1.00023394e-09  1.25796759e+00 
 4.19824685e+08  6.63045841e-13  1.03955083e+04  2.02637900e-12  3.40148606e+03  4.13203860e-12  1.66811088e+03  6.63098180e-13  1.86290176e+03  2.02700456e-12  7.18640515e+02  4.13535652e-12  3.30124879e+02  1.00029547e-09  1.31747285e+00 
 4.39710602e+08  6.63045853e-13  9.92537156e+03  2.02637900e-12  3.24765383e+03  4.13203847e-12  1.59267055e+03  6.63103171e-13  1.77855075e+03  2.02706514e-12  6.86061216e+02  4.13567829e-12  3.15137286e+02  1.00036296e-09  1.37978463e+00 
 4.60538460e+08  6.63045864e-13  9.47649651e+03  2.02637899e-12  3.10077866e+03  4.13203832e-12  1.52064201e+03  6.63108643e-13  1.69800973e+03  2.02713159e-12  6.54951606e+02  4.13603132e-12  3.00824793e+02  1.00043702e-09  1.44503406e+00 
 4.82352874e+08  6.63045873e-13  9.04792196e+03  2.02637898e-12  2.96054593e+03  4.13203816e-12  1.45187096e+03  6.63114644e-13  1.62110618e+03  2.02720449e-12  6.25245046e+02  4.13641863e-12  2.87156741e+02  1.00051826e-09  1.51335822e+00 
 5.05200577e+08  6.63045882e-13  8.63872966e+03  2.02637897e-12  2.82665522e+03  4.13203798e-12  1.38621008e+03  6.63121225e-13  1.54767535e+03  2.02728446e-12  5.96877904e+02  4.13684357e-12  2.74103855e+02  1.00060740e-09  1.58490037e+00 
 5.29130511e+08  6.63045890e-13  8.24804314e+03  2.02637895e-12  2.69881971e+03  4.13203778e-12  1.32351872e+03  6.63128443e-13  1.47755996e+03  2.02737219e-12  5.69789415e+02  4.13730981e-12  2.61638176e+02  1.00070521e-09  1.65981022e+00 
 5.54193938e+08  6.63045897e-13  7.87502540e+03  2.02637893e-12  2.57676557e+03  4.13203756e-12  1.26366257e+03  6.63136359e-13  1.41060980e+03  2.02746843e-12  5.43921557e+02  4.13782136e-12  2.49733005e+02  1.00081252e-09  1.73824415e+00 
 5.80444550e+08  6.63045903e-13  7.51887742e+03  2.02637891e-12  2.46023132e+03  4.13203731e-12  1.20651342e+03  6.63145041e-13  1.34668146e+03  2.02757401e-12  5.19218922e+02  4.13838264e-12  2.38362843e+02  1.00093026e-09  1.82036548e+00 
 6.07938580e+08  6.63045909e-13  7.17883613e+03  2.02637889e-12  2.34896734e+03  4.13203704e-12  1.15194883e+03  6.63154563e-13  1.28563800e+03  2.02768983e-12  4.95628599e+02  4.13899850e-12  2.27503338e+02  1.00105946e-09  1.90634473e+00 
 6.36734925e+08  6.63045914e-13  6.85417321e+03  2.02637886e-12  2.24273527e+03  4.13203675e-12  1.09985193e+03  6.63165008e-13  1.22734867e+03  2.02781690e-12  4.73100060e+02  4.13967425e-12  2.17131234e+02  1.00120122e-09  1.99635988e+00 
 6.66895272e+08  6.63045918e-13  6.54419322e+03  2.02637882e-12  2.14130754e+03  4.13203642e-12  1.05011112e+03  6.63176464e-13  1.17168861e+03  2.02795630e-12  4.51585054e+02  4.14041575e-12  2.07224318e+02  1.00135677e-09  2.09059664e+00 
 6.98484230e+08  6.63045921e-13  6.24823206e+03  2.02637878e-12  2.04446689e+03  4.13203606e-12  1.00261983e+03  6.63189031e-13  1.11853859e+03  2.02810923e-12  4.31037502e+02  4.14122942e-12  1.97761376e+02  1.00152747e-09  2.18924870e+00 
 7.31569468e+08  6.63045924e-13  5.96565572e+03  2.02637874e-12  1.95200585e+03  4.13203567e-12  9.57276339e+02  6.63202815e-13  1.06778476e+03  2.02827701e-12  4.11413398e+02  4.14212229e-12  1.88722146e+02  1.00171479e-09  2.29251798e+00 
 7.66221861e+08  6.63045927e-13  5.69585892e+03  2.02637869e-12  1.86372637e+03  4.13203524e-12  9.13983505e+02  6.63217935e-13  1.01931842e+03  2.02846108e-12  3.92670717e+02  4.14310213e-12  1.80087275e+02  1.00192035e-09  2.40061489e+00 
 8.02515641e+08  6.63045929e-13  5.43826364e+03  2.02637864e-12  1.77943932e+03  4.13203476e-12  8.72648591e+02  6.63234520e-13  9.73035751e+02  2.02866302e-12  3.74769325e+02  4.14417743e-12  1.71838277e+02  1.00214595e-09  2.51375859e+00 
 8.40528555e+08  6.63045930e-13  5.19231811e+03  2.02637858e-12  1.69896416e+03  4.13203424e-12  8.33183048e+02  6.63252713e-13  9.28837631e+02  2.02888458e-12  3.57670889e+02  4.14535755e-12  1.63957495e+02  1.00239354e-09  2.63217719e+00 
 8.80342035e+08  6.63045931e-13  4.95749551e+03  2.02637852e-12  1.62212849e+03  4.13203366e-12  7.95502335e+02  6.63272669e-13  8.86629395e+02  2.02912766e-12  3.41338801e+02  4.14665276e-12  1.56428062e+02  1.00266528e-09  2.75610798e+00 
 9.22041367e+08  6.63045931e-13  4.73329273e+03  2.02637845e-12  1.54876771e+03  4.13203303e-12  7.59525733e+02  6.63294561e-13  8.46320648e+02  2.02939435e-12  3.25738098e+02  4.14807435e-12  1.49233868e+02  1.00296355e-09  2.88579760e+00 
 9.65715880e+08  6.63045931e-13  4.51922951e+03  2.02637837e-12  1.47872467e+03  4.13203234e-12  7.25176172e+02  6.63318574e-13  8.07825066e+02  2.02968697e-12  3.10835386e+02  4.14963475e-12  1.42359522e+02  1.00329094e-09  3.02150224e+00 
 1.01145913e+09  6.63045930e-13  4.31484732e+03  2.02637828e-12  1.41184933e+03  4.13203158e-12  6.92380071e+02  6.63344916e-13  7.71060212e+02  2.03000802e-12  2.96598770e+02  4.15134759e-12  1.35790321e+02  1.00365033e-09  3.16348776e+00 
 1.05936911e+09  6.63045929e-13  4.11970832e+03  2.02637818e-12  1.34799843e+03  4.13203075e-12  6.61067174e+02  6.63373811e-13  7.35947364e+02  2.03036028e-12  2.82997786e+02  4.15322790e-12  1.29512220e+02  1.00404487e-09  3.31202975e+00 
 1.10954846e+09  6.63045927e-13  3.93339446e+03  2.02637808e-12  1.28703518e+03  4.13202983e-12  6.31170404e+02  6.63405508e-13  7.02411338e+02  2.03074680e-12  2.70003337e+02  4.15529220e-12  1.23511802e+02  1.00447803e-09  3.46741361e+00 
 1.16210465e+09  6.63045925e-13  3.75550667e+03  2.02637796e-12  1.22882900e+03  4.13202883e-12  6.02625715e+02  6.63440278e-13  6.70380339e+02  2.03117091e-12  2.57587630e+02  4.15755867e-12  1.17776247e+02  1.00495362e-09  3.62993450e+00 
 1.21715029e+09  6.63045922e-13  3.58566383e+03  2.02637783e-12  1.17325520e+03  4.13202773e-12  5.75371959e+02  6.63478419e-13  6.39785799e+02  2.03163628e-12  2.45724119e+02  4.16004730e-12  1.12293309e+02  1.00547586e-09  3.79989726e+00 
 1.27480328e+09  6.63045918e-13  3.42350216e+03  2.02637769e-12  1.12019472e+03  4.13202652e-12  5.49350756e+02  6.63520259e-13  6.10562234e+02  2.03214695e-12  2.34387448e+02  4.16278015e-12  1.07051289e+02  1.00604936e-09  3.97761623e+00 
 1.33518714e+09  6.63045914e-13  3.26867424e+03  2.02637754e-12  1.06953390e+03  4.13202519e-12  5.24506361e+02  6.63566155e-13  5.82647107e+02  2.03270733e-12  2.23553398e+02  4.16578148e-12  1.02039011e+02  1.00667923e-09  4.16341492e+00 
 1.39843121e+09  6.63045909e-13  3.12084841e+03  2.02637736e-12  1.02116422e+03  4.13202374e-12  5.00785555e+02  6.63616501e-13  5.55980691e+02  2.03332229e-12  2.13198836e+02  4.16907803e-12  9.72457971e+01  1.00737110e-09  4.35762568e+00 
 1.46467097e+09  6.63045904e-13  2.97970800e+03  2.02637718e-12  9.74982052e+02  4.13202214e-12  4.78137522e+02  6.63671729e-13  5.30505946e+02  2.03399717e-12  2.03301665e+02  4.17269931e-12  9.26614486e+01  1.00813115e-09  4.56058905e+00 
 1.53404832e+09  6.63045898e-13  2.84495067e+03  2.02637697e-12  9.30888477e+02  4.13202039e-12  4.56513747e+02  6.63732311e-13  5.06168397e+02  2.03473784e-12  1.93840782e+02  4.17667782e-12  8.82762228e+01  1.00896624e-09  4.77265312e+00 
 1.60671189e+09  6.63045891e-13  2.71628775e+03  2.02637675e-12  8.88789035e+02  4.13201847e-12  4.35867907e+02  6.63798767e-13  4.82916017e+02  2.03555075e-12  1.84796032e+02  4.18104947e-12  8.40808148e+01  1.00988390e-09  4.99417253e+00 
 1.68281732e+09  6.63045883e-13  2.59344361e+03  2.02637650e-12  8.48593540e+02  4.13201636e-12  4.16155775e+02  6.63871667e-13  4.60699119e+02  2.03644298e-12  1.76148166e+02  4.18585388e-12  8.00663384e+01  1.01089247e-09  5.22550735e+00 
 1.76252766e+09  6.63045874e-13  2.47615509e+03  2.02637623e-12  8.10215887e+02  4.13201405e-12  3.97335125e+02  6.63951634e-13  4.39470255e+02  2.03742233e-12  1.67878804e+02  4.19113487e-12  7.62243089e+01  1.01200117e-09  5.46702164e+00 
 1.84601365e+09  6.63045864e-13  2.36417095e+03  2.02637593e-12  7.73573863e+02  4.13201151e-12  3.79365640e+02  6.64039355e-13  4.19184109e+02  2.03849737e-12  1.59970395e+02  4.19694084e-12  7.25466263e+01  1.01322020e-09  5.71908164e+00 
 1.93345414e+09  6.63045853e-13  2.25725129e+03  2.02637560e-12  7.38588976e+02  4.13200872e-12  3.62208824e+02  6.64135580e-13  3.99797411e+02  2.03967753e-12  1.52406184e+02  4.20332538e-12  6.90255603e+01  1.01456082e-09  5.98205372e+00 
 2.02503643e+09  6.63045841e-13  2.15516708e+03  2.02637524e-12  7.05186281e+02  4.13200567e-12  3.45827925e+02  6.64241135e-13  3.81268841e+02  2.04097318e-12  1.45170180e+02  4.21034782e-12  6.56537356e+01  1.01603553e-09  6.25630175e+00 
 2.12095673e+09  6.63045828e-13  2.05769962e+03  2.02637485e-12  6.73294223e+02  4.13200232e-12  3.30187853e+02  6.64356923e-13  3.63558946e+02  2.04239573e-12  1.38247121e+02  4.21807394e-12  6.24241183e+01  1.01765820e-09  6.54218403e+00 
 2.22142050e+09  6.63045813e-13  1.96464013e+03  2.02637441e-12  6.42844483e+02  4.13199865e-12  3.15255103e+02  6.64483937e-13  3.46630062e+02  2.04395776e-12  1.31622448e+02  4.22657671e-12  5.93300037e+01  1.01944420e-09  6.84004968e+00 
 2.32664295e+09  6.63045797e-13  1.87578926e+03  2.02637394e-12  6.13771834e+02  4.13199461e-12  3.00997688e+02  6.64623265e-13  3.30446232e+02  2.04567310e-12  1.25282277e+02  4.23593720e-12  5.63650044e+01  1.02141063e-09  7.15023426e+00 
 2.43684950e+09  6.63045779e-13  1.79095667e+03  2.02637342e-12  5.86013995e+02  4.13199019e-12  2.87385063e+02  6.64776100e-13  3.14973138e+02  2.04755699e-12  1.19213371e+02  4.24624555e-12  5.35230399e+01  1.02357649e-09  7.47305466e+00 
 2.55227623e+09  6.63045760e-13  1.70996063e+03  2.02637284e-12  5.59511505e+02  4.13198534e-12  2.74388070e+02  6.64943752e-13  3.00178029e+02  2.04962624e-12  1.13403119e+02  4.25760215e-12  5.07983261e+01  1.02596298e-09  7.80880307e+00 
 2.67317039e+09  6.63045738e-13  1.63262764e+03  2.02637222e-12  5.34207590e+02  4.13198002e-12  2.61978867e+02  6.65127658e-13  2.86029661e+02  2.05189938e-12  1.07839512e+02  4.27011892e-12  4.81853668e+01  1.02859374e-09  8.15773991e+00 
 2.79979097e+09  6.63045714e-13  1.55879204e+03  2.02637153e-12  5.10048046e+02  4.13197418e-12  2.50130869e+02  6.65329392e-13  2.72498231e+02  2.05439686e-12  1.02511123e+02  4.28392088e-12  4.56789454e+01  1.03149517e-09  8.52008549e+00 
 2.93240922e+09  6.63045688e-13  1.48829565e+03  2.02637077e-12  4.86981116e+02  4.13196778e-12  2.38818697e+02  6.65550685e-13  2.59555322e+02  2.05714124e-12  9.74070872e+01  4.29914790e-12  4.32741170e+01  1.03469686e-09  8.89601034e+00 
 3.07130921e+09  6.63045659e-13  1.42098746e+03  2.02636994e-12  4.64957389e+02  4.13196075e-12  2.28018119e+02  6.65793431e-13  2.47173851e+02  2.06015745e-12  9.25170831e+01  4.31595674e-12  4.09662015e+01  1.03823197e-09  9.28562389e+00 
 3.21678851e+09  6.63045628e-13  1.35672328e+03  2.02636904e-12  4.43929686e+02  4.13195304e-12  2.17705997e+02  6.66059712e-13  2.35328014e+02  2.06347304e-12  8.78313187e+01  4.33452344e-12  3.87507777e+01  1.04213778e-09  9.68896123e+00 
 3.36915876e+09  6.63045593e-13  1.29536546e+03  2.02636804e-12  4.23852960e+02  4.13194459e-12  2.07860240e+02  6.66351810e-13  2.23993244e+02  2.06711851e-12  8.33405139e+01  4.35504618e-12  3.66236767e+01  1.04645630e-09  1.01059678e+01 
 3.52874636e+09  6.63045555e-13  1.23678254e+03  2.02636695e-12  4.04684205e+02  4.13193532e-12  1.98459758e+02  6.66672229e-13  2.13146161e+02  2.07112758e-12  7.90358871e+01  4.37774855e-12  3.45809770e+01  1.05123495e-09  1.05364814e+01 
 3.69589317e+09  6.63045513e-13  1.18084903e+03  2.02636575e-12  3.86382357e+02  4.13192514e-12  1.89484413e+02  6.67023720e-13  2.02764537e+02  2.07553768e-12  7.49091417e+01  4.40288350e-12  3.26189986e+01  1.05652746e-09  1.09802116e+01 
 3.87095726e+09  6.63045467e-13  1.12744512e+03  2.02636443e-12  3.68908210e+02  4.13191398e-12  1.80914978e+02  6.67409296e-13  1.92827249e+02  2.08039027e-12  7.09524530e+01  4.43073800e-12  3.07342979e+01  1.06239482e-09  1.14367159e+01 
 4.05431365e+09  6.63045417e-13  1.07645640e+03  2.02636299e-12  3.52224332e+02  4.13190174e-12  1.72733096e+02  6.67832270e-13  1.83314252e+02  2.08573145e-12  6.71584559e+01  4.46163867e-12  2.89236620e+01  1.06890658e-09  1.19053714e+01 
 4.24635511e+09  6.63045361e-13  1.02777365e+03  2.02636140e-12  3.36294982e+02  4.13188831e-12  1.64921240e+02  6.68296274e-13  1.74206536e+02  2.09161245e-12  6.35202328e+01  4.49595847e-12  2.71841031e+01  1.07614222e-09  1.23853429e+01 
 4.44749304e+09  6.63045301e-13  9.81292572e+02  2.02635966e-12  3.21086037e+02  4.13187358e-12  1.57462675e+02  6.68805298e-13  1.65486100e+02  2.09809034e-12  6.00313009e+01  4.53412493e-12  2.55128518e+01  1.08419302e-09  1.28755455e+01 
 4.65815830e+09  6.63045234e-13  9.36913603e+02  2.02635776e-12  3.06564917e+02  4.13185742e-12  1.50341423e+02  6.69363723e-13  1.57135916e+02  2.10522873e-12  5.66855990e+01  4.57663006e-12  2.39073497e+01  1.09316419e-09  1.33746015e+01 
 4.87880219e+09  6.63045161e-13  8.94541674e+02  2.02635567e-12  2.92700515e+02  4.13183969e-12  1.43542231e+02  6.69976361e-13  1.49139902e+02  2.11309874e-12  5.34774740e+01  4.62404260e-12  2.23652413e+01  1.10317762e-09  1.38807906e+01 
 5.10989736e+09  6.63045080e-13  8.54086016e+02  2.02635337e-12  2.79463131e+02  4.13182025e-12  1.37050531e+02  6.70648499e-13  1.41482891e+02  2.12177991e-12  5.04016655e+01  4.67702312e-12  2.08843641e+01  1.11437515e-09  1.43919923e+01 
 5.35193887e+09  6.63044992e-13  8.15459965e+02  2.02635086e-12  2.66824407e+02  4.13179892e-12  1.30852419e+02  6.71385949e-13  1.34150600e+02  2.13136149e-12  4.74532888e+01  4.73634287e-12  1.94627377e+01  1.12692286e-09  1.49056197e+01 
 5.60544519e+09  6.63044896e-13  7.78580779e+02  2.02634810e-12  2.54757270e+02  4.13177552e-12  1.24934617e+02  6.72195100e-13  1.27129600e+02  2.14194379e-12  4.46278165e+01  4.80290742e-12  1.80985505e+01  1.14101632e-09  1.54185423e+01 
 5.87095941e+09  6.63044790e-13  7.43369453e+02  2.02634507e-12  2.43235869e+02  4.13174985e-12  1.19284448e+02  6.73082981e-13  1.20407288e+02  2.15363985e-12  4.19210569e+01  4.87778655e-12  1.67901454e+01  1.15688740e-09  1.59269984e+01 
 6.14905028e+09  6.63044673e-13  7.09750561e+02  2.02634175e-12  2.32235524e+02  4.13172169e-12  1.13889807e+02  6.74057329e-13  1.13971847e+02  2.16657740e-12  3.93291306e+01  4.96225253e-12  1.55360031e+01  1.17481303e-09  1.64264925e+01 
 6.44031354e+09  6.63044546e-13  6.77652083e+02  2.02633811e-12  2.21732670e+02  4.13169080e-12  1.08739139e+02  6.75126667e-13  1.07812215e+02  2.18090123e-12  3.68484445e+01  5.05782936e-12  1.43347237e+01  1.19512666e-09  1.69116783e+01 
 6.74537312e+09  6.63044406e-13  6.47005259e+02  2.02633411e-12  2.11704807e+02  4.13165692e-12  1.03821410e+02  6.76300388e-13  1.01918044e+02  2.19677597e-12  3.44756618e+01  5.16635683e-12  1.31850068e+01  1.21823336e-09  1.73762232e+01 
 7.06488252e+09  6.63044252e-13  6.17744438e+02  2.02632972e-12  2.02130454e+02  4.13161975e-12  9.91260856e+01  6.77588859e-13  9.62796594e+01  2.21438952e-12  3.22076713e+01  5.29007480e-12  1.20856301e+01  1.24463020e-09  1.78126522e+01 
 7.39952619e+09  6.63044084e-13  5.89806938e+02  2.02632491e-12  1.92989102e+02  4.13157897e-12  9.46431071e+01  6.79003526e-13  9.08880113e+01  2.23395722e-12  3.00415527e+01  5.43173496e-12  1.10354264e+01  1.27493383e-09  1.82121689e+01 
 7.75002098e+09  6.63043899e-13  5.63132912e+02  2.02631964e-12  1.84261168e+02  4.13153425e-12  9.03628714e+01  6.80557048e-13  8.57346268e+01  2.25572688e-12  2.79745413e+01  5.59475062e-12  1.00332611e+01  1.30991884e-09  1.85644482e+01 
 8.11711773e+09  6.63043696e-13  5.37665219e+02  2.02631385e-12  1.75927954e+02  4.13148519e-12  8.62762095e+01  6.82263442e-13  8.08115549e+01  2.27998507e-12  2.60039902e+01  5.78339937e-12  9.07800839e+00  1.35057186e-09  1.88573985e+01 
 8.50160282e+09  6.63043474e-13  5.13349303e+02  2.02630750e-12  1.67971610e+02  4.13143137e-12  8.23743668e+01  6.84138250e-13  7.61113099e+01  2.30706491e-12  2.41273334e+01  6.00309930e-12  8.16852924e+00  1.39816949e-09  1.90768881e+01 
 8.90429990e+09  6.63043230e-13  4.90133075e+02  2.02630054e-12  1.60375092e+02  4.13137233e-12  7.86489851e+01  6.86198741e-13  7.16268104e+01  2.33735584e-12  2.23420480e+01  6.26078695e-12  7.30364982e+00  1.45439354e-09  1.92064293e+01 
 9.32607160e+09  6.63042962e-13  4.67966800e+02  2.02629290e-12  1.53122127e+02  4.13130757e-12  7.50920837e+01  6.88464134e-13  6.73513164e+01  2.37131593e-12  2.06456193e+01  6.56543277e-12  6.48214246e+00  1.52150591e-09  1.92268164e+01 
 9.76782145e+09  6.63042669e-13  4.46802996e+02  2.02628452e-12  1.46197176e+02  4.13123653e-12  7.16960433e+01  6.90955864e-13  6.32783661e+01  2.40948767e-12  1.90355073e+01  6.92873064e-12  5.70270904e+00  1.60262263e-09  1.91157077e+01 
