 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  1.03769011e-10  2.58669371e-01  5.41113102e-09  5.43841364e-01  4.57050257e-09  6.93197060e-01 
 1.04736719e+08  1.03769001e-10  2.70920079e-01  5.41118146e-09  5.69591482e-01  4.57054848e-09  7.26018292e-01 
 1.09697804e+08  1.03768990e-10  2.83750809e-01  5.41123674e-09  5.96559768e-01  4.57059881e-09  7.60392091e-01 
 1.14893881e+08  1.03768977e-10  2.97188999e-01  5.41129734e-09  6.24803686e-01  4.57065395e-09  7.96391668e-01 
 1.20336082e+08  1.03768964e-10  3.11263378e-01  5.41136375e-09  6.54383381e-01  4.57071439e-09  8.34093654e-01 
 1.26036065e+08  1.03768949e-10  3.26004028e-01  5.41143653e-09  6.85361806e-01  4.57078061e-09  8.73578245e-01 
 1.32006039e+08  1.03768933e-10  3.41442451e-01  5.41151627e-09  7.17804842e-01  4.57085316e-09  9.14929365e-01 
 1.38258795e+08  1.03768916e-10  3.57611632e-01  5.41160364e-09  7.51781433e-01  4.57093263e-09  9.58234827e-01 
 1.44807726e+08  1.03768896e-10  3.74546108e-01  5.41169934e-09  7.87363716e-01  4.57101968e-09  1.00358650e+00 
 1.51666862e+08  1.03768875e-10  3.92282039e-01  5.41180418e-09  8.24627166e-01  4.57111501e-09  1.05108051e+00 
 1.58850896e+08  1.03768852e-10  4.10857288e-01  5.41191899e-09  8.63650736e-01  4.57121940e-09  1.10081736e+00 
 1.66375217e+08  1.03768826e-10  4.30311493e-01  5.41204471e-09  9.04517006e-01  4.57133369e-09  1.15290219e+00 
 1.74255944e+08  1.03768798e-10  4.50686154e-01  5.41218234e-09  9.47312338e-01  4.57145879e-09  1.20744490e+00 
 1.82509959e+08  1.03768768e-10  4.72024716e-01  5.41233301e-09  9.92127029e-01  4.57159569e-09  1.26456039e+00 
 1.91154944e+08  1.03768734e-10  4.94372660e-01  5.41249790e-09  1.03905547e+00  4.57174549e-09  1.32436873e+00 
 2.00209417e+08  1.03768697e-10  5.17777594e-01  5.41267831e-09  1.08819632e+00  4.57190935e-09  1.38699536e+00 
 2.09692776e+08  1.03768656e-10  5.42289351e-01  5.41287568e-09  1.13965264e+00  4.57208854e-09  1.45257130e+00 
 2.19625334e+08  1.03768612e-10  5.67960088e-01  5.41309152e-09  1.19353209e+00  4.57228446e-09  1.52123332e+00 
 2.30028370e+08  1.03768563e-10  5.94844397e-01  5.41332751e-09  1.24994707e+00  4.57249859e-09  1.59312413e+00 
 2.40924169e+08  1.03768509e-10  6.22999406e-01  5.41358545e-09  1.30901491e+00  4.57273256e-09  1.66839261e+00 
 2.52336071e+08  1.03768450e-10  6.52484897e-01  5.41386730e-09  1.37085798e+00  4.57298811e-09  1.74719393e+00 
 2.64288522e+08  1.03768386e-10  6.83363426e-01  5.41417516e-09  1.43560388e+00  4.57326712e-09  1.82968970e+00 
 2.76807128e+08  1.03768315e-10  7.15700438e-01  5.41451132e-09  1.50338556e+00  4.57357164e-09  1.91604818e+00 
 2.89918705e+08  1.03768237e-10  7.49564401e-01  5.41487822e-09  1.57434145e+00  4.57390384e-09  2.00644429e+00 
 3.03651341e+08  1.03768152e-10  7.85026936e-01  5.41527850e-09  1.64861558e+00  4.57426607e-09  2.10105978e+00 
 3.18034453e+08  1.03768058e-10  8.22162947e-01  5.41571501e-09  1.72635764e+00  4.57466085e-09  2.20008320e+00 
 3.33098852e+08  1.03767955e-10  8.61050769e-01  5.41619080e-09  1.80772306e+00  4.57509088e-09  2.30370989e+00 
 3.48876811e+08  1.03767843e-10  9.01772306e-01  5.41670912e-09  1.89287299e+00  4.57555905e-09  2.41214193e+00 
 3.65402126e+08  1.03767719e-10  9.44413184e-01  5.41727348e-09  1.98197432e+00  4.57606842e-09  2.52558793e+00 
 3.82710200e+08  1.03767583e-10  9.89062902e-01  5.41788761e-09  2.07519955e+00  4.57662229e-09  2.64426281e+00 
 4.00838108e+08  1.03767434e-10  1.03581499e+00  5.41855549e-09  2.17272667e+00  4.57722414e-09  2.76838739e+00 
 4.19824685e+08  1.03767270e-10  1.08476716e+00  5.41928137e-09  2.27473889e+00  4.57787767e-09  2.89818787e+00 
 4.39710602e+08  1.03767090e-10  1.13602148e+00  5.42006976e-09  2.38142434e+00  4.57858681e-09  3.03389520e+00 
 4.60538460e+08  1.03766893e-10  1.18968453e+00  5.42092544e-09  2.49297562e+00  4.57935573e-09  3.17574416e+00 
 4.82352874e+08  1.03766676e-10  1.24586760e+00  5.42185352e-09  2.60958919e+00  4.58018882e-09  3.32397230e+00 
 5.05200577e+08  1.03766438e-10  1.30468680e+00  5.42285938e-09  2.73146466e+00  4.58109074e-09  3.47881860e+00 
 5.29130511e+08  1.03766177e-10  1.36626327e+00  5.42394873e-09  2.85880387e+00  4.58206639e-09  3.64052185e+00 
 5.54193938e+08  1.03765890e-10  1.43072334e+00  5.42512764e-09  2.99180977e+00  4.58312098e-09  3.80931867e+00 
 5.80444550e+08  1.03765575e-10  1.49819870e+00  5.42640251e-09  3.13068507e+00  4.58425998e-09  3.98544124e+00 
 6.07938580e+08  1.03765228e-10  1.56882655e+00  5.42778015e-09  3.27563064e+00  4.58548921e-09  4.16911453e+00 
