 frequency       c_cmim_20u      q_cmim_20u      c_cmim_35u      q_cmim_35u      c_cmim_50u      q_cmim_50u      c_rfcmim_20u    q_rfcmim_20u    c_rfcmim_35u    q_rfcmim_35u    c_rfcmim_50u    q_rfcmim_50u    l_ref           q_ref          
 1.76252766e+09  6.03059834e-13  2.72245698e+03  1.84266966e-12  8.90991302e+02  3.75710763e-12  4.36984053e+02  6.03809449e-13  4.83244081e+02  1.85180459e-12  1.84707484e+02  3.80597629e-12  8.39406219e+01  1.01200117e-09  5.46702164e+00 
 1.84601365e+09  6.03059827e-13  2.59933384e+03  1.84266944e-12  8.50696210e+02  3.75710572e-12  4.17221444e+02  6.03882022e-13  4.60942853e+02  1.85269318e-12  1.76014831e+02  3.81076926e-12  7.99009466e+01  1.01322020e-09  5.71908164e+00 
 1.93345414e+09  6.03059819e-13  2.48177894e+03  1.84266919e-12  8.12223464e+02  3.75710363e-12  3.98352599e+02  6.03961630e-13  4.39630663e+02  1.85366857e-12  1.67700869e+02  3.81603854e-12  7.60337210e+01  1.01456082e-09  5.98205372e+00 
 2.02503643e+09  6.03059810e-13  2.36954046e+03  1.84266892e-12  7.75490648e+02  3.75710133e-12  3.80337098e+02  6.04048953e-13  4.19262086e+02  1.85473929e-12  1.59748015e+02  3.82183270e-12  7.23308392e+01  1.01603553e-09  6.25630175e+00 
 2.12095673e+09  6.03059800e-13  2.26237796e+03  1.84266862e-12  7.40419074e+02  3.75709881e-12  3.63136348e+02  6.04144740e-13  3.99793750e+02  1.85591476e-12  1.52139494e+02  3.82820555e-12  6.87845706e+01  1.01765820e-09  6.54218403e+00 
 2.22142050e+09  6.03059789e-13  2.16006189e+03  1.84266830e-12  7.06933612e+02  3.75709605e-12  3.46713503e+02  6.04249810e-13  3.81184247e+02  1.85720531e-12  1.44859299e+02  3.83521671e-12  6.53875459e+01  1.01944420e-09  6.84004968e+00 
 2.32664295e+09  6.03059777e-13  2.06237307e+03  1.84266794e-12  6.74962531e+02  3.75709302e-12  3.31033380e+02  6.04365063e-13  3.63394049e+02  1.85862232e-12  1.37892166e+02  3.84293231e-12  6.21327447e+01  1.02141063e-09  7.15023426e+00 
 2.43684950e+09  6.03059764e-13  1.96910222e+03  1.84266755e-12  6.44437342e+02  3.75708970e-12  3.16062391e+02  6.04491484e-13  3.46385429e+02  1.86017835e-12  1.31223543e+02  3.85142581e-12  5.90134832e+01  1.02357649e-09  7.47305466e+00 
 2.55227623e+09  6.03059749e-13  1.88004955e+03  1.84266712e-12  6.15292656e+02  3.75708605e-12  3.01768466e+02  6.04630156e-13  3.30122384e+02  1.86188719e-12  1.24839567e+02  3.86077889e-12  5.60234032e+01  1.02596298e-09  7.80880307e+00 
 2.67317039e+09  6.03059733e-13  1.79502429e+03  1.84266665e-12  5.87466038e+02  3.75708205e-12  2.88120983e+02  6.04782264e-13  3.14570564e+02  1.86376406e-12  1.18727034e+02  3.87108249e-12  5.31564624e+01  1.02859374e-09  8.15773991e+00 
 2.79979097e+09  6.03059715e-13  1.71384429e+03  1.84266613e-12  5.60897879e+02  3.75707766e-12  2.75090708e+02  6.04949111e-13  2.99697208e+02  1.86582575e-12  1.12873381e+02  3.88243799e-12  5.04069247e+01  1.03149517e-09  8.52008549e+00 
 2.93240922e+09  6.03059696e-13  1.63633566e+03  1.84266556e-12  5.35531266e+02  3.75707284e-12  2.62649728e+02  6.05132123e-13  2.85471076e+02  1.86809076e-12  1.07266661e+02  3.89495859e-12  4.77693521e+01  1.03469686e-09  8.89601034e+00 
 3.07130921e+09  6.03059674e-13  1.56233236e+03  1.84266494e-12  5.11311858e+02  3.75706756e-12  2.50771390e+02  6.05332867e-13  2.71862394e+02  1.87057952e-12  1.01895527e+02  3.90877092e-12  4.52385970e+01  1.03823197e-09  9.28562389e+00 
 3.21678851e+09  6.03059650e-13  1.49167586e+03  1.84266426e-12  4.88187773e+02  3.75706177e-12  2.39430251e+02  6.05553058e-13  2.58842797e+02  1.87331458e-12  9.67492109e+01  3.92401689e-12  4.28097946e+01  1.04213778e-09  9.68896123e+00 
 3.36915876e+09  6.03059624e-13  1.42421481e+03  1.84266351e-12  4.66109475e+02  3.75705541e-12  2.28602015e+02  6.05794581e-13  2.46385275e+02  1.87632087e-12  9.18175063e+01  3.94085581e-12  4.04783568e+01  1.04645630e-09  1.01059678e+01 
 3.52874636e+09  6.03059596e-13  1.35980467e+03  1.84266269e-12  4.45029668e+02  3.75704844e-12  2.18263486e+02  6.06059501e-13  2.34464128e+02  1.87962596e-12  8.70907551e+01  3.95946697e-12  3.82399656e+01  1.05123495e-09  1.05364814e+01 
 3.69589317e+09  6.03059564e-13  1.29830749e+03  1.84266178e-12  4.24903196e+02  3.75704079e-12  2.08392517e+02  6.06350084e-13  2.23054916e+02  1.88326037e-12  8.25598309e+01  3.98005263e-12  3.60905673e+01  1.05652746e-09  1.09802116e+01 
 3.87095726e+09  6.03059530e-13  1.23959152e+03  1.84266079e-12  4.05686943e+02  3.75703241e-12  1.98967963e+02  6.06668818e-13  2.12134421e+02  1.88725790e-12  7.82161248e+01  4.00284151e-12  3.40263663e+01  1.06239482e-09  1.14367159e+01 
 4.05431365e+09  6.03059492e-13  1.18353098e+03  1.84265971e-12  3.87339746e+02  3.75702320e-12  1.89969635e+02  6.07018429e-13  2.01680603e+02  1.89165605e-12  7.40515324e+01  4.02809305e-12  3.20438191e+01  1.06890658e-09  1.19053714e+01 
 4.24635511e+09  6.03059450e-13  1.13000577e+03  1.84265852e-12  3.69822302e+02  3.75701311e-12  1.81378256e+02  6.07401911e-13  1.91672563e+02  1.89649644e-12  7.00584396e+01  4.05610243e-12  3.01396276e+01  1.07614222e-09  1.23853429e+01 
 4.44749304e+09  6.03059404e-13  1.07890125e+03  1.84265721e-12  3.53097083e+02  3.75700203e-12  1.73175422e+02  6.07822548e-13  1.82090509e+02  1.90182535e-12  6.62297088e+01  4.08720664e-12  2.83107322e+01  1.08419302e-09  1.28755455e+01 
 4.65815830e+09  6.03059354e-13  1.03010793e+03  1.84265578e-12  3.37128264e+02  3.75698988e-12  1.65343561e+02  6.08283945e-13  1.72915718e+02  1.90769428e-12  6.25586651e+01  4.12179182e-12  2.65543036e+01  1.09316419e-09  1.33746015e+01 
 4.87880219e+09  6.03059299e-13  9.83521283e+02  1.84265421e-12  3.21881634e+02  3.75697656e-12  1.57865897e+02  6.08790060e-13  1.64130508e+02  1.91416068e-12  5.90390802e+01  4.16030224e-12  2.48677335e+01  1.10317762e-09  1.38807906e+01 
 5.10989736e+09  6.03059239e-13  9.39041521e+02  1.84265248e-12  3.07324533e+02  3.75696194e-12  1.50726409e+02  6.09345239e-13  1.55718200e+02  1.92128867e-12  5.56651563e+01  4.20325129e-12  2.32486246e+01  1.11437515e-09  1.43919923e+01 
 5.35193887e+09  6.03059173e-13  8.96573357e+02  1.84265059e-12  2.93425777e+02  3.75694590e-12  1.43909806e+02  6.09954255e-13  1.47663088e+02  1.92915001e-12  5.24315076e+01  4.25123509e-12  2.16947780e+01  1.12692286e-09  1.49056197e+01 
 5.60544519e+09  6.03059100e-13  8.56025816e+02  1.84264851e-12  2.80155593e+02  3.75692831e-12  1.37401483e+02  6.10622352e-13  1.39950403e+02  1.93782517e-12  4.93331394e+01  4.30494941e-12  2.02041793e+01  1.14101632e-09  1.54185423e+01 
 5.87095941e+09  6.03059020e-13  8.17312038e+02  1.84264624e-12  2.67485552e+02  3.75690901e-12  1.31187499e+02  6.11355296e-13  1.32566282e+02  1.94740453e-12  4.63654256e+01  4.36521097e-12  1.87749833e+01  1.15688740e-09  1.59269984e+01 
 6.14905028e+09  6.03058933e-13  7.80349091e+02  1.84264374e-12  2.55388515e+02  3.75688784e-12  1.25254543e+02  6.12159427e-13  1.25497729e+02  1.95798996e-12  4.35240823e+01  4.43298434e-12  1.74054955e+01  1.17481303e-09  1.64264925e+01 
 6.44031354e+09  6.03058837e-13  7.45057794e+02  1.84264100e-12  2.43838566e+02  3.75686462e-12  1.19589905e+02  6.13041724e-13  1.18732574e+02  1.96969649e-12  4.08051398e+01  4.50941638e-12  1.60941531e+01  1.19512666e-09  1.69116783e+01 
 6.74537312e+09  6.03058731e-13  7.11362546e+02  1.84263799e-12  2.32810964e+02  3.75683915e-12  1.14181450e+02  6.14009870e-13  1.12259433e+02  1.98265448e-12  3.82049104e+01  4.59588058e-12  1.48395029e+01  1.21823336e-09  1.73762232e+01 
 7.06488252e+09  6.03058616e-13  6.79191166e+02  1.84263470e-12  2.22282085e+02  3.75681121e-12  1.09017592e+02  6.15072333e-13  1.06067660e+02  1.99701214e-12  3.57199545e+01  4.69403482e-12  1.36401786e+01  1.24463020e-09  1.78126522e+01 
 7.39952619e+09  6.03058489e-13  6.48474737e+02  1.84263108e-12  2.12229375e+02  3.75678056e-12  1.04087270e+02  6.16238454e-13  1.00147298e+02  2.01293857e-12  3.33470432e+01  4.80589729e-12  1.24948766e+01  1.27493383e-09  1.82121689e+01 
 7.75002098e+09  6.03058350e-13  6.19147459e+02  1.84262711e-12  2.02631299e+02  3.75674693e-12  9.93799222e+01  6.17518550e-13  9.44890232e+01  2.03062749e-12  3.10831196e+01  4.93394740e-12  1.14023313e+01  1.30991884e-09  1.85644482e+01 
 8.11711773e+09  6.03058198e-13  5.91146508e+02  1.84262276e-12  1.93467296e+02  3.75671005e-12  9.48854640e+01  6.18924028e-13  8.90840857e+01  2.05030182e-12  2.89252589e+01  5.08126123e-12  1.03612898e+01  1.35057186e-09  1.88573985e+01 
 8.50160282e+09  6.03058030e-13  5.64411900e+02  1.84261799e-12  1.84717735e+02  3.75666959e-12  9.05942677e+01  6.20467516e-13  8.39242477e+01  2.07221931e-12  2.68706268e+01  5.25169516e-12  9.37048864e+00  1.39816949e-09  1.90768881e+01 
 8.90429990e+09  6.03057847e-13  5.38886365e+02  1.84261275e-12  1.76363874e+02  3.75662520e-12  8.64971408e+01  6.22163022e-13  7.90017166e+01  2.09667952e-12  2.49164401e+01  5.45013698e-12  8.42863023e+00  1.45439354e-09  1.92064293e+01 
 9.32607160e+09  6.03057645e-13  5.14515222e+02  1.84260701e-12  1.68387815e+02  3.75657652e-12  8.25853066e+01  6.24026107e-13  7.43090768e+01  2.12403266e-12  2.30599277e+01  5.68285139e-12  7.53436280e+00  1.52150591e-09  1.92268164e+01 
 9.76782145e+09  6.03057424e-13  4.91246265e+02  1.84260070e-12  1.60772474e+02  3.75652311e-12  7.88503851e+01  6.26074093e-13  6.98392196e+01  2.15469061e-12  2.12982949e+01  5.95795515e-12  6.68626250e+00  1.60262263e-09  1.91157077e+01 
