 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  9.81162662e-11  1.95246271e-01  5.04268175e-09  4.73322997e-01  4.22895953e-09  6.18488059e-01 
 1.04736719e+08  9.81160739e-11  2.04488309e-01  5.04276281e-09  4.95718201e-01  4.22900669e-09  6.47731547e-01 
 1.09697804e+08  9.81158630e-11  2.14167189e-01  5.04285162e-09  5.19170478e-01  4.22905824e-09  6.78352311e-01 
 1.14893881e+08  9.81156316e-11  2.24303466e-01  5.04294890e-09  5.43729333e-01  4.22911459e-09  7.10414395e-01 
 1.20336082e+08  9.81153778e-11  2.34918645e-01  5.04305544e-09  5.69446533e-01  4.22917616e-09  7.43984694e-01 
 1.26036065e+08  9.81150994e-11  2.46035231e-01  5.04317212e-09  5.96376197e-01  4.22924342e-09  7.79133061e-01 
 1.32006039e+08  9.81147941e-11  2.57676764e-01  5.04329989e-09  6.24574894e-01  4.22931686e-09  8.15932418e-01 
 1.38258795e+08  9.81144591e-11  2.69867869e-01  5.04343977e-09  6.54101738e-01  4.22939704e-09  8.54458863e-01 
 1.44807726e+08  9.81140917e-11  2.82634302e-01  5.04359289e-09  6.85018494e-01  4.22948455e-09  8.94791777e-01 
 1.51666862e+08  9.81136887e-11  2.96002999e-01  5.04376049e-09  7.17389675e-01  4.22958002e-09  9.37013933e-01 
 1.58850896e+08  9.81132466e-11  3.10002124e-01  5.04394390e-09  7.51282648e-01  4.22968415e-09  9.81211599e-01 
 1.66375217e+08  9.81127617e-11  3.24661121e-01  5.04414459e-09  7.86767735e-01  4.22979767e-09  1.02747464e+00 
 1.74255944e+08  9.81122299e-11  3.40010767e-01  5.04436414e-09  8.23918320e-01  4.22992140e-09  1.07589661e+00 
 1.82509959e+08  9.81116465e-11  3.56083225e-01  5.04460429e-09  8.62810953e-01  4.23005621e-09  1.12657487e+00 
 1.91154944e+08  9.81110066e-11  3.72912103e-01  5.04486694e-09  9.03525449e-01  4.23020305e-09  1.17961060e+00 
 2.00209417e+08  9.81103048e-11  3.90532504e-01  5.04515413e-09  9.46144988e-01  4.23036294e-09  1.23510897e+00 
