 frequency       c_cmim_20u      q_cmim_20u      c_cmim_35u      q_cmim_35u      c_cmim_50u      q_cmim_50u      c_rfcmim_20u    q_rfcmim_20u    c_rfcmim_35u    q_rfcmim_35u    c_rfcmim_50u    q_rfcmim_50u    l_ref           q_ref          
 2.19625334e+08  6.63199473e-13  1.98669014e+04  2.02684943e-12  6.50059763e+03  4.13299907e-12  3.18793565e+03  6.63214530e-13  3.56171953e+03  2.02702141e-12  1.37457985e+03  4.13390779e-12  6.31769311e+02  9.99790233e-10  6.89565959e-01 
 2.30028370e+08  6.63199519e-13  1.89684226e+04  2.02684947e-12  6.20660819e+03  4.13299908e-12  3.04376126e+03  6.63215939e-13  3.40058790e+03  2.02703803e-12  1.31237320e+03  4.13399585e-12  6.03167299e+02  9.99808685e-10  7.22215418e-01 
 2.40924169e+08  6.63199562e-13  1.81105768e+04  2.02684951e-12  5.92591434e+03  4.13299907e-12  2.90610715e+03  6.63217477e-13  3.24674091e+03  2.02705626e-12  1.25297790e+03  4.13409243e-12  5.75857383e+02  9.99828928e-10  7.56409403e-01 
 2.52336071e+08  6.63199600e-13  1.72915266e+04  2.02684954e-12  5.65791490e+03  4.13299907e-12  2.77467844e+03  6.63219156e-13  3.09984900e+03  2.02707624e-12  1.19626669e+03  4.13419839e-12  5.49781060e+02  9.99851134e-10  7.92220778e-01 
 2.64288522e+08  6.63199635e-13  1.65095173e+04  2.02684957e-12  5.40203572e+03  4.13299905e-12  2.64919359e+03  6.63220990e-13  2.95959749e+03  2.02709816e-12  1.14211811e+03  4.13431461e-12  5.24882470e+02  9.99875496e-10  8.29725813e-01 
 2.76807128e+08  6.63199667e-13  1.57628755e+04  2.02684959e-12  5.15772869e+03  4.13299902e-12  2.52938380e+03  6.63222996e-13  2.82568596e+03  2.02712220e-12  1.09041616e+03  4.13444211e-12  5.01108278e+02  9.99902221e-10  8.69004342e-01 
 2.89918705e+08  6.63199696e-13  1.50499993e+04  2.02684962e-12  4.92447042e+03  4.13299899e-12  2.41499240e+03  6.63225190e-13  2.69782755e+03  2.02714857e-12  1.04105008e+03  4.13458197e-12  4.78407554e+02  9.99931539e-10  9.10139921e-01 
 3.03651341e+08  6.63199722e-13  1.43693637e+04  2.02684963e-12  4.70176122e+03  4.13299895e-12  2.30577436e+03  6.63227592e-13  2.57574836e+03  2.02717748e-12  9.93914115e+02  4.13473540e-12  4.56731671e+02  9.99963703e-10  9.53219997e-01 
 3.18034453e+08  6.63199746e-13  1.37195096e+04  2.02684965e-12  4.48912408e+03  4.13299890e-12  2.20149570e+03  6.63230222e-13  2.45918688e+03  2.02720920e-12  9.48907304e+02  4.13490371e-12  4.36034196e+02  9.99998988e-10  9.98336084e-01 
 3.33098852e+08  6.63199768e-13  1.30990449e+04  2.02684966e-12  4.28610343e+03  4.13299884e-12  2.10193304e+03  6.63233102e-13  2.34789342e+03  2.02724399e-12  9.05933233e+02  4.13508835e-12  4.16270791e+02  1.00003770e-09  1.04558394e+00 
 3.48876811e+08  6.63199788e-13  1.25066411e+04  2.02684967e-12  4.09226439e+03  4.13299877e-12  2.00687310e+03  6.63236258e-13  2.24162957e+03  2.02728215e-12  8.64899843e+02  4.13529092e-12  3.97399122e+02  1.00008017e-09  1.09506376e+00 
 3.65402126e+08  6.63199806e-13  1.19410284e+04  2.02684968e-12  3.90719172e+03  4.13299868e-12  1.91611225e+03  6.63239715e-13  2.14016769e+03  2.02732400e-12  8.25719235e+02  4.13551314e-12  3.79378762e+02  1.00012676e-09  1.14688036e+00 
 3.82710200e+08  6.63199822e-13  1.14009957e+04  2.02684968e-12  3.73048895e+03  4.13299859e-12  1.82945606e+03  6.63243505e-13  2.04329044e+03  2.02736992e-12  7.88307479e+02  4.13575693e-12  3.62171111e+02  1.00017787e-09  1.20114341e+00 
 4.00838108e+08  6.63199837e-13  1.08853856e+04  2.02684968e-12  3.56177758e+03  4.13299849e-12  1.74671889e+03  6.63247659e-13  1.95079030e+03  2.02742028e-12  7.52584435e+02  4.13602439e-12  3.45739308e+02  1.00023394e-09  1.25796759e+00 
 4.19824685e+08  6.63199850e-13  1.03930943e+04  2.02684968e-12  3.40069616e+03  4.13299837e-12  1.66772351e+03  6.63252213e-13  1.86246912e+03  2.02747553e-12  7.18473579e+02  4.13631782e-12  3.30048154e+02  1.00029547e-09  1.31747285e+00 
 4.39710602e+08  6.63199862e-13  9.92306651e+03  2.02684968e-12  3.24689966e+03  4.13299824e-12  1.59230070e+03  6.63257207e-13  1.77813769e+03  2.02753614e-12  6.85901843e+02  4.13663975e-12  3.15064039e+02  1.00036296e-09  1.37978463e+00 
 4.60538460e+08  6.63199873e-13  9.47429599e+03  2.02684967e-12  3.10005860e+03  4.13299809e-12  1.52028888e+03  6.63262682e-13  1.69761538e+03  2.02760262e-12  6.54799455e+02  4.13699293e-12  3.00754866e+02  1.00043702e-09  1.44503406e+00 
 4.82352874e+08  6.63199883e-13  9.04582091e+03  2.02684966e-12  2.95985843e+03  4.13299793e-12  1.45153380e+03  6.63268685e-13  1.62072968e+03  2.02767555e-12  6.25099791e+02  4.13738043e-12  2.87089986e+02  1.00051826e-09  1.51335822e+00 
 5.05200577e+08  6.63199892e-13  8.63672358e+03  2.02684965e-12  2.82599881e+03  4.13299775e-12  1.38588817e+03  6.63275270e-13  1.54731591e+03  2.02775556e-12  5.96739233e+02  4.13780557e-12  2.74040127e+02  1.00060740e-09  1.58490037e+00 
 5.29130511e+08  6.63199900e-13  8.24612776e+03  2.02684963e-12  2.69819299e+03  4.13299755e-12  1.32321137e+03  6.63282490e-13  1.47721679e+03  2.02784333e-12  5.69657032e+02  4.13827202e-12  2.61577340e+02  1.00070521e-09  1.65981022e+00 
 5.54193938e+08  6.63199907e-13  7.87319669e+03  2.02684961e-12  2.57616719e+03  4.13299733e-12  1.26336912e+03  6.63290410e-13  1.41028218e+03  2.02793961e-12  5.43795179e+02  4.13878381e-12  2.49674929e+02  1.00081252e-09  1.73824415e+00 
 5.80444550e+08  6.63199913e-13  7.51713135e+03  2.02684959e-12  2.45966000e+03  4.13299708e-12  1.20623324e+03  6.63299096e-13  1.34636868e+03  2.02804524e-12  5.19098277e+02  4.13934535e-12  2.38307404e+02  1.00093026e-09  1.82036548e+00 
 6.07938580e+08  6.63199919e-13  7.17716901e+03  2.02684956e-12  2.34842186e+03  4.13299682e-12  1.15168133e+03  6.63308623e-13  1.28533940e+03  2.02816112e-12  4.95513428e+02  4.13996149e-12  2.27450417e+02  1.00105946e-09  1.90634473e+00 
 6.36734925e+08  6.63199923e-13  6.85258150e+03  2.02684953e-12  2.24221446e+03  4.13299652e-12  1.09959653e+03  6.63319072e-13  1.22706361e+03  2.02828824e-12  4.72990117e+02  4.14063756e-12  2.17080717e+02  1.00120122e-09  1.99635988e+00 
 6.66895272e+08  6.63199928e-13  6.54267351e+03  2.02684950e-12  2.14081028e+03  4.13299619e-12  1.04986726e+03  6.63330534e-13  1.17141646e+03  2.02842771e-12  4.51480104e+02  4.14137940e-12  2.07176097e+02  1.00135677e-09  2.09059664e+00 
 6.98484230e+08  6.63199931e-13  6.24678105e+03  2.02684946e-12  2.04399212e+03  4.13299583e-12  1.00238700e+03  6.63343106e-13  1.11827878e+03  2.02858071e-12  4.30937319e+02  4.14219344e-12  1.97715348e+02  1.00152747e-09  2.18924870e+00 
 7.31569468e+08  6.63199934e-13  5.96427034e+03  2.02684942e-12  1.95155255e+03  4.13299544e-12  9.57054038e+02  6.63356897e-13  1.06753674e+03  2.02874856e-12  4.11317769e+02  4.14308673e-12  1.88678213e+02  1.00171479e-09  2.29251798e+00 
 7.66221861e+08  6.63199936e-13  5.69453621e+03  2.02684937e-12  1.86329357e+03  4.13299501e-12  9.13771258e+02  6.63372024e-13  1.01908165e+03  2.02893272e-12  3.92579436e+02  4.14406702e-12  1.80045341e+02  1.00192035e-09  2.40061489e+00 
 8.02515641e+08  6.63199938e-13  5.43700074e+03  2.02684932e-12  1.77902610e+03  4.13299453e-12  8.72445942e+02  6.63388617e-13  9.72809727e+02  2.02913476e-12  3.74682196e+02  4.14514282e-12  1.71798254e+02  1.00214595e-09  2.51375859e+00 
 8.40528555e+08  6.63199940e-13  5.19111234e+03  2.02684926e-12  1.69856962e+03  4.13299401e-12  8.32989565e+02  6.63406818e-13  9.28621867e+02  2.02935642e-12  3.57587726e+02  4.14632348e-12  1.63919296e+02  1.00239354e-09  2.63217719e+00 
 8.80342035e+08  6.63199940e-13  4.95634427e+03  2.02684920e-12  1.62175179e+03  4.13299343e-12  7.95317602e+02  6.63426784e-13  8.86423429e+02  2.02959961e-12  3.41259427e+02  4.14761929e-12  1.56391606e+02  1.00266528e-09  2.75610798e+00 
 9.22041367e+08  6.63199941e-13  4.73219354e+03  2.02684912e-12  1.54840805e+03  4.13299280e-12  7.59349354e+02  6.63448685e-13  8.46124040e+02  2.02986643e-12  3.25662342e+02  4.14904155e-12  1.49199077e+02  1.00296355e-09  2.88579760e+00 
 9.65715880e+08  6.63199940e-13  4.51818006e+03  2.02684905e-12  1.47838128e+03  4.13299211e-12  7.25007771e+02  6.63472710e-13  8.07637394e+02  2.03015918e-12  3.10763085e+02  4.15060266e-12  1.42326321e+02  1.00329094e-09  3.02150224e+00 
 1.01145913e+09  6.63199940e-13  4.31384533e+03  2.02684896e-12  1.41152147e+03  4.13299135e-12  6.92219286e+02  6.63499063e-13  7.70881074e+02  2.03048038e-12  2.96529769e+02  4.15231630e-12  1.35758639e+02  1.00365033e-09  3.16348776e+00 
 1.05936911e+09  6.63199938e-13  4.11875163e+03  2.02684886e-12  1.34768539e+03  4.13299052e-12  6.60913660e+02  6.63527972e-13  7.35776376e+02  2.03083281e-12  2.82931938e+02  4.15419749e-12  1.29481989e+02  1.00404487e-09  3.31202975e+00 
 1.10954846e+09  6.63199937e-13  3.93248104e+03  2.02684876e-12  1.28673631e+03  4.13298960e-12  6.31023832e+02  6.63559684e-13  7.02248134e+02  2.03121950e-12  2.69940500e+02  4.15626274e-12  1.23482956e+02  1.00447803e-09  3.46741361e+00 
 1.16210465e+09  6.63199934e-13  3.75463455e+03  2.02684864e-12  1.22854364e+03  4.13298860e-12  6.02485772e+02  6.63594470e-13  6.70224569e+02  2.03164381e-12  2.57527670e+02  4.15853026e-12  1.17748725e+02  1.00495362e-09  3.62993450e+00 
 1.21715029e+09  6.63199931e-13  3.58483117e+03  2.02684851e-12  1.17298274e+03  4.13298749e-12  5.75238345e+02  6.63632629e-13  6.39637129e+02  2.03210940e-12  2.45666907e+02  4.16102006e-12  1.12267053e+02  1.00547586e-09  3.79989726e+00 
 1.27480328e+09  6.63199928e-13  3.42270714e+03  2.02684837e-12  1.11993458e+03  4.13298628e-12  5.49223184e+02  6.63674488e-13  6.10420346e+02  2.03262030e-12  2.34332862e+02  4.16375417e-12  1.07026242e+02  1.00604936e-09  3.97761623e+00 
 1.33518714e+09  6.63199924e-13  3.26791517e+03  2.02684821e-12  1.06928553e+03  4.13298496e-12  5.24384559e+02  6.63720405e-13  5.82511697e+02  2.03318095e-12  2.23501321e+02  4.16675690e-12  1.02015119e+02  1.00667923e-09  4.16341492e+00 
 1.39843121e+09  6.63199919e-13  3.12012368e+03  2.02684804e-12  1.02092708e+03  4.13298350e-12  5.00669261e+02  6.63770775e-13  5.55851469e+02  2.03379619e-12  2.13149155e+02  4.17005499e-12  9.72230097e+01  1.00737110e-09  4.35762568e+00 
 1.46467097e+09  6.63199913e-13  2.97901605e+03  2.02684786e-12  9.74755640e+02  4.13298190e-12  4.78026488e+02  6.63826028e-13  5.30382635e+02  2.03447139e-12  2.03254275e+02  4.17367795e-12  9.26397163e+01  1.00813115e-09  4.56058905e+00 
 1.53404832e+09  6.63199907e-13  2.84429002e+03  2.02684765e-12  9.30672304e+02  4.13298015e-12  4.56407734e+02  6.63886639e-13  5.06050731e+02  2.03521240e-12  1.93795581e+02  4.17765832e-12  8.82554990e+01  1.00896624e-09  4.77265312e+00 
 1.60671189e+09  6.63199900e-13  2.71565697e+03  2.02684742e-12  8.88582638e+02  4.13297823e-12  4.35766689e+02  6.63953126e-13  4.82803745e+02  2.03602568e-12  1.84752923e+02  4.18203200e-12  8.40610550e+01  1.00988390e-09  4.99417253e+00 
 1.68281732e+09  6.63199892e-13  2.59284135e+03  2.02684718e-12  8.48396478e+02  4.13297612e-12  4.16059135e+02  6.64026059e-13  4.60592001e+02  2.03691833e-12  1.76107056e+02  4.18683867e-12  8.00475002e+01  1.01089247e-09  5.22550735e+00 
 1.76252766e+09  6.63199884e-13  2.47558007e+03  2.02684690e-12  8.10027737e+02  4.13297380e-12  3.97242855e+02  6.64106064e-13  4.39368060e+02  2.03789813e-12  1.67839605e+02  4.19212212e-12  7.62063517e+01  1.01200117e-09  5.46702164e+00 
 1.84601365e+09  6.63199874e-13  2.36362194e+03  2.02684660e-12  7.73394223e+02  4.13297126e-12  3.79277542e+02  6.64193825e-13  4.19086619e+02  2.03897368e-12  1.59933022e+02  4.19793081e-12  7.25295115e+01  1.01322020e-09  5.71908164e+00 
 1.93345414e+09  6.63199863e-13  2.25672711e+03  2.02684628e-12  7.38417460e+02  4.13296848e-12  3.62124711e+02  6.64290095e-13  3.99704416e+02  2.04015439e-12  1.52370558e+02  4.20431834e-12  6.90092511e+01  1.01456082e-09  5.98205372e+00 
 2.02503643e+09  6.63199851e-13  2.15466660e+03  2.02684592e-12  7.05022521e+02  4.13296542e-12  3.45747616e+02  6.64395699e-13  3.81180141e+02  2.04145064e-12  1.45136224e+02  4.21134409e-12  6.56381968e+01  1.01603553e-09  6.25630175e+00 
 2.12095673e+09  6.63199838e-13  2.05722178e+03  2.02684552e-12  6.73137869e+02  4.13296207e-12  3.30111176e+02  6.64511541e-13  3.63474352e+02  2.04287386e-12  1.38214762e+02  4.21907384e-12  6.24093164e+01  1.01765820e-09  6.54218403e+00 
 2.22142050e+09  6.63199823e-13  1.96418390e+03  2.02684509e-12  6.42695201e+02  4.13295839e-12  3.15181894e+02  6.64638614e-13  3.46549392e+02  2.04443661e-12  1.31591616e+02  4.22758062e-12  5.93159067e+01  1.01944420e-09  6.84004968e+00 
 2.32664295e+09  6.63199807e-13  1.87535366e+03  2.02684461e-12  6.13629302e+02  4.13295436e-12  3.00927789e+02  6.64778006e-13  3.30369312e+02  2.04615275e-12  1.25252905e+02  4.23694553e-12  5.63515819e+01  1.02141063e-09  7.15023426e+00 
 2.43684950e+09  6.63199789e-13  1.79054077e+03  2.02684409e-12  5.85877910e+02  4.13294993e-12  2.87318326e+02  6.64930913e-13  3.14899802e+02  2.04803752e-12  1.19185396e+02  4.24725877e-12  5.35102627e+01  1.02357649e-09  7.47305466e+00 
 2.55227623e+09  6.63199769e-13  1.70956354e+03  2.02684352e-12  5.59381574e+02  4.13294508e-12  2.74324351e+02  6.65098643e-13  3.00108121e+02  2.05010774e-12  1.13376480e+02  4.25862075e-12  5.07861664e+01  1.02596298e-09  7.80880307e+00 
 2.67317039e+09  6.63199748e-13  1.63224851e+03  2.02684289e-12  5.34083536e+02  4.13293975e-12  2.61918029e+02  6.65282634e-13  2.85963029e+02  2.05238195e-12  1.07814152e+02  4.27114347e-12  4.81737982e+01  1.02859374e-09  8.15773991e+00 
 2.79979097e+09  6.63199724e-13  1.55843005e+03  2.02684220e-12  5.09929601e+02  4.13293391e-12  2.50072783e+02  6.65484462e-13  2.72434732e+02  2.05488060e-12  1.02486987e+02  4.28495202e-12  4.56679426e+01  1.03149517e-09  8.52008549e+00 
 2.93240922e+09  6.63199698e-13  1.48795003e+03  2.02684145e-12  4.86868029e+02  4.13292750e-12  2.38763238e+02  6.65705857e-13  2.59494819e+02  2.05762627e-12  9.73841213e+01  4.30018633e-12  4.32636558e+01  1.03469686e-09  8.89601034e+00 
 3.07130921e+09  6.63199669e-13  1.42065747e+03  2.02684062e-12  4.64849416e+02  4.13292047e-12  2.27965168e+02  6.65948717e-13  2.47116213e+02  2.06064390e-12  9.24952379e+01  4.31700324e-12  4.09562589e+01  1.03823197e-09  9.28562389e+00 
 3.21678851e+09  6.63199637e-13  1.35640822e+03  2.02683971e-12  4.43826596e+02  4.13291276e-12  2.17655441e+02  6.66215121e-13  2.35273117e+02  2.06396105e-12  8.78105462e+01  4.33557889e-12  3.87413316e+01  1.04213778e-09  9.68896123e+00 
 3.36915876e+09  6.63199602e-13  1.29506464e+03  2.02683871e-12  4.23754532e+02  4.13290430e-12  2.07811971e+02  6.66507355e-13  2.23940967e+02  2.06760823e-12  8.33207684e+01  4.35611156e-12  3.66147062e+01  1.04645630e-09  1.01059678e+01 
 3.52874636e+09  6.63199564e-13  1.23649533e+03  2.02683762e-12  4.04590228e+02  4.13289502e-12  1.98413672e+02  6.66827925e-13  2.13096392e+02  2.07161920e-12  7.90171249e+01  4.37882497e-12  3.45724619e+01  1.05123495e-09  1.05364814e+01 
 3.69589317e+09  6.63199522e-13  1.18057481e+03  2.02683642e-12  3.86292630e+02  4.13288484e-12  1.89440411e+02  6.67179579e-13  2.02717167e+02  2.07603138e-12  7.48913210e+01  4.40397221e-12  3.26109197e+01  1.05652746e-09  1.09802116e+01 
 3.87095726e+09  6.63199476e-13  1.12718330e+03  2.02683510e-12  3.68822541e+02  4.13287367e-12  1.80872966e+02  6.67565335e-13  1.92782174e+02  2.08088628e-12  7.09355337e+01  4.43184040e-12  3.07266366e+01  1.06239482e-09  1.14367159e+01 
 4.05431365e+09  6.63199426e-13  1.07620642e+03  2.02683365e-12  3.52142537e+02  4.13286142e-12  1.72692984e+02  6.67988506e-13  1.83271373e+02  2.08623000e-12  6.71423999e+01  4.46275634e-12  2.89164008e+01  1.06890658e-09  1.19053714e+01 
 4.24635511e+09  6.63199370e-13  1.02753498e+03  2.02683207e-12  3.36216887e+02  4.13284798e-12  1.64882942e+02  6.68452727e-13  1.74165760e+02  2.09211380e-12  6.35050034e+01  4.49709323e-12  2.71772251e+01  1.07614222e-09  1.23853429e+01 
 4.44749304e+09  6.63199310e-13  9.81064694e+02  2.02683033e-12  3.21011474e+02  4.13283324e-12  1.57426108e+02  6.68961988e-13  1.65447335e+02  2.09859478e-12  6.00168629e+01  4.53527883e-12  2.55063406e+01  1.08419302e-09  1.28755455e+01 
 4.65815830e+09  6.63199243e-13  9.36696031e+02  2.02682842e-12  3.06493726e+02  4.13281707e-12  1.50306511e+02  6.69520675e-13  1.57099077e+02  2.10573660e-12  5.66719188e+01  4.57780545e-12  2.39011897e+01  1.09316419e-09  1.33746015e+01 
 4.87880219e+09  6.63199170e-13  8.94333942e+02  2.02682633e-12  2.92632544e+02  4.13279933e-12  1.43508897e+02  6.70133600e-13  1.49104905e+02  2.11361039e-12  5.34645194e+01  4.62524217e-12  2.23594175e+01  1.10317762e-09  1.38807906e+01 
 5.10989736e+09  6.63199089e-13  8.53887679e+02  2.02682404e-12  2.79398233e+02  4.13277987e-12  1.37018705e+02  6.70806053e-13  1.41449657e+02  2.12229575e-12  5.03894052e+01  4.67824998e-12  2.08788621e+01  1.11437515e-09  1.43919923e+01 
 5.35193887e+09  6.63199001e-13  8.15270598e+02  2.02682152e-12  2.66762445e+02  4.13275852e-12  1.30822033e+02  6.71543849e-13  1.34119053e+02  2.13188198e-12  4.74416931e+01  4.73760061e-12  1.94575434e+01  1.12692286e-09  1.49056197e+01 
 5.60544519e+09  6.63198905e-13  7.78399975e+02  2.02681876e-12  2.54698110e+02  4.13273510e-12  1.24905605e+02  6.72353379e-13  1.27099669e+02  2.14246943e-12  4.46168564e+01  4.80420023e-12  1.80936504e+01  1.14101632e-09  1.54185423e+01 
 5.87095941e+09  6.63198799e-13  7.43196827e+02  2.02681573e-12  2.43179385e+02  4.13270942e-12  1.19256747e+02  6.73241677e-13  1.20378901e+02  2.15417121e-12  4.19107046e+01  4.87911933e-12  1.67855264e+01  1.15688740e-09  1.59269984e+01 
 6.14905028e+09  6.63198682e-13  7.09585741e+02  2.02681240e-12  2.32181594e+02  4.13268124e-12  1.13863359e+02  6.74216484e-13  1.13944938e+02  2.16711512e-12  3.93193594e+01  4.96363106e-12  1.55316524e+01  1.17481303e-09  1.64264925e+01 
 6.44031354e+09  6.63198555e-13  6.77494717e+02  2.02680876e-12  2.21681179e+02  4.13265033e-12  1.08713887e+02  6.75286326e-13  1.07786720e+02  2.18144604e-12  3.68392281e+01  5.05926046e-12  1.43306292e+01  1.19512666e-09  1.69116783e+01 
 6.74537312e+09  6.63198414e-13  6.46855010e+02  2.02680476e-12  2.11655644e+02  4.13261642e-12  1.03797301e+02  6.76460602e-13  1.01893901e+02  2.19732868e-12  3.44669752e+01  5.16784868e-12  1.31811565e+01  1.21823336e-09  1.73762232e+01 
 7.06488252e+09  6.63198261e-13  6.17600984e+02  2.02680037e-12  2.02083515e+02  4.13257923e-12  9.91030663e+01  6.77749681e-13  9.62568082e+01  2.21495106e-12  3.21994901e+01  5.29163725e-12  1.20820124e+01  1.24463020e-09  1.78126522e+01 
 7.39952619e+09  6.63198092e-13  5.89669972e+02  2.02679556e-12  1.92944286e+02  4.13253843e-12  9.46211289e+01  6.79165019e-13  9.08663945e+01  2.23452865e-12  3.00338533e+01  5.43337996e-12  1.10320300e+01  1.27493383e-09  1.82121689e+01 
 7.75002098e+09  6.63197907e-13  5.63002141e+02  2.02679028e-12  1.84218378e+02  4.13249367e-12  9.03418872e+01  6.80719278e-13  8.57141887e+01  2.25630940e-12  2.79673005e+01  5.59649282e-12  1.00300750e+01  1.30991884e-09  1.85644482e+01 
 8.11711773e+09  6.63197704e-13  5.37540362e+02  2.02678448e-12  1.75887100e+02  4.13244457e-12  8.62561742e+01  6.82426484e-13  8.07922418e+01  2.28058007e-12  2.59971857e+01  5.78525692e-12  9.07502197e+00  1.35057186e-09  1.88573985e+01 
 8.50160282e+09  6.63197482e-13  5.13230092e+02  2.02677813e-12  1.67932603e+02  4.13239072e-12  8.23552377e+01  6.84302187e-13  7.60930698e+01  2.30767398e-12  2.41209434e+01  6.00509490e-12  8.16573207e+00  1.39816949e-09  1.90768881e+01 
 8.90429990e+09  6.63197238e-13  4.90019255e+02  2.02677116e-12  1.60337849e+02  4.13233164e-12  7.86307210e+01  6.86363663e-13  7.16095929e+01  2.33798083e-12  2.23360514e+01  6.26294929e-12  7.30103180e+00  1.45439354e-09  1.92064293e+01 
 9.32607160e+09  6.63196970e-13  4.67858128e+02  2.02676352e-12  1.53086568e+02  4.13226683e-12  7.50746457e+01  6.88630142e-13  6.73350728e+01  2.37195900e-12  2.06399956e+01  6.56779846e-12  6.47969377e+00  1.52150591e-09  1.92268164e+01 
 9.76782145e+09  6.63196676e-13  4.46699239e+02  2.02675513e-12  1.46163226e+02  4.13219575e-12  7.16793939e+01  6.91123072e-13  6.32630491e+01  2.41015134e-12  1.90302366e+01  6.93134666e-12  5.70042014e+00  1.60262263e-09  1.91157077e+01 
