corner_label,temp_c,geometry,f_hz,quantity,simulated,closed_form,rel_err_pct,tol_pct,status
rlo_slo,27,p1,1e10,z_driving_point,3.26702e-01 + j6.42157e+00,3.267674239e-01 + j6.421573617e+00,0.001019,0.5,PASS
rlo_slo,27,p1,2e10,z_driving_point,4.98454e-01 + j1.27137e+01,4.987173343e-01 + j1.271369553e+01,0.002070,0.5,PASS
rlo_slo,27,p13,1e9,z_driving_point,4.89679e+00 + j3.43006e+01,4.896801458e+00 + j3.430059479e+01,0.000036,0.5,PASS
rlo_slo,27,p13,5e9,z_driving_point,1.82210e+01 + j1.94861e+02,1.822127956e+01 + j1.948610335e+02,0.000144,0.5,PASS
rlo_slo,27,p13,1e10,z_driving_point,1.56795e+02 + j6.36992e+02,1.567858909e+02 + j6.369759004e+02,0.002820,0.5,PASS
rlo_slo,27,p13,2e10,z_driving_point,1.58151e+02 + j-6.77274e+02,1.581445334e+02 + j-6.772579822e+02,0.002484,0.5,PASS
rlo_slo,27,p11,1e9,z_driving_point,3.19066e+00 + j2.89828e+01,3.190662496e+00 + j2.898281805e+01,0.000062,0.5,PASS
rlo_slo,27,p11,5e9,z_driving_point,1.42947e+01 + j1.65358e+02,1.429489542e+01 + j1.653571918e+02,0.000501,0.5,PASS
rlo_slo,27,p11,1e10,z_driving_point,1.36684e+02 + j5.52699e+02,1.366747010e+02 + j5.526845333e+02,0.003021,0.5,PASS
rlo_slo,27,p11,2e10,z_driving_point,1.20488e+02 + j-5.44172e+02,1.204832696e+02 + j-5.441599238e+02,0.002327,0.5,PASS
rlo_slo,125,p1,1e9,z_driving_point,2.37584e-01 + j6.51924e-01,2.375843961e-01 + j6.519239249e-01,0.000058,0.5,PASS
rlo_slo,125,p1,5e9,z_driving_point,2.76785e-01 + j3.25065e+00,2.767962240e-01 + j3.250648480e+00,0.000347,0.5,PASS
rlo_slo,125,p1,1e10,z_driving_point,3.71844e-01 + j6.46060e+00,3.718874639e-01 + j6.460602653e+00,0.000673,0.5,PASS
rlo_slo,125,p1,2e10,z_driving_point,5.73392e-01 + j1.28027e+01,5.735690188e-01 + j1.280273883e+01,0.001414,0.5,PASS
rlo_slo,125,p13,1e9,z_driving_point,6.64842e+00 + j3.42851e+01,6.648431455e+00 + j3.428509694e+01,0.000034,0.5,PASS
rlo_slo,125,p13,5e9,z_driving_point,2.02420e+01 + j1.94823e+02,2.024217487e+01 + j1.948230073e+02,0.000089,0.5,PASS
rlo_slo,125,p13,1e10,z_driving_point,1.62648e+02 + j6.37241e+02,1.626379332e+02 + j6.372264265e+02,0.002693,0.5,PASS
rlo_slo,125,p13,2e10,z_driving_point,1.59113e+02 + j-6.74773e+02,1.591046393e+02 + j-6.747573237e+02,0.002563,0.5,PASS
rlo_slo,125,p11,1e9,z_driving_point,4.32022e+00 + j2.89733e+01,4.320223715e+00 + j2.897329134e+01,0.000032,0.5,PASS
rlo_slo,125,p11,5e9,z_driving_point,1.55905e+01 + j1.65349e+02,1.559061204e+01 + j1.653487617e+02,0.000159,0.5,PASS
rlo_slo,125,p11,1e10,z_driving_point,1.40666e+02 + j5.53049e+02,1.406551510e+02 + j5.530355220e+02,0.003032,0.5,PASS
rlo_slo,125,p11,2e10,z_driving_point,1.21051e+02 + j-5.42638e+02,1.210449983e+02 + j-5.426266125e+02,0.002315,0.5,PASS
rlo_shi,-40,p1,1e9,z_driving_point,1.31263e-01 + j6.51701e-01,1.312638459e-01 + j6.517008547e-01,0.000129,0.5,PASS
rlo_shi,-40,p1,5e9,z_driving_point,1.91824e-01 + j3.23011e+00,1.918451474e-01 + j3.230109440e+00,0.000654,0.5,PASS
rlo_shi,-40,p1,1e10,z_driving_point,2.90428e-01 + j6.37915e+00,2.905120259e-01 + j6.379149677e+00,0.001316,0.5,PASS
rlo_shi,-40,p1,2e10,z_driving_point,4.28968e-01 + j1.26425e+01,4.293086363e-01 + j1.264248459e+01,0.002696,0.5,PASS
rlo_shi,-40,p13,1e9,z_driving_point,3.70074e+00 + j3.42481e+01,3.700752447e+00 + j3.424806060e+01,0.000120,0.5,PASS
rlo_shi,-40,p13,5e9,z_driving_point,1.27449e+01 + j1.93377e+02,1.274536607e+01 + j1.933767077e+02,0.000284,0.5,PASS
rlo_shi,-40,p13,1e10,z_driving_point,1.01351e+02 + j6.43856e+02,1.013481151e+02 + j6.438382643e+02,0.002757,0.5,PASS
rlo_shi,-40,p13,2e10,z_driving_point,1.03751e+02 + j-7.07977e+02,1.037498382e+02 + j-7.079569268e+02,0.002810,0.5,PASS
rlo_shi,-40,p11,1e9,z_driving_point,2.41985e+00 + j2.89342e+01,2.419858565e+00 + j2.893419647e+01,0.000032,0.5,PASS
rlo_shi,-40,p11,5e9,z_driving_point,9.84185e+00 + j1.64081e+02,9.842156113e+00 + j1.640809691e+02,0.000187,0.5,PASS
rlo_shi,-40,p11,1e10,z_driving_point,8.73971e+01 + j5.59362e+02,8.739317462e+01 + j5.593450094e+02,0.003080,0.5,PASS
rlo_shi,-40,p11,2e10,z_driving_point,7.82190e+01 + j-5.66579e+02,7.821751009e+01 + j-5.665642042e+02,0.002600,0.5,PASS
rlo_shi,27,p1,1e9,z_driving_point,1.74223e-01 + j6.51840e-01,1.742237961e-01 + j6.518403582e-01,0.000129,0.5,PASS
rlo_shi,27,p1,5e9,z_driving_point,2.24244e-01 + j3.24219e+00,2.242600804e-01 + j3.242185761e+00,0.000512,0.5,PASS
rlo_shi,27,p1,1e10,z_driving_point,3.25899e-01 + j6.42137e+00,3.259642696e-01 + j6.421373076e+00,0.001016,0.5,PASS
rlo_shi,27,p1,2e10,z_driving_point,4.95150e-01 + j1.27134e+01,4.954130401e-01 + j1.271337562e+01,0.002076,0.5,PASS
rlo_shi,27,p13,1e9,z_driving_point,4.88765e+00 + j3.42401e+01,4.887660734e+00 + j3.424010124e+01,0.000031,0.5,PASS
rlo_shi,27,p13,5e9,z_driving_point,1.40339e+01 + j1.93572e+02,1.403424876e+01 + j1.935716983e+02,0.000238,0.5,PASS
rlo_shi,27,p13,1e10,z_driving_point,1.05847e+02 + j6.45630e+02,1.058422407e+02 + j6.456120427e+02,0.002840,0.5,PASS
rlo_shi,27,p13,2e10,z_driving_point,1.04984e+02 + j-7.06008e+02,1.049803494e+02 + j-7.059890060e+02,0.002710,0.5,PASS
rlo_shi,27,p11,1e9,z_driving_point,3.18461e+00 + j2.89294e+01,3.184613083e+00 + j2.892935485e+01,0.000155,0.5,PASS
rlo_shi,27,p11,5e9,z_driving_point,1.06620e+01 + j1.64230e+02,1.066222719e+01 + j1.642297990e+02,0.000184,0.5,PASS
rlo_shi,27,p11,1e10,z_driving_point,9.04804e+01 + j5.60772e+02,9.047513791e+01 + j5.607552825e+02,0.003086,0.5,PASS
rlo_shi,27,p11,2e10,z_driving_point,7.89539e+01 + j-5.65366e+02,7.895125632e+01 + j-5.653520260e+02,0.002491,0.5,PASS
rlo_shi,125,p1,1e9,z_driving_point,2.37583e-01 + j6.51921e-01,2.375838814e-01 + j6.519214746e-01,0.000144,0.5,PASS
rlo_shi,125,p1,5e9,z_driving_point,2.76614e-01 + j3.25055e+00,2.766251530e-01 + j3.250555028e+00,0.000375,0.5,PASS
rlo_shi,125,p1,1e10,z_driving_point,3.71028e-01 + j6.46041e+00,3.710712975e-01 + j6.460410368e+00,0.000669,0.5,PASS
rlo_shi,125,p1,2e10,z_driving_point,5.70036e-01 + j1.28025e+01,5.702133034e-01 + j1.280245158e+01,0.001434,0.5,PASS
rlo_shi,125,p13,1e9,z_driving_point,6.63309e+00 + j3.42249e+01,6.633092929e+00 + j3.422486326e+01,0.000106,0.5,PASS
rlo_shi,125,p13,5e9,z_driving_point,1.60216e+01 + j1.93618e+02,1.602183046e+01 + j1.936174522e+02,0.000306,0.5,PASS
rlo_shi,125,p13,1e10,z_driving_point,1.11561e+02 + j6.46792e+02,1.115550888e+02 + j6.467744135e+02,0.002827,0.5,PASS
rlo_shi,125,p13,2e10,z_driving_point,1.06411e+02 + j-7.03573e+02,1.064063228e+02 + j-7.035542950e+02,0.002710,0.5,PASS
rlo_shi,125,p11,1e9,z_driving_point,4.31000e+00 + j2.89200e+01,4.310002354e+00 + j2.891995598e+01,0.000151,0.5,PASS
rlo_shi,125,p11,5e9,z_driving_point,1.19355e+01 + j1.64276e+02,1.193558956e+01 + j1.642761440e+02,0.000103,0.5,PASS
rlo_shi,125,p11,1e10,z_driving_point,9.43342e+01 + j5.61768e+02,9.432778112e+01 + j5.617517569e+02,0.003066,0.5,PASS
rlo_shi,125,p11,2e10,z_driving_point,7.97900e+01 + j-5.63870e+02,7.978641695e+01 + j-5.638562219e+02,0.002500,0.5,PASS
rhi_slo,-40,p1,1e9,z_driving_point,2.49319e-01 + j6.51932e-01,2.493198065e-01 + j6.519323152e-01,0.000124,0.5,PASS
rhi_slo,-40,p1,5e9,z_driving_point,2.86951e-01 + j3.25160e+00,2.869642917e-01 + j3.251595397e+00,0.000431,0.5,PASS
rhi_slo,-40,p1,1e10,z_driving_point,3.80136e-01 + j6.46573e+00,3.801878280e-01 + j6.465726056e+00,0.000803,0.5,PASS
rhi_slo,-40,p1,2e10,z_driving_point,5.84990e-01 + j1.28172e+01,5.851997761e-01 + j1.281719013e+01,0.001637,0.5,PASS
rhi_slo,-40,p13,1e9,z_driving_point,6.10650e+00 + j3.42907e+01,6.106510996e+00 + j3.429073287e+01,0.000100,0.5,PASS
rhi_slo,-40,p13,5e9,z_driving_point,1.95048e+01 + j1.94938e+02,1.950490043e+01 + j1.949375823e+02,0.000219,0.5,PASS
rhi_slo,-40,p13,1e10,z_driving_point,1.60773e+02 + j6.38537e+02,1.607629982e+02 + j6.385215504e+02,0.002795,0.5,PASS
rhi_slo,-40,p13,2e10,z_driving_point,1.58479e+02 + j-6.74797e+02,1.584709741e+02 + j-6.747816798e+02,0.002495,0.5,PASS
rhi_slo,-40,p11,1e9,z_driving_point,4.13927e+00 + j2.89752e+01,4.139270681e+00 + j2.897517677e+01,0.000079,0.5,PASS
rhi_slo,-40,p11,5e9,z_driving_point,1.53287e+01 + j1.65399e+02,1.532882056e+01 + j1.653981953e+02,0.000490,0.5,PASS
rhi_slo,-40,p11,1e10,z_driving_point,1.39987e+02 + j5.53684e+02,1.399760757e+02 + j5.536704271e+02,0.003051,0.5,PASS
rhi_slo,-40,p11,2e10,z_driving_point,1.20816e+02 + j-5.42555e+02,1.208095373e+02 + j-5.425431360e+02,0.002431,0.5,PASS
rhi_slo,27,p1,1e9,z_driving_point,3.33495e-01 + j6.51967e-01,3.334957811e-01 + j6.519671264e-01,0.000108,0.5,PASS
rhi_slo,27,p1,5e9,z_driving_point,3.62678e-01 + j3.25584e+00,3.626853722e-01 + j3.255842090e+00,0.000234,0.5,PASS
rhi_slo,27,p1,1e10,z_driving_point,4.42373e-01 + j6.49098e+00,4.424042340e-01 + j6.490976328e+00,0.000483,0.5,PASS
rhi_slo,27,p1,2e10,z_driving_point,6.56341e-01 + j1.29031e+01,6.564685726e-01 + j1.290305746e+01,0.001041,0.5,PASS
rhi_slo,27,p13,1e9,z_driving_point,8.13354e+00 + j3.42702e+01,8.133546416e+00 + j3.427015333e+01,0.000134,0.5,PASS
rhi_slo,27,p13,5e9,z_driving_point,2.19306e+01 + j1.94743e+02,2.193068441e+01 + j1.947423564e+02,0.000331,0.5,PASS
rhi_slo,27,p13,1e10,z_driving_point,1.66899e+02 + j6.37552e+02,1.668879425e+02 + j6.375376107e+02,0.002754,0.5,PASS
rhi_slo,27,p13,2e10,z_driving_point,1.59274e+02 + j-6.72467e+02,1.592650669e+02 + j-6.724522933e+02,0.002490,0.5,PASS
rhi_slo,27,p11,1e9,z_driving_point,5.50453e+00 + j2.89618e+01,5.504529517e+00 + j2.896181671e+01,0.000057,0.5,PASS
rhi_slo,27,p11,5e9,z_driving_point,1.69667e+01 + j1.65271e+02,1.696676660e+01 + j1.652705645e+02,0.000265,0.5,PASS
rhi_slo,27,p11,1e10,z_driving_point,1.44298e+02 + j5.53039e+02,1.442867792e+02 + j5.530260217e+02,0.003002,0.5,PASS
rhi_slo,27,p11,2e10,z_driving_point,1.21303e+02 + j-5.41108e+02,1.212965090e+02 + j-5.410970837e+02,0.002290,0.5,PASS
rhi_slo,125,p1,1e9,z_driving_point,4.56897e-01 + j6.51983e-01,4.568968644e-01 + j6.519834534e-01,0.000059,0.5,PASS
rhi_slo,125,p1,5e9,z_driving_point,4.78881e-01 + j3.25843e+00,4.788867461e-01 + j3.258432237e+00,0.000187,0.5,PASS
rhi_slo,125,p1,1e10,z_driving_point,5.42859e-01 + j6.50861e+00,5.428817658e-01 + j6.508610065e+00,0.000349,0.5,PASS
rhi_slo,125,p1,2e10,z_driving_point,7.45202e-01 + j1.29838e+01,7.452965488e-01 + j1.298382274e+01,0.000748,0.5,PASS
rhi_slo,125,p13,1e9,z_driving_point,1.11023e+01 + j3.42352e+01,1.110227039e+01 + j3.423519768e+01,0.000083,0.5,PASS
rhi_slo,125,p13,5e9,z_driving_point,2.55939e+01 + j1.94337e+02,2.559388163e+01 + j1.943366450e+02,0.000181,0.5,PASS
rhi_slo,125,p13,1e10,z_driving_point,1.75811e+02 + j6.34509e+02,1.757985960e+02 + j6.344946713e+02,0.002878,0.5,PASS
rhi_slo,125,p13,2e10,z_driving_point,1.60553e+02 + j-6.69976e+02,1.605430615e+02 + j-6.699613417e+02,0.002571,0.5,PASS
rhi_slo,125,p11,1e9,z_driving_point,7.50441e+00 + j2.89395e+01,7.504415161e+00 + j2.893948667e+01,0.000048,0.5,PASS
rhi_slo,125,p11,5e9,z_driving_point,1.94467e+01 + j1.65000e+02,1.944667728e+01 + j1.649998043e+02,0.000119,0.5,PASS
rhi_slo,125,p11,1e10,z_driving_point,1.50567e+02 + j5.50905e+02,1.505546933e+02 + j5.508924840e+02,0.003074,0.5,PASS
rhi_slo,125,p11,2e10,z_driving_point,1.22080e+02 + j-5.39583e+02,1.220725603e+02 + j-5.395719580e+02,0.002407,0.5,PASS
rhi_shi,-40,p1,1e9,z_driving_point,2.49319e-01 + j6.51930e-01,2.493192077e-01 + j6.519298534e-01,0.000036,0.5,PASS
rhi_shi,-40,p1,5e9,z_driving_point,2.86780e-01 + j3.25150e+00,2.867924567e-01 + j3.251502897e+00,0.000392,0.5,PASS
rhi_shi,-40,p1,1e10,z_driving_point,3.79318e-01 + j6.46554e+00,3.793697762e-01 + j6.465535457e+00,0.000802,0.5,PASS
rhi_shi,-40,p1,2e10,z_driving_point,5.81626e-01 + j1.28169e+01,5.818357325e-01 + j1.281690796e+01,0.001636,0.5,PASS
rhi_shi,-40,p13,1e9,z_driving_point,6.09309e+00 + j3.42304e+01,6.093093681e+00 + j3.423038274e+01,0.000051,0.5,PASS
rhi_shi,-40,p13,5e9,z_driving_point,1.52923e+01 + j1.93700e+02,1.529246957e+01 + j1.936996788e+02,0.000187,0.5,PASS
rhi_shi,-40,p13,1e10,z_driving_point,1.09515e+02 + j6.47771e+02,1.095083065e+02 + j6.477536194e+02,0.002835,0.5,PASS
rhi_shi,-40,p13,2e10,z_driving_point,1.05748e+02 + j-7.03490e+02,1.057435055e+02 + j-7.034713370e+02,0.002699,0.5,PASS
rhi_shi,-40,p11,1e9,z_driving_point,4.12971e+00 + j2.89218e+01,4.129718582e+00 + j2.892180883e+01,0.000042,0.5,PASS
rhi_shi,-40,p11,5e9,z_driving_point,1.16761e+01 + j1.64314e+02,1.167626741e+01 + j1.643136606e+02,0.000230,0.5,PASS
rhi_shi,-40,p11,1e10,z_driving_point,9.35628e+01 + j5.62281e+02,9.355629654e+01 + j5.622642549e+02,0.003152,0.5,PASS
rhi_shi,-40,p11,2e10,z_driving_point,7.95599e+01 + j-5.63745e+02,7.955621602e+01 + j-5.637309077e+02,0.002558,0.5,PASS
rhi_shi,27,p1,1e9,z_driving_point,3.33494e-01 + j6.51965e-01,3.334945587e-01 + j6.519646196e-01,0.000092,0.5,PASS
rhi_shi,27,p1,5e9,z_driving_point,3.62500e-01 + j3.25576e+00,3.625082120e-01 + j3.255756949e+00,0.000267,0.5,PASS
rhi_shi,27,p1,1e10,z_driving_point,4.41544e-01 + j6.49080e+00,4.415753630e-01 + j6.490799425e+00,0.000482,0.5,PASS
rhi_shi,27,p1,2e10,z_driving_point,6.52927e-01 + j1.29028e+01,6.530547917e-01 + j1.290280689e+01,0.000991,0.5,PASS
rhi_shi,27,p13,1e9,z_driving_point,8.11292e+00 + j3.42104e+01,8.112925433e+00 + j3.421038888e+01,0.000035,0.5,PASS
rhi_shi,27,p13,5e9,z_driving_point,1.76850e+01 + j1.93608e+02,1.768515269e+01 + j1.936079508e+02,0.000083,0.5,PASS
rhi_shi,27,p13,1e10,z_driving_point,1.15695e+02 + j6.47766e+02,1.156880292e+02 + j6.477485316e+02,0.002858,0.5,PASS
rhi_shi,27,p13,2e10,z_driving_point,1.06972e+02 + j-7.01203e+02,1.069662904e+02 + j-7.011853971e+02,0.002609,0.5,PASS
rhi_shi,27,p11,1e9,z_driving_point,5.48992e+00 + j2.89088e+01,5.489918934e+00 + j2.890879301e+01,0.000024,0.5,PASS
rhi_shi,27,p11,5e9,z_driving_point,1.32913e+01 + j1.64258e+02,1.329137692e+01 + j1.642575433e+02,0.000281,0.5,PASS
rhi_shi,27,p11,1e10,z_driving_point,9.79075e+01 + j5.62355e+02,9.790025142e+01 + j5.623389850e+02,0.003080,0.5,PASS
rhi_shi,27,p11,2e10,z_driving_point,8.03032e+01 + j-5.62326e+02,8.029889513e+01 + j-5.623127107e+02,0.002459,0.5,PASS
rhi_shi,125,p1,1e9,z_driving_point,4.56894e-01 + j6.51981e-01,4.568946648e-01 + j6.519809983e-01,0.000084,0.5,PASS
rhi_shi,125,p1,5e9,z_driving_point,4.78696e-01 + j3.25836e+00,4.787021147e-01 + j3.258358915e+00,0.000189,0.5,PASS
rhi_shi,125,p1,1e10,z_driving_point,5.42018e-01 + j6.50846e+00,5.420414438e-01 + j6.508457203e+00,0.000362,0.5,PASS
rhi_shi,125,p1,2e10,z_driving_point,7.41740e-01 + j1.29836e+01,7.418344463e-01 + j1.298361386e+01,0.000734,0.5,PASS
rhi_shi,125,p13,1e9,z_driving_point,1.10710e+01 + j3.41771e+01,1.107101672e+01 + j3.417705668e+01,0.000129,0.5,PASS
rhi_shi,125,p13,5e9,z_driving_point,2.13053e+01 + j1.93362e+02,2.130535586e+01 + j1.933612103e+02,0.000407,0.5,PASS
rhi_shi,125,p13,1e10,z_driving_point,1.24958e+02 + j6.46171e+02,1.249491423e+02 + j6.461538681e+02,0.002930,0.5,PASS
rhi_shi,125,p13,2e10,z_driving_point,1.08725e+02 + j-6.98830e+02,1.087186117e+02 + j-6.988124185e+02,0.002645,0.5,PASS
rhi_shi,125,p11,1e9,z_driving_point,7.48236e+00 + j2.88874e+01,7.482359135e+00 + j2.888740028e+01,0.000003,0.5,PASS
rhi_shi,125,p11,5e9,z_driving_point,1.57413e+01 + j1.64097e+02,1.574132796e+01 + j1.640968234e+02,0.000108,0.5,PASS
rhi_shi,125,p11,1e10,z_driving_point,1.04432e+02 + j5.61286e+02,1.044235206e+02 + j5.612701376e+02,0.003151,0.5,PASS
rhi_shi,125,p11,2e10,z_driving_point,8.13585e+01 + j-5.60873e+02,8.135365786e+01 + j-5.608594459e+02,0.002540,0.5,PASS
