 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  1.03769057e-10  2.76441678e-01  5.41103583e-09  5.32592052e-01  4.57051753e-09  6.97593903e-01 
 1.04736719e+08  1.03769046e-10  2.89533828e-01  5.41108602e-09  5.57809404e-01  4.57056346e-09  7.30623032e-01 
 1.09697804e+08  1.03769032e-10  3.03245802e-01  5.41114103e-09  5.84219703e-01  4.57061381e-09  7.65214517e-01 
 1.14893881e+08  1.03769018e-10  3.17606912e-01  5.41120133e-09  6.11879220e-01  4.57066898e-09  8.01442029e-01 
 1.20336082e+08  1.03769002e-10  3.32647852e-01  5.41126741e-09  6.40846852e-01  4.57072944e-09  8.39382670e-01 
 1.26036065e+08  1.03768985e-10  3.48400760e-01  5.41133983e-09  6.71184245e-01  4.57079569e-09  8.79117136e-01 
 1.32006039e+08  1.03768966e-10  3.64899291e-01  5.41141918e-09  7.02955912e-01  4.57086828e-09  9.20729866e-01 
 1.38258795e+08  1.03768946e-10  3.82178680e-01  5.41150611e-09  7.36229365e-01  4.57094779e-09  9.64309216e-01 
 1.44807726e+08  1.03768923e-10  4.00275821e-01  5.41160135e-09  7.71075244e-01  4.57103488e-09  1.00994762e+00 
 1.51666862e+08  1.03768898e-10  4.19229340e-01  5.41170567e-09  8.07567453e-01  4.57113026e-09  1.05774178e+00 
 1.58850896e+08  1.03768870e-10  4.39079677e-01  5.41181992e-09  8.45783305e-01  4.57123469e-09  1.10779284e+00 
 1.66375217e+08  1.03768840e-10  4.59869171e-01  5.41194502e-09  8.85803664e-01  4.57134903e-09  1.16020654e+00 
 1.74255944e+08  1.03768807e-10  4.81642142e-01  5.41208198e-09  9.27713094e-01  4.57147419e-09  1.21509347e+00 
 1.82509959e+08  1.03768771e-10  5.04444987e-01  5.41223191e-09  9.71600014e-01  4.57161115e-09  1.27256921e+00 
 1.91154944e+08  1.03768732e-10  5.28326273e-01  5.41239600e-09  1.01755685e+00  4.57176101e-09  1.33275455e+00 
 2.00209417e+08  1.03768688e-10  5.53336833e-01  5.41257553e-09  1.06568021e+00  4.57192495e-09  1.39577567e+00 
 2.09692776e+08  1.03768640e-10  5.79529875e-01  5.41277194e-09  1.11607100e+00  4.57210422e-09  1.46176435e+00 
 2.19625334e+08  1.03768588e-10  6.06961082e-01  5.41298673e-09  1.16883465e+00  4.57230022e-09  1.53085817e+00 
 2.30028370e+08  1.03768530e-10  6.35688725e-01  5.41322158e-09  1.22408123e+00  4.57251444e-09  1.60320066e+00 
 2.40924169e+08  1.03768467e-10  6.65773782e-01  5.41347828e-09  1.28192560e+00  4.57274851e-09  1.67894155e+00 
