 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  1.03767911e-10  1.42987416e-01  5.40678182e-09  3.15268360e-01  4.56802765e-09  3.95666429e-01 
 1.04736719e+08  1.03767909e-10  1.49760031e-01  5.40682557e-09  3.30196881e-01  4.56806837e-09  4.14401721e-01 
 1.09697804e+08  1.03767907e-10  1.56853403e-01  5.40687354e-09  3.45831791e-01  4.56811302e-09  4.34023494e-01 
 1.14893881e+08  1.03767905e-10  1.64282717e-01  5.40692613e-09  3.62206439e-01  4.56816195e-09  4.54573589e-01 
 1.20336082e+08  1.03767903e-10  1.72063878e-01  5.40698377e-09  3.79355735e-01  4.56821558e-09  4.76095808e-01 
 1.26036065e+08  1.03767901e-10  1.80213543e-01  5.40704695e-09  3.97316223e-01  4.56827435e-09  4.98636002e-01 
 1.32006039e+08  1.03767898e-10  1.88749159e-01  5.40711619e-09  4.16126156e-01  4.56833875e-09  5.22242160e-01 
 1.38258795e+08  1.03767895e-10  1.97688994e-01  5.40719207e-09  4.35825570e-01  4.56840931e-09  5.46964509e-01 
 1.44807726e+08  1.03767892e-10  2.07052183e-01  5.40727521e-09  4.56456368e-01  4.56848661e-09  5.72855613e-01 
 1.51666862e+08  1.03767889e-10  2.16858762e-01  5.40736631e-09  4.78062402e-01  4.56857129e-09  5.99970477e-01 
 1.58850896e+08  1.03767885e-10  2.27129718e-01  5.40746610e-09  5.00689556e-01  4.56866403e-09  6.28366654e-01 
 1.66375217e+08  1.03767881e-10  2.37887025e-01  5.40757540e-09  5.24385842e-01  4.56876558e-09  6.58104353e-01 
 1.74255944e+08  1.03767877e-10  2.49153699e-01  5.40769511e-09  5.49201488e-01  4.56887677e-09  6.89246561e-01 
 1.82509959e+08  1.03767872e-10  2.60953840e-01  5.40782618e-09  5.75189036e-01  4.56899850e-09  7.21859154e-01 
 1.91154944e+08  1.03767867e-10  2.73312687e-01  5.40796969e-09  6.02403436e-01  4.56913172e-09  7.56011020e-01 
 2.00209417e+08  1.03767861e-10  2.86256668e-01  5.40812677e-09  6.30902156e-01  4.56927750e-09  7.91774186e-01 
 2.09692776e+08  1.03767855e-10  2.99813461e-01  5.40829869e-09  6.60745277e-01  4.56943698e-09  8.29223941e-01 
 2.19625334e+08  1.03767848e-10  3.14012047e-01  5.40848679e-09  6.91995604e-01  4.56961142e-09  8.68438966e-01 
