 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  1.03769022e-10  5.08883513e-01  5.41269313e-09  9.80759620e-01  4.57137703e-09  1.28444022e+00 
 1.04736719e+08  1.03768976e-10  5.32974745e-01  5.41274933e-09  1.02718498e+00  4.57142730e-09  1.34523728e+00 
 1.09697804e+08  1.03768924e-10  5.58205153e-01  5.41281095e-09  1.07580474e+00  4.57148241e-09  1.40890750e+00 
 1.14893881e+08  1.03768868e-10  5.84628405e-01  5.41287851e-09  1.12672213e+00  4.57154283e-09  1.47558594e+00 
 1.20336082e+08  1.03768807e-10  6.12300669e-01  5.41295258e-09  1.18004516e+00  4.57160907e-09  1.54541390e+00 
 1.26036065e+08  1.03768739e-10  6.41280722e-01  5.41303378e-09  1.23588681e+00  4.57168168e-09  1.61853915e+00 
 1.32006039e+08  1.03768665e-10  6.71630069e-01  5.41312279e-09  1.29436528e+00  4.57176128e-09  1.69511627e+00 
 1.38258795e+08  1.03768584e-10  7.03413063e-01  5.41322035e-09  1.35560416e+00  4.57184851e-09  1.77530687e+00 
 1.44807726e+08  1.03768495e-10  7.36697028e-01  5.41332728e-09  1.41973271e+00  4.57194412e-09  1.85927992e+00 
 1.51666862e+08  1.03768397e-10  7.71552393e-01  5.41344448e-09  1.48688606e+00  4.57204889e-09  1.94721202e+00 
 1.58850896e+08  1.03768290e-10  8.08052822e-01  5.41357290e-09  1.55720547e+00  4.57216370e-09  2.03928771e+00 
 1.66375217e+08  1.03768173e-10  8.46275354e-01  5.41371362e-09  1.63083853e+00  4.57228948e-09  2.13569976e+00 
 1.74255944e+08  1.03768044e-10  8.86300548e-01  5.41386780e-09  1.70793946e+00  4.57242728e-09  2.23664949e+00 
 1.82509959e+08  1.03767902e-10  9.28212626e-01  5.41403669e-09  1.78866931e+00  4.57257823e-09  2.34234705e+00 
 1.91154944e+08  1.03767747e-10  9.72099629e-01  5.41422169e-09  1.87319621e+00  4.57274354e-09  2.45301171e+00 
 2.00209417e+08  1.03767577e-10  1.01805357e+00  5.41442430e-09  1.96169563e+00  4.57292457e-09  2.56887215e+00 
 2.09692776e+08  1.03767390e-10  1.06617059e+00  5.41464616e-09  2.05435062e+00  4.57312278e-09  2.69016672e+00 
 2.19625334e+08  1.03767185e-10  1.11655112e+00  5.41488906e-09  2.15135198e+00  4.57333975e-09  2.81714368e+00 
 2.30028370e+08  1.03766960e-10  1.16930006e+00  5.41515496e-09  2.25289852e+00  4.57357721e-09  2.95006141e+00 
 2.40924169e+08  1.03766714e-10  1.22452693e+00  5.41544595e-09  2.35919724e+00  4.57383706e-09  3.08918858e+00 
 2.52336071e+08  1.03766444e-10  1.28234604e+00  5.41576436e-09  2.47046346e+00  4.57412133e-09  3.23480427e+00 
 2.64288522e+08  1.03766147e-10  1.34287667e+00  5.41611268e-09  2.58692096e+00  4.57443224e-09  3.38719798e+00 
 2.76807128e+08  1.03765822e-10  1.40624322e+00  5.41649362e-09  2.70880208e+00  4.57477219e-09  3.54666964e+00 
 2.89918705e+08  1.03765465e-10  1.47257539e+00  5.41691012e-09  2.83634767e+00  4.57514379e-09  3.71352943e+00 
 3.03651341e+08  1.03765074e-10  1.54200835e+00  5.41736537e-09  2.96980709e+00  4.57554985e-09  3.88809746e+00 
 3.18034453e+08  1.03764644e-10  1.61468289e+00  5.41786281e-09  3.10943801e+00  4.57599342e-09  4.07070337e+00 
 3.33098852e+08  1.03764173e-10  1.69074556e+00  5.41840616e-09  3.25550615e+00  4.57647777e-09  4.26168559e+00 
 3.48876811e+08  1.03763657e-10  1.77034885e+00  5.41899943e-09  3.40828487e+00  4.57700646e-09  4.46139048e+00 
 3.65402126e+08  1.03763091e-10  1.85365127e+00  5.41964696e-09  3.56805456e+00  4.57758328e-09  4.67017105e+00 
 3.82710200e+08  1.03762469e-10  1.94081752e+00  5.42035338e-09  3.73510181e+00  4.57821232e-09  4.88838537e+00 
 4.00838108e+08  1.03761788e-10  2.03201855e+00  5.42112370e-09  3.90971841e+00  4.57889798e-09  5.11639449e+00 
 4.19824685e+08  1.03761041e-10  2.12743163e+00  5.42196327e-09  4.09219988e+00  4.57964494e-09  5.35455988e+00 
 4.39710602e+08  1.03760221e-10  2.22724044e+00  5.42287783e-09  4.28284377e+00  4.58045822e-09  5.60324013e+00 
 4.60538460e+08  1.03759322e-10  2.33163504e+00  5.42387350e-09  4.48194747e+00  4.58134318e-09  5.86278704e+00 
 4.82352874e+08  1.03758337e-10  2.44081187e+00  5.42495681e-09  4.68980549e+00  4.58230550e-09  6.13354065e+00 
 5.05200577e+08  1.03757256e-10  2.55497366e+00  5.42613473e-09  4.90670612e+00  4.58335124e-09  6.41582343e+00 
 5.29130511e+08  1.03756070e-10  2.67432932e+00  5.42741463e-09  5.13292742e+00  4.58448681e-09  6.70993315e+00 
 5.54193938e+08  1.03754770e-10  2.79909374e+00  5.42880435e-09  5.36873240e+00  4.58571900e-09  7.01613448e+00 
 5.80444550e+08  1.03753345e-10  2.92948754e+00  5.43031218e-09  5.61436322e+00  4.58705497e-09  7.33464904e+00 
 6.07938580e+08  1.03751782e-10  3.06573671e+00  5.43194688e-09  5.87003438e+00  4.58850227e-09  7.66564384e+00 
 6.36734925e+08  1.03750068e-10  3.20807217e+00  5.43371767e-09  6.13592473e+00  4.59006885e-09  8.00921784e+00 
 6.66895272e+08  1.03748189e-10  3.35672920e+00  5.43563429e-09  6.41216828e+00  4.59176306e-09  8.36538660e+00 
 6.98484230e+08  1.03746129e-10  3.51194679e+00  5.43770698e-09  6.69884346e+00  4.59359368e-09  8.73406494e+00 
 7.31569468e+08  1.03743871e-10  3.67396679e+00  5.43994649e-09  6.99596117e+00  4.59556991e-09  9.11504753e+00 
 7.66221861e+08  1.03741396e-10  3.84303293e+00  5.44236413e-09  7.30345115e+00  4.59770143e-09  9.50798769e+00 
 8.02515641e+08  1.03738683e-10  4.01938965e+00  5.44497181e-09  7.62114705e+00  4.59999838e-09  9.91237436e+00 
 8.40528555e+08  1.03735709e-10  4.20328076e+00  5.44778206e-09  7.94877007e+00  4.60247145e-09  1.03275079e+01 
 8.80342035e+08  1.03732451e-10  4.39494782e+00  5.45080812e-09  8.28591152e+00  4.60513193e-09  1.07524751e+01 
 9.22041367e+08  1.03728881e-10  4.59462832e+00  5.45406397e-09  8.63201446e+00  4.60799177e-09  1.11861242e+01 
 9.65715880e+08  1.03724970e-10  4.80255360e+00  5.45756451e-09  8.98635505e+00  4.61106367e-09  1.16270417e+01 
 1.01145913e+09  1.03720685e-10  5.01894648e+00  5.46132560e-09  9.34802401e+00  4.61436122e-09  1.20735304e+01 
 1.05936911e+09  1.03715993e-10  5.24401850e+00  5.46536431e-09  9.71590916e+00  4.61789904e-09  1.25235926e+01 
 1.10954846e+09  1.03710855e-10  5.47796702e+00  5.46969903e-09  1.00886798e+01  4.62169297e-09  1.29749187e+01 
 1.16210465e+09  1.03705230e-10  5.72097177e+00  5.47434977e-09  1.04647740e+01  4.62576027e-09  1.34248829e+01 
 1.21715029e+09  1.03699073e-10  5.97319122e+00  5.47933840e-09  1.08423903e+01  4.63011987e-09  1.38705496e+01 
 1.27480328e+09  1.03692335e-10  6.23475849e+00  5.48468899e-09  1.12194843e+01  4.63479269e-09  1.43086894e+01 
 1.33518714e+09  1.03684965e-10  6.50577700e+00  5.49042820e-09  1.15937725e+01  4.63980196e-09  1.47358093e+01 
 1.39843121e+09  1.03676905e-10  6.78631575e+00  5.49658566e-09  1.19627434e+01  4.64517359e-09  1.51481957e+01 
 1.46467097e+09  1.03668093e-10  7.07640430e+00  5.50319450e-09  1.23236777e+01  4.65093661e-09  1.55419710e+01 
 1.53404832e+09  1.03658464e-10  7.37602758e+00  5.51029186e-09  1.26736775e+01  4.65712366e-09  1.59131639e+01 
 1.60671189e+09  1.03647946e-10  7.68512049e+00  5.51791950e-09  1.30097053e+01  4.66377148e-09  1.62577909e+01 
 1.68281732e+09  1.03636461e-10  8.00356242e+00  5.52612444e-09  1.33286317e+01  4.67092150e-09  1.65719465e+01 
 1.76252766e+09  1.03623929e-10  8.33117186e+00  5.53495971e-09  1.36272920e+01  4.67862051e-09  1.68518992e+01 
 1.84601365e+09  1.03610262e-10  8.66770126e+00  5.54448514e-09  1.39025488e+01  4.68692129e-09  1.70941880e+01 
 1.93345414e+09  1.03595364e-10  9.01283220e+00  5.55476824e-09  1.41513597e+01  4.69588343e-09  1.72957158e+01 
