 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  1.03769020e-10  5.08883509e-01  5.41265932e-09  9.80754703e-01  4.57135243e-09  1.28443274e+00 
 1.04736719e+08  1.03768974e-10  5.32974740e-01  5.41271200e-09  1.02717908e+00  4.57140008e-09  1.34522819e+00 
 1.09697804e+08  1.03768922e-10  5.58205147e-01  5.41276973e-09  1.07579764e+00  4.57145227e-09  1.40889645e+00 
 1.14893881e+08  1.03768866e-10  5.84628398e-01  5.41283296e-09  1.12671358e+00  4.57150944e-09  1.47557247e+00 
 1.20336082e+08  1.03768804e-10  6.12300661e-01  5.41290220e-09  1.18003484e+00  4.57157203e-09  1.54539744e+00 
 1.26036065e+08  1.03768737e-10  6.41280712e-01  5.41297804e-09  1.23587433e+00  4.57164057e-09  1.61851903e+00 
 1.32006039e+08  1.03768662e-10  6.71630058e-01  5.41306106e-09  1.29435015e+00  4.57171561e-09  1.69509164e+00 
 1.38258795e+08  1.03768581e-10  7.03413049e-01  5.41315195e-09  1.35558581e+00  4.57179773e-09  1.77527668e+00 
 1.44807726e+08  1.03768491e-10  7.36697012e-01  5.41325143e-09  1.41971041e+00  4.57188759e-09  1.85924287e+00 
 1.51666862e+08  1.03768393e-10  7.71552374e-01  5.41336028e-09  1.48685893e+00  4.57198589e-09  1.94716650e+00 
 1.58850896e+08  1.03768286e-10  8.08052799e-01  5.41347936e-09  1.55717242e+00  4.57209342e-09  2.03923175e+00 
 1.66375217e+08  1.03768168e-10  8.46275327e-01  5.41360961e-09  1.63079821e+00  4.57221099e-09  2.13563091e+00 
 1.74255944e+08  1.03768038e-10  8.86300516e-01  5.41375202e-09  1.70789023e+00  4.57233951e-09  2.23656473e+00 
 1.82509959e+08  1.03767896e-10  9.28212588e-01  5.41390769e-09  1.78860913e+00  4.57247995e-09  2.34224265e+00 
 1.91154944e+08  1.03767740e-10  9.72099583e-01  5.41407780e-09  1.87312260e+00  4.57263337e-09  2.45288308e+00 
 2.00209417e+08  1.03767569e-10  1.01805351e+00  5.41426363e-09  1.96160553e+00  4.57280091e-09  2.56871364e+00 
 2.09692776e+08  1.03767382e-10  1.06617052e+00  5.41446655e-09  2.05424028e+00  4.57298378e-09  2.68997138e+00 
 2.19625334e+08  1.03767176e-10  1.11655104e+00  5.41468805e-09  2.15121681e+00  4.57318332e-09  2.81690299e+00 
 2.30028370e+08  1.03766950e-10  1.16929997e+00  5.41492973e-09  2.25273292e+00  4.57340093e-09  2.94976492e+00 
 2.40924169e+08  1.03766703e-10  1.22452682e+00  5.41519330e-09  2.35899434e+00  4.57363814e-09  3.08882353e+00 
 2.52336071e+08  1.03766431e-10  1.28234590e+00  5.41548060e-09  2.47021493e+00  4.57389658e-09  3.23435509e+00 
 2.64288522e+08  1.03766133e-10  1.34287650e+00  5.41579362e-09  2.58661667e+00  4.57417799e-09  3.38664573e+00 
 2.76807128e+08  1.03765807e-10  1.40624301e+00  5.41613446e-09  2.70842973e+00  4.57448422e-09  3.54599137e+00 
 2.89918705e+08  1.03765448e-10  1.47257514e+00  5.41650537e-09  2.83589243e+00  4.57481726e-09  3.71269738e+00 
 3.03651341e+08  1.03765055e-10  1.54200805e+00  5.41690875e-09  2.96925109e+00  4.57517920e-09  3.88707825e+00 
 3.18034453e+08  1.03764624e-10  1.61468252e+00  5.41734717e-09  3.10875985e+00  4.57557229e-09  4.06945696e+00 
 3.33098852e+08  1.03764150e-10  1.69074512e+00  5.41782332e-09  3.25468027e+00  4.57599887e-09  4.26016426e+00 
 3.48876811e+08  1.03763631e-10  1.77034831e+00  5.41834008e-09  3.40728096e+00  4.57646146e-09  4.45953765e+00 
