 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  1.03769059e-10  2.76441679e-01  5.41106390e-09  5.32593447e-01  4.57053798e-09  6.97595796e-01 
 1.04736719e+08  1.03769047e-10  2.89533830e-01  5.41111689e-09  5.57811037e-01  4.57058599e-09  7.30625270e-01 
 1.09697804e+08  1.03769034e-10  3.03245804e-01  5.41117500e-09  5.84221618e-01  4.57063862e-09  7.65217170e-01 
 1.14893881e+08  1.03769020e-10  3.17606915e-01  5.41123871e-09  6.11881469e-01  4.57069633e-09  8.01445177e-01 
 1.20336082e+08  1.03769004e-10  3.32647854e-01  5.41130856e-09  6.40849497e-01  4.57075960e-09  8.39386415e-01 
 1.26036065e+08  1.03768987e-10  3.48400764e-01  5.41138514e-09  6.71187360e-01  4.57082896e-09  8.79121596e-01 
 1.32006039e+08  1.03768969e-10  3.64899295e-01  5.41146910e-09  7.02959587e-01  4.57090499e-09  9.20735190e-01 
 1.38258795e+08  1.03768948e-10  3.82178685e-01  5.41156112e-09  7.36233707e-01  4.57098832e-09  9.64315581e-01 
 1.44807726e+08  1.03768926e-10  4.00275826e-01  5.41166199e-09  7.71080382e-01  4.57107966e-09  1.00995525e+00 
 1.51666862e+08  1.03768901e-10  4.19229346e-01  5.41177255e-09  8.07573544e-01  4.57117975e-09  1.05775093e+00 
 1.58850896e+08  1.03768874e-10  4.39079684e-01  5.41189371e-09  8.45790537e-01  4.57128944e-09  1.10780383e+00 
 1.66375217e+08  1.03768844e-10  4.59869179e-01  5.41202648e-09  8.85812263e-01  4.57140963e-09  1.16021977e+00 
 1.74255944e+08  1.03768812e-10  4.81642151e-01  5.41217196e-09  9.27723336e-01  4.57154130e-09  1.21510943e+00 
 1.82509959e+08  1.03768776e-10  5.04444997e-01  5.41233134e-09  9.71612232e-01  4.57168554e-09  1.27258848e+00 
 1.91154944e+08  1.03768737e-10  5.28326285e-01  5.41250594e-09  1.01757145e+00  4.57184354e-09  1.33277785e+00 
 2.00209417e+08  1.03768694e-10  5.53336848e-01  5.41269718e-09  1.06569767e+00  4.57201656e-09  1.39580389e+00 
 2.09692776e+08  1.03768647e-10  5.79529892e-01  5.41290662e-09  1.11609193e+00  4.57220602e-09  1.46179856e+00 
 2.19625334e+08  1.03768595e-10  6.06961101e-01  5.41313595e-09  1.16885976e+00  4.57241344e-09  1.53089967e+00 
 2.30028370e+08  1.03768538e-10  6.35688748e-01  5.41338702e-09  1.22411139e+00  4.57264049e-09  1.60325107e+00 
 2.40924169e+08  1.03768476e-10  6.65773809e-01  5.41366185e-09  1.28196186e+00  4.57288896e-09  1.67900282e+00 
 2.52336071e+08  1.03768408e-10  6.97280085e-01  5.41396261e-09  1.34253125e+00  4.57316082e-09  1.75831138e+00 
 2.64288522e+08  1.03768333e-10  7.30274326e-01  5.41429168e-09  1.40594474e+00  4.57345821e-09  1.84133979e+00 
 2.76807128e+08  1.03768250e-10  7.64826357e-01  5.41465165e-09  1.47233287e+00  4.57378343e-09  1.92825782e+00 
 2.89918705e+08  1.03768160e-10  8.01009216e-01  5.41504532e-09  1.54183156e+00  4.57413899e-09  2.01924210e+00 
 3.03651341e+08  1.03768061e-10  8.38899286e-01  5.41547571e-09  1.61458232e+00  4.57452760e-09  2.11447618e+00 
 3.18034453e+08  1.03767952e-10  8.78576444e-01  5.41594612e-09  1.69073227e+00  4.57495221e-09  2.21415063e+00 
 3.33098852e+08  1.03767833e-10  9.20124198e-01  5.41646009e-09  1.77043426e+00  4.57541597e-09  2.31846301e+00 
 3.48876811e+08  1.03767702e-10  9.63629846e-01  5.41702147e-09  1.85384689e+00  4.57592232e-09  2.42761778e+00 
 3.65402126e+08  1.03767559e-10  1.00918463e+00  5.41763441e-09  1.94113447e+00  4.57647492e-09  2.54182621e+00 
 3.82710200e+08  1.03767401e-10  1.05688388e+00  5.41830335e-09  2.03246698e+00  4.57707775e-09  2.66130606e+00 
 4.00838108e+08  1.03767228e-10  1.10682720e+00  5.41903311e-09  2.12801991e+00  4.57773505e-09  2.78628124e+00 
 4.19824685e+08  1.03767038e-10  1.15911860e+00  5.41982884e-09  2.22797404e+00  4.57845140e-09  2.91698125e+00 
