 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 3.82710200e+08  1.03767356e-10  1.05688362e+00  5.41724518e-09  2.03207219e+00  4.57621354e-09  2.66056615e+00 
 4.00838108e+08  1.03767178e-10  1.10682690e+00  5.41785037e-09  2.12755079e+00  4.57676355e-09  2.78539642e+00 
 4.19824685e+08  1.03766983e-10  1.15911825e+00  5.41850638e-09  2.22741826e+00  4.57735891e-09  2.91592662e+00 
 4.39710602e+08  1.03766769e-10  1.21386629e+00  5.41921696e-09  2.33185898e+00  4.57800286e-09  3.05238827e+00 
 4.60538460e+08  1.03766534e-10  1.27118440e+00  5.41998613e-09  2.44106200e+00  4.57869884e-09  3.19501701e+00 
 4.82352874e+08  1.03766276e-10  1.33119086e+00  5.42081817e-09  2.55522057e+00  4.57945052e-09  3.34405174e+00 
 5.05200577e+08  1.03765992e-10  1.39400907e+00  5.42171762e-09  2.67453157e+00  4.58026176e-09  3.49973349e+00 
 5.29130511e+08  1.03765681e-10  1.45976768e+00  5.42268933e-09  2.79919480e+00  4.58113670e-09  3.66230408e+00 
 5.54193938e+08  1.03765339e-10  1.52860076e+00  5.42373849e-09  2.92941217e+00  4.58207973e-09  3.83200453e+00 
 5.80444550e+08  1.03764963e-10  1.60064797e+00  5.42487067e-09  3.06538664e+00  4.58309557e-09  4.00907325e+00 
 6.07938580e+08  1.03764551e-10  1.67605473e+00  5.42609185e-09  3.20732104e+00  4.58418931e-09  4.19374385e+00 
 6.36734925e+08  1.03764098e-10  1.75497229e+00  5.42740852e-09  3.35541669e+00  4.58536642e-09  4.38624267e+00 
 6.66895272e+08  1.03763600e-10  1.83755796e+00  5.42882768e-09  3.50987172e+00  4.58663286e-09  4.58678600e+00 
 6.98484230e+08  1.03763054e-10  1.92397515e+00  5.43035699e-09  3.67087920e+00  4.58799513e-09  4.79557683e+00 
 7.31569468e+08  1.03762454e-10  2.01439351e+00  5.43200481e-09  3.83862500e+00  4.58946035e-09  5.01280124e+00 
 7.66221861e+08  1.03761795e-10  2.10898900e+00  5.43378032e-09  4.01328532e+00  4.59103635e-09  5.23862438e+00 
 8.02515641e+08  1.03761070e-10  2.20794394e+00  5.43569364e-09  4.19502390e+00  4.59273179e-09  5.47318592e+00 
 8.40528555e+08  1.03760275e-10  2.31144700e+00  5.43775596e-09  4.38398890e+00  4.59455627e-09  5.71659501e+00 
 8.80342035e+08  1.03759401e-10  2.41969323e+00  5.43997969e-09  4.58030934e+00  4.59652046e-09  5.96892478e+00 
 9.22041367e+08  1.03758442e-10  2.53288396e+00  5.44237860e-09  4.78409119e+00  4.59863626e-09  6.23020618e+00 
 9.65715880e+08  1.03757388e-10  2.65122669e+00  5.44496804e-09  4.99541295e+00  4.60091691e-09  6.50042134e+00 
 1.01145913e+09  1.03756230e-10  2.77493491e+00  5.44776507e-09  5.21432082e+00  4.60337722e-09  6.77949630e+00 
 1.05936911e+09  1.03754959e-10  2.90422783e+00  5.45078873e-09  5.44082327e+00  4.60603372e-09  7.06729313e+00 
 1.10954846e+09  1.03753563e-10  3.03933009e+00  5.45406025e-09  5.67488517e+00  4.60890487e-09  7.36360150e+00 
 1.16210465e+09  1.03752031e-10  3.18047128e+00  5.45760328e-09  5.91642134e+00  4.61201126e-09  7.66812968e+00 
 1.21715029e+09  1.03750349e-10  3.32788542e+00  5.46144418e-09  6.16528954e+00  4.61537587e-09  7.98049502e+00 
 1.27480328e+09  1.03748502e-10  3.48181033e+00  5.46561229e-09  6.42128293e+00  4.61902431e-09  8.30021409e+00 
 1.33518714e+09  1.03746476e-10  3.64248676e+00  5.47014026e-09  6.68412200e+00  4.62298508e-09  8.62669238e+00 
 1.39843121e+09  1.03744253e-10  3.81015750e+00  5.47506442e-09  6.95344607e+00  4.62728992e-09  8.95921406e+00 
 1.46467097e+09  1.03741813e-10  3.98506620e+00  5.48042515e-09  7.22880440e+00  4.63197411e-09  9.29693165e+00 
 1.53404832e+09  1.03739138e-10  4.16745606e+00  5.48626729e-09  7.50964699e+00  4.63707685e-09  9.63885618e+00 
 1.60671189e+09  1.03736205e-10  4.35756827e+00  5.49264065e-09  7.79531533e+00  4.64264168e-09  9.98384797e+00 
 1.68281732e+09  1.03732989e-10  4.55564026e+00  5.49960054e-09  8.08503322e+00  4.64871698e-09  1.03306085e+01 
 1.76252766e+09  1.03729465e-10  4.76190358e+00  5.50720835e-09  8.37789791e+00  4.65535643e-09  1.06776739e+01 
 1.84601365e+09  1.03725603e-10  4.97658166e+00  5.51553224e-09  8.67287189e+00  4.66261967e-09  1.10234102e+01 
 1.93345414e+09  1.03721373e-10  5.19988710e+00  5.52464796e-09  8.96877569e+00  4.67057295e-09  1.13660117e+01 
 2.02503643e+09  1.03716741e-10  5.43201878e+00  5.53463963e-09  9.26428207e+00  4.67928990e-09  1.17035017e+01 
 2.12095673e+09  1.03711670e-10  5.67315854e+00  5.54560083e-09  9.55791205e+00  4.68885243e-09  1.20337377e+01 
 2.22142050e+09  1.03706122e-10  5.92346757e+00  5.55763572e-09  9.84803329e+00  4.69935173e-09  1.23544205e+01 
 2.32664295e+09  1.03700052e-10  6.18308239e+00  5.57086035e-09  1.01328612e+01  4.71088945e-09  1.26631079e+01 
 2.43684950e+09  1.03693415e-10  6.45211061e+00  5.58540420e-09  1.04104638e+01  4.72357904e-09  1.29572338e+01 
 2.55227623e+09  1.03686161e-10  6.73062619e+00  5.60141194e-09  1.06787694e+01  4.73754731e-09  1.32341324e+01 
 2.67317039e+09  1.03678236e-10  7.01866457e+00  5.61904546e-09  1.09355798e+01  4.75293627e-09  1.34910679e+01 
 2.79979097e+09  1.03669581e-10  7.31621743e+00  5.63848629e-09  1.11785871e+01  4.76990521e-09  1.37252688e+01 
 2.93240922e+09  1.03660136e-10  7.62322737e+00  5.65993837e-09  1.14053954e+01  4.78863323e-09  1.39339679e+01 
 3.07130921e+09  1.03649832e-10  7.93958243e+00  5.68363136e-09  1.16135470e+01  4.80932214e-09  1.41144446e+01 
 3.21678851e+09  1.03638599e-10  8.26511067e+00  5.70982449e-09  1.18005535e+01  4.83219996e-09  1.42640714e+01 
 3.36915876e+09  1.03626361e-10  8.59957495e+00  5.73881120e-09  1.19639308e+01  4.85752500e-09  1.43803608e+01 
 3.52874636e+09  1.03613037e-10  8.94266801e+00  5.77092459e-09  1.21012365e+01  4.88559080e-09  1.44610124e+01 
 3.69589317e+09  1.03598541e-10  9.29400822e+00  5.80654409e-09  1.22101108e+01  4.91673204e-09  1.45039579e+01 
 3.87095726e+09  1.03582785e-10  9.65313602e+00  5.84610333e-09  1.22883174e+01  4.95133173e-09  1.45074025e+01 
 4.05431365e+09  1.03565672e-10  1.00195116e+01  5.89009986e-09  1.23337846e+01  4.98982990e-09  1.44698608e+01 
 4.24635511e+09  1.03547104e-10  1.03925136e+01  5.93910697e-09  1.23446445e+01  5.03273425e-09  1.43901851e+01 
 4.44749304e+09  1.03526979e-10  1.07714404e+01  5.99378818e-09  1.23192678e+01  5.08063339e-09  1.42675856e+01 
 4.65815830e+09  1.03505190e-10  1.11555118e+01  6.05491538e-09  1.22562950e+01  5.13421321e-09  1.41016410e+01 
 4.87880219e+09  1.03481629e-10  1.15438751e+01  6.12339134e-09  1.21546594e+01  5.19427745e-09  1.38922989e+01 
 5.10989736e+09  1.03456186e-10  1.19356114e+01  6.20027830e-09  1.20136038e+01  5.26177378e-09  1.36398657e+01 
 5.35193887e+09  1.03428749e-10  1.23297471e+01  6.28683420e-09  1.18326881e+01  5.33782713e-09  1.33449874e+01 
 5.60544519e+09  1.03399210e-10  1.27252658e+01  6.38455953e-09  1.16117877e+01  5.42378270e-09  1.30086210e+01 
 5.87095941e+09  1.03367460e-10  1.31211255e+01  6.49525811e-09  1.13510835e+01  5.52126222e-09  1.26319981e+01 
 6.14905028e+09  1.03333398e-10  1.35162765e+01  6.62111721e-09  1.10510431e+01  5.63223833e-09  1.22165827e+01 
 6.44031354e+09  1.03296927e-10  1.39096833e+01  6.76481452e-09  1.07123942e+01  5.75913438e-09  1.17640244e+01 
 6.74537312e+09  1.03257962e-10  1.43003477e+01  6.92966274e-09  1.03360918e+01  5.90496012e-09  1.12761092e+01 
 7.06488252e+09  1.03216428e-10  1.46873341e+01  7.11980851e-09  9.92327934e+00  6.07349946e-09  1.07547091e+01 
 7.39952619e+09  1.03172268e-10  1.50697947e+01  7.34051042e-09  9.47524756e+00  6.26957470e-09  1.02017338e+01 
 7.75002098e+09  1.03125443e-10  1.54469957e+01  7.59853529e-09  8.99339044e+00  6.49942614e-09  9.61908328e+00 
 8.11711773e+09  1.03075938e-10  1.58183410e+01  7.90273489e-09  8.47916125e+00  6.77126917e-09  9.00860536e+00 
 8.50160282e+09  1.03023763e-10  1.61833954e+01  8.26490501e-09  7.93402972e+00  7.09613271e-09  8.37205709e+00 
 8.90429990e+09  1.02968964e-10  1.65419030e+01  8.70109871e-09  7.35944165e+00  7.48915560e-09  7.71107170e+00 
 9.32607160e+09  1.02911618e-10  1.68938027e+01  9.23369229e-09  6.75678210e+00  7.97165350e-09  7.02713115e+00 
 9.76782145e+09  1.02851845e-10  1.72392383e+01  9.89473786e-09  6.12734294e+00  8.57452620e-09  6.32154433e+00 
 1.02304957e+10  1.02789808e-10  1.75785629e+01  1.07315849e-08  5.47229527e+00  9.34407655e-09  5.59543088e+00 
 1.07150856e+10  1.02725716e-10  1.79123378e+01  1.18165991e-08  4.79266701e+00  1.03522872e-08  4.84971030e+00 
 1.12226292e+10  1.02659833e-10  1.82413250e+01  1.32642510e-08  4.08932572e+00  1.17153094e-08  4.08509600e+00 
 1.17542136e+10  1.02592471e-10  1.85664737e+01  1.52599527e-08  3.36296645e+00  1.36251190e-08  3.30209354e+00 
 1.23109777e+10  1.02524003e-10  1.88889019e+01  1.80931624e-08  2.61410431e+00  1.63816859e-08  2.50100269e+00 
 1.28941142e+10  1.02454855e-10  1.92098721e+01  2.20399938e-08  1.84307124e+00  2.01802964e-08  1.68192249e+00 
 1.35048722e+10  1.02385512e-10  1.95307640e+01  2.54421445e-08  1.05001650e+00  2.18778891e-08  8.44758764e-01 
 1.41445601e+10  1.02316512e-10  1.98530433e+01  1.09799197e-08  2.34910146e-01 -4.61229035e-10 -1.07665724e-02 
 1.48145483e+10  1.02248452e-10  2.01782290e+01 -2.10889713e-08 -6.02451037e-01 -2.05146103e-08 -8.85105070e-01 
 1.55162719e+10  1.02181979e-10  2.05078590e+01 -2.14886371e-08 -1.46243597e+00 -1.70250938e-08 -1.77887067e+00 
 1.62512341e+10  1.02117788e-10  2.08434562e+01 -1.60724104e-08 -2.34557058e+00 -1.25348138e-08 -2.69282855e+00 
 1.70210095e+10  1.02056624e-10  2.11864952e+01 -1.20811339e-08 -3.25252865e+00 -9.47740487e-09 -3.62788432e+00 
 1.78272469e+10  1.01999272e-10  2.15383704e+01 -9.38122169e-09 -4.18412275e+00 -7.41518261e-09 -4.58507399e+00 
 1.86716736e+10  1.01946556e-10  2.19003667e+01 -7.49847590e-09 -5.14129560e+00 -5.96551249e-09 -5.56555499e+00 
 1.95560984e+10  1.01899336e-10  2.22736329e+01 -6.13172848e-09 -6.12511249e+00 -4.90369579e-09 -6.57059851e+00 
 2.04824159e+10  1.01858508e-10  2.26591577e+01 -5.10389893e-09 -7.13675478e+00 -4.09881169e-09 -7.60158322e+00 
 2.14526105e+10  1.01824996e-10  2.30577505e+01 -4.30816858e-09 -8.17751481e+00 -3.47148489e-09 -8.65999072e+00 
 2.24687605e+10  1.01799760e-10  2.34700243e+01 -3.67738563e-09 -9.24879238e+00 -2.97139870e-09 -9.74740234e+00 
 2.35330426e+10  1.01783792e-10  2.38963830e+01 -3.16758923e-09 -1.03520927e+01 -2.56532783e-09 -1.08654977e+01 
 2.46477368e+10  1.01778123e-10  2.43370129e+01 -2.74893853e-09 -1.14890257e+01 -2.23053610e-09 -1.20160543e+01 
 2.58152310e+10  1.01783825e-10  2.47918770e+01 -2.40052722e-09 -1.26613072e+01 -1.95097816e-09 -1.32009492e+01 
 2.70380260e+10  1.01802022e-10  2.52607134e+01 -2.10730139e-09 -1.38707607e+01 -1.71502499e-09 -1.44221608e+01 
 2.83187415e+10  1.01833897e-10  2.57430370e+01 -1.85815984e-09 -1.51193203e+01 -1.51405125e-09 -1.56817725e+01 
 2.96601208e+10  1.01880708e-10  2.62381443e+01 -1.64474401e-09 -1.64090351e+01 -1.34152904e-09 -1.69819765e+01 
 3.10650375e+10  1.01943797e-10  2.67451215e+01 -1.46064426e-09 -1.77420738e+01 -1.19242942e-09 -1.83250788e+01 
 3.25365012e+10  1.02024615e-10  2.72628541e+01 -1.30086536e-09 -1.91207292e+01 -1.06281705e-09 -1.97135039e+01 
 3.40776639e+10  1.02124733e-10  2.77900394e+01 -1.16145815e-09 -2.05474247e+01 -9.49569094e-10 -2.11498006e+01 
 3.56918273e+10  1.02245873e-10  2.83251996e+01 -1.03926016e-09 -2.20247189e+01 -8.50176483e-10 -2.26366477e+01 
 3.73824490e+10  1.02389929e-10  2.88666955e+01 -9.31709706e-10 -2.35553122e+01 -7.62600606e-10 -2.41768596e+01 
 3.91531507e+10  1.02559000e-10  2.94127396e+01 -8.36710157e-10 -2.51420522e+01 -6.85168360e-10 -2.57733925e+01 
 4.10077256e+10  1.02755420e-10  2.99614078e+01 -7.52529408e-10 -2.67879394e+01 -6.16494075e-10 -2.74293497e+01 
 4.29501465e+10  1.02981796e-10  3.05106489e+01 -6.77724353e-10 -2.84961334e+01 -5.55420635e-10 -2.91479886e+01 
 4.49845744e+10  1.03241054e-10  3.10582893e+01 -6.11083384e-10 -3.02699581e+01 -5.00974520e-10 -3.09327259e+01 
 4.71153675e+10  1.03536483e-10  3.16020343e+01 -5.51582122e-10 -3.21129082e+01 -4.52331069e-10 -3.27871439e+01 
 4.93470903e+10  1.03871799e-10  3.21394632e+01 -4.98348941e-10 -3.40286542e+01 -4.08787364e-10 -3.47149973e+01 
 5.16845235e+10  1.04251201e-10  3.26680174e+01 -4.50637858e-10 -3.60210493e+01 -3.69740845e-10 -3.67202189e+01 
 5.41326744e+10  1.04679455e-10  3.31849827e+01 -4.07807018e-10 -3.80941349e+01 -3.34672291e-10 -3.88069268e+01 
 5.66967873e+10  1.05161981e-10  3.36874636e+01 -3.69301457e-10 -4.02521477e+01 -3.03132164e-10 -4.09794314e+01 
 5.93823550e+10  1.05704959e-10  3.41723509e+01 -3.34639200e-10 -4.24995260e+01 -2.74729559e-10 -4.32422427e+01 
 6.21951306e+10  1.06315457e-10  3.46362816e+01 -3.03399942e-10 -4.48409178e+01 -2.49123198e-10 -4.56000782e+01 
 6.51411394e+10  1.07001589e-10  3.50755942e+01 -2.75215786e-10 -4.72811877e+01 -2.26014043e-10 -4.80578712e+01 
 6.82266924e+10  1.07772695e-10  3.54862771e+01 -2.49763597e-10 -4.98254261e+01 -2.05139183e-10 -5.06207801e+01 
 7.14583994e+10  1.08639575e-10  3.58639131e+01 -2.26758662e-10 -5.24789582e+01 -1.86266762e-10 -5.32941975e+01 
 7.48431833e+10  1.09614774e-10  3.62036211e+01 -2.05949397e-10 -5.52473531e+01 -1.69191735e-10 -5.60837606e+01 
 7.83882949e+10  1.10712931e-10  3.64999947e+01 -1.87112902e-10 -5.81364353e+01 -1.53732296e-10 -5.89953624e+01 
 8.21013285e+10  1.11951225e-10  3.67470400e+01 -1.70051211e-10 -6.11522951e+01 -1.39726865e-10 -6.20351630e+01 
 8.59902381e+10  1.13349943e-10  3.69381122e+01 -1.54588109e-10 -6.43013013e+01 -1.27031525e-10 -6.52096022e+01 
 9.00633544e+10  1.14933198e-10  3.70658529e+01 -1.40566426e-10 -6.75901133e+01 -1.15517836e-10 -6.85254125e+01 
 9.43294028e+10  1.16729873e-10  3.71221271e+01 -1.27845714e-10 -7.10256955e+01 -1.05070964e-10 -7.19896332e+01 
 9.87975220e+10  1.18774846e-10  3.70979604e+01 -1.16300253e-10 -7.46153311e+01 -9.55880624e-11 -7.56096250e+01 
 1.03477283e+11  1.21110634e-10  3.69834764e+01 -1.05817332e-10 -7.83666379e+01 -8.69768881e-11 -7.93930856e+01 
 1.08378712e+11  1.23789593e-10  3.67678343e+01 -9.62957538e-11 -8.22875836e+01 -7.91545865e-11 -8.33480658e+01 
 1.13512307e+11  1.26876943e-10  3.64391651e+01 -8.76445433e-11 -8.63865032e+01 -7.20466429e-11 -8.74829866e+01 
 1.18889067e+11  1.30454978e-10  3.59845079e+01 -7.97818146e-11 -9.06721165e+01 -6.55859643e-11 -9.18066572e+01 
 1.24520509e+11  1.34629050e-10  3.53897440e+01 -7.26337824e-11 -9.51535465e+01 -5.97120755e-11 -9.63282939e+01 
 1.30418696e+11  1.39536272e-10  3.46395305e+01 -6.61338935e-11 -9.98403391e+01 -5.43704128e-11 -1.01057539e+02 
 1.36596263e+11  1.45358474e-10  3.37172329e+01 -6.02220627e-11 -1.04742483e+02 -4.95117020e-11 -1.06004483e+02 
 1.43066445e+11  1.52342086e-10  3.26048569e+01 -5.48439986e-11 -1.09870430e+02 -4.50914095e-11 -1.11179683e+02 
 1.49843101e+11  1.60829656e-10  3.12829809e+01 -4.99506072e-11 -1.15235121e+02 -4.10692558e-11 -1.16594190e+02 
 1.56940749e+11  1.71311830e-10  2.97306900e+01 -4.54974630e-11 -1.20848003e+02 -3.74087843e-11 -1.22259566e+02 
 1.64374591e+11  1.84517130e-10  2.79255129e+01 -4.14443394e-11 -1.26721060e+02 -3.40769777e-11 -1.28187916e+02 
 1.72160555e+11  2.01576040e-10  2.58433627e+01 -3.77547904e-11 -1.32866833e+02 -3.10439166e-11 -1.34391906e+02 
 1.80315317e+11  2.24342491e-10  2.34584843e+01 -3.43957774e-11 -1.39298451e+02 -2.82824750e-11 -1.40884797e+02 
 1.88856348e+11  2.56082178e-10  2.07434091e+01 -3.13373363e-11 -1.46029656e+02 -2.57680470e-11 -1.47680469e+02 
 1.97801943e+11  3.03129419e-10  1.76689192e+01 -2.85522791e-11 -1.53074834e+02 -2.34783037e-11 -1.54793452e+02 
 2.07171266e+11  3.79581941e-10  1.42040218e+01 -2.60159263e-11 -1.60449044e+02 -2.13929741e-11 -1.62238958e+02 
 2.16984388e+11  5.24317862e-10  1.03159358e+01 -2.37058676e-11 -1.68168052e+02 -1.94936489e-11 -1.70032909e+02 
 2.27262329e+11  8.95608365e-10  5.97009223e+00 -2.16017462e-11 -1.76248363e+02 -1.77636038e-11 -1.78191979e+02 
 2.38027108e+11  2.74429628e-09  1.13014722e+00 -1.96850645e-11 -1.84707259e+02 -1.61876408e-11 -1.86733621e+02 
 2.49301785e+11 -1.24123818e-09 -4.24198884e+00 -1.79390101e-11 -1.93562833e+02 -1.47519453e-11 -1.95676112e+02 
 2.61110511e+11 -5.42696305e-10 -1.01861082e+01 -1.63482979e-11 -2.02834028e+02 -1.34439566e-11 -2.05038585e+02 
 2.73478583e+11 -3.33232802e-10 -1.67436471e+01 -1.48990282e-11 -2.12540678e+02 -1.22522518e-11 -2.14841075e+02 
 2.86432496e+11 -2.33851595e-10 -2.39576131e+01 -1.35785586e-11 -2.22703554e+02 -1.11664404e-11 -2.25104562e+02 
 3.00000000e+11 -1.76141621e-10 -3.18724978e+01 -1.23753875e-11 -2.33344401e+02 -1.01770691e-11 -2.35851011e+02 
