f_hz,l_se_raw_h,q_se_raw,l_se_h,q_se,re_zse_ohm,im_zse_ohm,l_diff_h,q_diff,re_zdiff_ohm,im_zdiff_ohm
1.055e+10,-6.21155e-09,-6.82185,-6.21421e-09,-6.82449,60.3598,-411.925,-7.57642e-09,-7.28486,68.9406,-502.222
1.06e+10,-6.06929e-09,-6.93977,-6.07195e-09,-6.94252,58.2501,-404.403,-7.38014e-09,-7.43085,66.1473,-491.53
1.065e+10,-5.93235e-09,-7.05648,-5.93502e-09,-7.05934,56.2584,-397.148,-7.19231e-09,-7.57509,63.5346,-481.28
1.07e+10,-5.80044e-09,-7.17197,-5.80313e-09,-7.17494,54.3761,-390.145,-7.0124e-09,-7.71754,61.0874,-471.444
1.075e+10,-5.67332e-09,-7.28619,-5.67602e-09,-7.28928,52.5954,-383.382,-6.83993e-09,-7.85815,58.7922,-461.998
1.08e+10,-5.55072e-09,-7.39912,-5.55343e-09,-7.40232,50.9093,-376.847,-6.67447e-09,-7.99684,56.6372,-452.919
1.085e+10,-5.43242e-09,-7.51072,-5.43515e-09,-7.51405,49.3113,-370.528,-6.51561e-09,-8.13361,54.6112,-444.186
1.09e+10,-5.31821e-09,-7.62099,-5.32094e-09,-7.62444,47.7955,-364.414,-6.36298e-09,-8.26838,52.7043,-435.779
1.095e+10,-5.20789e-09,-7.7299,-5.21063e-09,-7.73347,46.3564,-358.496,-6.21622e-09,-8.40113,50.9076,-427.681
1.1e+10,-5.10125e-09,-7.83741,-5.10401e-09,-7.84111,44.989,-352.764,-6.07501e-09,-8.53182,49.2128,-419.874
1.105e+10,-4.99814e-09,-7.94349,-5.0009e-09,-7.94731,43.6888,-347.209,-5.93905e-09,-8.66037,47.6127,-412.344
1.11e+10,-4.89838e-09,-8.04813,-4.90116e-09,-8.05209,42.4515,-341.823,-5.80807e-09,-8.78678,46.1004,-405.074
1.115e+10,-4.80182e-09,-8.15132,-4.8046e-09,-8.15541,41.273,-336.599,-5.6818e-09,-8.91102,44.6697,-398.052
1.12e+10,-4.70832e-09,-8.25302,-4.71111e-09,-8.25725,40.15,-331.528,-5.56e-09,-9.03303,43.3151,-391.266
1.125e+10,-4.61772e-09,-8.35324,-4.62052e-09,-8.35761,39.0788,-326.605,-5.44244e-09,-9.15281,42.0312,-384.703
1.13e+10,-4.52992e-09,-8.45192,-4.53272e-09,-8.45643,38.0566,-321.823,-5.32892e-09,-9.27031,40.8134,-378.353
1.135e+10,-4.44477e-09,-8.54907,-4.44759e-09,-8.55373,37.0804,-317.176,-5.21923e-09,-9.38553,39.6573,-372.205
1.14e+10,-4.36217e-09,-8.64468,-4.365e-09,-8.64948,36.1475,-312.657,-5.11319e-09,-9.49844,38.5589,-366.249
1.145e+10,-4.28202e-09,-8.73873,-4.28485e-09,-8.74367,35.2555,-308.262,-5.01062e-09,-9.60902,37.5144,-360.477
1.15e+10,-4.20419e-09,-8.83119,-4.20703e-09,-8.83629,34.402,-303.986,-4.91137e-09,-9.71727,36.5205,-354.879
1.155e+10,-4.12861e-09,-8.92207,-4.13146e-09,-8.92732,33.5849,-299.823,-4.81528e-09,-9.82316,35.574,-349.449
1.16e+10,-4.05518e-09,-9.01136,-4.05803e-09,-9.01676,32.8022,-295.769,-4.72221e-09,-9.9267,34.6719,-344.178
1.165e+10,-3.9838e-09,-9.09907,-3.98666e-09,-9.10463,32.0518,-291.82,-4.63201e-09,-10.0279,33.8116,-339.059
1.17e+10,-3.9144e-09,-9.18515,-3.91727e-09,-9.19087,31.3323,-287.971,-4.54457e-09,-10.1267,32.9906,-334.086
1.175e+10,-3.84691e-09,-9.26962,-3.84978e-09,-9.27551,30.6419,-284.219,-4.45976e-09,-10.2232,32.2065,-329.253
1.18e+10,-3.78123e-09,-9.35251,-3.78411e-09,-9.35856,29.979,-280.56,-4.37747e-09,-10.3173,31.4571,-324.553
1.185e+10,-3.71732e-09,-9.43378,-3.7202e-09,-9.43999,29.3422,-276.99,-4.29759e-09,-10.4091,30.7405,-319.981
1.19e+10,-3.65509e-09,-9.51343,-3.65798e-09,-9.51982,28.7302,-273.507,-4.22003e-09,-10.4985,30.0547,-315.531
1.195e+10,-3.59448e-09,-9.59148,-3.59738e-09,-9.59803,28.1418,-270.106,-4.14467e-09,-10.5857,29.3981,-311.199
1.2e+10,-3.53544e-09,-9.66792,-3.53834e-09,-9.67465,27.5757,-266.785,-4.07144e-09,-10.6705,28.769,-306.98
1.205e+10,-3.4779e-09,-9.74276,-3.48081e-09,-9.74966,27.0307,-263.541,-4.00025e-09,-10.7531,28.1658,-302.869
1.21e+10,-3.42182e-09,-9.81603,-3.42473e-09,-9.82311,26.5059,-260.371,-3.93102e-09,-10.8334,27.5871,-298.862
1.215e+10,-3.36713e-09,-9.8877,-3.37005e-09,-9.89497,26.0003,-257.272,-3.86367e-09,-10.9114,27.0317,-294.955
1.22e+10,-3.31379e-09,-9.95779,-3.31672e-09,-9.96524,25.513,-254.243,-3.79812e-09,-10.9873,26.4983,-291.144
1.225e+10,-3.26176e-09,-10.0263,-3.26469e-09,-10.034,25.043,-251.28,-3.73431e-09,-11.061,25.9856,-287.426
1.23e+10,-3.21097e-09,-10.0933,-3.21391e-09,-10.1011,24.5895,-248.381,-3.67217e-09,-11.1325,25.4927,-283.797
1.235e+10,-3.16141e-09,-10.1587,-3.16435e-09,-10.1667,24.1518,-245.545,-3.61164e-09,-11.2018,25.0185,-280.253
1.24e+10,-3.11301e-09,-10.2226,-3.11596e-09,-10.2308,23.7291,-242.769,-3.55265e-09,-11.2691,24.562,-276.792
1.245e+10,-3.06574e-09,-10.285,-3.0687e-09,-10.2934,23.3208,-240.051,-3.49516e-09,-11.3343,24.1223,-273.411
1.25e+10,-3.01957e-09,-10.3459,-3.02253e-09,-10.3545,22.9261,-237.389,-3.4391e-09,-11.3975,23.6986,-270.106
1.255e+10,-2.97445e-09,-10.4053,-2.97742e-09,-10.4141,22.5445,-234.781,-3.38443e-09,-11.4587,23.2901,-266.875
1.26e+10,-2.93036e-09,-10.4632,-2.93333e-09,-10.4722,22.1754,-232.226,-3.33109e-09,-11.518,22.8961,-263.716
1.265e+10,-2.88725e-09,-10.5197,-2.89023e-09,-10.5289,21.8182,-229.722,-3.27904e-09,-11.5753,22.5158,-260.626
1.27e+10,-2.8451e-09,-10.5748,-2.84808e-09,-10.5841,21.4724,-227.267,-3.22823e-09,-11.6307,22.1485,-257.602
1.275e+10,-2.80388e-09,-10.6283,-2.80686e-09,-10.638,21.1375,-224.86,-3.17863e-09,-11.6842,21.7937,-254.642
1.28e+10,-2.76355e-09,-10.6806,-2.76654e-09,-10.6904,20.813,-222.499,-3.13018e-09,-11.7359,21.4508,-251.744
1.285e+10,-2.7241e-09,-10.7314,-2.72709e-09,-10.7414,20.4985,-220.182,-3.08286e-09,-11.7858,21.1192,-248.907
1.29e+10,-2.68548e-09,-10.7808,-2.68848e-09,-10.791,20.1936,-217.91,-3.03661e-09,-11.8339,20.7984,-246.127
1.295e+10,-2.64768e-09,-10.8289,-2.65068e-09,-10.8393,19.8978,-215.679,-2.99142e-09,-11.8804,20.4879,-243.403
1.3e+10,-2.61068e-09,-10.8756,-2.61368e-09,-10.8863,19.6108,-213.489,-2.94723e-09,-11.9251,20.1872,-240.734
1.305e+10,-2.57443e-09,-10.921,-2.57744e-09,-10.9319,19.3323,-211.339,-2.90403e-09,-11.9681,19.896,-238.117
1.31e+10,-2.53894e-09,-10.9651,-2.54195e-09,-10.9762,19.0619,-209.227,-2.86177e-09,-12.0095,19.6137,-235.551
1.315e+10,-2.50416e-09,-11.0079,-2.50718e-09,-11.0193,18.7992,-207.153,-2.82043e-09,-12.0493,19.34,-233.035
1.32e+10,-2.47009e-09,-11.0495,-2.47311e-09,-11.061,18.544,-205.115,-2.77998e-09,-12.0876,19.0746,-230.566
1.325e+10,-2.43669e-09,-11.0897,-2.43972e-09,-11.1015,18.2959,-203.112,-2.74038e-09,-12.1242,18.8171,-228.143
1.33e+10,-2.40396e-09,-11.1287,-2.40699e-09,-11.1407,18.0548,-201.143,-2.70163e-09,-12.1594,18.5672,-225.765
1.335e+10,-2.37187e-09,-11.1665,-2.3749e-09,-11.1787,17.8202,-199.208,-2.66368e-09,-12.193,18.3245,-223.431
1.34e+10,-2.3404e-09,-11.203,-2.34344e-09,-11.2155,17.5921,-197.305,-2.62651e-09,-12.2251,18.0888,-221.138
1.345e+10,-2.30954e-09,-11.2384,-2.31258e-09,-11.2511,17.3701,-195.433,-2.59011e-09,-12.2558,17.8598,-218.887
1.35e+10,-2.27926e-09,-11.2725,-2.2823e-09,-11.2855,17.1541,-193.592,-2.55444e-09,-12.2851,17.6373,-216.675
1.355e+10,-2.24956e-09,-11.3054,-2.25261e-09,-11.3186,16.9438,-191.78,-2.51949e-09,-12.3129,17.4209,-214.502
1.36e+10,-2.22041e-09,-11.3372,-2.22346e-09,-11.3506,16.739,-189.998,-2.48523e-09,-12.3393,17.2105,-212.366
1.365e+10,-2.19181e-09,-11.3678,-2.19486e-09,-11.3815,16.5395,-188.243,-2.45165e-09,-12.3644,17.0058,-210.267
1.37e+10,-2.16373e-09,-11.3972,-2.16679e-09,-11.4111,16.3451,-186.516,-2.41872e-09,-12.3881,16.8067,-208.202
1.375e+10,-2.13617e-09,-11.4255,-2.13923e-09,-11.4396,16.1558,-184.816,-2.38643e-09,-12.4104,16.6129,-206.172
1.38e+10,-2.1091e-09,-11.4526,-2.11216e-09,-11.467,15.9712,-183.142,-2.35475e-09,-12.4314,16.4242,-204.176
1.385e+10,-2.08252e-09,-11.4786,-2.08559e-09,-11.4932,15.7912,-181.492,-2.32368e-09,-12.451,16.2405,-202.212
1.39e+10,-2.05641e-09,-11.5034,-2.05948e-09,-11.5183,15.6158,-179.868,-2.29319e-09,-12.4694,16.0617,-200.279
1.395e+10,-2.03077e-09,-11.5271,-2.03384e-09,-11.5423,15.4447,-178.267,-2.26327e-09,-12.4864,15.8875,-198.377
1.4e+10,-2.00557e-09,-11.5497,-2.00865e-09,-11.5651,15.2778,-176.69,-2.23391e-09,-12.5021,15.7177,-196.505
1.405e+10,-1.98081e-09,-11.5712,-1.98389e-09,-11.5868,15.115,-175.136,-2.20508e-09,-12.5165,15.5524,-194.661
1.41e+10,-1.95648e-09,-11.5915,-1.95956e-09,-11.6074,14.9562,-173.603,-2.17677e-09,-12.5296,15.3912,-192.847
1.415e+10,-1.93256e-09,-11.6107,-1.93565e-09,-11.6269,14.8012,-172.093,-2.14898e-09,-12.5415,15.2342,-191.059
1.42e+10,-1.90905e-09,-11.6288,-1.91214e-09,-11.6453,14.65,-170.604,-2.12168e-09,-12.5521,15.0811,-189.299
1.425e+10,-1.88593e-09,-11.6458,-1.88903e-09,-11.6625,14.5024,-169.135,-2.09486e-09,-12.5613,14.9319,-187.564
1.43e+10,-1.8632e-09,-11.6617,-1.8663e-09,-11.6787,14.3583,-167.686,-2.06851e-09,-12.5694,14.7864,-185.855
1.435e+10,-1.84085e-09,-11.6765,-1.84395e-09,-11.6937,14.2176,-166.257,-2.04263e-09,-12.5761,14.6445,-184.171
1.44e+10,-1.81886e-09,-11.6901,-1.82196e-09,-11.7077,14.0803,-164.848,-2.01719e-09,-12.5816,14.5062,-182.511
1.445e+10,-1.79724e-09,-11.7027,-1.80034e-09,-11.7205,13.9463,-163.457,-1.99218e-09,-12.5858,14.3713,-180.874
1.45e+10,-1.77596e-09,-11.7141,-1.77906e-09,-11.7322,13.8153,-162.084,-1.96761e-09,-12.5888,14.2398,-179.261
1.455e+10,-1.75502e-09,-11.7244,-1.75813e-09,-11.7428,13.6875,-160.729,-1.94344e-09,-12.5905,14.1115,-177.67
1.46e+10,-1.73442e-09,-11.7336,-1.73753e-09,-11.7523,13.5626,-159.392,-1.91968e-09,-12.5909,13.9864,-176.101
1.465e+10,-1.71414e-09,-11.7417,-1.71726e-09,-11.7606,13.4407,-158.071,-1.89632e-09,-12.5901,13.8644,-174.554
1.47e+10,-1.69419e-09,-11.7487,-1.6973e-09,-11.7679,13.3217,-156.768,-1.87334e-09,-12.588,13.7454,-173.027
1.475e+10,-1.67454e-09,-11.7546,-1.67766e-09,-11.774,13.2054,-155.481,-1.85073e-09,-12.5847,13.6293,-171.521
1.48e+10,-1.6552e-09,-11.7594,-1.65832e-09,-11.7791,13.0918,-154.209,-1.8285e-09,-12.5801,13.5161,-170.034
1.485e+10,-1.63615e-09,-11.763,-1.63928e-09,-11.783,12.9809,-152.954,-1.80662e-09,-12.5743,13.4057,-168.567
1.49e+10,-1.6174e-09,-11.7656,-1.62053e-09,-11.7859,12.8725,-151.713,-1.78509e-09,-12.5673,13.298,-167.119
1.495e+10,-1.59893e-09,-11.767,-1.60207e-09,-11.7876,12.7667,-150.488,-1.76391e-09,-12.559,13.193,-165.69
1.5e+10,-1.58075e-09,-11.7673,-1.58388e-09,-11.7882,12.6633,-149.277,-1.74306e-09,-12.5494,13.0906,-164.279
1.505e+10,-1.56283e-09,-11.7665,-1.56597e-09,-11.7877,12.5623,-148.081,-1.72253e-09,-12.5387,12.9907,-162.886
1.51e+10,-1.54518e-09,-11.7646,-1.54832e-09,-11.7861,12.4637,-146.898,-1.70233e-09,-12.5267,12.8933,-161.51
1.515e+10,-1.52779e-09,-11.7616,-1.53093e-09,-11.7834,12.3674,-145.73,-1.68244e-09,-12.5135,12.7983,-160.152
1.52e+10,-1.51065e-09,-11.7575,-1.5138e-09,-11.7795,12.2734,-144.575,-1.66285e-09,-12.4991,12.7057,-158.81
1.525e+10,-1.49377e-09,-11.7523,-1.49692e-09,-11.7746,12.1815,-143.433,-1.64356e-09,-12.4834,12.6154,-157.484
1.53e+10,-1.47713e-09,-11.746,-1.48028e-09,-11.7686,12.0918,-142.304,-1.62457e-09,-12.4666,12.5274,-156.174
1.535e+10,-1.46073e-09,-11.7386,-1.46389e-09,-11.7615,12.0042,-141.187,-1.60586e-09,-12.4487,12.4415,-154.88
1.54e+10,-1.44457e-09,-11.7302,-1.44772e-09,-11.7533,11.9186,-140.083,-1.58743e-09,-12.4295,12.3578,-153.601
1.545e+10,-1.42863e-09,-11.7206,-1.43179e-09,-11.7441,11.835,-138.991,-1.56927e-09,-12.4092,12.2762,-152.338
1.55e+10,-1.41292e-09,-11.71,-1.41608e-09,-11.7338,11.7534,-137.912,-1.55139e-09,-12.3877,12.1967,-151.089
1.555e+10,-1.39744e-09,-11.6983,-1.4006e-09,-11.7224,11.6737,-136.843,-1.53376e-09,-12.3651,12.1191,-149.854
1.56e+10,-1.38216e-09,-11.6855,-1.38533e-09,-11.7099,11.5959,-135.787,-1.5164e-09,-12.3414,12.0435,-148.634
1.565e+10,-1.3671e-09,-11.6718,-1.37027e-09,-11.6964,11.5199,-134.741,-1.49928e-09,-12.3165,11.9698,-147.427
1.57e+10,-1.35225e-09,-11.6569,-1.35542e-09,-11.6819,11.4457,-133.707,-1.48241e-09,-12.2906,11.898,-146.234
1.575e+10,-1.33761e-09,-11.6411,-1.34078e-09,-11.6663,11.3732,-132.684,-1.46578e-09,-12.2636,11.828,-145.054
1.58e+10,-1.32316e-09,-11.6242,-1.32633e-09,-11.6497,11.3025,-131.671,-1.44939e-09,-12.2356,11.7598,-143.888
1.585e+10,-1.30891e-09,-11.6063,-1.31208e-09,-11.6322,11.2334,-130.668,-1.43324e-09,-12.2065,11.6932,-142.734
1.59e+10,-1.29485e-09,-11.5875,-1.29803e-09,-11.6136,11.1659,-129.676,-1.41731e-09,-12.1764,11.6284,-141.593
1.595e+10,-1.28098e-09,-11.5676,-1.28416e-09,-11.5941,11.1,-128.694,-1.4016e-09,-12.1454,11.5652,-140.464
1.6e+10,-1.26729e-09,-11.5468,-1.27048e-09,-11.5735,11.0357,-127.722,-1.38611e-09,-12.1133,11.5036,-139.347
1.605e+10,-1.25379e-09,-11.525,-1.25697e-09,-11.5521,10.9729,-126.76,-1.37084e-09,-12.0803,11.4436,-138.242
1.61e+10,-1.24046e-09,-11.5023,-1.24365e-09,-11.5297,10.9116,-125.807,-1.35577e-09,-12.0464,11.3851,-137.149
1.615e+10,-1.22731e-09,-11.4787,-1.2305e-09,-11.5064,10.8517,-124.863,-1.34091e-09,-12.0116,11.328,-136.067
1.62e+10,-1.21433e-09,-11.4542,-1.21753e-09,-11.4821,10.7932,-123.929,-1.32626e-09,-11.9758,11.2724,-134.996
1.625e+10,-1.20152e-09,-11.4288,-1.20472e-09,-11.457,10.7361,-123.004,-1.3118e-09,-11.9393,11.2182,-133.937
1.63e+10,-1.18888e-09,-11.4025,-1.19207e-09,-11.4311,10.6803,-122.087,-1.29754e-09,-11.9019,11.1653,-132.888
1.635e+10,-1.17639e-09,-11.3754,-1.17959e-09,-11.4042,10.6258,-121.18,-1.28346e-09,-11.8637,11.1138,-131.85
1.64e+10,-1.16407e-09,-11.3475,-1.16727e-09,-11.3766,10.5727,-120.281,-1.26958e-09,-11.8247,11.0635,-130.823
1.645e+10,-1.1519e-09,-11.3187,-1.15511e-09,-11.3481,10.5207,-119.39,-1.25587e-09,-11.7849,11.0145,-129.805
1.65e+10,-1.13989e-09,-11.2891,-1.1431e-09,-11.3188,10.47,-118.508,-1.24235e-09,-11.7444,10.9667,-128.798
1.655e+10,-1.12803e-09,-11.2588,-1.13124e-09,-11.2888,10.4204,-117.634,-1.22901e-09,-11.7032,10.9201,-127.8
1.66e+10,-1.11631e-09,-11.2277,-1.11952e-09,-11.258,10.372,-116.767,-1.21584e-09,-11.6614,10.8746,-126.813
1.665e+10,-1.10475e-09,-11.1958,-1.10796e-09,-11.2265,10.3246,-115.909,-1.20283e-09,-11.6188,10.8302,-125.835
1.67e+10,-1.09332e-09,-11.1633,-1.09653e-09,-11.1942,10.2784,-115.058,-1.19e-09,-11.5757,10.7869,-124.866
1.675e+10,-1.08203e-09,-11.13,-1.08525e-09,-11.1612,10.2332,-114.215,-1.17733e-09,-11.5319,10.7447,-123.906
1.68e+10,-1.07089e-09,-11.0961,-1.07411e-09,-11.1276,10.1891,-113.38,-1.16482e-09,-11.4875,10.7034,-122.956
1.685e+10,-1.05988e-09,-11.0615,-1.0631e-09,-11.0933,10.1459,-112.552,-1.15247e-09,-11.4426,10.6631,-122.014
1.69e+10,-1.049e-09,-11.0263,-1.05222e-09,-11.0584,10.1037,-111.731,-1.14027e-09,-11.3972,10.6238,-121.081
1.695e+10,-1.03825e-09,-10.9904,-1.04147e-09,-11.0228,10.0625,-110.917,-1.12823e-09,-11.3512,10.5854,-120.157
1.7e+10,-1.02763e-09,-10.9539,-1.03086e-09,-10.9866,10.0222,-110.11,-1.11634e-09,-11.3048,10.5478,-119.241
1.705e+10,-1.01714e-09,-10.9169,-1.02037e-09,-10.9499,9.98279,-109.31,-1.10459e-09,-11.2578,10.5112,-118.333
1.71e+10,-1.00677e-09,-10.8792,-1.01e-09,-10.9125,9.94424,-108.517,-1.09299e-09,-11.2105,10.4753,-117.434
1.715e+10,-9.96522e-10,-10.8411,-9.99755e-10,-10.8747,9.90654,-107.73,-1.08153e-09,-11.1627,10.4403,-116.542
1.72e+10,-9.86395e-10,-10.8024,-9.8963e-10,-10.8363,9.86965,-106.95,-1.07021e-09,-11.1145,10.4061,-115.658
1.725e+10,-9.76386e-10,-10.7632,-9.79623e-10,-10.7973,9.83357,-106.176,-1.05903e-09,-11.0659,10.3726,-114.782
1.73e+10,-9.66493e-10,-10.7235,-9.69732e-10,-10.7579,9.79827,-105.409,-1.04798e-09,-11.017,10.3399,-113.914
1.735e+10,-9.56713e-10,-10.6833,-9.59954e-10,-10.718,9.76373,-104.648,-1.03706e-09,-10.9677,10.3078,-113.053
1.74e+10,-9.47046e-10,-10.6426,-9.50289e-10,-10.6777,9.72991,-103.893,-1.02627e-09,-10.9181,10.2765,-112.2
1.745e+10,-9.37488e-10,-10.6015,-9.40733e-10,-10.6368,9.69681,-103.143,-1.01561e-09,-10.8682,10.2458,-111.353
1.75e+10,-9.28039e-10,-10.56,-9.31286e-10,-10.5956,9.66441,-102.4,-1.00508e-09,-10.818,10.2158,-110.514
1.755e+10,-9.18696e-10,-10.518,-9.21944e-10,-10.5539,9.63271,-101.663,-9.94664e-10,-10.7675,10.1864,-109.681
1.76e+10,-9.09457e-10,-10.4756,-9.12708e-10,-10.5118,9.60166,-100.931,-9.84372e-10,-10.7167,10.1576,-108.856
1.765e+10,-9.00321e-10,-10.4329,-9.03574e-10,-10.4693,9.57125,-100.205,-9.742e-10,-10.6657,10.1294,-108.037
1.77e+10,-8.91287e-10,-10.3897,-8.94541e-10,-10.4265,9.54147,-99.484,-9.64144e-10,-10.6145,10.1018,-107.225
1.775e+10,-8.82351e-10,-10.3462,-8.85608e-10,-10.3833,9.5123,-98.7687,-9.54203e-10,-10.563,10.0747,-106.419
1.78e+10,-8.73513e-10,-10.3023,-8.76772e-10,-10.3397,9.48374,-98.0588,-9.44375e-10,-10.5113,10.0482,-105.62
1.785e+10,-8.64772e-10,-10.2581,-8.68032e-10,-10.2957,9.45577,-97.354,-9.34658e-10,-10.4594,10.0222,-104.826
1.79e+10,-8.56125e-10,-10.2136,-8.59387e-10,-10.2515,9.42836,-96.6544,-9.25049e-10,-10.4073,9.99677,-104.039
1.795e+10,-8.4757e-10,-10.1687,-8.50835e-10,-10.2068,9.40152,-95.9598,-9.15548e-10,-10.355,9.97182,-103.258
1.8e+10,-8.39108e-10,-10.1234,-8.42374e-10,-10.1619,9.37524,-95.2702,-9.06152e-10,-10.3026,9.94736,-102.483
1.805e+10,-8.30735e-10,-10.0779,-8.34003e-10,-10.1167,9.34948,-94.5855,-8.96859e-10,-10.2499,9.92339,-101.714
1.81e+10,-8.2245e-10,-10.0321,-8.2572e-10,-10.0711,9.32426,-93.9056,-8.87668e-10,-10.1971,9.8999,-100.951
1.815e+10,-8.14253e-10,-9.98594,-8.17525e-10,-10.0253,9.29955,-93.2304,-8.78578e-10,-10.1442,9.87687,-100.193
1.82e+10,-8.06141e-10,-9.93952,-8.09415e-10,-9.97911,9.27536,-92.5598,-8.69585e-10,-10.0911,9.8543,-99.4405
1.825e+10,-7.98113e-10,-9.8928,-8.01389e-10,-9.93267,9.25167,-91.8938,-8.6069e-10,-10.0378,9.83219,-98.6937
1.83e+10,-7.90168e-10,-9.84581,-7.93446e-10,-9.88595,9.22847,-91.2322,-8.51889e-10,-9.98441,9.81051,-97.9522
1.835e+10,-7.82305e-10,-9.79855,-7.85585e-10,-9.83897,9.20575,-90.5751,-8.43183e-10,-9.93087,9.78927,-97.216
1.84e+10,-7.74522e-10,-9.75102,-7.77804e-10,-9.79172,9.18351,-89.9224,-8.34568e-10,-9.87719,9.76845,-96.4849
1.845e+10,-7.66818e-10,-9.70321,-7.70102e-10,-9.74419,9.16175,-89.2739,-8.26044e-10,-9.82337,9.74807,-95.7589
1.85e+10,-7.59192e-10,-9.65513,-7.62477e-10,-9.69638,9.14047,-88.6295,-8.17609e-10,-9.76941,9.72811,-95.038
1.855e+10,-7.51642e-10,-9.6068,-7.54929e-10,-9.64833,9.11964,-87.9893,-8.09261e-10,-9.71533,9.70857,-94.3219
1.86e+10,-7.44168e-10,-9.55822,-7.47457e-10,-9.60002,9.09928,-87.3532,-8.01e-10,-9.66111,9.68944,-93.6107
1.865e+10,-7.36768e-10,-9.50937,-7.40058e-10,-9.55144,9.07938,-86.7211,-7.92824e-10,-9.60675,9.67073,-92.9043
1.87e+10,-7.2944e-10,-9.46027,-7.32733e-10,-9.50261,9.05992,-86.0929,-7.84732e-10,-9.55227,9.65242,-92.2025
1.875e+10,-7.22185e-10,-9.41092,-7.2548e-10,-9.45354,9.04091,-85.4686,-7.76722e-10,-9.49766,9.63452,-91.5054
1.88e+10,-7.15e-10,-9.36133,-7.18297e-10,-9.40421,9.02234,-84.848,-7.68792e-10,-9.44292,9.61702,-90.8128
1.885e+10,-7.07886e-10,-9.31148,-7.11184e-10,-9.35463,9.00423,-84.2312,-7.60943e-10,-9.38805,9.59993,-90.1246
1.89e+10,-7.00839e-10,-9.26139,-7.0414e-10,-9.30481,8.98655,-83.6181,-7.53172e-10,-9.33304,9.58325,-89.4408
1.895e+10,-6.93861e-10,-9.21105,-6.97163e-10,-9.25474,8.96932,-83.0087,-7.45478e-10,-9.27791,9.56696,-88.7614
1.9e+10,-6.86949e-10,-9.16048,-6.90253e-10,-9.20443,8.95251,-82.4028,-7.37861e-10,-9.22265,9.55108,-88.0862
1.905e+10,-6.80103e-10,-9.10965,-6.83409e-10,-9.15386,8.93616,-81.8004,-7.30318e-10,-9.16724,9.53561,-87.4152
1.91e+10,-6.73321e-10,-9.0586,-6.76629e-10,-9.10308,8.92022,-81.2015,-7.2285e-10,-9.11172,9.52052,-86.7484
1.915e+10,-6.66603e-10,-9.00729,-6.69913e-10,-9.05203,8.90474,-80.6059,-7.15454e-10,-9.05605,9.50586,-86.0856
1.92e+10,-6.59948e-10,-8.95575,-6.6326e-10,-9.00074,8.88968,-80.0138,-7.0813e-10,-9.00026,9.49159,-85.4268
1.925e+10,-6.53355e-10,-8.90397,-6.56669e-10,-8.94922,8.87506,-79.4249,-7.00876e-10,-8.94433,9.47773,-84.7719
1.93e+10,-6.46823e-10,-8.85195,-6.50138e-10,-8.89746,8.86088,-78.8393,-6.93692e-10,-8.88826,9.46427,-84.1209
1.935e+10,-6.40351e-10,-8.7997,-6.43668e-10,-8.84547,8.84712,-78.257,-6.86577e-10,-8.83206,9.45122,-83.4738
1.94e+10,-6.33938e-10,-8.74722,-6.37258e-10,-8.79324,8.8338,-77.6777,-6.79529e-10,-8.77573,9.43857,-82.8304
1.945e+10,-6.27584e-10,-8.6945,-6.30905e-10,-8.74078,8.82091,-77.1016,-6.72548e-10,-8.71927,9.42633,-82.1908
1.95e+10,-6.21288e-10,-8.64156,-6.24611e-10,-8.68809,8.80845,-76.5286,-6.65633e-10,-8.66268,9.4145,-81.5548
1.955e+10,-6.15048e-10,-8.58839,-6.18373e-10,-8.63516,8.79643,-75.9586,-6.58783e-10,-8.60595,9.40308,-80.9224
1.96e+10,-6.08864e-10,-8.53499,-6.12191e-10,-8.58202,8.78483,-75.3916,-6.51996e-10,-8.5491,9.39206,-80.2936
1.965e+10,-6.02736e-10,-8.48138,-6.06065e-10,-8.52865,8.77367,-74.8275,-6.45273e-10,-8.49211,9.38145,-79.6683
1.97e+10,-5.96662e-10,-8.42754,-5.99993e-10,-8.47506,8.76294,-74.2664,-6.38611e-10,-8.435,9.37125,-79.0465
1.975e+10,-5.90643e-10,-8.37349,-5.93975e-10,-8.42125,8.75263,-73.7081,-6.32011e-10,-8.37777,9.36146,-78.4281
1.98e+10,-5.84676e-10,-8.31923,-5.8801e-10,-8.36723,8.74276,-73.1526,-6.25472e-10,-8.32041,9.35208,-77.8131
1.985e+10,-5.78762e-10,-8.26476,-5.82098e-10,-8.31299,8.73331,-72.5999,-6.18992e-10,-8.26293,9.3431,-77.2014
1.99e+10,-5.72899e-10,-8.21008,-5.76237e-10,-8.25856,8.72429,-72.05,-6.12571e-10,-8.20534,9.33453,-76.593
1.995e+10,-5.67087e-10,-8.15521,-5.70427e-10,-8.20392,8.71569,-71.5028,-6.06208e-10,-8.14764,9.32637,-75.9879
2e+10,-5.61326e-10,-8.10014,-5.64668e-10,-8.14908,8.70752,-70.9583,-5.99902e-10,-8.08983,9.31861,-75.386
2.005e+10,-5.55615e-10,-8.04489,-5.58959e-10,-8.09406,8.69976,-70.4164,-5.93654e-10,-8.03192,9.31126,-74.7872
2.01e+10,-5.49953e-10,-7.98944,-5.53298e-10,-8.03885,8.69243,-69.8771,-5.87461e-10,-7.9739,9.3043,-74.1916
2.015e+10,-5.44339e-10,-7.93383,-5.47686e-10,-7.98346,8.68551,-69.3405,-5.81323e-10,-7.9158,9.29774,-73.599
