f_hz,l_se_raw_h,q_se_raw,l_se_h,q_se,re_zse_ohm,im_zse_ohm,l_diff_h,q_diff,re_zdiff_ohm,im_zdiff_ohm
1.08e+10,9.89935e-11,9.89584,9.14769e-11,9.14847,0.678526,6.20747,9.13616e-11,9.17271,0.67588,6.19965
1.085e+10,9.89763e-11,9.91715,9.14595e-11,9.16805,0.680082,6.23503,9.13432e-11,9.19254,0.677408,6.2271
1.09e+10,9.89592e-11,9.93849,9.14423e-11,9.18767,0.681629,6.26258,9.13249e-11,9.2124,0.678927,6.25455
1.095e+10,9.89423e-11,9.95979,9.14252e-11,9.20724,0.683172,6.29013,9.13068e-11,9.23222,0.680441,6.28199
1.1e+10,9.89255e-11,9.98097,9.14082e-11,9.22671,0.684716,6.31768,9.12888e-11,9.25195,0.681957,6.30943
1.105e+10,9.89088e-11,10.0022,9.13913e-11,9.24621,0.686251,6.34523,9.12708e-11,9.2717,0.683463,6.33686
1.11e+10,9.88922e-11,10.0234,9.13746e-11,9.26569,0.687782,6.37277,9.1253e-11,9.29142,0.684964,6.36429
1.115e+10,9.88758e-11,10.0445,9.13579e-11,9.28513,0.689308,6.40031,9.12353e-11,9.31112,0.686461,6.39172
1.12e+10,9.88594e-11,10.0656,9.13414e-11,9.30454,0.690829,6.42785,9.12177e-11,9.33078,0.687953,6.41914
1.125e+10,9.88432e-11,10.0867,9.1325e-11,9.32392,0.692346,6.45538,9.12002e-11,9.35042,0.689441,6.44656
1.13e+10,9.88271e-11,10.1078,9.13087e-11,9.34324,0.693861,6.48292,9.11829e-11,9.37,0.690926,6.47398
1.135e+10,9.88111e-11,10.1288,9.12925e-11,9.36261,0.695367,6.51045,9.11656e-11,9.38963,0.692402,6.5014
1.14e+10,9.87953e-11,10.1498,9.12764e-11,9.38188,0.696872,6.53798,9.11485e-11,9.40917,0.693878,6.52881
1.145e+10,9.87795e-11,10.1708,9.12605e-11,9.40117,0.698371,6.5655,9.11314e-11,9.42872,0.695346,6.55622
1.15e+10,9.87639e-11,10.1917,9.12446e-11,9.42041,0.699867,6.59303,9.11145e-11,9.44822,0.696811,6.58363
1.155e+10,9.87483e-11,10.2126,9.12289e-11,9.43959,0.70136,6.62055,9.10977e-11,9.46767,0.698274,6.61103
1.16e+10,9.87329e-11,10.2335,9.12133e-11,9.45879,0.702846,6.64808,9.1081e-11,9.48714,0.699729,6.63843
1.165e+10,9.87176e-11,10.2543,9.11978e-11,9.47795,0.70433,6.6756,9.10644e-11,9.50656,0.701182,6.66583
1.17e+10,9.87024e-11,10.2751,9.11824e-11,9.49709,0.705808,6.70312,9.10478e-11,9.52597,0.702629,6.69322
1.175e+10,9.86873e-11,10.2959,9.11671e-11,9.51618,0.707283,6.73063,9.10314e-11,9.54534,0.704073,6.72062
1.18e+10,9.86723e-11,10.3167,9.11519e-11,9.53527,0.708753,6.75815,9.10152e-11,9.5647,0.705512,6.74801
1.185e+10,9.86575e-11,10.3374,9.11369e-11,9.55431,0.71022,6.78566,9.0999e-11,9.58402,0.706947,6.7754
1.19e+10,9.86427e-11,10.3581,9.11219e-11,9.57335,0.711681,6.81318,9.09829e-11,9.60334,0.708377,6.80278
1.195e+10,9.8628e-11,10.3787,9.11071e-11,9.59232,0.713143,6.84069,9.09669e-11,9.62258,0.709806,6.83016
1.2e+10,9.86135e-11,10.3993,9.10923e-11,9.61128,0.714598,6.8682,9.0951e-11,9.64182,0.711229,6.85755
1.205e+10,9.85991e-11,10.42,9.10777e-11,9.63024,0.716047,6.89571,9.09352e-11,9.66107,0.712646,6.88492
1.21e+10,9.85847e-11,10.4405,9.10631e-11,9.64913,0.717496,6.92322,9.09196e-11,9.68024,0.714063,6.9123
1.215e+10,9.85705e-11,10.4611,9.10487e-11,9.66802,0.718939,6.95072,9.0904e-11,9.69942,0.715473,6.93967
1.22e+10,9.85564e-11,10.4816,9.10344e-11,9.68689,0.720379,6.97823,9.08885e-11,9.71857,0.71688,6.96704
1.225e+10,9.85424e-11,10.5021,9.10201e-11,9.70572,0.721815,7.00573,9.08731e-11,9.73769,0.718283,6.99441
1.23e+10,9.85284e-11,10.5225,9.1006e-11,9.72452,0.723248,7.03323,9.08578e-11,9.75678,0.719682,7.02178
1.235e+10,9.85146e-11,10.5429,9.0992e-11,9.74326,0.724679,7.06074,9.08426e-11,9.77581,0.721081,7.04915
1.24e+10,9.85009e-11,10.5633,9.09781e-11,9.76201,0.726104,7.08824,9.08276e-11,9.79485,0.722473,7.07651
1.245e+10,9.84873e-11,10.5837,9.09643e-11,9.78077,0.727524,7.11574,9.08126e-11,9.8139,0.723858,7.10387
1.25e+10,9.84738e-11,10.604,9.09505e-11,9.79943,0.728944,7.14324,9.07977e-11,9.83286,0.725245,7.13123
1.255e+10,9.84604e-11,10.6243,9.09369e-11,9.81811,0.730358,7.17074,9.07829e-11,9.85184,0.726625,7.15859
1.26e+10,9.84471e-11,10.6446,9.09234e-11,9.83673,0.731771,7.19824,9.07681e-11,9.87075,0.728004,7.18594
1.265e+10,9.84338e-11,10.6648,9.091e-11,9.85532,0.733181,7.22573,9.07535e-11,9.88964,0.729379,7.2133
1.27e+10,9.84208e-11,10.685,9.08967e-11,9.87388,0.734588,7.25323,9.0739e-11,9.9085,0.730752,7.24065
1.275e+10,9.84077e-11,10.7052,9.08834e-11,9.89246,0.735987,7.28072,9.07245e-11,9.92738,0.732116,7.268
1.28e+10,9.83948e-11,10.7253,9.08703e-11,9.91097,0.737387,7.30822,9.07102e-11,9.94619,0.733481,7.29535
1.285e+10,9.8382e-11,10.7454,9.08572e-11,9.92946,0.738783,7.33572,9.0696e-11,9.96499,0.734842,7.3227
1.29e+10,9.83692e-11,10.7655,9.08442e-11,9.94792,0.740175,7.36321,9.06818e-11,9.98376,0.736199,7.35004
1.295e+10,9.83566e-11,10.7855,9.08314e-11,9.96631,0.741568,7.3907,9.06677e-11,10.0025,0.737557,7.37738
1.3e+10,9.8344e-11,10.8055,9.08186e-11,9.98472,0.742955,7.4182,9.06537e-11,10.0212,0.738908,7.40472
1.305e+10,9.83316e-11,10.8255,9.0806e-11,10.0031,0.744337,7.44569,9.06398e-11,10.0399,0.740255,7.43206
1.31e+10,9.83192e-11,10.8454,9.07934e-11,10.0215,0.745718,7.47318,9.0626e-11,10.0585,0.7416,7.4594
1.315e+10,9.8307e-11,10.8653,9.07809e-11,10.0397,0.747098,7.50067,9.06123e-11,10.0771,0.742943,7.48674
1.32e+10,9.82948e-11,10.8852,9.07685e-11,10.058,0.748473,7.52816,9.05986e-11,10.0957,0.744283,7.51407
1.325e+10,9.82827e-11,10.9051,9.07562e-11,10.0763,0.749842,7.55565,9.05851e-11,10.1143,0.745615,7.54141
1.33e+10,9.82707e-11,10.9249,9.0744e-11,10.0945,0.751215,7.58314,9.05716e-11,10.1328,0.746951,7.56874
1.335e+10,9.82588e-11,10.9447,9.07318e-11,10.1127,0.752581,7.61063,9.05582e-11,10.1514,0.748281,7.59607
1.34e+10,9.8247e-11,10.9644,9.07198e-11,10.1309,0.753945,7.63812,9.05449e-11,10.1699,0.749608,7.6234
1.345e+10,9.82352e-11,10.9841,9.07078e-11,10.149,0.755305,7.66561,9.05317e-11,10.1883,0.750931,7.65073
1.35e+10,9.82236e-11,11.0039,9.06959e-11,10.1672,0.756662,7.6931,9.05185e-11,10.2068,0.752251,7.67805
1.355e+10,9.8212e-11,11.0235,9.06842e-11,10.1852,0.75802,7.72059,9.05055e-11,10.2251,0.753571,7.70538
1.36e+10,9.82005e-11,11.0431,9.06724e-11,10.2033,0.759371,7.74808,9.04925e-11,10.2435,0.754885,7.7327
1.365e+10,9.81891e-11,11.0627,9.06608e-11,10.2213,0.760723,7.77557,9.04796e-11,10.2619,0.7562,7.76003
1.37e+10,9.81778e-11,11.0823,9.06493e-11,10.2393,0.762072,7.80306,9.04668e-11,10.2802,0.75751,7.78735
1.375e+10,9.81666e-11,11.1018,9.06379e-11,10.2572,0.763419,7.83055,9.0454e-11,10.2985,0.758819,7.81467
1.38e+10,9.81555e-11,11.1213,9.06265e-11,10.2752,0.76476,7.85804,9.04413e-11,10.3167,0.760122,7.84198
1.385e+10,9.81444e-11,11.1407,9.06152e-11,10.2931,0.766102,7.88553,9.04288e-11,10.335,0.761426,7.8693
1.39e+10,9.81335e-11,11.1602,9.0604e-11,10.311,0.767438,7.91302,9.04163e-11,10.3532,0.762723,7.89662
1.395e+10,9.81226e-11,11.1795,9.05929e-11,10.3288,0.768775,7.9405,9.04038e-11,10.3713,0.764022,7.92393
1.4e+10,9.81117e-11,11.1989,9.05818e-11,10.3466,0.770109,7.96799,9.03914e-11,10.3895,0.765317,7.95125
1.405e+10,9.8101e-11,11.2182,9.05708e-11,10.3644,0.771439,7.99548,9.03792e-11,10.4076,0.766608,7.97856
1.41e+10,9.80904e-11,11.2376,9.056e-11,10.3822,0.772766,8.02297,9.0367e-11,10.4257,0.767895,8.00587
1.415e+10,9.80798e-11,11.2568,9.05492e-11,10.3998,0.774094,8.05046,9.03548e-11,10.4438,0.769184,8.03318
1.42e+10,9.80693e-11,11.276,9.05384e-11,10.4175,0.775419,8.07795,9.03427e-11,10.4618,0.77047,8.06049
1.425e+10,9.80589e-11,11.2952,9.05278e-11,10.4352,0.776741,8.10544,9.03308e-11,10.4798,0.771751,8.0878
1.43e+10,9.80486e-11,11.3144,9.05172e-11,10.4528,0.778059,8.13293,9.03188e-11,10.4978,0.773029,8.11511
1.435e+10,9.80383e-11,11.3335,9.05067e-11,10.4705,0.779376,8.16042,9.0307e-11,10.5158,0.774306,8.14242
1.44e+10,9.80281e-11,11.3527,9.04963e-11,10.488,0.78069,8.18791,9.02952e-11,10.5337,0.775581,8.16972
1.445e+10,9.8018e-11,11.3717,9.04859e-11,10.5056,0.782002,8.2154,9.02835e-11,10.5516,0.776851,8.19702
1.45e+10,9.8008e-11,11.3908,9.04757e-11,10.5231,0.783315,8.24289,9.02719e-11,10.5694,0.778124,8.22433
1.455e+10,9.79981e-11,11.4098,9.04655e-11,10.5406,0.784622,8.27039,9.02603e-11,10.5873,0.779391,8.25163
1.46e+10,9.79882e-11,11.4288,9.04554e-11,10.5581,0.785927,8.29788,9.02489e-11,10.6051,0.780654,8.27893
1.465e+10,9.79784e-11,11.4478,9.04453e-11,10.5755,0.787229,8.32537,9.02374e-11,10.6229,0.781914,8.30624
1.47e+10,9.79687e-11,11.4666,9.04353e-11,10.5929,0.788533,8.35286,9.02261e-11,10.6407,0.783177,8.33353
1.475e+10,9.7959e-11,11.4855,9.04255e-11,10.6103,0.789831,8.38036,9.02148e-11,10.6584,0.784434,8.36084
1.48e+10,9.79495e-11,11.5044,9.04156e-11,10.6277,0.79113,8.40785,9.02036e-11,10.6761,0.785691,8.38814
1.485e+10,9.79399e-11,11.5232,9.04059e-11,10.645,0.792424,8.43535,9.01924e-11,10.6938,0.786943,8.41543
1.49e+10,9.79305e-11,11.542,9.03962e-11,10.6623,0.793717,8.46284,9.01814e-11,10.7115,0.788194,8.44273
1.495e+10,9.79211e-11,11.5608,9.03866e-11,10.6796,0.795008,8.49034,9.01703e-11,10.7291,0.789443,8.47003
1.5e+10,9.79119e-11,11.5795,9.0377e-11,10.6968,0.796297,8.51783,9.01594e-11,10.7467,0.790689,8.49732
1.505e+10,9.79027e-11,11.5982,9.03676e-11,10.714,0.797583,8.54533,9.01485e-11,10.7643,0.791932,8.52462
1.51e+10,9.78935e-11,11.6169,9.03582e-11,10.7312,0.798867,8.57283,9.01377e-11,10.7819,0.793173,8.55191
1.515e+10,9.78845e-11,11.6356,9.03489e-11,10.7484,0.800151,8.60033,9.0127e-11,10.7994,0.794414,8.57921
1.52e+10,9.78754e-11,11.6542,9.03396e-11,10.7655,0.801431,8.62783,9.01163e-11,10.8169,0.795651,8.6065
1.525e+10,9.78665e-11,11.6728,9.03304e-11,10.7827,0.802708,8.65533,9.01056e-11,10.8344,0.796885,8.63379
1.53e+10,9.78576e-11,11.6913,9.03213e-11,10.7997,0.803986,8.68283,9.00951e-11,10.8519,0.798119,8.66109
1.535e+10,9.78489e-11,11.7099,9.03123e-11,10.8168,0.805262,8.71034,9.00846e-11,10.8693,0.799351,8.68838
1.54e+10,9.78401e-11,11.7284,9.03033e-11,10.8339,0.806531,8.73784,9.00742e-11,10.8868,0.800576,8.71567
1.545e+10,9.78315e-11,11.7469,9.02944e-11,10.8508,0.807803,8.76535,9.00638e-11,10.9041,0.801803,8.74296
1.55e+10,9.78229e-11,11.7653,9.02855e-11,10.8678,0.809071,8.79285,9.00535e-11,10.9215,0.803027,8.77025
1.555e+10,9.78144e-11,11.7838,9.02768e-11,10.8848,0.810337,8.82036,9.00433e-11,10.9388,0.804248,8.79755
1.56e+10,9.78059e-11,11.8022,9.0268e-11,10.9017,0.811601,8.84786,9.00331e-11,10.9562,0.805468,8.82483
1.565e+10,9.77976e-11,11.8205,9.02594e-11,10.9187,0.812864,8.87538,9.0023e-11,10.9735,0.806685,8.85213
1.57e+10,9.77893e-11,11.8389,9.02508e-11,10.9355,0.814125,8.90289,9.00129e-11,10.9907,0.807901,8.87942
1.575e+10,9.77811e-11,11.8572,9.02424e-11,10.9524,0.815384,8.9304,9.0003e-11,11.008,0.809114,8.90671
1.58e+10,9.77729e-11,11.8755,9.02339e-11,10.9692,0.816639,8.95791,8.9993e-11,11.0252,0.810324,8.934
1.585e+10,9.77648e-11,11.8938,9.02255e-11,10.9861,0.817893,8.98543,8.99832e-11,11.0424,0.811532,8.96129
1.59e+10,9.77567e-11,11.912,9.02172e-11,11.0029,0.819145,9.01294,8.99734e-11,11.0596,0.812738,8.98858
1.595e+10,9.77488e-11,11.9302,9.0209e-11,11.0196,0.820396,9.04046,8.99636e-11,11.0768,0.813942,9.01587
1.6e+10,9.77409e-11,11.9484,9.02008e-11,11.0364,0.821645,9.06798,8.9954e-11,11.0939,0.815145,9.04316
1.605e+10,9.7733e-11,11.9666,9.01927e-11,11.0531,0.822889,9.09549,8.99443e-11,11.1111,0.816342,9.07045
1.61e+10,9.77252e-11,11.9847,9.01847e-11,11.0698,0.824136,9.12302,8.99348e-11,11.1282,0.817542,9.09774
1.615e+10,9.77175e-11,12.0028,9.01767e-11,11.0865,0.825378,9.15054,8.99253e-11,11.1452,0.818737,9.12503
1.62e+10,9.77099e-11,12.0209,9.01688e-11,11.1032,0.826617,9.17807,8.99159e-11,11.1623,0.819929,9.15232
1.625e+10,9.77023e-11,12.039,9.01609e-11,11.1198,0.827855,9.20559,8.99065e-11,11.1794,0.821119,9.17961
1.63e+10,9.76948e-11,12.057,9.01531e-11,11.1364,0.829095,9.23312,8.98971e-11,11.1964,0.822311,9.2069
1.635e+10,9.76874e-11,12.075,9.01454e-11,11.153,0.83033,9.26065,8.98879e-11,11.2134,0.823498,9.23419
1.64e+10,9.768e-11,12.093,9.01378e-11,11.1696,0.831561,9.28818,8.98787e-11,11.2304,0.824681,9.26148
1.645e+10,9.76727e-11,12.111,9.01302e-11,11.1861,0.832792,9.31571,8.98695e-11,11.2474,0.825863,9.28877
1.65e+10,9.76654e-11,12.129,9.01226e-11,11.2026,0.834021,9.34324,8.98604e-11,11.2643,0.827044,9.31606
1.655e+10,9.76582e-11,12.1468,9.01152e-11,11.2191,0.835251,9.37078,8.98514e-11,11.2812,0.828225,9.34336
1.66e+10,9.76511e-11,12.1648,9.01078e-11,11.2357,0.836473,9.39832,8.98425e-11,11.2981,0.829397,9.37065
1.665e+10,9.7644e-11,12.1827,9.01004e-11,11.2521,0.837696,9.42586,8.98336e-11,11.315,0.830571,9.39794
1.67e+10,9.76371e-11,12.2005,9.00932e-11,11.2685,0.838921,9.4534,8.98247e-11,11.3319,0.831746,9.42524
1.675e+10,9.76301e-11,12.2183,9.00859e-11,11.285,0.840139,9.48095,8.98159e-11,11.3487,0.832914,9.45253
1.68e+10,9.76233e-11,12.2362,9.00788e-11,11.3014,0.841355,9.5085,8.98072e-11,11.3656,0.834081,9.47982
1.685e+10,9.76165e-11,12.2539,9.00717e-11,11.3178,0.842573,9.53605,8.97985e-11,11.3824,0.835248,9.50712
1.69e+10,9.76097e-11,12.2717,9.00647e-11,11.3341,0.843788,9.5636,8.97899e-11,11.3992,0.836412,9.53442
1.695e+10,9.7603e-11,12.2895,9.00577e-11,11.3505,0.844998,9.59115,8.97814e-11,11.416,0.837572,9.56171
1.7e+10,9.75964e-11,12.3072,9.00508e-11,11.3668,0.846207,9.6187,8.97729e-11,11.4328,0.83873,9.58901
1.705e+10,9.75899e-11,12.3249,9.0044e-11,11.3832,0.847415,9.64626,8.97644e-11,11.4495,0.839887,9.61631
1.71e+10,9.75834e-11,12.3426,9.00372e-11,11.3994,0.848622,9.67382,8.9756e-11,11.4663,0.841043,9.64361
1.715e+10,9.75769e-11,12.3603,9.00305e-11,11.4157,0.849827,9.70138,8.97477e-11,11.483,0.842196,9.67091
1.72e+10,9.75706e-11,12.3779,9.00238e-11,11.4319,0.851031,9.72895,8.97394e-11,11.4996,0.843348,9.69821
1.725e+10,9.75643e-11,12.3956,9.00173e-11,11.4482,0.852228,9.75652,8.97312e-11,11.5164,0.844493,9.72551
1.73e+10,9.7558e-11,12.4131,9.00107e-11,11.4644,0.853429,9.78408,8.9723e-11,11.533,0.845642,9.75281
1.735e+10,9.75518e-11,12.4307,9.00042e-11,11.4806,0.854627,9.81165,8.97149e-11,11.5497,0.846787,9.78012
1.74e+10,9.75457e-11,12.4483,8.99978e-11,11.4968,0.855822,9.83923,8.97069e-11,11.5663,0.847929,9.80742
1.745e+10,9.75397e-11,12.4658,8.99915e-11,11.513,0.857016,9.86681,8.96989e-11,11.5829,0.84907,9.83473
1.75e+10,9.75337e-11,12.4834,8.99852e-11,11.5292,0.858206,9.89439,8.96909e-11,11.5996,0.850207,9.86203
1.755e+10,9.75278e-11,12.5009,8.9979e-11,11.5453,0.859396,9.92197,8.96831e-11,11.6162,0.851344,9.88934
1.76e+10,9.75219e-11,12.5184,8.99728e-11,11.5614,0.860582,9.94956,8.96752e-11,11.6328,0.852477,9.91665
1.765e+10,9.7516e-11,12.5358,8.99666e-11,11.5775,0.86177,9.97714,8.96674e-11,11.6493,0.853611,9.94396
1.77e+10,9.75103e-11,12.5533,8.99606e-11,11.5936,0.862953,10.0047,8.96597e-11,11.6659,0.85474,9.97127
1.775e+10,9.75046e-11,12.5708,8.99546e-11,11.6097,0.864134,10.0323,8.96521e-11,11.6824,0.855866,9.99859
1.78e+10,9.7499e-11,12.5882,8.99487e-11,11.6257,0.865316,10.0599,8.96445e-11,11.6989,0.856994,10.0259
1.785e+10,9.74934e-11,12.6055,8.99428e-11,11.6417,0.866496,10.0875,8.96369e-11,11.7154,0.858119,10.0532
1.79e+10,9.74878e-11,12.6229,8.9937e-11,11.6578,0.867671,10.1151,8.96294e-11,11.7319,0.85924,10.0805
1.795e+10,9.74824e-11,12.6403,8.99312e-11,11.6738,0.868845,10.1427,8.96219e-11,11.7484,0.860358,10.1078
1.8e+10,9.7477e-11,12.6577,8.99255e-11,11.6898,0.870018,10.1703,8.96146e-11,11.7649,0.861476,10.1352
1.805e+10,9.74717e-11,12.675,8.99199e-11,11.7058,0.871191,10.1979,8.96072e-11,11.7813,0.862593,10.1625
1.81e+10,9.74664e-11,12.6923,8.99143e-11,11.7217,0.87236,10.2256,8.95999e-11,11.7978,0.863707,10.1898
1.815e+10,9.74611e-11,12.7096,8.99087e-11,11.7377,0.873528,10.2532,8.95927e-11,11.8142,0.864818,10.2171
1.82e+10,9.7456e-11,12.7269,8.99033e-11,11.7536,0.874693,10.2808,8.95855e-11,11.8306,0.865927,10.2445
1.825e+10,9.74509e-11,12.7442,8.98978e-11,11.7695,0.875856,10.3084,8.95784e-11,11.847,0.867034,10.2718
1.83e+10,9.74458e-11,12.7614,8.98925e-11,11.7854,0.877019,10.336,8.95713e-11,11.8634,0.868141,10.2991
1.835e+10,9.74408e-11,12.7786,8.98872e-11,11.8013,0.87818,10.3637,8.95643e-11,11.8798,0.869244,10.3264
1.84e+10,9.74359e-11,12.7959,8.9882e-11,11.8172,0.879338,10.3913,8.95573e-11,11.8962,0.870345,10.3538
1.845e+10,9.7431e-11,12.8131,8.98767e-11,11.8331,0.880494,10.4189,8.95504e-11,11.9125,0.871444,10.3811
1.85e+10,9.74262e-11,12.8303,8.98716e-11,11.8489,0.881647,10.4466,8.95435e-11,11.9289,0.87254,10.4084
1.855e+10,9.74214e-11,12.8475,8.98665e-11,11.8648,0.8828,10.4742,8.95367e-11,11.9452,0.873635,10.4358
1.86e+10,9.74167e-11,12.8646,8.98615e-11,11.8806,0.883951,10.5019,8.95299e-11,11.9616,0.874728,10.4631
1.865e+10,9.7412e-11,12.8817,8.98565e-11,11.8964,0.885101,10.5295,8.95232e-11,11.9778,0.875821,10.4904
1.87e+10,9.74074e-11,12.8989,8.98516e-11,11.9122,0.886246,10.5572,8.95165e-11,11.9942,0.876907,10.5178
1.875e+10,9.74029e-11,12.916,8.98468e-11,11.928,0.887394,10.5848,8.95099e-11,12.0105,0.877996,10.5451
1.88e+10,9.73984e-11,12.9331,8.9842e-11,11.9438,0.888538,10.6125,8.95033e-11,12.0267,0.879082,10.5725
1.885e+10,9.7394e-11,12.9502,8.98372e-11,11.9595,0.889679,10.6401,8.94968e-11,12.043,0.880164,10.5998
1.89e+10,9.73896e-11,12.9673,8.98325e-11,11.9753,0.890818,10.6678,8.94903e-11,12.0593,0.881244,10.6272
1.895e+10,9.73853e-11,12.9844,8.98279e-11,11.991,0.891956,10.6955,8.94839e-11,12.0755,0.882323,10.6545
1.9e+10,9.7381e-11,13.0014,8.98233e-11,12.0068,0.893093,10.7232,8.94775e-11,12.0918,0.8834,10.6819
1.905e+10,9.73768e-11,13.0185,8.98188e-11,12.0225,0.894225,10.7508,8.94712e-11,12.108,0.884472,10.7092
1.91e+10,9.73727e-11,13.0355,8.98143e-11,12.0382,0.895357,10.7785,8.94649e-11,12.1243,0.885544,10.7366
1.915e+10,9.73686e-11,13.0525,8.98098e-11,12.0539,0.896488,10.8062,8.94587e-11,12.1405,0.886616,10.7639
1.92e+10,9.73645e-11,13.0695,8.98055e-11,12.0696,0.897619,10.8339,8.94525e-11,12.1566,0.887687,10.7913
1.925e+10,9.73605e-11,13.0865,8.98011e-11,12.0853,0.898745,10.8616,8.94464e-11,12.1729,0.888752,10.8187
1.93e+10,9.73566e-11,13.1035,8.97969e-11,12.1009,0.899869,10.8893,8.94403e-11,12.1891,0.889815,10.846
1.935e+10,9.73527e-11,13.1205,8.97926e-11,12.1166,0.90099,10.917,8.94343e-11,12.2053,0.890876,10.8734
1.94e+10,9.73488e-11,13.1375,8.97885e-11,12.1323,0.902111,10.9447,8.94283e-11,12.2215,0.891935,10.9008
1.945e+10,9.7345e-11,13.1544,8.97844e-11,12.1479,0.903231,10.9724,8.94223e-11,12.2376,0.892995,10.9281
1.95e+10,9.73413e-11,13.1713,8.97803e-11,12.1635,0.904348,11.0001,8.94164e-11,12.2538,0.89405,10.9555
1.955e+10,9.73376e-11,13.1883,8.97763e-11,12.1792,0.905462,11.0278,8.94106e-11,12.27,0.895102,10.9829
1.96e+10,9.7334e-11,13.2052,8.97723e-11,12.1948,0.906574,11.0555,8.94048e-11,12.2861,0.896153,11.0102
1.965e+10,9.73304e-11,13.2221,8.97684e-11,12.2104,0.907687,11.0832,8.9399e-11,12.3022,0.897204,11.0376
1.97e+10,9.73269e-11,13.239,8.97645e-11,12.226,0.908795,11.1109,8.93933e-11,12.3184,0.89825,11.065
1.975e+10,9.73234e-11,13.256,8.97607e-11,12.2417,0.909899,11.1387,8.93876e-11,12.3346,0.899292,11.0924
1.98e+10,9.732e-11,13.2728,8.9757e-11,12.2572,0.911006,11.1664,8.9382e-11,12.3507,0.900336,11.1198
1.985e+10,9.73166e-11,13.2898,8.97533e-11,12.2728,0.912107,11.1941,8.93764e-11,12.3668,0.901374,11.1471
1.99e+10,9.73132e-11,13.3066,8.97496e-11,12.2884,0.913209,11.2219,8.93709e-11,12.3829,0.902414,11.1745
1.995e+10,9.731e-11,13.3235,8.9746e-11,12.304,0.914306,11.2496,8.93654e-11,12.3991,0.903448,11.2019
2e+10,9.73067e-11,13.3404,8.97424e-11,12.3196,0.915404,11.2774,8.93599e-11,12.4152,0.904482,11.2293
2.005e+10,9.73036e-11,13.3572,8.97389e-11,12.3351,0.916498,11.3051,8.93545e-11,12.4313,0.905512,11.2567
2.01e+10,9.73004e-11,13.3741,8.97354e-11,12.3507,0.917588,11.3329,8.93492e-11,12.4474,0.906539,11.2841
2.015e+10,9.72974e-11,13.391,8.9732e-11,12.3662,0.918681,11.3606,8.93439e-11,12.4635,0.907568,11.3115
2.02e+10,9.72943e-11,13.4078,8.97286e-11,12.3818,0.919768,11.3884,8.93386e-11,12.4796,0.908591,11.3389
2.025e+10,9.72913e-11,13.4247,8.97253e-11,12.3974,0.920854,11.4162,8.93334e-11,12.4957,0.909613,11.3663
2.03e+10,9.72884e-11,13.4415,8.9722e-11,12.4129,0.921937,11.4439,8.93281e-11,12.5118,0.910632,11.3937
2.035e+10,9.72855e-11,13.4583,8.97188e-11,12.4284,0.923019,11.4717,8.9323e-11,12.5279,0.91165,11.4211
2.04e+10,9.72826e-11,13.4752,8.97156e-11,12.444,0.924097,11.4995,8.93179e-11,12.5441,0.912662,11.4485
2.045e+10,9.72799e-11,13.492,8.97124e-11,12.4595,0.925176,11.5273,8.93128e-11,12.5601,0.913677,11.4759
2.05e+10,9.72771e-11,13.5088,8.97093e-11,12.4751,0.926251,11.555,8.93078e-11,12.5762,0.914687,11.5033
2.055e+10,9.72744e-11,13.5257,8.97063e-11,12.4906,0.927321,11.5828,8.93028e-11,12.5924,0.915692,11.5307
2.06e+10,9.72718e-11,13.5425,8.97033e-11,12.5062,0.928392,11.6106,8.92979e-11,12.6085,0.916697,11.5581
2.065e+10,9.72691e-11,13.5593,8.97003e-11,12.5217,0.92946,11.6384,8.92929e-11,12.6246,0.917699,11.5856
2.07e+10,9.72666e-11,13.5762,8.96974e-11,12.5373,0.930524,11.6662,8.92881e-11,12.6407,0.918698,11.613
2.075e+10,9.72641e-11,13.593,8.96945e-11,12.5528,0.931588,11.694,8.92833e-11,12.6568,0.919696,11.6404
2.08e+10,9.72616e-11,13.6098,8.96917e-11,12.5683,0.932649,11.7218,8.92785e-11,12.6729,0.920691,11.6678
2.085e+10,9.72592e-11,13.6266,8.96889e-11,12.5838,0.933708,11.7496,8.92737e-11,12.689,0.921684,11.6953
2.09e+10,9.72568e-11,13.6435,8.96862e-11,12.5994,0.934764,11.7775,8.9269e-11,12.7051,0.922673,11.7227
2.095e+10,9.72545e-11,13.6603,8.96835e-11,12.6149,0.935818,11.8053,8.92644e-11,12.7213,0.92366,11.7501
2.1e+10,9.72522e-11,13.6771,8.96809e-11,12.6305,0.936868,11.8331,8.92597e-11,12.7374,0.924643,11.7775
2.105e+10,9.72499e-11,13.694,8.96783e-11,12.6461,0.937917,11.8609,8.92552e-11,12.7535,0.925625,11.805
2.11e+10,9.72477e-11,13.7108,8.96757e-11,12.6616,0.938962,11.8888,8.92506e-11,12.7697,0.926603,11.8324
2.115e+10,9.72456e-11,13.7277,8.96732e-11,12.6772,0.940005,11.9166,8.92461e-11,12.7858,0.927579,11.8599
2.12e+10,9.72435e-11,13.7445,8.96707e-11,12.6927,0.941047,11.9445,8.92416e-11,12.802,0.928553,11.8873
2.125e+10,9.72414e-11,13.7613,8.96683e-11,12.7083,0.942085,11.9723,8.92372e-11,12.8181,0.929524,11.9147
2.13e+10,9.72394e-11,13.7782,8.96659e-11,12.7239,0.943122,12.0002,8.92328e-11,12.8343,0.930492,11.9422
