f_hz,l_se_raw_h,q_se_raw,l_se_h,q_se,re_zse_ohm,im_zse_ohm,l_diff_h,q_diff,re_zdiff_ohm,im_zdiff_ohm
1.09e+10,-1.07255e-08,-4.04813,-1.07272e-08,-4.04882,181.453,-734.669,-1.69009e-08,-3.51782,329.034,-1157.48
1.095e+10,-1.03774e-08,-4.1791,-1.03791e-08,-4.17985,170.842,-714.094,-1.61425e-08,-3.69154,300.855,-1110.62
1.1e+10,-1.00482e-08,-4.30951,-1.00499e-08,-4.31031,161.149,-694.603,-1.54404e-08,-3.86449,276.147,-1067.17
1.105e+10,-9.73649e-09,-4.43933,-9.73823e-09,-4.44018,152.273,-676.117,-1.47893e-08,-4.03662,254.373,-1026.81
1.11e+10,-9.44096e-09,-4.56853,-9.44272e-09,-4.56944,144.124,-658.567,-1.41842e-08,-4.2079,235.095,-989.256
1.115e+10,-9.16049e-09,-4.69711,-9.16227e-09,-4.69807,136.628,-641.886,-1.36209e-08,-4.37827,217.951,-954.249
1.12e+10,-8.89404e-09,-4.82505,-8.89583e-09,-4.82607,129.715,-626.015,-1.30956e-08,-4.54772,202.641,-921.556
1.125e+10,-8.64064e-09,-4.95231,-8.64245e-09,-4.95339,123.329,-610.899,-1.26046e-08,-4.71619,188.917,-890.968
1.13e+10,-8.39941e-09,-5.07891,-8.40123e-09,-5.08005,117.418,-596.487,-1.21451e-08,-4.88365,176.569,-862.3
1.135e+10,-8.16953e-09,-5.20482,-8.17137e-09,-5.20602,111.935,-582.734,-1.17141e-08,-5.05005,165.421,-835.384
1.14e+10,-7.95027e-09,-5.33,-7.95212e-09,-5.33127,106.841,-569.597,-1.13094e-08,-5.21537,155.324,-810.072
1.145e+10,-7.74093e-09,-5.45447,-7.74279e-09,-5.4558,102.1,-557.035,-1.09286e-08,-5.37956,146.151,-786.231
1.15e+10,-7.54089e-09,-5.57819,-7.54277e-09,-5.57959,97.6801,-545.015,-1.05698e-08,-5.54261,137.794,-763.739
1.155e+10,-7.34956e-09,-5.70116,-7.35146e-09,-5.70263,93.5536,-533.501,-1.02312e-08,-5.70447,130.159,-742.489
1.16e+10,-7.16643e-09,-5.82336,-7.16834e-09,-5.8249,89.695,-522.464,-9.9113e-09,-5.86512,123.166,-722.384
1.165e+10,-6.99099e-09,-5.94478,-6.9929e-09,-5.94639,86.0816,-511.874,-9.60854e-09,-6.02453,116.745,-703.336
1.17e+10,-6.82278e-09,-6.06538,-6.82471e-09,-6.06706,82.6936,-501.707,-9.32166e-09,-6.18267,110.837,-685.266
1.175e+10,-6.66139e-09,-6.18518,-6.66333e-09,-6.18694,79.5121,-491.937,-9.0495e-09,-6.33951,105.387,-668.101
1.18e+10,-6.50642e-09,-6.30418,-6.50837e-09,-6.30601,76.5209,-482.541,-8.79097e-09,-6.49506,100.35,-651.777
1.185e+10,-6.35751e-09,-6.42231,-6.35948e-09,-6.42422,73.7054,-473.5,-8.54512e-09,-6.64925,95.685,-636.233
1.19e+10,-6.21432e-09,-6.5396,-6.2163e-09,-6.54159,71.0518,-464.792,-8.31106e-09,-6.80209,91.3568,-621.417
1.195e+10,-6.07655e-09,-6.65606,-6.07854e-09,-6.65813,68.548,-456.402,-8.08798e-09,-6.95357,87.3334,-607.279
1.2e+10,-5.9439e-09,-6.77162,-5.9459e-09,-6.77377,66.1833,-448.31,-7.87516e-09,-7.10364,83.5872,-593.773
1.205e+10,-5.81609e-09,-6.88633,-5.81811e-09,-6.88857,63.947,-440.503,-7.67191e-09,-7.25232,80.0928,-580.859
1.21e+10,-5.69289e-09,-7.00011,-5.69491e-09,-7.00244,61.8305,-432.965,-7.47763e-09,-7.39958,76.8285,-568.499
1.215e+10,-5.57404e-09,-7.11305,-5.57608e-09,-7.11546,59.8249,-425.682,-7.29175e-09,-7.54542,73.7742,-556.657
1.22e+10,-5.45934e-09,-7.22505,-5.46139e-09,-7.22755,57.9231,-418.642,-7.11374e-09,-7.68982,70.9124,-545.303
1.225e+10,-5.34857e-09,-7.33614,-5.35063e-09,-7.33873,56.1176,-411.832,-6.94314e-09,-7.83276,68.2271,-534.407
1.23e+10,-5.24154e-09,-7.44633,-5.24361e-09,-7.44901,54.4022,-405.243,-6.77949e-09,-7.97426,65.704,-523.94
1.235e+10,-5.13807e-09,-7.55557,-5.14015e-09,-7.55835,52.771,-398.862,-6.62239e-09,-8.1143,63.3302,-513.88
1.24e+10,-5.038e-09,-7.6639,-5.04008e-09,-7.66678,51.2184,-392.681,-6.47147e-09,-8.25288,61.0941,-504.202
1.245e+10,-4.94115e-09,-7.77128,-4.94325e-09,-7.77426,49.7396,-386.689,-6.32637e-09,-8.38999,58.9851,-494.884
1.25e+10,-4.84739e-09,-7.87773,-4.8495e-09,-7.8808,48.3299,-380.878,-6.18677e-09,-8.52563,56.9938,-485.908
1.255e+10,-4.75657e-09,-7.98325,-4.75868e-09,-7.98642,46.9849,-375.241,-6.05237e-09,-8.6598,55.1114,-477.254
1.26e+10,-4.66856e-09,-8.0878,-4.67068e-09,-8.09107,45.7009,-369.769,-5.9229e-09,-8.7925,53.3301,-468.905
1.265e+10,-4.58323e-09,-8.19141,-4.58536e-09,-8.19479,44.474,-364.455,-5.79808e-09,-8.92374,51.6426,-460.845
1.27e+10,-4.50047e-09,-8.29406,-4.50261e-09,-8.29755,43.301,-359.292,-5.67768e-09,-9.0535,50.0424,-453.059
1.275e+10,-4.42016e-09,-8.39576,-4.42231e-09,-8.39936,42.1787,-354.274,-5.56148e-09,-9.18181,48.5235,-445.533
1.28e+10,-4.34221e-09,-8.49651,-4.34436e-09,-8.50022,41.1041,-349.394,-5.44925e-09,-9.30864,47.0804,-438.255
1.285e+10,-4.2665e-09,-8.5963,-4.26867e-09,-8.60011,40.0748,-344.647,-5.34081e-09,-9.43402,45.7082,-431.211
1.29e+10,-4.19296e-09,-8.69514,-4.19513e-09,-8.69907,39.0879,-340.028,-5.23597e-09,-9.55794,44.402,-424.392
1.295e+10,-4.12148e-09,-8.79301,-4.12366e-09,-8.79705,38.1413,-335.531,-5.13456e-09,-9.68041,43.1578,-417.785
1.3e+10,-4.05199e-09,-8.8899,-4.05418e-09,-8.89406,37.2328,-331.151,-5.03641e-09,-9.80142,41.9716,-411.381
1.305e+10,-3.98441e-09,-8.98584,-3.9866e-09,-8.99012,36.3603,-326.884,-4.94137e-09,-9.92098,40.8398,-405.17
1.31e+10,-3.91866e-09,-9.08084,-3.92085e-09,-9.08523,35.5219,-322.724,-4.8493e-09,-10.0391,39.759,-399.145
1.315e+10,-3.85466e-09,-9.17486,-3.85687e-09,-9.17938,34.7158,-318.669,-4.76007e-09,-10.1558,38.7262,-393.295
1.32e+10,-3.79236e-09,-9.26792,-3.79457e-09,-9.27256,33.9404,-314.714,-4.67354e-09,-10.271,37.7385,-387.614
1.325e+10,-3.73169e-09,-9.36002,-3.7339e-09,-9.36479,33.1941,-310.856,-4.5896e-09,-10.3848,36.7934,-382.094
1.33e+10,-3.67257e-09,-9.45114,-3.6748e-09,-9.45604,32.4755,-307.089,-4.50813e-09,-10.4972,35.8884,-376.728
1.335e+10,-3.61497e-09,-9.54132,-3.6172e-09,-9.54634,31.7831,-303.413,-4.42904e-09,-10.6082,35.0211,-371.51
1.34e+10,-3.55882e-09,-9.63055,-3.56106e-09,-9.6357,31.1158,-299.822,-4.35221e-09,-10.7177,34.1895,-366.433
1.345e+10,-3.50407e-09,-9.7188,-3.50631e-09,-9.72408,30.4722,-296.314,-4.27756e-09,-10.8258,33.3917,-361.492
1.35e+10,-3.45066e-09,-9.8061,-3.45291e-09,-9.81152,29.8513,-292.886,-4.205e-09,-10.9325,32.6258,-356.681
1.355e+10,-3.39856e-09,-9.89245,-3.40081e-09,-9.898,29.2519,-289.535,-4.13443e-09,-11.0377,31.89,-351.994
1.36e+10,-3.34771e-09,-9.97783,-3.34997e-09,-9.98352,28.6732,-286.259,-4.06579e-09,-11.1416,31.183,-347.427
1.365e+10,-3.29807e-09,-10.0622,-3.30033e-09,-10.0681,28.1141,-283.055,-3.99899e-09,-11.244,30.5031,-342.975
1.37e+10,-3.2496e-09,-10.1457,-3.25187e-09,-10.1517,27.5737,-279.92,-3.93396e-09,-11.345,29.8489,-338.634
1.375e+10,-3.20226e-09,-10.2282,-3.20453e-09,-10.2343,27.0513,-276.852,-3.87064e-09,-11.4445,29.2192,-334.399
1.38e+10,-3.15601e-09,-10.3098,-3.15829e-09,-10.3161,26.5459,-273.849,-3.80895e-09,-11.5427,28.6127,-330.267
1.385e+10,-3.11082e-09,-10.3904,-3.1131e-09,-10.3968,26.057,-270.909,-3.74885e-09,-11.6394,28.0284,-326.232
1.39e+10,-3.06664e-09,-10.47,-3.06893e-09,-10.4765,25.5837,-268.029,-3.69026e-09,-11.7346,27.4652,-322.293
1.395e+10,-3.02345e-09,-10.5487,-3.02575e-09,-10.5554,25.1255,-265.208,-3.63313e-09,-11.8284,26.922,-318.445
1.4e+10,-2.98122e-09,-10.6264,-2.98352e-09,-10.6332,24.6815,-262.444,-3.57741e-09,-11.9208,26.398,-314.686
1.405e+10,-2.93991e-09,-10.7031,-2.94222e-09,-10.7101,24.2514,-259.735,-3.52305e-09,-12.0118,25.8922,-311.011
1.41e+10,-2.8995e-09,-10.7789,-2.90181e-09,-10.7861,23.8344,-257.079,-3.47001e-09,-12.1013,25.4038,-307.418
1.415e+10,-2.85995e-09,-10.8537,-2.86226e-09,-10.861,23.4302,-254.475,-3.41822e-09,-12.1893,24.9321,-303.904
1.42e+10,-2.82124e-09,-10.9275,-2.82356e-09,-10.935,23.0381,-251.922,-3.36766e-09,-12.2758,24.4763,-300.467
1.425e+10,-2.78335e-09,-11.0004,-2.78567e-09,-11.008,22.6577,-249.416,-3.31828e-09,-12.3609,24.0357,-297.103
1.43e+10,-2.74624e-09,-11.0723,-2.74857e-09,-11.08,22.2885,-246.958,-3.27003e-09,-12.4445,23.6097,-293.811
1.435e+10,-2.70991e-09,-11.1431,-2.71224e-09,-11.1511,21.9302,-244.545,-3.22289e-09,-12.5266,23.1976,-290.588
1.44e+10,-2.67431e-09,-11.2131,-2.67665e-09,-11.2212,21.5822,-242.177,-3.17681e-09,-12.6073,22.7989,-287.431
1.445e+10,-2.63943e-09,-11.282,-2.64177e-09,-11.2903,21.2442,-239.852,-3.13177e-09,-12.6864,22.4129,-284.339
1.45e+10,-2.60526e-09,-11.3499,-2.6076e-09,-11.3583,20.9158,-237.569,-3.08771e-09,-12.764,22.0393,-281.31
1.455e+10,-2.57176e-09,-11.4168,-2.57411e-09,-11.4255,20.5966,-235.326,-3.04463e-09,-12.8401,21.6775,-278.341
1.46e+10,-2.53892e-09,-11.4827,-2.54128e-09,-11.4915,20.2865,-233.123,-3.00247e-09,-12.9147,21.3269,-275.43
1.465e+10,-2.50673e-09,-11.5477,-2.50908e-09,-11.5566,19.9849,-230.958,-2.96122e-09,-12.9877,20.9873,-272.577
1.47e+10,-2.47515e-09,-11.6116,-2.47752e-09,-11.6207,19.6916,-228.83,-2.92085e-09,-13.0592,20.6581,-269.778
1.475e+10,-2.44419e-09,-11.6744,-2.44655e-09,-11.6838,19.4063,-226.739,-2.88133e-09,-13.1292,20.3389,-267.033
1.48e+10,-2.41381e-09,-11.7363,-2.41618e-09,-11.7458,19.1287,-224.683,-2.84263e-09,-13.1975,20.0294,-264.339
1.485e+10,-2.384e-09,-11.7971,-2.38637e-09,-11.8068,18.8587,-222.661,-2.80473e-09,-13.2644,19.7292,-261.696
1.49e+10,-2.35475e-09,-11.8569,-2.35713e-09,-11.8668,18.5958,-220.673,-2.76761e-09,-13.3296,19.438,-259.102
1.495e+10,-2.32604e-09,-11.9157,-2.32842e-09,-11.9258,18.3399,-218.717,-2.73123e-09,-13.3934,19.1554,-256.555
1.5e+10,-2.29786e-09,-11.9734,-2.30025e-09,-11.9837,18.0907,-216.793,-2.69559e-09,-13.4555,18.881,-254.053
1.505e+10,-2.2702e-09,-12.0301,-2.27258e-09,-12.0405,17.8481,-214.9,-2.66066e-09,-13.516,18.6148,-251.597
1.51e+10,-2.24303e-09,-12.0857,-2.24542e-09,-12.0963,17.6117,-213.037,-2.62641e-09,-13.5749,18.3562,-249.184
1.515e+10,-2.21635e-09,-12.1402,-2.21875e-09,-12.1511,17.3815,-211.203,-2.59284e-09,-13.6323,18.105,-246.813
1.52e+10,-2.19015e-09,-12.1937,-2.19255e-09,-12.2047,17.1571,-209.398,-2.55991e-09,-13.6881,17.861,-244.483
1.525e+10,-2.1644e-09,-12.2461,-2.16681e-09,-12.2573,16.9384,-207.62,-2.52762e-09,-13.7423,17.6239,-242.193
1.53e+10,-2.13911e-09,-12.2975,-2.14152e-09,-12.3089,16.7253,-205.87,-2.49595e-09,-13.7949,17.3936,-239.942
1.535e+10,-2.11426e-09,-12.3477,-2.11667e-09,-12.3593,16.5176,-204.146,-2.46487e-09,-13.8459,17.1696,-237.729
1.54e+10,-2.08984e-09,-12.3969,-2.09225e-09,-12.4087,16.315,-202.448,-2.43437e-09,-13.8953,16.9519,-235.552
1.545e+10,-2.06583e-09,-12.445,-2.06825e-09,-12.457,16.1175,-200.775,-2.40444e-09,-13.9432,16.7402,-233.411
1.55e+10,-2.04223e-09,-12.492,-2.04465e-09,-12.5042,15.9248,-199.127,-2.37506e-09,-13.9894,16.5343,-231.306
1.555e+10,-2.01903e-09,-12.5379,-2.02145e-09,-12.5503,15.7369,-197.503,-2.34622e-09,-14.0341,16.3341,-229.234
1.56e+10,-1.99622e-09,-12.5827,-1.99864e-09,-12.5954,15.5536,-195.902,-2.3179e-09,-14.0772,16.1392,-227.195
1.565e+10,-1.97379e-09,-12.6264,-1.97621e-09,-12.6393,15.3747,-194.325,-2.29009e-09,-14.1187,15.9496,-225.189
1.57e+10,-1.95172e-09,-12.669,-1.95415e-09,-12.6821,15.2001,-192.769,-2.26277e-09,-14.1587,15.7651,-223.214
1.575e+10,-1.93002e-09,-12.7105,-1.93245e-09,-12.7239,15.0297,-191.236,-2.23594e-09,-14.1972,15.5855,-221.269
1.58e+10,-1.90867e-09,-12.751,-1.91111e-09,-12.7645,14.8634,-189.724,-2.20958e-09,-14.2341,15.4105,-219.355
1.585e+10,-1.88766e-09,-12.7903,-1.8901e-09,-12.804,14.701,-188.233,-2.18368e-09,-14.2695,15.2402,-217.47
1.59e+10,-1.867e-09,-12.8285,-1.86944e-09,-12.8425,14.5425,-186.762,-2.15823e-09,-14.3034,15.0743,-215.613
1.595e+10,-1.84666e-09,-12.8657,-1.8491e-09,-12.8799,14.3877,-185.311,-2.13322e-09,-14.3357,14.9127,-213.784
1.6e+10,-1.82664e-09,-12.9017,-1.82909e-09,-12.9161,14.2364,-183.88,-2.10863e-09,-14.3666,14.7552,-211.982
1.605e+10,-1.80693e-09,-12.9367,-1.80938e-09,-12.9513,14.0887,-182.468,-2.08446e-09,-14.3961,14.6017,-210.207
1.61e+10,-1.78754e-09,-12.9705,-1.78999e-09,-12.9854,13.9444,-181.074,-2.06069e-09,-14.4241,14.4521,-208.458
1.615e+10,-1.76844e-09,-13.0033,-1.7709e-09,-13.0184,13.8034,-179.699,-2.03732e-09,-14.4506,14.3062,-206.734
1.62e+10,-1.74964e-09,-13.035,-1.7521e-09,-13.0503,13.6657,-178.342,-2.01433e-09,-14.4757,14.164,-205.034
1.625e+10,-1.73112e-09,-13.0657,-1.73358e-09,-13.0812,13.531,-177.002,-1.99173e-09,-14.4995,14.0253,-203.359
1.63e+10,-1.71289e-09,-13.0952,-1.71535e-09,-13.111,13.3993,-175.679,-1.96949e-09,-14.5218,13.8899,-201.707
1.635e+10,-1.69493e-09,-13.1237,-1.69739e-09,-13.1398,13.2706,-174.373,-1.94761e-09,-14.5428,13.7578,-200.078
1.64e+10,-1.67724e-09,-13.1512,-1.67971e-09,-13.1675,13.1448,-173.084,-1.92608e-09,-14.5625,13.629,-198.472
1.645e+10,-1.65981e-09,-13.1776,-1.66228e-09,-13.1941,13.0218,-171.811,-1.9049e-09,-14.5808,13.5032,-196.887
1.65e+10,-1.64264e-09,-13.203,-1.64512e-09,-13.2197,12.9014,-170.553,-1.88405e-09,-14.5979,13.3803,-195.325
1.655e+10,-1.62572e-09,-13.2273,-1.6282e-09,-13.2443,12.7837,-169.311,-1.86353e-09,-14.6136,13.2604,-193.783
1.66e+10,-1.60905e-09,-13.2506,-1.61153e-09,-13.2679,12.6685,-168.084,-1.84334e-09,-14.6282,13.1432,-192.262
1.665e+10,-1.59263e-09,-13.2729,-1.59511e-09,-13.2905,12.5558,-166.872,-1.82345e-09,-14.6415,13.0288,-190.76
1.67e+10,-1.57644e-09,-13.2943,-1.57892e-09,-13.312,12.4455,-165.675,-1.80387e-09,-14.6536,12.9169,-189.279
1.675e+10,-1.56048e-09,-13.3146,-1.56296e-09,-13.3326,12.3375,-164.492,-1.7846e-09,-14.6645,12.8076,-187.817
1.68e+10,-1.54475e-09,-13.3339,-1.54723e-09,-13.3522,12.2319,-163.322,-1.76561e-09,-14.6742,12.7007,-186.373
1.685e+10,-1.52924e-09,-13.3523,-1.53173e-09,-13.3708,12.1284,-162.167,-1.74691e-09,-14.6828,12.5962,-184.949
1.69e+10,-1.51395e-09,-13.3697,-1.51644e-09,-13.3885,12.0271,-161.024,-1.72849e-09,-14.6903,12.494,-183.542
1.695e+10,-1.49887e-09,-13.3862,-1.50137e-09,-13.4053,11.9278,-159.895,-1.71035e-09,-14.6967,12.3941,-182.152
1.7e+10,-1.484e-09,-13.4018,-1.4865e-09,-13.4211,11.8306,-158.779,-1.69248e-09,-14.7021,12.2962,-180.781
1.705e+10,-1.46934e-09,-13.4165,-1.47184e-09,-13.436,11.7353,-157.676,-1.67487e-09,-14.7064,12.2005,-179.426
1.71e+10,-1.45488e-09,-13.4302,-1.45738e-09,-13.45,11.642,-156.585,-1.65751e-09,-14.7096,12.1068,-178.087
1.715e+10,-1.44062e-09,-13.443,-1.44312e-09,-13.4631,11.5505,-155.506,-1.64041e-09,-14.7119,12.0151,-176.765
1.72e+10,-1.42655e-09,-13.455,-1.42905e-09,-13.4753,11.4609,-154.439,-1.62355e-09,-14.7132,11.9252,-175.459
1.725e+10,-1.41267e-09,-13.4661,-1.41518e-09,-13.4867,11.373,-153.384,-1.60694e-09,-14.7136,11.8373,-174.168
1.73e+10,-1.39897e-09,-13.4763,-1.40149e-09,-13.4972,11.2868,-152.34,-1.59056e-09,-14.7129,11.7511,-172.893
1.735e+10,-1.38546e-09,-13.4858,-1.38798e-09,-13.5069,11.2023,-151.308,-1.57442e-09,-14.7114,11.6666,-171.632
1.74e+10,-1.37213e-09,-13.4943,-1.37465e-09,-13.5157,11.1194,-150.287,-1.5585e-09,-14.709,11.5838,-170.386
1.745e+10,-1.35897e-09,-13.5021,-1.36149e-09,-13.5237,11.0381,-149.276,-1.5428e-09,-14.7057,11.5027,-169.155
1.75e+10,-1.34599e-09,-13.509,-1.34851e-09,-13.5309,10.9583,-148.276,-1.52732e-09,-14.7015,11.4231,-167.938
1.755e+10,-1.33317e-09,-13.5152,-1.33569e-09,-13.5374,10.88,-147.287,-1.51205e-09,-14.6965,11.3451,-166.734
1.76e+10,-1.32052e-09,-13.5206,-1.32305e-09,-13.5431,10.8032,-146.308,-1.497e-09,-14.6907,11.2686,-165.544
1.765e+10,-1.30803e-09,-13.5252,-1.31056e-09,-13.5479,10.7277,-145.339,-1.48214e-09,-14.684,11.1936,-164.367
1.77e+10,-1.2957e-09,-13.5291,-1.29824e-09,-13.5521,10.6537,-144.38,-1.46749e-09,-14.6766,11.12,-163.203
1.775e+10,-1.28353e-09,-13.5322,-1.28607e-09,-13.5555,10.581,-143.43,-1.45304e-09,-14.6683,11.0478,-162.052
1.78e+10,-1.27152e-09,-13.5346,-1.27405e-09,-13.5581,10.5096,-142.491,-1.43878e-09,-14.6593,10.9769,-160.914
1.785e+10,-1.25965e-09,-13.5362,-1.26219e-09,-13.5601,10.4395,-141.56,-1.4247e-09,-14.6495,10.9073,-159.787
1.79e+10,-1.24793e-09,-13.5372,-1.25047e-09,-13.5613,10.3706,-140.639,-1.41082e-09,-14.639,10.839,-158.673
1.795e+10,-1.23636e-09,-13.5374,-1.2389e-09,-13.5618,10.303,-139.727,-1.39711e-09,-14.6278,10.772,-157.57
1.8e+10,-1.22493e-09,-13.537,-1.22747e-09,-13.5616,10.2365,-138.824,-1.38358e-09,-14.6158,10.7062,-156.48
1.805e+10,-1.21364e-09,-13.5358,-1.21618e-09,-13.5608,10.1712,-137.929,-1.37023e-09,-14.6031,10.6416,-155.4
1.81e+10,-1.20249e-09,-13.534,-1.20503e-09,-13.5592,10.107,-137.043,-1.35705e-09,-14.5897,10.5781,-154.331
1.815e+10,-1.19147e-09,-13.5315,-1.19402e-09,-13.557,10.0439,-136.165,-1.34404e-09,-14.5756,10.5158,-153.274
1.82e+10,-1.18058e-09,-13.5283,-1.18313e-09,-13.5541,9.98192,-135.296,-1.33119e-09,-14.5608,10.4546,-152.227
1.825e+10,-1.16983e-09,-13.5245,-1.17238e-09,-13.5506,9.92098,-134.435,-1.31851e-09,-14.5453,10.3945,-151.191
1.83e+10,-1.15921e-09,-13.52,-1.16176e-09,-13.5464,9.86106,-133.582,-1.30598e-09,-14.5292,10.3354,-150.165
1.835e+10,-1.14871e-09,-13.5149,-1.15126e-09,-13.5415,9.80217,-132.736,-1.29361e-09,-14.5124,10.2774,-149.149
1.84e+10,-1.13833e-09,-13.5091,-1.14089e-09,-13.536,9.74427,-131.899,-1.2814e-09,-14.4949,10.2204,-148.143
1.845e+10,-1.12808e-09,-13.5027,-1.13064e-09,-13.5299,9.68731,-131.069,-1.26933e-09,-14.4767,10.1644,-147.147
1.85e+10,-1.11794e-09,-13.4956,-1.1205e-09,-13.5232,9.63133,-130.246,-1.25742e-09,-14.4579,10.1094,-146.161
1.855e+10,-1.10792e-09,-13.488,-1.11049e-09,-13.5158,9.57627,-129.431,-1.24565e-09,-14.4384,10.0554,-145.184
1.86e+10,-1.09802e-09,-13.4796,-1.10059e-09,-13.5077,9.52216,-128.623,-1.23402e-09,-14.4183,10.0023,-144.216
1.865e+10,-1.08824e-09,-13.4707,-1.0908e-09,-13.4991,9.4689,-127.822,-1.22253e-09,-14.3975,9.95017,-143.258
1.87e+10,-1.07856e-09,-13.4611,-1.08113e-09,-13.4898,9.41655,-127.028,-1.21118e-09,-14.3761,9.89895,-142.308
1.875e+10,-1.06899e-09,-13.4509,-1.07156e-09,-13.4799,9.36507,-126.241,-1.19996e-09,-14.354,9.84864,-141.367
1.88e+10,-1.05953e-09,-13.4402,-1.06211e-09,-13.4694,9.31442,-125.46,-1.18888e-09,-14.3313,9.79919,-140.435
1.885e+10,-1.05018e-09,-13.4287,-1.05276e-09,-13.4583,9.26464,-124.686,-1.17793e-09,-14.3079,9.75064,-139.512
1.89e+10,-1.04093e-09,-13.4166,-1.04351e-09,-13.4465,9.21568,-123.919,-1.1671e-09,-14.2839,9.70296,-138.596
1.895e+10,-1.03179e-09,-13.404,-1.03437e-09,-13.4342,9.16753,-123.158,-1.15641e-09,-14.2593,9.65613,-137.689
1.9e+10,-1.02274e-09,-13.3907,-1.02532e-09,-13.4212,9.12019,-122.404,-1.14583e-09,-14.234,9.61013,-136.79
1.905e+10,-1.0138e-09,-13.3768,-1.01638e-09,-13.4076,9.07362,-121.655,-1.13538e-09,-14.208,9.56495,-135.899
1.91e+10,-1.00495e-09,-13.3622,-1.00753e-09,-13.3933,9.02785,-120.913,-1.12505e-09,-14.1815,9.5206,-135.016
1.915e+10,-9.96199e-10,-13.3471,-9.98785e-10,-13.3785,8.98284,-120.177,-1.11484e-09,-14.1543,9.47705,-134.141
1.92e+10,-9.87543e-10,-13.3313,-9.9013e-10,-13.363,8.93858,-119.446,-1.10474e-09,-14.1264,9.4343,-133.273
1.925e+10,-9.78979e-10,-13.3149,-9.81569e-10,-13.3469,8.89508,-118.722,-1.09476e-09,-14.0979,9.39233,-132.412
1.93e+10,-9.70508e-10,-13.2979,-9.73099e-10,-13.3302,8.85232,-118.003,-1.08489e-09,-14.0688,9.35113,-131.559
1.935e+10,-9.62127e-10,-13.2802,-9.6472e-10,-13.3129,8.81029,-117.29,-1.07513e-09,-14.0391,9.31069,-130.713
1.94e+10,-9.53834e-10,-13.262,-9.56429e-10,-13.2949,8.76897,-116.583,-1.06547e-09,-14.0087,9.27102,-129.875
1.945e+10,-9.4563e-10,-13.2431,-9.48226e-10,-13.2763,8.72837,-115.881,-1.05593e-09,-13.9777,9.23208,-129.043
1.95e+10,-9.37511e-10,-13.2236,-9.40109e-10,-13.2571,8.68848,-115.184,-1.04649e-09,-13.946,9.19388,-128.218
1.955e+10,-9.29478e-10,-13.2034,-9.32078e-10,-13.2373,8.64927,-114.493,-1.03715e-09,-13.9137,9.15642,-127.4
1.96e+10,-9.21528e-10,-13.1827,-9.24129e-10,-13.2168,8.61076,-113.807,-1.02792e-09,-13.8809,9.11964,-126.589
1.965e+10,-9.1366e-10,-13.1613,-9.16263e-10,-13.1957,8.57293,-113.126,-1.01879e-09,-13.8474,9.0836,-125.784
1.97e+10,-9.05874e-10,-13.1392,-9.08479e-10,-13.174,8.53576,-112.45,-1.00975e-09,-13.8133,9.04825,-124.986
1.975e+10,-8.98167e-10,-13.1166,-9.00774e-10,-13.1517,8.49923,-111.78,-1.00081e-09,-13.7786,9.01356,-124.194
1.98e+10,-8.9054e-10,-13.0933,-8.93148e-10,-13.1288,8.4634,-111.114,-9.91972e-10,-13.7432,8.97958,-123.408
1.985e+10,-8.8299e-10,-13.0695,-8.856e-10,-13.1052,8.42819,-110.453,-9.83225e-10,-13.7073,8.94626,-122.629
1.99e+10,-8.75516e-10,-13.045,-8.78128e-10,-13.081,8.39362,-109.797,-9.74571e-10,-13.6708,8.91359,-121.856
1.995e+10,-8.68118e-10,-13.0199,-8.70731e-10,-13.0562,8.35969,-109.146,-9.66009e-10,-13.6337,8.88157,-121.089
2e+10,-8.60794e-10,-12.9941,-8.63409e-10,-13.0308,8.32638,-108.499,-9.57536e-10,-13.596,8.85019,-120.328
2.005e+10,-8.53544e-10,-12.9678,-8.5616e-10,-13.0048,8.29368,-107.857,-9.49153e-10,-13.5578,8.81944,-119.572
2.01e+10,-8.46365e-10,-12.9408,-8.48984e-10,-12.9781,8.2616,-107.22,-9.40857e-10,-13.519,8.78932,-118.823
2.015e+10,-8.39258e-10,-12.9133,-8.41878e-10,-12.9509,8.2301,-106.587,-9.32648e-10,-13.4796,8.7598,-118.079
2.02e+10,-8.32221e-10,-12.8851,-8.34843e-10,-12.923,8.1992,-105.959,-9.24523e-10,-13.4398,8.73087,-117.341
2.025e+10,-8.25254e-10,-12.8564,-8.27877e-10,-12.8946,8.16889,-105.335,-9.16483e-10,-13.3993,8.70254,-116.608
2.03e+10,-8.18354e-10,-12.827,-8.20979e-10,-12.8656,8.13915,-104.715,-9.08525e-10,-13.3584,8.67478,-115.881
2.035e+10,-8.11522e-10,-12.7971,-8.14149e-10,-12.836,8.10997,-104.099,-9.00648e-10,-13.3169,8.6476,-115.159
2.04e+10,-8.04756e-10,-12.7666,-8.07385e-10,-12.8058,8.08135,-103.488,-8.92852e-10,-13.275,8.62096,-114.443
2.045e+10,-7.98056e-10,-12.7356,-8.00686e-10,-12.7751,8.05328,-102.881,-8.85135e-10,-13.2325,8.59487,-113.732
2.05e+10,-7.91421e-10,-12.7039,-7.94052e-10,-12.7437,8.02575,-102.278,-8.77496e-10,-13.1896,8.56933,-113.026
2.055e+10,-7.84849e-10,-12.6718,-7.87482e-10,-12.7119,7.99876,-101.679,-8.69933e-10,-13.1462,8.5443,-112.325
2.06e+10,-7.7834e-10,-12.6391,-7.80975e-10,-12.6795,7.97228,-101.084,-8.62447e-10,-13.1024,8.51979,-111.63
