 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  1.03769012e-10  2.58669372e-01  5.41115863e-09  5.43842784e-01  4.57052313e-09  6.93198940e-01 
 1.04736719e+08  1.03769002e-10  2.70920080e-01  5.41121183e-09  5.69593146e-01  4.57057113e-09  7.26020517e-01 
 1.09697804e+08  1.03768991e-10  2.83750811e-01  5.41127016e-09  5.96561721e-01  4.57062375e-09  7.60394725e-01 
 1.14893881e+08  1.03768979e-10  2.97189002e-01  5.41133412e-09  6.24805981e-01  4.57068145e-09  7.96394795e-01 
 1.20336082e+08  1.03768966e-10  3.11263380e-01  5.41140425e-09  6.54386083e-01  4.57074470e-09  8.34097372e-01 
 1.26036065e+08  1.03768952e-10  3.26004031e-01  5.41148112e-09  6.85364991e-01  4.57081404e-09  8.73582673e-01 
 1.32006039e+08  1.03768936e-10  3.41442455e-01  5.41156540e-09  7.17808602e-01  4.57089005e-09  9.14934647e-01 
 1.38258795e+08  1.03768919e-10  3.57611636e-01  5.41165779e-09  7.51785879e-01  4.57097336e-09  9.58241141e-01 
 1.44807726e+08  1.03768900e-10  3.74546112e-01  5.41175905e-09  7.87368983e-01  4.57106467e-09  1.00359407e+00 
 1.51666862e+08  1.03768879e-10  3.92282045e-01  5.41187003e-09  8.24633415e-01  4.57116475e-09  1.05108958e+00 
 1.58850896e+08  1.03768856e-10  4.10857294e-01  5.41199166e-09  8.63658162e-01  4.57127441e-09  1.10082826e+00 
 1.66375217e+08  1.03768831e-10  4.30311500e-01  5.41212495e-09  9.04525845e-01  4.57139457e-09  1.15291530e+00 
 1.74255944e+08  1.03768803e-10  4.50686163e-01  5.41227099e-09  9.47322876e-01  4.57152621e-09  1.20746071e+00 
 1.82509959e+08  1.03768773e-10  4.72024726e-01  5.41243099e-09  9.92139613e-01  4.57167042e-09  1.26457947e+00 
 1.91154944e+08  1.03768739e-10  4.94372672e-01  5.41260626e-09  1.03907052e+00  4.57182837e-09  1.32439180e+00 
 2.00209417e+08  1.03768703e-10  5.17777608e-01  5.41279824e-09  1.08821434e+00  4.57200136e-09  1.38702329e+00 
 2.09692776e+08  1.03768663e-10  5.42289366e-01  5.41300849e-09  1.13967425e+00  4.57219078e-09  1.45260515e+00 
 2.19625334e+08  1.03768619e-10  5.67960107e-01  5.41323870e-09  1.19355805e+00  4.57239815e-09  1.52127438e+00 
 2.30028370e+08  1.03768571e-10  5.94844419e-01  5.41349074e-09  1.24997829e+00  4.57262514e-09  1.59317399e+00 
 2.40924169e+08  1.03768518e-10  6.22999431e-01  5.41376662e-09  1.30905248e+00  4.57287356e-09  1.66845319e+00 
 2.52336071e+08  1.03768460e-10  6.52484927e-01  5.41406854e-09  1.37090324e+00  4.57314537e-09  1.74726758e+00 
 2.64288522e+08  1.03768397e-10  6.83363460e-01  5.41439888e-09  1.43565844e+00  4.57344269e-09  1.82977929e+00 
 2.76807128e+08  1.03768327e-10  7.15700478e-01  5.41476023e-09  1.50345138e+00  4.57376784e-09  1.91615716e+00 
 2.89918705e+08  1.03768251e-10  7.49564449e-01  5.41515540e-09  1.57442088e+00  4.57412333e-09  2.00657686e+00 
 3.03651341e+08  1.03768167e-10  7.85026992e-01  5.41558744e-09  1.64871146e+00  4.57451187e-09  2.10122101e+00 
 3.18034453e+08  1.03768075e-10  8.22163014e-01  5.41605964e-09  1.72647336e+00  4.57493639e-09  2.20027919e+00 
 3.33098852e+08  1.03767973e-10  8.61050847e-01  5.41657558e-09  1.80786269e+00  4.57540007e-09  2.30394798e+00 
 3.48876811e+08  1.03767862e-10  9.01772399e-01  5.41713909e-09  1.89304137e+00  4.57590632e-09  2.41243086e+00 
 3.65402126e+08  1.03767741e-10  9.44413295e-01  5.41775435e-09  1.98217721e+00  4.57645883e-09  2.52593813e+00 
 3.82710200e+08  1.03767607e-10  9.89063033e-01  5.41842583e-09  2.07544373e+00  4.57706156e-09  2.64468659e+00 
