 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 1.00000000e+08  1.03767913e-10  1.42987416e-01  5.40682282e-09  3.15269205e-01  4.56805931e-09  3.95667558e-01 
 1.04736719e+08  1.03767911e-10  1.49760032e-01  5.40687060e-09  3.30197858e-01  4.56810317e-09  4.14403033e-01 
 1.09697804e+08  1.03767910e-10  1.56853404e-01  5.40692300e-09  3.45832921e-01  4.56815126e-09  4.34025018e-01 
 1.14893881e+08  1.03767908e-10  1.64282717e-01  5.40698045e-09  3.62207747e-01  4.56820399e-09  4.54575362e-01 
 1.20336082e+08  1.03767906e-10  1.72063879e-01  5.40704346e-09  3.79357250e-01  4.56826181e-09  4.76097873e-01 
 1.26036065e+08  1.03767904e-10  1.80213545e-01  5.40711253e-09  3.97317980e-01  4.56832519e-09  4.98638408e-01 
 1.32006039e+08  1.03767902e-10  1.88749160e-01  5.40718827e-09  4.16128193e-01  4.56839467e-09  5.22244967e-01 
 1.38258795e+08  1.03767900e-10  1.97688996e-01  5.40727129e-09  4.35827934e-01  4.56847084e-09  5.46967788e-01 
 1.44807726e+08  1.03767897e-10  2.07052185e-01  5.40736231e-09  4.56459113e-01  4.56855432e-09  5.72859447e-01 
 1.51666862e+08  1.03767894e-10  2.16858764e-01  5.40746207e-09  4.78065592e-01  4.56864583e-09  5.99974966e-01 
 1.58850896e+08  1.03767891e-10  2.27129720e-01  5.40757141e-09  5.00693267e-01  4.56874610e-09  6.28371914e-01 
 1.66375217e+08  1.03767887e-10  2.37887028e-01  5.40769125e-09  5.24390162e-01  4.56885599e-09  6.58110526e-01 
 1.74255944e+08  1.03767884e-10  2.49153702e-01  5.40782257e-09  5.49206521e-01  4.56897639e-09  6.89253814e-01 
 1.82509959e+08  1.03767879e-10  2.60953844e-01  5.40796646e-09  5.75194904e-01  4.56910831e-09  7.21867685e-01 
 1.91154944e+08  1.03767875e-10  2.73312691e-01  5.40812411e-09  6.02410286e-01  4.56925281e-09  7.56021068e-01 
 2.00209417e+08  1.03767870e-10  2.86256673e-01  5.40829682e-09  6.30910158e-01  4.56941108e-09  7.91786034e-01 
 2.09692776e+08  1.03767864e-10  2.99813467e-01  5.40848599e-09  6.60754632e-01  4.56958442e-09  8.29237928e-01 
 2.19625334e+08  1.03767858e-10  3.14012053e-01  5.40869317e-09  6.92006550e-01  4.56977421e-09  8.68455498e-01 
 2.30028370e+08  1.03767851e-10  3.28882779e-01  5.40892003e-09  7.24731591e-01  4.56998200e-09  9.09521025e-01 
 2.40924169e+08  1.03767844e-10  3.44457421e-01  5.40916841e-09  7.58998382e-01  4.57020944e-09  9.52520459e-01 
 2.52336071e+08  1.03767836e-10  3.60769252e-01  5.40944030e-09  7.94878609e-01  4.57045835e-09  9.97543549e-01 
 2.64288522e+08  1.03767827e-10  3.77853111e-01  5.40973786e-09  8.32447130e-01  4.57073069e-09  1.04468398e+00 
 2.76807128e+08  1.03767817e-10  3.95745474e-01  5.41006345e-09  8.71782083e-01  4.57102859e-09  1.09403948e+00 
 2.89918705e+08  1.03767807e-10  4.14484532e-01  5.41041963e-09  9.12965001e-01  4.57135438e-09  1.14571199e+00 
 3.03651341e+08  1.03767795e-10  4.34110269e-01  5.41080918e-09  9.56080909e-01  4.57171055e-09  1.19980771e+00 
 3.18034453e+08  1.03767782e-10  4.54664545e-01  5.41123510e-09  1.00121843e+00  4.57209985e-09  1.25643727e+00 
 3.33098852e+08  1.03767768e-10  4.76191182e-01  5.41170065e-09  1.04846988e+00  4.57252519e-09  1.31571580e+00 
 3.48876811e+08  1.03767752e-10  4.98736053e-01  5.41220938e-09  1.09793135e+00  4.57298977e-09  1.37776297e+00 
 3.65402126e+08  1.03767735e-10  5.22347178e-01  5.41276509e-09  1.14970276e+00  4.57349701e-09  1.44270310e+00 
 3.82710200e+08  1.03767716e-10  5.47074818e-01  5.41337190e-09  1.20388794e+00  4.57405061e-09  1.51066511e+00 
 4.00838108e+08  1.03767696e-10  5.72971581e-01  5.41403427e-09  1.26059464e+00  4.57465455e-09  1.58178259e+00 
 4.19824685e+08  1.03767673e-10  6.00092524e-01  5.41475697e-09  1.31993453e+00  4.57531310e-09  1.65619364e+00 
 4.39710602e+08  1.03767648e-10  6.28495262e-01  5.41554515e-09  1.38202321e+00  4.57603086e-09  1.73404085e+00 
 4.60538460e+08  1.03767620e-10  6.58240088e-01  5.41640435e-09  1.44698008e+00  4.57681273e-09  1.81547103e+00 
 4.82352874e+08  1.03767590e-10  6.89390085e-01  5.41734050e-09  1.51492828e+00  4.57766399e-09  1.90063501e+00 
 5.05200577e+08  1.03767557e-10  7.22011252e-01  5.41835997e-09  1.58599445e+00  4.57859025e-09  1.98968722e+00 
 5.29130511e+08  1.03767520e-10  7.56172633e-01  5.41946955e-09  1.66030855e+00  4.57959751e-09  2.08278527e+00 
 5.54193938e+08  1.03767479e-10  7.91946443e-01  5.42067652e-09  1.73800347e+00  4.58069217e-09  2.18008928e+00 
 5.80444550e+08  1.03767435e-10  8.29408212e-01  5.42198863e-09  1.81921460e+00  4.58188101e-09  2.28176111e+00 
 6.07938580e+08  1.03767385e-10  8.68636917e-01  5.42341416e-09  1.90407931e+00  4.58317127e-09  2.38796344e+00 
 6.36734925e+08  1.03767331e-10  9.09715134e-01  5.42496193e-09  1.99273624e+00  4.58457062e-09  2.49885855e+00 
 6.66895272e+08  1.03767271e-10  9.52729182e-01  5.42664132e-09  2.08532446e+00  4.58608719e-09  2.61460693e+00 
 6.98484230e+08  1.03767205e-10  9.97769280e-01  5.42846231e-09  2.18198246e+00  4.58772961e-09  2.73536553e+00 
 7.31569468e+08  1.03767132e-10  1.04492970e+00  5.43043553e-09  2.28284688e+00  4.58950704e-09  2.86128584e+00 
 7.66221861e+08  1.03767051e-10  1.09430892e+00  5.43257228e-09  2.38805112e+00  4.59142920e-09  2.99251145e+00 
 8.02515641e+08  1.03766962e-10  1.14600980e+00  5.43488460e-09  2.49772361e+00  4.59350640e-09  3.12917536e+00 
 8.40528555e+08  1.03766863e-10  1.20013975e+00  5.43738536e-09  2.61198581e+00  4.59574964e-09  3.27139687e+00 
 8.80342035e+08  1.03766754e-10  1.25681087e+00  5.44008827e-09  2.73094992e+00  4.59817063e-09  3.41927792e+00 
 9.22041367e+08  1.03766633e-10  1.31614013e+00  5.44300806e-09  2.85471630e+00  4.60078191e-09  3.57289915e+00 
 9.65715880e+08  1.03766500e-10  1.37824954e+00  5.44616052e-09  2.98337044e+00  4.60359694e-09  3.73231531e+00 
 1.01145913e+09  1.03766352e-10  1.44326634e+00  5.44956271e-09  3.11697966e+00  4.60663024e-09  3.89755028e+00 
 1.05936911e+09  1.03766188e-10  1.51132309e+00  5.45323307e-09  3.25558942e+00  4.60989751e-09  4.06859162e+00 
 1.10954846e+09  1.03766006e-10  1.58255791e+00  5.45719164e-09  3.39921911e+00  4.61341587e-09  4.24538459e+00 
 1.16210465e+09  1.03765805e-10  1.65711456e+00  5.46146032e-09  3.54785768e+00  4.61720402e-09  4.42782579e+00 
 1.21715029e+09  1.03765582e-10  1.73514265e+00  5.46606311e-09  3.70145864e+00  4.62128249e-09  4.61575646e+00 
 1.27480328e+09  1.03765334e-10  1.81679769e+00  5.47102641e-09  3.85993492e+00  4.62567395e-09  4.80895535e+00 
 1.33518714e+09  1.03765060e-10  1.90224130e+00  5.47637944e-09  4.02315324e+00  4.63040353e-09  5.00713153e+00 
 1.39843121e+09  1.03764756e-10  1.99164121e+00  5.48215456e-09  4.19092827e+00  4.63549915e-09  5.20991703e+00 
 1.46467097e+09  1.03764419e-10  2.08517140e+00  5.48838780e-09  4.36301655e+00  4.64099198e-09  5.41685955e+00 
 1.53404832e+09  1.03764045e-10  2.18301216e+00  5.49511932e-09  4.53911026e+00  4.64691683e-09  5.62741536e+00 
 1.60671189e+09  1.03763631e-10  2.28535002e+00  5.50239400e-09  4.71883093e+00  4.65331270e-09  5.84094273e+00 
 1.68281732e+09  1.03763172e-10  2.39237784e+00  5.51026207e-09  4.90172325e+00  4.66022332e-09  6.05669593e+00 
 1.76252766e+09  1.03762663e-10  2.50429466e+00  5.51877979e-09  5.08724906e+00  4.66769776e-09  6.27382017e+00 
 1.84601365e+09  1.03762100e-10  2.62130563e+00  5.52801021e-09  5.27478174e+00  4.67579112e-09  6.49134780e+00 
 1.93345414e+09  1.03761476e-10  2.74362178e+00  5.53802405e-09  5.46360120e+00  4.68456525e-09  6.70819594e+00 
 2.02503643e+09  1.03760785e-10  2.87145984e+00  5.54890062e-09  5.65288967e+00  4.69408959e-09  6.92316607e+00 
 2.12095673e+09  1.03760021e-10  3.00504185e+00  5.56072892e-09  5.84172859e+00  4.70444214e-09  7.13494574e+00 
 2.22142050e+09  1.03759177e-10  3.14459472e+00  5.57360876e-09  6.02909686e+00  4.71571044e-09  7.34211284e+00 
 2.32664295e+09  1.03758244e-10  3.29034977e+00  5.58765215e-09  6.21387076e+00  4.72799280e-09  7.54314264e+00 
 2.43684950e+09  1.03757214e-10  3.44254198e+00  5.60298480e-09  6.39482581e+00  4.74139960e-09  7.73641802e+00 
 2.55227623e+09  1.03756078e-10  3.60140927e+00  5.61974790e-09  6.57064100e+00  4.75605488e-09  7.92024293e+00 
 2.67317039e+09  1.03754824e-10  3.76719149e+00  5.63810004e-09  6.73990552e+00  4.77209807e-09  8.09285925e+00 
 2.79979097e+09  1.03753444e-10  3.94012932e+00  5.65821963e-09  6.90112830e+00  4.78968606e-09  8.25246697e+00 
 2.93240922e+09  1.03751923e-10  4.12046294e+00  5.68030752e-09  7.05275060e+00  4.80899562e-09  8.39724764e+00 
 3.07130921e+09  1.03750251e-10  4.30843047e+00  5.70459021e-09  7.19316160e+00  4.83022622e-09  8.52539055e+00 
 3.21678851e+09  1.03748412e-10  4.50426621e+00  5.73132355e-09  7.32071698e+00  4.85360333e-09  8.63512122e+00 
 3.36915876e+09  1.03746392e-10  4.70819862e+00  5.76079717e-09  7.43376039e+00  4.87938240e-09  8.72473150e+00 
 3.52874636e+09  1.03744175e-10  4.92044792e+00  5.79333972e-09  7.53064734e+00  4.90785358e-09  8.79261033e+00 
 3.69589317e+09  1.03741742e-10  5.14122353e+00  5.82932517e-09  7.60977108e+00  4.93934735e-09  8.83727416e+00 
 3.87095726e+09  1.03739076e-10  5.37072111e+00  5.86918037e-09  7.66958970e+00  4.97424140e-09  8.85739594e+00 
 4.05431365e+09  1.03736156e-10  5.60911925e+00  5.91339419e-09  7.70865376e+00  5.01296883e-09  8.85183146e+00 
 4.24635511e+09  1.03732961e-10  5.85657582e+00  5.96252876e-09  7.72563331e+00  5.05602836e-09  8.81964206e+00 
