 frequency       l_ind_p1        q_ind_p1        l_ind_p13       q_ind_p13       l_ind_p11       q_ind_p11      
 6.74537312e+09  1.03310026e-10  1.38704994e+01  6.96504766e-09  7.81339887e+00  5.93465584e-09  8.15107884e+00 
 7.06488252e+09  1.03271977e-10  1.42592696e+01  7.15194317e-09  7.40594467e+00  6.10024775e-09  7.68780462e+00 
 7.39952619e+09  1.03231431e-10  1.46442240e+01  7.36808952e-09  6.98413280e+00  6.29217428e-09  7.21428915e+00 
 7.75002098e+09  1.03188337e-10  1.50244994e+01  7.61969135e-09  6.54935280e+00  6.51614476e-09  6.73181350e+00 
 8.11711773e+09  1.03142663e-10  1.53993446e+01  7.91473463e-09  6.10286928e+00  6.77954926e-09  6.24149317e+00 
 8.50160282e+09  1.03094400e-10  1.57681446e+01  8.26364363e-09  5.64580969e+00  7.09209516e-09  5.74427545e+00 
 8.90429990e+09  1.03043568e-10  1.61304431e+01  8.68022612e-09  5.17915596e+00  7.46673068e-09  5.24093976e+00 
 9.32607160e+09  1.02990218e-10  1.64859616e+01  9.18303817e-09  4.70373962e+00  7.92098928e-09  4.73210051e+00 
 9.76782145e+09  1.02934439e-10  1.68346141e+01  9.79733007e-09  4.22023995e+00  8.47891800e-09  4.21821197e+00 
 1.02304957e+10  1.02876358e-10  1.71765177e+01  1.05576697e-08  3.72918480e+00  9.17366895e-09  3.69957470e+00 
 1.07150856e+10  1.02816149e-10  1.75119965e+01  1.15108080e-08  3.23095358e+00  1.00501862e-08  3.17634314e+00 
 1.12226292e+10  1.02754035e-10  1.78415806e+01  1.27157943e-08  2.72578201e+00  1.11642556e-08  2.64853402e+00 
 1.17542136e+10  1.02690290e-10  1.81659982e+01  1.42269895e-08  2.21376832e+00  1.25596378e-08  2.11603525e+00 
 1.23109777e+10  1.02625244e-10  1.84861621e+01  1.59944191e-08  1.69488037e+00  1.41370313e-08  1.57861500e+00 
 1.28941142e+10  1.02559282e-10  1.88031509e+01  1.73871371e-08  1.16896350e+00  1.50235838e-08  1.03593078e+00 
 1.35048722e+10  1.02492851e-10  1.91181846e+01  1.53411302e-08  6.35748727e-01  1.13815298e-08  4.87538353e-01 
 1.41445601e+10  1.02426455e-10  1.94325965e+01  3.06508544e-09  9.48611168e-02 -1.85411556e-09 -6.70997744e-02 
 1.48145483e+10  1.02360655e-10  1.97478021e+01 -1.18052278e-08 -4.54172026e-01 -1.20096781e-08 -6.28606310e-01 
 1.55162719e+10  1.02296072e-10  2.00652654e+01 -1.50699124e-08 -1.01191323e+00 -1.25885440e-08 -1.19768176e+00 
 1.62512341e+10  1.02233382e-10  2.03864643e+01 -1.30926101e-08 -1.57900741e+00 -1.05010621e-08 -1.77509769e+00 
 1.70210095e+10  1.02173313e-10  2.07128561e+01 -1.06199751e-08 -2.15617508e+00 -8.45902475e-09 -2.36169079e+00 
 1.78272469e+10  1.02116643e-10  2.10458433e+01 -8.59505975e-09 -2.74420621e+00 -6.85508273e-09 -2.95835770e+00 
 1.86716736e+10  1.02064198e-10  2.13867414e+01 -7.04068391e-09 -3.34395501e+00 -5.63333695e-09 -3.56605071e+00 
 1.95560984e+10  1.02016845e-10  2.17367485e+01 -5.84810172e-09 -3.95633549e+00 -4.69485888e-09 -4.18577435e+00 
 2.04824159e+10  1.01975494e-10  2.20969183e+01 -4.91948677e-09 -4.58231804e+00 -3.96142650e-09 -4.81858283e+00 
 2.14526105e+10  1.01941095e-10  2.24681357e+01 -4.18362183e-09 -5.22292678e+00 -3.37781520e-09 -5.46557832e+00 
 2.24687605e+10  1.01914634e-10  2.28510959e+01 -3.59067833e-09 -5.87923796e+00 -2.90567919e-09 -6.12791004e+00 
 2.35330426e+10  1.01897137e-10  2.32462876e+01 -3.10572168e-09 -6.55237917e+00 -2.51813244e-09 -6.80677419e+00 
 2.46477368e+10  1.01889672e-10  2.36539794e+01 -2.70389339e-09 -7.24352930e+00 -2.19598718e-09 -7.50341448e+00 
 2.58152310e+10  1.01893353e-10  2.40742103e+01 -2.36717445e-09 -7.95391933e+00 -1.92527936e-09 -8.21912336e+00 
 2.70380260e+10  1.01909346e-10  2.45067840e+01 -2.08225475e-09 -8.68483367e+00 -1.69565009e-09 -8.95524382e+00 
 2.83187415e+10  1.01938875e-10  2.49512664e+01 -1.83912411e-09 -9.43761217e+00 -1.49927594e-09 -9.71317165e+00 
 2.96601208e+10  1.01983240e-10  2.54069873e+01 -1.63012768e-09 -1.02136525e+01 -1.33015037e-09 -1.04943581e+01 
 3.10650375e+10  1.02043824e-10  2.58730442e+01 -1.44932183e-09 -1.10144130e+01 -1.18359213e-09 -1.13003128e+01 
 3.25365012e+10  1.02122113e-10  2.63483106e+01 -1.29202719e-09 -1.18414159e+01 -1.05590295e-09 -1.21326073e+01 
 3.40776639e+10  1.02219715e-10  2.68314450e+01 -1.15451300e-09 -1.26962502e+01 -9.44124907e-10 -1.29928780e+01 
 3.56918273e+10  1.02338381e-10  2.73209036e+01 -1.03377061e-09 -1.35805759e+01 -8.45865561e-10 -1.38828305e+01 
 3.73824490e+10  1.02480032e-10  2.78149526e+01 -9.27348330e-10 -1.44961272e+01 -7.59170123e-10 -1.48042426e+01 
 3.91531507e+10  1.02646787e-10  2.83116826e+01 -8.33229333e-10 -1.54447164e+01 -6.82426541e-10 -1.57589688e+01 
 4.10077256e+10  1.02840998e-10  2.88090212e+01 -7.49740157e-10 -1.64282375e+01 -6.14294161e-10 -1.67489439e+01 
 4.29501465e+10  1.03065286e-10  2.93047449e+01 -6.75481263e-10 -1.74486706e+01 -5.53649426e-10 -1.77761869e+01 
 4.49845744e+10  1.03322585e-10  2.97964885e+01 -6.09273753e-10 -1.85080853e+01 -4.99544081e-10 -1.88428054e+01 
 4.71153675e+10  1.03616192e-10  3.02817510e+01 -5.50118024e-10 -1.96086452e+01 -4.51172661e-10 -1.99509998e+01 
 4.93470903e+10  1.03949823e-10  3.07578965e+01 -4.97161375e-10 -2.07526118e+01 -4.07846944e-10 -2.11030673e+01 
 5.16845235e+10  1.04327678e-10  3.12221508e+01 -4.49672389e-10 -2.19423488e+01 -3.68975705e-10 -2.23014066e+01 
 5.41326744e+10  1.04754521e-10  3.16715913e+01 -4.07020496e-10 -2.31803266e+01 -3.34048527e-10 -2.35485224e+01 
 5.66967873e+10  1.05235769e-10  3.21031305e+01 -3.68659530e-10 -2.44691266e+01 -3.02622745e-10 -2.48470303e+01 
 5.93823550e+10  1.05777596e-10  3.25134940e+01 -3.34114413e-10 -2.58114463e+01 -2.74312855e-10 -2.61996615e+01 
 6.21951306e+10  1.06387069e-10  3.28991912e+01 -3.02970275e-10 -2.72101044e+01 -2.48781842e-10 -2.76092683e+01 
 6.51411394e+10  1.07072295e-10  3.32564812e+01 -2.74863522e-10 -2.86680455e+01 -2.25734044e-10 -2.90788296e+01 
 6.82266924e+10  1.07842611e-10  3.35813340e+01 -2.49474438e-10 -3.01883465e+01 -2.04909241e-10 -3.06114566e+01 
 7.14583994e+10  1.08708816e-10  3.38693874e+01 -2.26521041e-10 -3.17742218e+01 -1.86077726e-10 -3.22103990e+01 
 7.48431833e+10  1.09683454e-10  3.41159025e+01 -2.05753933e-10 -3.34290301e+01 -1.69036178e-10 -3.38790511e+01 
 7.83882949e+10  1.10781166e-10  3.43157173e+01 -1.86951970e-10 -3.51562806e+01 -1.53604177e-10 -3.56209593e+01 
 8.21013285e+10  1.12019136e-10  3.44632009e+01 -1.69918601e-10 -3.69596406e+01 -1.39621260e-10 -3.74398288e+01 
 8.59902381e+10  1.13417657e-10  3.45522096e+01 -1.54478756e-10 -3.88429424e+01 -1.26944415e-10 -3.93395315e+01 
 9.00633544e+10  1.15000853e-10  3.45760446e+01 -1.40476190e-10 -4.08101916e+01 -1.15445936e-10 -4.13241138e+01 
 9.43294028e+10  1.16797619e-10  3.45274141e+01 -1.27771207e-10 -4.28655751e+01 -1.05011581e-10 -4.33978052e+01 
 9.87975220e+10  1.18842852e-10  3.43983979e+01 -1.16238700e-10 -4.50134703e+01 -9.55389928e-11 -4.55650272e+01 
 1.03477283e+11  1.21179090e-10  3.41804176e+01 -1.05766454e-10 -4.72584539e+01 -8.69363203e-11 -4.78304029e+01 
 1.08378712e+11  1.23858716e-10  3.38642100e+01 -9.62536803e-11 -4.96053118e+01 -7.91210325e-11 -5.01987663e+01 
 1.13512307e+11  1.26946980e-10  3.34398050e+01 -8.76097361e-11 -5.20590494e+01 -7.20188788e-11 -5.26751730e+01 
 1.18889067e+11  1.30526215e-10  3.28965075e+01 -7.97530077e-11 -5.46249019e+01 -6.55629825e-11 -5.52649109e+01 
 1.24520509e+11  1.34701820e-10  3.22228832e+01 -7.26099332e-11 -5.73083460e+01 -5.96930459e-11 -5.79735116e+01 
 1.30418696e+11  1.39610959e-10  3.14067477e+01 -6.61141425e-11 -6.01151110e+01 -5.43546508e-11 -6.08067618e+01 
 1.36596263e+11  1.45435523e-10  3.04351601e+01 -6.02057009e-11 -6.30511915e+01 -4.94986430e-11 -6.37707164e+01 
 1.43066445e+11  1.52422003e-10  2.92944198e+01 -5.48304408e-11 -6.61228600e+01 -4.50805872e-11 -6.68717107e+01 
 1.49843101e+11  1.60912995e-10  2.79700678e+01 -4.99393702e-11 -6.93366804e+01 -4.10602850e-11 -7.01163743e+01 
 1.56940749e+11  1.71399145e-10  2.64468926e+01 -4.54881474e-11 -7.26995218e+01 -3.74013466e-11 -7.35116453e+01 
 1.64374591e+11  1.84608825e-10  2.47089413e+01 -4.14366152e-11 -7.62185734e+01 -3.40708099e-11 -7.70647850e+01 
 1.72160555e+11  2.01671953e-10  2.27395364e+01 -3.77483845e-11 -7.99013596e+01 -3.10388011e-11 -8.07833935e+01 
 1.80315317e+11  2.24440700e-10  2.05212991e+01 -3.43904640e-11 -8.37557563e+01 -2.82782315e-11 -8.46754258e+01 
 1.88856348e+11  2.56175332e-10  1.80361784e+01 -3.13329284e-11 -8.77900076e+01 -2.57645263e-11 -8.87492089e+01 
 1.97801943e+11  3.03191896e-10  1.52654876e+01 -2.85486218e-11 -9.20127435e+01 -2.34753824e-11 -9.30134596e+01 
 2.07171266e+11  3.79514474e-10  1.21899462e+01 -2.60128914e-11 -9.64329982e+01 -2.13905498e-11 -9.74773032e+01 
 2.16984388e+11  5.23609030e-10  8.78972848e+00 -2.37033490e-11 -1.01060229e+02 -1.94916368e-11 -1.02150293e+02 
 2.27262329e+11  8.89182949e-10  5.04451679e+00 -2.15996557e-11 -1.05904339e+02 -1.77619336e-11 -1.07042430e+02 
 2.38027108e+11  2.32286641e-09  9.33558455e-01 -1.96833292e-11 -1.10975693e+02 -1.61862544e-11 -1.12164186e+02 
 2.49301785e+11 -1.20855856e-09 -3.56427440e+00 -1.79375696e-11 -1.16285146e+02 -1.47507943e-11 -1.17526524e+02 
 2.61110511e+11 -5.39289036e-10 -8.47042417e+00 -1.63471019e-11 -1.21844061e+02 -1.34430010e-11 -1.23140924e+02 
 2.73478583e+11 -3.32268888e-10 -1.38065879e+01 -1.48980352e-11 -1.27664338e+02 -1.22514583e-11 -1.29019404e+02 
 2.86432496e+11 -2.33454121e-10 -1.95946601e+01 -1.35777340e-11 -1.33758435e+02 -1.11657815e-11 -1.35174551e+02 
 3.00000000e+11 -1.75942590e-10 -2.58566797e+01 -1.23747028e-11 -1.40139399e+02 -1.01765220e-11 -1.41619542e+02 
